"","ny","nx","lat","lon","clima","forest","area_m2","gpp","ra","npp","rc","et","cue","cmass","cleaf","cfroot","cawood"
"727",181,218,0.75,-70.75,"nclim",1,3090803200,4.653308,3.090963,1.562345,68.82107,4.002303,0.322339,15.32464,1.267509,1.478425,12.578706
"728",181,219,0.75,-70.25,"nclim",1,3090803200,4.664678,3.095379,1.569298,68.3081,4.003494,0.323132,15.366723,1.270964,1.482583,12.613176
"729",181,220,0.75,-69.75,"nclim",1,3090803200,4.667249,3.098156,1.569093,67.94848,4.014257,0.323011,15.347006,1.270653,1.482133,12.594219
"730",181,221,0.75,-69.25,"nclim",1,3090803200,4.683219,3.10719,1.576029,67.69094,4.028923,0.323608,15.410264,1.276144,1.48858,12.64554
"731",181,222,0.75,-68.75,"nclim",1,3090803200,4.706954,3.120139,1.586814,67.45144,4.042806,0.324521,15.455671,1.281948,1.495374,12.678349
"732",181,223,0.75,-68.25,"nclim",1,3090803200,4.723842,3.128503,1.595339,67.06147,4.05026,0.326533,15.491815,1.290058,1.496177,12.70558
"733",181,224,0.75,-67.75,"nclim",1,3090803200,4.730375,3.141007,1.589368,68.41076,4.103511,0.324949,15.351694,1.283564,1.488402,12.579729
"734",181,225,0.75,-67.25,"nclim",1,3090803200,4.742462,3.149872,1.59259,68.917336,4.121701,0.324697,15.34405,1.285243,1.490338,12.568468
"735",181,226,0.75,-66.75,"nclim",1,3090803200,4.725721,3.139965,1.585755,69.58651,4.116271,0.32472,15.259308,1.277328,1.481215,12.500764
"736",181,227,0.75,-66.25,"nclim",1,3090803200,4.724269,3.141998,1.582271,70.989494,4.123676,0.32427,15.176987,1.275106,1.473763,12.428117
"737",181,228,0.75,-65.75,"nclim",1,3090803200,4.705074,3.134623,1.570451,72.30219,4.125648,0.322766,15.037062,1.265214,1.462162,12.309686
"738",181,229,0.75,-65.25,"nclim",1,3090803200,4.687448,3.130741,1.556706,73.73884,4.140282,0.320574,14.863845,1.254607,1.449518,12.15972
"739",181,230,0.75,-64.75,"nclim",1,3090803200,4.697609,3.140642,1.556966,75.0217,4.170847,0.319826,14.800918,1.252936,1.447554,12.100427
"740",181,231,0.75,-64.25,"nclim",1,3090803200,4.709144,3.151711,1.557432,75.74145,4.200052,0.31887,14.747134,1.253825,1.445025,12.048284
"741",181,232,0.75,-63.75,"nclim",1,3090803200,4.695838,3.146373,1.549465,76.94073,4.220636,0.317713,14.650098,1.247617,1.438619,11.963862
"742",181,233,0.75,-63.25,"nclim",1,3090803200,4.762593,3.174945,1.587649,77.4787,4.264432,0.320835,15.145271,1.266734,1.43011,12.448426
"743",181,234,0.75,-62.75,"nclim",1,3090803200,4.786868,3.193517,1.593351,78.43958,4.298639,0.320412,15.154032,1.268425,1.431459,12.454147
"744",181,235,0.75,-62.25,"nclim",1,3090803200,4.798695,3.203625,1.59507,79.14644,4.327273,0.320622,15.137747,1.268317,1.431647,12.437782
"745",181,236,0.75,-61.75,"nclim",1,3090803200,4.800756,3.207055,1.593701,79.86213,4.348659,0.320781,15.110198,1.267311,1.431071,12.411816
"746",181,237,0.75,-61.25,"nclim",1,3090803200,4.858344,3.240256,1.618088,79.51269,4.387881,0.32224,15.324032,1.28416,1.450122,12.589749
"747",181,238,0.75,-60.75,"nclim",1,3090803200,4.935431,3.277389,1.658041,78.282394,4.40407,0.325575,15.726497,1.316251,1.486449,12.923798
"748",181,239,0.75,-60.25,"nclim",1,3090803200,4.961962,3.294531,1.667431,78.80245,4.437677,0.326094,15.805038,1.324278,1.495896,12.984866
"749",181,240,0.75,-59.75,"nclim",1,3090803200,4.941976,3.287602,1.654374,80.045265,4.48979,0.32507,15.679123,1.311305,1.484444,12.883374
"750",181,241,0.75,-59.25,"nclim",1,3090803200,4.839487,3.232778,1.60671,81.49055,4.544029,0.322028,15.163603,1.266022,1.439707,12.457874
"751",181,242,0.75,-58.75,"nclim",1,3090803200,4.709444,3.168817,1.540946,83.17574,4.569674,0.314078,14.31452,1.211448,1.414885,11.688188
"752",181,243,0.75,-58.25,"nclim",1,3090803200,4.885311,3.268017,1.617294,83.454,4.628395,0.321042,15.280251,1.27598,1.451268,12.553002
"753",181,244,0.75,-57.75,"nclim",1,3090803200,4.994255,3.336048,1.658207,83.584854,4.705494,0.322389,15.600806,1.315064,1.493306,12.792436
"754",181,245,0.75,-57.25,"nclim",1,3090803200,5.029881,3.359788,1.670093,85.85483,4.804705,0.322106,15.690091,1.324996,1.50665,12.858444
"755",181,246,0.75,-56.75,"nclim",1,3090803200,4.956691,3.334447,1.62509,88.18185,4.93989,0.314621,15.077538,1.289078,1.50289,12.28557
"756",181,247,0.75,-56.25,"nclim",1,3090803200,4.48212,3.187421,1.510444,90.13821,5.044319,0.293037,14.833755,1.195692,1.411242,12.226821
"757",181,248,0.75,-55.75,"nclim",0,3090803200,3.844174,3.041983,1.462361,90.51583,5.127905,0.287411,14.387864,1.143823,1.343128,11.900912
"758",181,249,0.75,-55.25,"nclim",0,3090803200,3.789682,2.978173,1.441537,90.74418,5.15285,0.286591,14.48518,1.133767,1.328522,12.022891
"759",181,250,0.75,-54.75,"nclim",1,3090803200,3.93519,3.021687,1.472311,89.86466,5.107639,0.288907,14.82547,1.171924,1.371768,12.281779
"760",181,251,0.75,-54.25,"nclim",1,3090803200,4.067551,3.087889,1.482577,89.693275,5.008267,0.287984,14.642731,1.197701,1.411704,12.033325
"761",181,252,0.75,-53.75,"nclim",1,3090803200,4.081221,3.064465,1.490372,89.01882,4.92361,0.291641,14.401984,1.194623,1.406517,11.800844
"762",181,253,0.75,-53.25,"nclim",1,3090803200,3.855178,2.942902,1.437016,88.56238,4.810516,0.291087,13.653646,1.137244,1.339748,11.176653
"763",181,254,0.75,-52.75,"nclim",1,3090803200,3.737951,2.878453,1.400596,87.985565,4.696978,0.290111,13.295103,1.103639,1.300364,10.891102
"764",181,255,0.75,-52.25,"nclim",1,3090803200,3.903293,2.939223,1.413858,87.64291,4.619241,0.29089,13.713717,1.12907,1.329041,11.255609
"765",181,256,0.75,-51.75,"nclim",1,3090803200,3.925891,2.943494,1.420123,88.32602,4.594329,0.292601,13.454732,1.122622,1.320217,11.011893
"766",181,257,0.75,-51.25,"nclim",1,3090803200,3.988848,2.958627,1.428443,89.01178,4.64375,0.293922,13.392491,1.121102,1.311425,10.959964
"767",181,258,0.75,-50.75,"nclim",1,3090803200,4.941881,3.305854,1.636027,93.1717,4.730537,0.317424,15.437355,1.321057,1.499935,12.616362
"768",181,259,0.75,-50.25,"nclim",1,3090803200,4.848145,3.271077,1.587455,91.99413,4.790502,0.30896,14.795975,1.27777,1.485178,12.033026
"769",181,260,0.75,-49.75,"nclim",1,3090803200,4.179046,3.072833,1.487382,89.70004,4.777555,0.294632,13.811395,1.1708,1.364436,11.276158
"770",181,261,0.75,-49.25,"nclim",1,3090803200,3.787151,2.968867,1.461876,86.17155,4.813936,0.291454,13.368707,1.129474,1.288467,10.950766
"771",181,262,0.75,-48.75,"nclim",0,3090803200,3.692188,2.933764,1.444295,90.34918,4.848164,0.289856,13.128516,1.11122,1.268543,10.748753
"772",181,263,0.75,-48.25,"nclim",0,3090803200,3.916557,3.034905,1.501433,92.978294,4.905527,0.293176,13.804646,1.165485,1.329239,11.309921
"773",181,264,0.75,-47.75,"nclim",0,3090803200,3.866271,3.024237,1.501274,94.47326,4.960564,0.293362,13.652096,1.160599,1.324145,11.167351
"774",181,265,0.75,-47.25,"nclim",0,3090803200,3.84662,3.030978,1.511502,91.1737,5.004692,0.29291,13.560232,1.167088,1.332234,11.06091
"775",181,266,0.75,-46.75,"nclim",0,3090803200,3.752682,3.006817,1.483376,89.12396,5.090331,0.288212,13.091028,1.1429,1.30551,10.642618
"776",182,203,1.25,-78.25,"nclim",0,3090332400,6.305756,3.683962,2.621794,58.77965,4.982756,0.405712,19.30825,2.116971,2.425371,14.765908
"777",182,204,1.25,-77.75,"nclim",1,3090332400,5.638088,3.618894,2.019193,85.62971,4.912846,0.345905,18.626379,1.622085,1.836019,15.168275
"778",182,205,1.25,-77.25,"nclim",1,3090332400,5.201416,3.398433,1.802983,98.44076,4.697612,0.335951,17.096737,1.446653,1.634411,14.015673
"779",182,206,1.25,-76.75,"nclim",1,3090332400,4.788603,3.166811,1.621791,80.60961,4.177759,0.327921,15.590688,1.306428,1.515244,12.769015
"780",182,207,1.25,-76.25,"nclim",1,3090332400,4.4994,2.987005,1.512395,75.41143,3.89998,0.323404,14.968534,1.214054,1.417107,12.337373
"781",182,208,1.25,-75.75,"nclim",1,3090332400,4.381014,2.918949,1.462065,75.89866,3.813332,0.321099,14.615857,1.175555,1.372245,12.068058
"782",182,209,1.25,-75.25,"nclim",1,3090332400,4.283842,2.866946,1.416896,76.72723,3.735459,0.318207,14.366433,1.147822,1.339767,11.878843
"783",182,210,1.25,-74.75,"nclim",1,3090332400,4.248637,2.851178,1.397458,80.25049,3.721973,0.315939,14.225854,1.138778,1.328841,11.758234
"784",182,211,1.25,-74.25,"nclim",1,3090332400,4.299881,2.881325,1.418556,79.536766,3.758106,0.316791,14.375559,1.15507,1.347773,11.872718
"785",182,212,1.25,-73.75,"nclim",1,3090332400,4.361889,2.916321,1.445567,77.61073,3.813432,0.317628,14.480083,1.172061,1.367466,11.940556
"786",182,213,1.25,-73.25,"nclim",1,3090332400,4.470221,2.978654,1.491566,76.94889,3.915109,0.319921,14.667059,1.200954,1.400969,12.065136
"787",182,214,1.25,-72.75,"nclim",1,3090332400,4.576733,3.047688,1.529045,74.18258,3.999962,0.322117,14.886724,1.236054,1.433063,12.217607
"788",182,215,1.25,-72.25,"nclim",1,3090332400,4.614381,3.069594,1.544787,72.34771,4.022161,0.322919,14.998441,1.248341,1.447369,12.302731
"789",182,216,1.25,-71.75,"nclim",1,3090332400,4.636886,3.085595,1.551291,71.63995,4.031424,0.322582,15.086946,1.257153,1.457514,12.37228
"790",182,217,1.25,-71.25,"nclim",1,3090332400,4.65021,3.094912,1.555298,70.55217,4.040918,0.321304,15.143909,1.259033,1.468071,12.416803
"791",182,218,1.25,-70.75,"nclim",1,3090332400,4.661891,3.101422,1.560469,69.89559,4.042645,0.321478,15.199267,1.263789,1.473654,12.461824
"792",182,219,1.25,-70.25,"nclim",1,3090332400,4.692431,3.118159,1.574272,69.321045,4.059662,0.323993,15.272385,1.27516,1.478503,12.518723
"793",182,220,1.25,-69.75,"nclim",1,3090332400,4.713467,3.125331,1.588137,68.41187,4.050729,0.325448,15.424169,1.286816,1.492222,12.645132
"794",182,221,1.25,-69.25,"nclim",1,3090332400,4.725483,3.132197,1.593286,68.50457,4.06157,0.325721,15.453534,1.289224,1.495089,12.669222
"795",182,222,1.25,-68.75,"nclim",1,3090332400,4.744765,3.14322,1.601545,68.50805,4.076772,0.326178,15.503721,1.296145,1.503125,12.704451
"796",182,223,1.25,-68.25,"nclim",1,3090332400,4.760542,3.152493,1.608048,68.22621,4.09057,0.326946,15.539447,1.299494,1.507069,12.732883
"797",182,224,1.25,-67.75,"nclim",1,3090332400,4.764387,3.162394,1.601994,69.54762,4.137692,0.325347,15.39492,1.292546,1.498806,12.603567
"798",182,225,1.25,-67.25,"nclim",1,3090332400,4.773247,3.169035,1.604213,69.965416,4.151014,0.325217,15.369643,1.292091,1.498292,12.579261
"799",182,226,1.25,-66.75,"nclim",1,3090332400,4.757771,3.160267,1.597504,70.381615,4.147521,0.324736,15.304503,1.285832,1.491012,12.527658
"800",182,227,1.25,-66.25,"nclim",1,3090332400,4.740741,3.15121,1.589532,71.66922,4.142078,0.324079,15.202539,1.27817,1.482072,12.442299
"801",182,228,1.25,-65.75,"nclim",1,3090332400,4.714432,3.145114,1.569319,72.74502,4.147537,0.321728,14.996081,1.265995,1.462696,12.26739
"802",182,229,1.25,-65.25,"nclim",1,3090332400,4.698724,3.139449,1.559275,73.52252,4.15324,0.320366,14.872177,1.257946,1.453272,12.160959
"803",182,230,1.25,-64.75,"nclim",1,3090332400,4.703734,3.146454,1.55728,75.03373,4.178665,0.319373,14.799619,1.255174,1.449987,12.094458
"804",182,231,1.25,-64.25,"nclim",1,3090332400,4.704658,3.149329,1.555329,75.88115,4.200853,0.318548,14.70322,1.252292,1.446783,12.004146
"805",182,232,1.25,-63.75,"nclim",1,3090332400,4.700748,3.150882,1.549866,76.89162,4.217821,0.317528,14.639559,1.249701,1.440507,11.94935
"806",182,233,1.25,-63.25,"nclim",1,3090332400,4.760547,3.174081,1.586465,77.27546,4.253338,0.321023,15.138262,1.266305,1.428982,12.442973
"807",182,234,1.25,-62.75,"nclim",1,3090332400,4.764926,3.179104,1.585822,78.18098,4.269004,0.32057,15.113335,1.265164,1.427526,12.420644
"808",182,235,1.25,-62.25,"nclim",1,3090332400,4.778279,3.190476,1.587803,78.86241,4.30083,0.320675,15.099461,1.26521,1.428104,12.406146
"809",182,236,1.25,-61.75,"nclim",1,3090332400,4.782819,3.195612,1.587208,79.62901,4.327961,0.32113,15.074079,1.263277,1.426808,12.383994
"810",182,237,1.25,-61.25,"nclim",1,3090332400,4.835032,3.225948,1.609084,79.58313,4.367081,0.322547,15.268482,1.279074,1.44455,12.544859
"811",182,238,1.25,-60.75,"nclim",1,3090332400,4.93367,3.285545,1.648125,78.32551,4.444497,0.324162,15.592805,1.309718,1.47932,12.803766
"812",182,239,1.25,-60.25,"nclim",1,3090332400,4.924133,3.281192,1.64294,78.58799,4.495375,0.32461,15.545213,1.301937,1.474592,12.768683
"813",182,240,1.25,-59.75,"nclim",1,3090332400,4.693456,3.152155,1.541304,79.753975,4.553692,0.314834,14.323069,1.209111,1.414342,11.699615
"814",182,241,1.25,-59.25,"nclim",1,3090332400,4.41909,3.018589,1.462801,79.60928,4.583834,0.29954,13.808361,1.13422,1.339802,11.334339
"815",182,242,1.25,-58.75,"nclim",1,3090332400,4.240353,2.981037,1.429128,80.33442,4.5915,0.292977,13.623227,1.112318,1.313398,11.197511
"816",182,243,1.25,-58.25,"nclim",1,3090332400,4.371344,3.039909,1.461059,81.64596,4.627695,0.298289,13.812257,1.131349,1.335575,11.345333
"817",182,244,1.25,-57.75,"nclim",1,3090332400,4.710909,3.182706,1.540761,82.87725,4.675346,0.310348,14.473557,1.208749,1.41759,11.847219
"818",182,245,1.25,-57.25,"nclim",1,3090332400,4.786264,3.231497,1.565634,84.72411,4.772916,0.310787,14.612638,1.231248,1.443997,11.937393
"819",182,246,1.25,-56.75,"nclim",1,3090332400,4.620263,3.178866,1.520068,87.39819,4.868,0.300641,14.535755,1.191965,1.407645,11.936147
"820",182,247,1.25,-56.25,"nclim",1,3090332400,3.954681,3.045424,1.426018,90.622894,4.949702,0.284432,13.922957,1.123652,1.326147,11.473158
"821",182,248,1.25,-55.75,"nclim",1,3090332400,3.662792,2.955565,1.405495,93.1355,5.039207,0.282944,13.415585,1.096397,1.294537,11.024651
"822",182,249,1.25,-55.25,"nclim",1,3090332400,3.690744,2.937767,1.404425,93.343254,5.059898,0.283876,13.876732,1.10612,1.300506,11.470105
"823",182,250,1.25,-54.75,"nclim",0,3090332400,3.743171,2.928984,1.42516,91.172066,5.020384,0.286316,14.35942,1.128175,1.322006,11.90924
"824",182,251,1.25,-54.25,"nclim",0,3090332400,3.48586,2.813995,1.36066,91.52032,4.974336,0.280213,12.934011,1.070656,1.265471,10.597883
"825",182,252,1.25,-53.75,"nclim",0,3090332400,3.493299,2.787182,1.366288,90.361626,4.857791,0.283606,12.559396,1.073449,1.255522,10.230425
"826",182,253,1.25,-53.25,"nclim",0,3090332400,3.416777,2.72498,1.335039,89.08997,4.718525,0.283046,12.228994,1.049477,1.227715,9.951801
"827",182,254,1.25,-52.75,"nclim",1,3090332400,3.464403,2.727314,1.332132,89.05179,4.615104,0.285476,12.296039,1.046512,1.223214,10.026313
"828",182,255,1.25,-52.25,"nclim",1,3090332400,3.834084,2.875748,1.381571,90.57696,4.535046,0.290663,13.146728,1.096992,1.290753,10.758983
"829",182,256,1.25,-51.75,"nclim",1,3090332400,4.016871,2.946978,1.406859,90.55245,4.520375,0.292811,13.556685,1.125208,1.322966,11.10851
"830",182,257,1.25,-51.25,"nclim",1,3090332400,4.127216,2.973537,1.410569,90.21276,4.579961,0.292267,13.740716,1.122362,1.321211,11.297143
"831",182,258,1.25,-50.75,"nclim",1,3090332400,4.5801,3.120715,1.507333,93.912315,4.687309,0.303763,14.443885,1.19796,1.411255,11.834669
"832",182,259,1.25,-50.25,"nclim",1,3090332400,5.09706,3.402059,1.695001,89.758156,4.770661,0.317844,15.894829,1.378247,1.559084,12.957497
"833",182,260,1.25,-49.75,"nclim",1,3090332400,4.437136,3.12613,1.510953,88.47756,4.77432,0.298316,14.297957,1.194542,1.396786,11.706631
"834",182,261,1.25,-49.25,"nclim",1,3090332400,4.030873,2.995777,1.475281,87.65079,4.798174,0.294525,13.741974,1.140628,1.300902,11.300444
"835",182,262,1.25,-48.75,"nclim",1,3090332400,3.954958,3.001008,1.450114,89.86682,4.827448,0.290014,13.447913,1.133921,1.327915,10.986076
"836",182,263,1.25,-48.25,"nclim",1,3090332400,4.458854,3.159717,1.5245,92.59882,4.855599,0.294411,14.660367,1.215224,1.429412,12.015731
"837",182,264,1.25,-47.75,"nclim",1,3090332400,3.970867,3.044559,1.488314,95.223236,4.889905,0.292316,13.827154,1.171501,1.366775,11.288877
"838",182,265,1.25,-47.25,"nclim",1,3090332400,3.904646,3.025534,1.514865,90.235954,4.917018,0.294425,13.84935,1.177946,1.344389,11.327015
"839",182,266,1.25,-46.75,"nclim",1,3090332400,3.760526,2.984935,1.489289,85.49241,4.966849,0.290805,13.279378,1.150308,1.313928,10.815142
"840",182,267,1.25,-46.25,"nclim",1,3090332400,3.693149,2.984272,1.484525,83.11657,5.080386,0.287755,13.035843,1.141076,1.3046,10.590167
"841",182,268,1.25,-45.75,"nclim",1,3090332400,3.815619,3.086433,1.52973,87.13501,5.30758,0.287505,13.335487,1.174973,1.343395,10.817119
"842",183,203,1.75,-78.25,"nclim",0,3089626400,6.30931,3.663748,2.645562,60.949444,4.923112,0.410599,19.025988,2.137621,2.451643,14.436723
"843",183,204,1.75,-77.75,"nclim",1,3089626400,5.631718,3.624977,2.006741,92.523865,5.057812,0.345398,18.550394,1.614505,1.827024,15.108866
"844",183,205,1.75,-77.25,"nclim",1,3089626400,5.187038,3.38795,1.799088,106.66114,4.79478,0.336463,17.084988,1.446014,1.633656,14.005316
"845",183,206,1.75,-76.75,"nclim",1,3089626400,4.765726,3.153232,1.612494,82.51969,4.15583,0.327907,15.578349,1.302268,1.510366,12.765715
"846",183,207,1.75,-76.25,"nclim",1,3089626400,4.489952,2.989867,1.500086,75.17481,3.877383,0.322235,15.020887,1.216702,1.419946,12.384238
"847",183,208,1.75,-75.75,"nclim",1,3089626400,4.399285,2.936844,1.46244,76.45688,3.81603,0.320619,14.733481,1.185912,1.3841,12.163469
"848",183,209,1.75,-75.25,"nclim",1,3089626400,4.35333,2.910126,1.443204,76.82384,3.786044,0.319116,14.577532,1.171906,1.367693,12.037931
"849",183,210,1.75,-74.75,"nclim",1,3089626400,4.322664,2.900663,1.422,79.58338,3.781847,0.316495,14.417114,1.161579,1.355162,11.900373
"850",183,211,1.75,-74.25,"nclim",1,3089626400,4.373586,2.930262,1.443324,78.77442,3.817862,0.31709,14.560017,1.177977,1.374245,12.007793
"851",183,212,1.75,-73.75,"nclim",1,3089626400,4.440118,2.968182,1.471935,76.942665,3.876122,0.318275,14.676989,1.196808,1.396077,12.084105
"852",183,213,1.75,-73.25,"nclim",1,3089626400,4.538653,3.025461,1.513192,76.010956,3.963359,0.321802,14.833261,1.225155,1.42045,12.187658
"853",183,214,1.75,-72.75,"nclim",1,3089626400,4.636516,3.085798,1.550718,73.44184,4.047573,0.323063,15.027423,1.252911,1.45267,12.321844
"854",183,215,1.75,-72.25,"nclim",1,3089626400,4.656999,3.096983,1.560016,72.242325,4.059991,0.32349,15.106538,1.260975,1.462041,12.383521
"855",183,216,1.75,-71.75,"nclim",1,3089626400,4.673122,3.106378,1.566744,72.2803,4.068583,0.323707,15.171582,1.267823,1.469965,12.433793
"856",183,217,1.75,-71.25,"nclim",1,3089626400,4.694474,3.120164,1.57431,70.75576,4.073383,0.323805,15.243133,1.275523,1.478862,12.488749
"857",183,218,1.75,-70.75,"nclim",1,3089626400,4.712721,3.131622,1.581099,70.13495,4.086347,0.324049,15.293779,1.280748,1.484936,12.528095
"858",183,219,1.75,-70.25,"nclim",1,3089626400,4.724403,3.137245,1.587159,70.28118,4.089886,0.324499,15.345785,1.285681,1.490715,12.569389
"859",183,220,1.75,-69.75,"nclim",1,3089626400,4.7515,3.149122,1.602379,69.36434,4.092222,0.325584,15.485053,1.297781,1.504921,12.682351
"860",183,221,1.75,-69.25,"nclim",1,3089626400,4.759889,3.154318,1.605571,69.55932,4.099134,0.325919,15.498131,1.298714,1.50605,12.693367
"861",183,222,1.75,-68.75,"nclim",1,3089626400,4.776807,3.163625,1.613182,69.59111,4.109414,0.326207,15.551205,1.304681,1.513001,12.733524
"862",183,223,1.75,-68.25,"nclim",1,3089626400,4.79396,3.175187,1.618772,69.3102,4.125283,0.326636,15.566578,1.307436,1.516204,12.742938
"863",183,224,1.75,-67.75,"nclim",1,3089626400,4.777706,3.172035,1.605671,70.822044,4.15003,0.32522,15.38085,1.294416,1.500941,12.585494
"864",183,225,1.75,-67.25,"nclim",1,3089626400,4.793113,3.182157,1.610957,71.02505,4.173906,0.325192,15.371001,1.296149,1.502967,12.571887
"865",183,226,1.75,-66.75,"nclim",1,3089626400,4.776285,3.172638,1.603648,71.33542,4.164226,0.324617,15.312163,1.29074,1.496628,12.524795
"866",183,227,1.75,-66.25,"nclim",1,3089626400,4.766686,3.169302,1.597385,72.279854,4.169285,0.323825,15.230779,1.285421,1.490365,12.454992
"867",183,228,1.75,-65.75,"nclim",1,3089626400,4.748691,3.169194,1.579497,73.20672,4.1885,0.321595,15.033335,1.274599,1.472572,12.286164
"868",183,229,1.75,-65.25,"nclim",1,3089626400,4.717824,3.153867,1.563957,74.09261,4.180515,0.320383,14.880564,1.262427,1.458338,12.159798
"869",183,230,1.75,-64.75,"nclim",1,3089626400,4.722843,3.161526,1.561317,75.03617,4.203003,0.319247,14.812202,1.26108,1.456597,12.094525
"870",183,231,1.75,-64.25,"nclim",1,3089626400,4.722703,3.165426,1.557278,76.089096,4.222768,0.317979,14.722549,1.25705,1.451849,12.013651
"871",183,232,1.75,-63.75,"nclim",1,3089626400,4.728414,3.170366,1.558047,76.968475,4.238786,0.317918,14.694005,1.256244,1.447385,11.990376
"872",183,233,1.75,-63.25,"nclim",1,3089626400,4.766955,3.179231,1.587724,77.449196,4.259648,0.321415,15.151271,1.269906,1.43275,12.448614
"873",183,234,1.75,-62.75,"nclim",1,3089626400,4.758461,3.175126,1.583335,78.259254,4.259689,0.321165,15.103867,1.265457,1.427607,12.410803
"874",183,235,1.75,-62.25,"nclim",1,3089626400,4.769999,3.184947,1.585051,78.92605,4.284335,0.320638,15.091561,1.266551,1.428978,12.39603
"875",183,236,1.75,-61.75,"nclim",1,3089626400,4.786851,3.197365,1.589485,79.57858,4.314135,0.320928,15.109339,1.268609,1.431756,12.408973
"876",183,237,1.75,-61.25,"nclim",1,3089626400,4.862539,3.246276,1.616262,79.61581,4.391748,0.32185,15.308344,1.288965,1.454962,12.564417
"877",183,238,1.75,-60.75,"nclim",1,3089626400,4.959506,3.310439,1.649067,79.431,4.505557,0.322865,15.536545,1.312722,1.482465,12.741359
"878",183,239,1.75,-60.25,"nclim",1,3089626400,4.948104,3.302458,1.645646,79.26212,4.592668,0.324241,15.508737,1.300678,1.476334,12.731724
"879",183,240,1.75,-59.75,"nclim",1,3089626400,4.597947,3.107752,1.512442,80.44607,4.647253,0.306671,14.217175,1.176126,1.383265,11.657785
"880",183,241,1.75,-59.25,"nclim",1,3089626400,4.221475,3.005785,1.433431,78.85171,4.666346,0.290287,13.808503,1.123713,1.326814,11.357976
"881",183,242,1.75,-58.75,"nclim",1,3089626400,3.909382,2.944636,1.405411,78.3615,4.675886,0.286645,13.360934,1.092809,1.290418,10.977707
"882",183,243,1.75,-58.25,"nclim",1,3089626400,3.674907,2.851255,1.40115,78.66545,4.672331,0.288774,12.910765,1.056354,1.208693,10.645718
"883",183,244,1.75,-57.75,"nclim",1,3089626400,3.730897,2.871187,1.407656,80.15701,4.71414,0.289825,13.028707,1.06066,1.213244,10.754804
"884",183,245,1.75,-57.25,"nclim",1,3089626400,3.849499,2.918463,1.398614,83.564835,4.727507,0.288496,12.95112,1.069107,1.254572,10.627439
"885",183,246,1.75,-56.75,"nclim",1,3089626400,3.715003,2.896682,1.392073,86.41613,4.809603,0.286579,12.732878,1.060209,1.239619,10.43305
"886",183,247,1.75,-56.25,"nclim",1,3089626400,3.605515,2.882007,1.387842,90.68521,4.87909,0.285251,12.649899,1.059309,1.239001,10.351587
"887",183,248,1.75,-55.75,"nclim",1,3089626400,3.494573,2.850801,1.367144,97.7685,4.941391,0.282368,12.673012,1.050883,1.240979,10.38115
"888",183,249,1.75,-55.25,"nclim",1,3089626400,3.437444,2.809967,1.345692,97.97662,4.972254,0.280491,12.631619,1.043042,1.233114,10.355464
"889",183,250,1.75,-54.75,"nclim",0,3089626400,3.49603,2.82702,1.341975,95.70398,4.946795,0.278694,12.926106,1.059748,1.25293,10.613428
"890",183,251,1.75,-54.25,"nclim",0,3089626400,3.220177,2.677134,1.302645,97.17928,4.893206,0.276686,11.852497,1.010421,1.180768,9.661308
"891",183,252,1.75,-53.75,"nclim",0,3089626400,3.229996,2.658807,1.303463,93.88428,4.765356,0.278545,11.99234,1.012943,1.159999,9.819397
"892",183,253,1.75,-53.25,"nclim",0,3089626400,3.341475,2.676801,1.317363,89.26188,4.618253,0.282842,12.176208,1.028483,1.176602,9.971124
"893",183,254,1.75,-52.75,"nclim",1,3089626400,3.426728,2.683407,1.313553,90.13184,4.48573,0.286471,12.246545,1.025386,1.171502,10.049657
"894",183,255,1.75,-52.25,"nclim",1,3089626400,3.682109,2.781376,1.341736,90.932106,4.400487,0.29173,12.429951,1.055716,1.235404,10.13883
"895",183,256,1.75,-51.75,"nclim",1,3089626400,3.690427,2.798695,1.351776,89.70349,4.406523,0.292426,12.533059,1.058706,1.238892,10.235461
"896",183,257,1.75,-51.25,"nclim",1,3089626400,3.699528,2.816275,1.361003,88.709755,4.453313,0.291978,12.659896,1.062378,1.244033,10.353485
"897",183,258,1.75,-50.75,"nclim",1,3089626400,4.026162,2.940072,1.404631,89.7987,4.564663,0.291703,13.497636,1.10834,1.30524,11.084055
"898",183,259,1.75,-50.25,"nclim",1,3089626400,4.19721,3.028825,1.437498,89.91218,4.67978,0.290711,14.015314,1.143802,1.346985,11.524529
"899",183,260,1.75,-49.75,"nclim",1,3089626400,3.973139,2.960502,1.429818,90.5778,4.739765,0.291103,13.287724,1.111786,1.301751,10.874187
"900",183,261,1.75,-49.25,"nclim",1,3089626400,4.145371,3.038049,1.471087,90.91714,4.802317,0.294879,13.569208,1.149324,1.337194,11.082691
"901",183,262,1.75,-48.75,"nclim",1,3089626400,4.535737,3.155961,1.519546,91.27935,4.843042,0.297085,14.6035,1.207618,1.421743,11.974139
"902",183,263,1.75,-48.25,"nclim",1,3089626400,4.389129,3.126034,1.487106,93.9747,4.862514,0.290967,14.652048,1.19203,1.404454,12.055565
"903",183,264,1.75,-47.75,"nclim",1,3089626400,3.892344,3.006313,1.436093,96.99073,4.893741,0.285702,13.925367,1.140231,1.344277,11.440861
"904",183,265,1.75,-47.25,"nclim",1,3089626400,3.935563,3.013417,1.502386,93.2394,4.868322,0.295436,14.04594,1.168623,1.33342,11.543898
