ny,nx,lat,lon,clima,forest,area_m2,gpp,ra,npp,rc,et,cue,cmass,cleaf,cfroot,cawood
176,229,-1.75,-65.25,lowprec,1,3089626400,0.958381,1.18213,0.512254,67.52517,4.3923,0.18405,8.994111,0.467173,0.603494,7.923444
176,230,-1.75,-64.75,lowprec,1,3089626400,1.018744,1.234474,0.552002,69.34524,4.450679,0.187002,9.267693,0.50174,0.649319,8.116634
176,231,-1.75,-64.25,lowprec,1,3089626400,0.826363,1.042948,0.44476,73.59237,4.55763,0.178876,8.845794,0.416872,0.536854,7.892068
176,232,-1.75,-63.75,lowprec,1,3089626400,0.64645,0.932941,0.336117,71.68923,4.773063,0.157034,6.17831,0.354694,0.456036,5.36758
176,233,-1.75,-63.25,lowprec,1,3089626400,0.677932,0.964748,0.358013,71.73743,4.797633,0.15884,6.200327,0.368795,0.474165,5.357368
176,234,-1.75,-62.75,lowprec,1,3089626400,0.750446,1.012472,0.396435,74.71151,4.746368,0.167123,8.627289,0.393588,0.478287,7.755414
176,235,-1.75,-62.25,lowprec,1,3089626400,0.93694,1.20433,0.493407,80.29362,4.761815,0.175347,7.519486,0.451347,0.580808,6.487332
176,236,-1.75,-61.75,lowprec,1,3089626400,1.330085,1.607844,0.701724,79.44555,4.736083,0.187883,8.084168,0.627536,0.814165,6.642468
176,237,-1.75,-61.25,lowprec,1,3089626400,1.051681,1.350024,0.55868,85.848206,4.89912,0.172459,7.126108,0.506441,0.654364,5.965303
176,238,-1.75,-60.75,lowprec,1,3089626400,1.131498,1.438888,0.602869,85.352234,5.002953,0.174067,7.539223,0.543865,0.70406,6.291297
176,239,-1.75,-60.25,lowprec,1,3089626400,1.301121,1.49933,0.697936,87.57544,5.038917,0.197313,9.108848,0.591436,0.715359,7.802053
176,240,-1.75,-59.75,lowprec,1,3089626400,1.20792,1.417774,0.655988,86.53356,5.030999,0.19213,8.816619,0.558186,0.681075,7.577357
176,241,-1.75,-59.25,lowprec,1,3089626400,1.215711,1.541797,0.65745,81.650475,5.029531,0.175582,7.841938,0.588456,0.762452,6.49103
176,242,-1.75,-58.75,lowprec,1,3089626400,1.249776,1.58429,0.670372,82.77404,4.980878,0.175701,7.874494,0.599752,0.777193,6.49755
176,243,-1.75,-58.25,lowprec,1,3089626400,1.317367,1.647993,0.709915,83.31159,4.911838,0.178386,8.176459,0.632233,0.820196,6.724031
176,244,-1.75,-57.75,lowprec,1,3089626400,1.012405,1.346327,0.56412,86.368004,4.917481,0.169005,8.308557,0.504232,0.650825,7.153499
176,245,-1.75,-57.25,lowprec,1,3089626400,0.788052,1.087783,0.442184,89.1979,4.998671,0.158543,7.669316,0.402213,0.518399,6.748705
176,246,-1.75,-56.75,lowprec,0,3089626400,0.598146,0.891938,0.333574,87.84851,5.125042,0.146213,7.817836,0.334701,0.408598,7.074537
176,247,-1.75,-56.25,lowprec,0,3089626400,0.706382,1.064039,0.400358,80.82311,5.274182,0.14451,5.855869,0.402965,0.518097,4.934808
176,253,-1.75,-53.25,lowprec,1,3089626400,0.553394,0.847598,0.295243,73.33198,5.094873,0.137096,5.560216,0.31597,0.406247,4.837999
176,254,-1.75,-52.75,lowprec,1,3089626400,1.885466,1.776131,0.858423,84.111,4.857013,0.236373,10.878114,0.682022,0.819398,9.376694
176,255,-1.75,-52.25,lowprec,1,3089626400,3.083328,2.583505,1.288813,82.49897,4.665898,0.277973,13.10854,0.996785,1.164418,10.947337
176,256,-1.75,-51.75,lowprec,1,3089626400,3.204466,2.666355,1.309618,78.736664,4.53504,0.280399,12.98679,1.02387,1.2038,10.75912
176,257,-1.75,-51.25,lowprec,1,3089626400,3.148602,2.626166,1.281231,77.955444,4.436171,0.279375,12.683829,1.001465,1.177026,10.505338
176,258,-1.75,-50.75,lowprec,1,3089626400,3.038044,2.567897,1.231501,85.92737,4.41081,0.27475,12.104795,0.96096,1.129521,10.014314
176,259,-1.75,-50.25,lowprec,1,3089626400,3.072776,2.664488,1.249916,92.527336,4.692164,0.267092,12.309138,0.987505,1.169323,10.15231
177,206,-1.25,-76.75,lowprec,1,3090332400,4.422941,2.80651,1.733165,67.81959,3.956929,0.34899,15.426321,1.455982,1.759747,12.210592
177,207,-1.25,-76.25,lowprec,1,3090332400,5.27163,3.363644,1.907986,73.277794,4.388946,0.350883,17.919205,1.531287,1.733267,14.654651
177,208,-1.25,-75.75,lowprec,1,3090332400,4.939677,3.245909,1.693768,79.077324,4.32574,0.330559,16.110544,1.372963,1.585235,13.152347
177,209,-1.25,-75.25,lowprec,1,3090332400,4.543177,3.001482,1.541694,80.44535,4.10162,0.322571,15.405842,1.265658,1.469489,12.670695
177,210,-1.25,-74.75,lowprec,1,3090332400,4.196953,2.799903,1.431555,81.579956,3.90539,0.310872,14.902525,1.193319,1.379439,12.329768
177,211,-1.25,-74.25,lowprec,1,3090332400,3.569452,2.620081,1.341946,82.740364,3.86268,0.296974,14.373337,1.137314,1.303814,11.932208
177,212,-1.25,-73.75,lowprec,1,3090332400,3.25631,2.53338,1.297915,82.25199,3.961869,0.288696,14.061101,1.113211,1.271674,11.676216
177,213,-1.25,-73.25,lowprec,1,3090332400,3.353001,2.58646,1.342062,77.06293,3.989613,0.292114,14.498122,1.149312,1.314944,12.033867
177,214,-1.25,-72.75,lowprec,1,3090332400,3.412931,2.622841,1.364787,73.941185,4.035918,0.293206,14.669019,1.167054,1.335852,12.166113
177,215,-1.25,-72.25,lowprec,1,3090332400,4.030559,2.777966,1.407206,73.94076,4.042082,0.302048,14.751785,1.184566,1.369652,12.197566
177,216,-1.25,-71.75,lowprec,1,3090332400,4.532133,2.993886,1.538248,71.31393,4.021976,0.327073,15.205792,1.248654,1.447018,12.51012
177,217,-1.25,-71.25,lowprec,1,3090332400,4.493498,2.963799,1.529699,69.88966,3.978647,0.326695,15.266081,1.252011,1.448846,12.565223
177,218,-1.25,-70.75,lowprec,1,3090332400,4.063843,2.802263,1.4031,70.22241,3.959083,0.309289,14.527267,1.173458,1.368315,11.985495
177,219,-1.25,-70.25,lowprec,1,3090332400,4.568772,3.025522,1.54325,68.52259,3.941331,0.327012,15.073788,1.241375,1.435258,12.397154
177,220,-1.25,-69.75,lowprec,1,3090332400,4.514301,2.986212,1.528089,69.09101,3.909164,0.327683,14.863623,1.214937,1.4098,12.238886
177,221,-1.25,-69.25,lowprec,1,3090332400,4.483867,2.968413,1.515454,67.83475,3.873932,0.327439,14.802588,1.207383,1.401024,12.194181
177,222,-1.25,-68.75,lowprec,0,3090332400,4.428033,2.936632,1.491401,67.02076,3.817448,0.326657,14.710491,1.191643,1.382592,12.136255
177,223,-1.25,-68.25,lowprec,0,3090332400,4.415117,2.929536,1.485581,66.61818,3.800542,0.326729,14.704412,1.188082,1.378455,12.137877
177,224,-1.25,-67.75,lowprec,1,3090332400,4.414262,2.928293,1.485969,66.64626,3.808257,0.327023,14.684067,1.186566,1.376806,12.120694
177,225,-1.25,-67.25,lowprec,1,3090332400,4.428505,2.934,1.494505,67.61521,3.832757,0.328283,14.653388,1.186907,1.37767,12.088812
177,226,-1.25,-66.75,lowprec,0,3090332400,4.532766,3.01342,1.519346,68.201706,3.951443,0.327039,14.776454,1.219732,1.407709,12.149014
177,227,-1.25,-66.25,lowprec,0,3090332400,4.805525,3.13908,1.666445,64.98564,4.042392,0.338795,16.00655,1.337266,1.545034,13.12425
177,228,-1.25,-65.75,lowprec,1,3090332400,5.092632,3.245033,1.847599,61.32486,4.128293,0.354918,17.475496,1.480581,1.679251,14.315664
177,229,-1.25,-65.25,lowprec,1,3090332400,2.664747,2.197908,1.309405,56.513092,4.024228,0.275299,14.123481,1.111893,1.308108,11.703479
177,230,-1.25,-64.75,lowprec,1,3090332400,0.813169,1.017306,0.44318,64.66648,4.373196,0.179671,8.929946,0.416231,0.534848,7.978867
177,231,-1.25,-64.25,lowprec,1,3090332400,0.693969,0.961469,0.367795,64.93487,4.5997,0.162988,6.332289,0.374219,0.481139,5.476931
177,232,-1.25,-63.75,lowprec,1,3090332400,0.706351,0.9612,0.373598,72.731514,4.554497,0.165679,9.047525,0.374607,0.455495,8.217423
177,233,-1.25,-63.25,lowprec,1,3090332400,0.619616,0.869872,0.322486,77.368706,4.629597,0.16032,7.840684,0.327204,0.398281,7.115199
177,234,-1.25,-62.75,lowprec,1,3090332400,0.703685,0.902996,0.385476,71.45579,4.6341,0.167626,5.519162,0.364371,0.468477,4.686313
177,235,-1.25,-62.25,lowprec,1,3090332400,0.784226,1.045189,0.406491,79.55794,4.630892,0.168508,8.16818,0.388953,0.498872,7.280355
177,236,-1.25,-61.75,lowprec,1,3090332400,1.141356,1.423861,0.597387,81.76041,4.667339,0.180768,7.736615,0.538689,0.696847,6.501079
177,237,-1.25,-61.25,lowprec,1,3090332400,1.297173,1.606296,0.673584,84.89086,4.7749,0.182138,7.711198,0.604843,0.78416,6.322195
177,238,-1.25,-60.75,lowprec,1,3090332400,1.386278,1.569457,0.728885,87.93462,4.853813,0.201395,9.214789,0.615841,0.73833,7.860619
177,239,-1.25,-60.25,lowprec,1,3090332400,1.672579,1.820498,0.866472,87.45047,4.924936,0.211003,10.36995,0.726041,0.857645,8.786264
177,240,-1.25,-59.75,lowprec,1,3090332400,1.646276,1.808863,0.85729,88.10229,4.952764,0.208587,10.44645,0.717817,0.849853,8.878779
177,241,-1.25,-59.25,lowprec,1,3090332400,1.500052,1.661691,0.812954,81.969795,4.876083,0.204684,10.424498,0.683019,0.816683,8.924795
177,242,-1.25,-58.75,lowprec,1,3090332400,1.348601,1.669748,0.725177,81.71552,4.925005,0.181015,8.297856,0.643929,0.83589,6.818036
177,243,-1.25,-58.25,lowprec,1,3090332400,1.388896,1.713827,0.74714,83.18061,4.860356,0.18192,8.353088,0.661332,0.858996,6.832761
177,244,-1.25,-57.75,lowprec,1,3090332400,1.169695,1.50693,0.638615,85.98991,4.902181,0.17424,8.488659,0.564275,0.732491,7.191892
177,245,-1.25,-57.25,lowprec,1,3090332400,1.161769,1.485559,0.628995,88.70162,4.965156,0.171702,8.328986,0.551674,0.715585,7.061728
177,246,-1.25,-56.75,lowprec,0,3090332400,0.857894,1.161095,0.475593,91.033844,5.089262,0.160602,7.612971,0.42648,0.550433,6.636059
177,247,-1.25,-56.25,lowprec,0,3090332400,0.722093,0.970789,0.414454,80.23385,5.143735,0.15074,5.740072,0.392013,0.504017,4.844042
177,248,-1.25,-55.75,lowprec,1,3090332400,0.45721,0.750448,0.244291,79.452415,5.319275,0.130787,5.294766,0.273238,0.351306,4.670222
177,250,-1.25,-54.75,lowprec,1,3090332400,0.4621,0.735269,0.243504,76.48774,5.283424,0.131469,5.237492,0.268451,0.345152,4.623889
177,251,-1.25,-54.25,lowprec,1,3090332400,0.445455,0.711719,0.233435,76.138405,5.242455,0.131156,5.173453,0.258433,0.332271,4.58275
177,254,-1.25,-52.75,lowprec,1,3090332400,1.811069,1.734972,0.814245,86.81805,4.88196,0.241727,10.352083,0.644624,0.781979,8.925479
177,255,-1.25,-52.25,lowprec,1,3090332400,2.575672,2.29725,1.132438,84.334175,4.702041,0.262025,11.820241,0.870817,1.016488,9.932936
177,256,-1.25,-51.75,lowprec,1,3090332400,2.801336,2.418033,1.184322,82.477806,4.505425,0.26881,11.894247,0.917236,1.07556,9.901451
177,257,-1.25,-51.25,lowprec,1,3090332400,2.83467,2.416806,1.17351,81.878654,4.317049,0.271063,11.791,0.915888,1.07515,9.799962
177,258,-1.25,-50.75,lowprec,1,3090332400,2.788602,2.383683,1.147664,86.741066,4.234277,0.269845,11.495682,0.895931,1.051278,9.548471
177,259,-1.25,-50.25,lowprec,1,3090332400,2.655326,2.321967,1.117852,98.19666,4.359864,0.263901,11.23592,0.866214,1.01656,9.353147
178,206,-0.75,-76.75,lowprec,1,3090803200,4.828312,3.134994,1.693317,96.360565,4.230196,0.338153,16.299393,1.368007,1.583385,13.348001
178,207,-0.75,-76.25,lowprec,1,3090803200,4.986943,3.268957,1.717985,85.99649,4.388124,0.331834,16.47051,1.380132,1.559153,13.531225
178,208,-0.75,-75.75,lowprec,1,3090803200,4.772914,3.147789,1.625126,77.090004,4.18317,0.327421,15.603115,1.312358,1.519391,12.771366
178,209,-0.75,-75.25,lowprec,1,3090803200,4.458287,2.947495,1.510791,77.8402,3.953941,0.32464,15.1124,1.23072,1.428103,12.453577
178,210,-0.75,-74.75,lowprec,1,3090803200,4.185883,2.776486,1.412464,79.3881,3.799068,0.315275,14.68609,1.170615,1.354563,12.160913
178,211,-0.75,-74.25,lowprec,1,3090803200,4.104653,2.725118,1.386598,81.24057,3.748949,0.31349,14.496354,1.150161,1.327555,12.018639
178,212,-0.75,-73.75,lowprec,1,3090803200,4.117529,2.750341,1.401968,80.80072,3.84354,0.310227,14.648593,1.166742,1.347466,12.134383
178,213,-0.75,-73.25,lowprec,1,3090803200,4.113558,2.769314,1.408589,78.067894,3.941772,0.307383,14.731242,1.17628,1.358933,12.196028
178,214,-0.75,-72.75,lowprec,1,3090803200,4.379614,2.898105,1.488041,74.358986,4.018151,0.318009,15.247085,1.228764,1.429719,12.588603
178,215,-0.75,-72.25,lowprec,1,3090803200,4.549889,3.007554,1.542336,73.59491,4.019228,0.326047,15.177695,1.24921,1.448272,12.480212
178,216,-0.75,-71.75,lowprec,1,3090803200,4.590041,3.029524,1.560518,71.32379,4.018184,0.328189,15.248041,1.257264,1.456983,12.533796
178,217,-0.75,-71.25,lowprec,1,3090803200,4.592604,3.037069,1.555534,70.6206,4.005805,0.327451,15.159915,1.252276,1.449885,12.457754
178,218,-0.75,-70.75,lowprec,1,3090803200,4.58951,3.034721,1.554789,69.33831,3.977296,0.327641,15.177215,1.252182,1.448956,12.476077
178,219,-0.75,-70.25,lowprec,1,3090803200,4.579934,3.03252,1.547414,68.28112,3.959483,0.326705,15.095917,1.244575,1.439204,12.412137
178,220,-0.75,-69.75,lowprec,1,3090803200,4.57074,3.026394,1.544346,67.423775,3.936936,0.326754,15.085279,1.242179,1.436215,12.406884
178,221,-0.75,-69.25,lowprec,1,3090803200,4.531922,3.003582,1.52834,66.92078,3.898826,0.326634,14.968087,1.228991,1.420889,12.318206
178,222,-0.75,-68.75,lowprec,1,3090803200,4.511488,2.983801,1.527687,66.08227,3.872318,0.327895,14.971536,1.220807,1.416657,12.334071
178,223,-0.75,-68.25,lowprec,1,3090803200,4.486934,2.972391,1.514543,66.047844,3.853415,0.3273,14.911309,1.211922,1.406249,12.293139
178,224,-0.75,-67.75,lowprec,1,3090803200,4.494404,2.971322,1.523082,66.36276,3.866688,0.32909,14.888001,1.211151,1.405791,12.27106
178,225,-0.75,-67.25,lowprec,1,3090803200,4.505789,2.990824,1.514966,67.2694,3.905186,0.327603,14.818687,1.219411,1.402314,12.196962
178,226,-0.75,-66.75,lowprec,1,3090803200,3.884798,2.700793,1.309607,68.727844,3.979493,0.300275,13.555533,1.094432,1.3002,11.160901
178,227,-0.75,-66.25,lowprec,1,3090803200,2.353003,2.032585,1.016242,67.22422,4.108732,0.250007,12.410405,0.860548,1.016263,10.533594
178,228,-0.75,-65.75,lowprec,1,3090803200,1.435047,1.427729,0.731042,61.307663,4.090772,0.225116,11.232965,0.628256,0.773025,9.831683
178,229,-0.75,-65.25,lowprec,1,3090803200,1.150416,1.308789,0.599095,62.779266,4.201306,0.192734,9.381256,0.535277,0.696284,8.149694
178,230,-0.75,-64.75,lowprec,1,3090803200,0.771414,1.001327,0.39249,65.83811,4.397491,0.168336,9.147175,0.390469,0.475528,8.281179
178,231,-0.75,-64.25,lowprec,1,3090803200,0.789463,0.957573,0.420733,64.43713,4.33064,0.169296,6.229556,0.39691,0.510313,5.322333
178,232,-0.75,-63.75,lowprec,1,3090803200,0.576365,0.822939,0.299362,73.613884,4.48776,0.157286,8.164867,0.307069,0.37373,7.484069
178,233,-0.75,-63.25,lowprec,1,3090803200,0.686479,0.947574,0.359342,75.20144,4.541451,0.163014,8.075764,0.35825,0.435374,7.28214
178,234,-0.75,-62.75,lowprec,1,3090803200,0.784779,1.061406,0.408793,76.14059,4.577952,0.166851,8.209461,0.401961,0.487967,7.319533
178,235,-0.75,-62.25,lowprec,1,3090803200,0.972123,1.234741,0.503079,80.55937,4.570466,0.179273,8.207254,0.456717,0.588634,7.161903
178,236,-0.75,-61.75,lowprec,1,3090803200,1.378375,1.648286,0.688584,81.762596,4.59972,0.193161,9.038353,0.614925,0.798812,7.624616
178,237,-0.75,-61.25,lowprec,1,3090803200,1.481947,1.631357,0.760125,85.192764,4.66336,0.208853,10.338873,0.640195,0.761923,8.936755
178,238,-0.75,-60.75,lowprec,1,3090803200,1.726516,1.848369,0.881855,85.02145,4.719415,0.214839,10.362594,0.738801,0.868889,8.754903
178,239,-0.75,-60.25,lowprec,1,3090803200,1.786353,1.906722,0.910642,85.612915,4.78606,0.215307,10.612982,0.761967,0.895098,8.955916
178,240,-0.75,-59.75,lowprec,1,3090803200,1.748427,1.884169,0.898206,86.16556,4.82334,0.212779,10.725533,0.751382,0.88522,9.088932
178,241,-0.75,-59.25,lowprec,1,3090803200,1.684781,1.833603,0.877872,85.87756,4.815063,0.209746,10.752221,0.734381,0.868028,9.149813
178,242,-0.75,-58.75,lowprec,1,3090803200,1.38086,1.584373,0.733523,88.05112,4.829369,0.196872,9.647547,0.617805,0.743017,8.286725
178,243,-0.75,-58.25,lowprec,1,3090803200,0.921976,1.217284,0.493625,85.61675,4.857294,0.166673,8.380713,0.446632,0.579147,7.354935
178,244,-0.75,-57.75,lowprec,1,3090803200,1.182386,1.487011,0.624223,86.07821,4.872876,0.179421,8.944918,0.542216,0.702904,7.699798
178,245,-0.75,-57.25,lowprec,1,3090803200,1.239911,1.558549,0.659717,87.745415,4.948913,0.179223,9.049708,0.570997,0.740636,7.738074
178,246,-0.75,-56.75,lowprec,1,3090803200,1.071367,1.385806,0.576986,90.2214,5.068844,0.1697,8.344406,0.504648,0.653688,7.18607
178,247,-0.75,-56.25,lowprec,1,3090803200,0.742964,1.042043,0.402176,91.1365,5.164433,0.153408,8.048265,0.376013,0.484144,7.188109
178,248,-0.75,-55.75,lowprec,1,3090803200,0.692935,1.004824,0.382897,77.69984,5.305974,0.146844,5.701104,0.377136,0.48489,4.839078
178,249,-0.75,-55.25,lowprec,1,3090803200,0.642041,0.958294,0.347543,76.28343,5.325019,0.142884,5.600169,0.356149,0.457906,4.786114
178,250,-0.75,-54.75,lowprec,1,3090803200,0.714687,1.032126,0.390213,75.058495,5.27601,0.149962,5.751603,0.386419,0.496824,4.86836
178,251,-0.75,-54.25,lowprec,1,3090803200,0.694279,0.911486,0.384214,72.82571,4.987713,0.154015,5.772932,0.367417,0.472393,4.933123
178,252,-0.75,-53.75,lowprec,1,3090803200,0.775457,0.970842,0.388264,84.739685,5.031212,0.16633,7.541922,0.352331,0.462019,6.727572
178,253,-0.75,-53.25,lowprec,1,3090803200,1.601056,1.686198,0.717771,85.08732,4.990965,0.213643,8.897769,0.608835,0.800895,7.48804
178,254,-0.75,-52.75,lowprec,1,3090803200,2.017428,1.884382,0.895014,86.84379,4.877618,0.250035,10.85803,0.7016,0.840455,9.315976
178,255,-0.75,-52.25,lowprec,1,3090803200,2.030569,1.923998,0.923645,84.65685,4.729786,0.247657,10.585663,0.716892,0.848895,9.019876
178,256,-0.75,-51.75,lowprec,0,3090803200,2.154882,2.033523,0.985215,83.903145,4.546392,0.249224,10.402549,0.7553,0.882687,8.764561
178,257,-0.75,-51.25,lowprec,0,3090803200,2.376264,2.154162,1.052769,82.12049,4.357316,0.258337,10.950316,0.809404,0.94542,9.195492
178,258,-0.75,-50.75,lowprec,1,3090803200,2.14328,2.000852,0.969033,85.92931,4.255861,0.251213,10.225721,0.743648,0.869015,8.613058
178,259,-0.75,-50.25,lowprec,1,3090803200,2.170801,2.041666,0.980658,96.553764,4.405002,0.249186,10.287958,0.751109,0.879787,8.657063
179,206,-0.25,-76.75,lowprec,1,3091038700,4.856518,3.200035,1.656482,107.65856,4.494248,0.32931,15.792128,1.338254,1.545968,12.907905
179,207,-0.25,-76.25,lowprec,1,3091038700,4.746688,3.13965,1.607038,93.0675,4.275568,0.326284,15.448283,1.303228,1.504166,12.640889
179,208,-0.25,-75.75,lowprec,1,3091038700,3.313043,2.517939,1.276072,74.12905,4.038453,0.282152,13.794868,1.091667,1.25851,11.444692
179,209,-0.25,-75.25,lowprec,1,3091038700,3.149853,2.429768,1.235995,74.683075,3.847348,0.281745,13.551117,1.062028,1.217941,11.271148
179,210,-0.25,-74.75,lowprec,1,3091038700,3.382373,2.445845,1.248691,77.2271,3.704183,0.289055,13.538478,1.064104,1.218472,11.255903
179,211,-0.25,-74.25,lowprec,1,3091038700,4.241529,2.810148,1.431381,79.564896,3.702124,0.32188,14.580028,1.161125,1.344917,12.073986
179,212,-0.25,-73.75,lowprec,1,3091038700,4.366131,2.879264,1.486867,79.20016,3.765622,0.324252,14.906596,1.195169,1.388126,12.3233
179,213,-0.25,-73.25,lowprec,1,3091038700,4.451895,2.936885,1.51501,76.77982,3.905295,0.325176,15.004264,1.216118,1.413332,12.374813
179,214,-0.25,-72.75,lowprec,1,3091038700,4.520731,2.983772,1.536959,75.04096,4.008039,0.326155,15.047433,1.232125,1.432466,12.382841
179,215,-0.25,-72.25,lowprec,1,3091038700,4.563684,3.021004,1.542679,73.49422,4.005927,0.325747,15.123274,1.247407,1.444438,12.43143
179,216,-0.25,-71.75,lowprec,1,3091038700,4.61755,3.045341,1.572209,70.94302,3.979043,0.32887,15.350522,1.268144,1.467787,12.614592
179,217,-0.25,-71.25,lowprec,1,3091038700,4.623105,3.055914,1.567191,69.47419,3.99993,0.327373,15.243005,1.262039,1.460254,12.520712
179,218,-0.25,-70.75,lowprec,1,3091038700,4.612125,3.048866,1.563259,68.455635,3.979892,0.327668,15.21909,1.258496,1.455885,12.504708
179,219,-0.25,-70.25,lowprec,1,3091038700,4.614421,3.049568,1.564853,67.72581,3.980867,0.327814,15.213831,1.257227,1.454429,12.502175
179,220,-0.25,-69.75,lowprec,1,3091038700,4.602498,3.042567,1.559931,66.72564,3.957771,0.327722,15.188119,1.254007,1.450474,12.483639
179,221,-0.25,-69.25,lowprec,1,3091038700,4.586373,3.033985,1.552388,66.27185,3.935479,0.327558,15.137517,1.248668,1.443973,12.444877
179,222,-0.25,-68.75,lowprec,1,3091038700,4.571207,3.02032,1.550887,66.0289,3.923825,0.328116,15.102224,1.239122,1.43799,12.425114
179,223,-0.25,-68.25,lowprec,1,3091038700,4.57615,3.027748,1.548402,65.47754,3.92427,0.327575,15.134592,1.241061,1.440137,12.453395
179,224,-0.25,-67.75,lowprec,1,3091038700,4.569281,3.023235,1.546046,66.25991,3.93338,0.328857,15.056301,1.237125,1.431583,12.387593
179,225,-0.25,-67.25,lowprec,1,3091038700,1.703368,1.654964,0.796651,67.16326,3.976048,0.224974,10.944985,0.666149,0.793113,9.485723
179,226,-0.25,-66.75,lowprec,1,3091038700,1.313778,1.504851,0.641222,66.15388,4.065114,0.194309,9.022279,0.572105,0.743584,7.70659
179,227,-0.25,-66.25,lowprec,1,3091038700,0.167728,0.834459,0.01291,65.6007,4.065968,0.011936,10.792043,0.284468,0.347637,10.159937
179,228,-0.25,-65.75,lowprec,1,3091038700,0.114713,0.831374,5.9E-05,67.154,4.183055,6E-05,10.805648,0.276792,0.338186,10.190669
179,230,-0.25,-64.75,lowprec,1,3091038700,0.801241,1.016639,0.397602,71.25987,4.304763,0.171968,8.417337,0.375367,0.481192,7.560778
179,231,-0.25,-64.25,lowprec,1,3091038700,1.005196,1.225618,0.504804,73.57242,4.334193,0.182076,8.340406,0.452974,0.585861,7.301571
179,232,-0.25,-63.75,lowprec,1,3091038700,0.810781,1.062021,0.407792,72.19617,4.410199,0.167714,8.74758,0.399738,0.485954,7.861887
179,233,-0.25,-63.25,lowprec,1,3091038700,0.738568,0.998495,0.377375,74.25498,4.4357,0.164198,8.501739,0.37446,0.455857,7.671421
179,234,-0.25,-62.75,lowprec,1,3091038700,1.19491,1.450749,0.602002,78.64248,4.452004,0.1869,8.655838,0.537915,0.698725,7.419198
179,235,-0.25,-62.25,lowprec,1,3091038700,1.643215,1.689825,0.792062,81.85177,4.46496,0.220508,10.711792,0.662143,0.786571,9.263078
179,236,-0.25,-61.75,lowprec,1,3091038700,1.83641,1.829274,0.864259,82.50677,4.482432,0.226655,11.084159,0.719559,0.84862,9.515981
179,237,-0.25,-61.25,lowprec,1,3091038700,1.603361,1.679037,0.782028,82.15453,4.542751,0.216265,10.654942,0.653951,0.779361,9.221629
179,238,-0.25,-60.75,lowprec,1,3091038700,1.5916,1.731521,0.813812,82.3373,4.593153,0.211092,10.641968,0.681913,0.806906,9.153148
179,239,-0.25,-60.25,lowprec,1,3091038700,1.724723,1.850553,0.878387,83.09417,4.635959,0.213636,10.501461,0.735167,0.86533,8.900965
179,240,-0.25,-59.75,lowprec,1,3091038700,1.764873,1.888309,0.9017,83.58342,4.661004,0.21385,10.745454,0.754192,0.887177,9.104084
179,241,-0.25,-59.25,lowprec,1,3091038700,1.591885,1.756115,0.827716,85.41233,4.718925,0.20627,10.583972,0.693401,0.823076,9.067494
179,242,-0.25,-58.75,lowprec,1,3091038700,1.299905,1.629088,0.681888,84.447845,4.73008,0.179195,9.102102,0.605015,0.785884,7.711204
179,243,-0.25,-58.25,lowprec,1,3091038700,1.400124,1.524047,0.700824,88.14631,4.727776,0.207387,10.264056,0.565956,0.681731,9.016369
179,244,-0.25,-57.75,lowprec,1,3091038700,1.601209,1.70312,0.803786,87.87693,4.807297,0.214591,10.870848,0.635108,0.753326,9.482413
179,245,-0.25,-57.25,lowprec,1,3091038700,1.33536,1.491529,0.690295,89.73286,4.91189,0.201948,10.31878,0.551052,0.662339,9.105389
179,246,-0.25,-56.75,lowprec,1,3091038700,1.41979,1.674326,0.726125,88.80981,5.049404,0.191156,9.127944,0.599386,0.783163,7.745395
179,247,-0.25,-56.25,lowprec,1,3091038700,1.282069,1.569145,0.656046,89.87551,5.14299,0.183194,9.04422,0.560187,0.728797,7.755237
179,248,-0.25,-55.75,lowprec,1,3091038700,0.646965,0.924287,0.347892,83.712265,5.22917,0.152575,8.24914,0.342253,0.417521,7.489366
179,249,-0.25,-55.25,lowprec,1,3091038700,0.664755,0.975287,0.36071,75.4291,5.311376,0.147476,5.646761,0.361716,0.465064,4.819981
179,250,-0.25,-54.75,lowprec,1,3091038700,0.75716,1.100985,0.403443,74.04584,5.288222,0.150247,6.010498,0.409198,0.526112,5.075188
179,251,-0.25,-54.25,lowprec,1,3091038700,0.932576,1.162562,0.482348,84.16245,5.094314,0.17503,8.118469,0.424844,0.553686,7.139939
179,252,-0.25,-53.75,lowprec,1,3091038700,1.709916,1.785142,0.792733,84.551025,5.012639,0.21168,9.348029,0.656543,0.862034,7.829453
179,253,-0.25,-53.25,lowprec,1,3091038700,1.896842,1.805198,0.855498,87.3433,4.921509,0.242904,10.841766,0.67794,0.815466,9.348361
179,254,-0.25,-52.75,lowprec,1,3091038700,2.13254,1.969893,0.942352,86.1792,4.8492,0.252451,11.112732,0.73698,0.874931,9.500821
179,255,-0.25,-52.25,lowprec,1,3091038700,2.063692,1.933172,0.926392,84.651436,4.695097,0.249759,10.763177,0.723152,0.855674,9.18435
179,256,-0.25,-51.75,lowprec,0,3091038700,2.192159,2.048285,0.988684,83.63852,4.589232,0.250875,10.548369,0.759674,0.887432,8.901263
179,257,-0.25,-51.25,lowprec,0,3091038700,2.309968,2.137345,1.030625,82.897934,4.497171,0.253369,10.83647,0.792468,0.925754,9.118248
179,258,-0.25,-50.75,lowprec,1,3091038700,2.058391,1.97453,0.94567,86.77508,4.425103,0.2452,10.032248,0.725055,0.847279,8.459915
