ny,nx,lat,lon,clima_approach,gpp,npp,cmass,cleaf,cfroot,cawood,agb
182,209,1.25,-75.25,PFT_nclim,4.283842,1.416896,14.366433,1.147822,1.339767,11.878843,13.026665
182,210,1.25,-74.75,PFT_nclim,4.248637,1.397458,14.225854,1.138778,1.328841,11.758234,12.897012
182,211,1.25,-74.25,PFT_nclim,4.299881,1.418556,14.375559,1.15507,1.347773,11.872718,13.027788
182,212,1.25,-73.75,PFT_nclim,4.361889,1.445567,14.480083,1.172061,1.367466,11.940556,13.112617
182,213,1.25,-73.25,PFT_nclim,4.470221,1.491566,14.667059,1.200954,1.400969,12.065136,13.26609
182,214,1.25,-72.75,PFT_nclim,4.576733,1.529045,14.886724,1.236054,1.433063,12.217607,13.453661
182,215,1.25,-72.25,PFT_nclim,4.614381,1.544787,14.998441,1.248341,1.447369,12.302731,13.551072
182,216,1.25,-71.75,PFT_nclim,4.636886,1.551291,15.086946,1.257153,1.457514,12.37228,13.629433
182,217,1.25,-71.25,PFT_nclim,4.65021,1.555298,15.143909,1.259033,1.468071,12.416803,13.675836
182,218,1.25,-70.75,PFT_nclim,4.661891,1.560469,15.199267,1.263789,1.473654,12.461824,13.725613
182,219,1.25,-70.25,PFT_nclim,4.692431,1.574272,15.272385,1.27516,1.478503,12.518723,13.793883
182,220,1.25,-69.75,PFT_nclim,4.713467,1.588137,15.424169,1.286816,1.492222,12.645132,13.931948
182,221,1.25,-69.25,PFT_nclim,4.725483,1.593286,15.453534,1.289224,1.495089,12.669222,13.958446
182,222,1.25,-68.75,PFT_nclim,4.744765,1.601545,15.503721,1.296145,1.503125,12.704451,14.000596
182,223,1.25,-68.25,PFT_nclim,4.760542,1.608048,15.539447,1.299494,1.507069,12.732883,14.032377
182,224,1.25,-67.75,PFT_nclim,4.764387,1.601994,15.39492,1.292546,1.498806,12.603567,13.896113
182,225,1.25,-67.25,PFT_nclim,4.773247,1.604213,15.369643,1.292091,1.498292,12.579261,13.871352
182,226,1.25,-66.75,PFT_nclim,4.757771,1.597504,15.304503,1.285832,1.491012,12.527658,13.81349
182,227,1.25,-66.25,PFT_nclim,4.740741,1.589532,15.202539,1.27817,1.482072,12.442299,13.720469
182,228,1.25,-65.75,PFT_nclim,4.714432,1.569319,14.996081,1.265995,1.462696,12.26739,13.533385
182,229,1.25,-65.25,PFT_nclim,4.698724,1.559275,14.872177,1.257946,1.453272,12.160959,13.418905
182,230,1.25,-64.75,PFT_nclim,4.703734,1.55728,14.799619,1.255174,1.449987,12.094458,13.349632
182,231,1.25,-64.25,PFT_nclim,4.704658,1.555329,14.70322,1.252292,1.446783,12.004146,13.256438
182,232,1.25,-63.75,PFT_nclim,4.700748,1.549866,14.639559,1.249701,1.440507,11.94935,13.199051
182,233,1.25,-63.25,PFT_nclim,4.760547,1.586465,15.138262,1.266305,1.428982,12.442973,13.709278
182,234,1.25,-62.75,PFT_nclim,4.764926,1.585822,15.113335,1.265164,1.427526,12.420644,13.685808
182,235,1.25,-62.25,PFT_nclim,4.778279,1.587803,15.099461,1.26521,1.428104,12.406146,13.671356
182,236,1.25,-61.75,PFT_nclim,4.782819,1.587208,15.074079,1.263277,1.426808,12.383994,13.647271
182,237,1.25,-61.25,PFT_nclim,4.835032,1.609084,15.268482,1.279074,1.44455,12.544859,13.823933
182,238,1.25,-60.75,PFT_nclim,4.93367,1.648125,15.592805,1.309718,1.47932,12.803766,14.113484
182,239,1.25,-60.25,PFT_nclim,4.924133,1.64294,15.545213,1.301937,1.474592,12.768683,14.07062
182,240,1.25,-59.75,PFT_nclim,4.693456,1.541304,14.323069,1.209111,1.414342,11.699615,12.908726
182,241,1.25,-59.25,PFT_nclim,4.41909,1.462801,13.808361,1.13422,1.339802,11.334339,12.468559
182,242,1.25,-58.75,PFT_nclim,4.240353,1.429128,13.623227,1.112318,1.313398,11.197511,12.309829
182,243,1.25,-58.25,PFT_nclim,4.371344,1.461059,13.812257,1.131349,1.335575,11.345333,12.476682
182,244,1.25,-57.75,PFT_nclim,4.710909,1.540761,14.473557,1.208749,1.41759,11.847219,13.055968
182,245,1.25,-57.25,PFT_nclim,4.786264,1.565634,14.612638,1.231248,1.443997,11.937393,13.168641
182,246,1.25,-56.75,PFT_nclim,4.620263,1.520068,14.535755,1.191965,1.407645,11.936147,13.128112
182,247,1.25,-56.25,PFT_nclim,3.954681,1.426018,13.922957,1.123652,1.326147,11.473158,12.59681
182,248,1.25,-55.75,PFT_nclim,3.662792,1.405495,13.415585,1.096397,1.294537,11.024651,12.121048
182,249,1.25,-55.25,PFT_nclim,3.690744,1.404425,13.876732,1.10612,1.300506,11.470105,12.576225
182,250,1.25,-54.75,PFT_nclim,3.743171,1.42516,14.35942,1.128175,1.322006,11.90924,13.037415
182,251,1.25,-54.25,PFT_nclim,3.48586,1.36066,12.934011,1.070656,1.265471,10.597883,11.668539
182,252,1.25,-53.75,PFT_nclim,3.493299,1.366288,12.559396,1.073449,1.255522,10.230425,11.303874
182,253,1.25,-53.25,PFT_nclim,3.416777,1.335039,12.228994,1.049477,1.227715,9.951801,11.001278
182,254,1.25,-52.75,PFT_nclim,3.464403,1.332132,12.296039,1.046512,1.223214,10.026313,11.072825
182,255,1.25,-52.25,PFT_nclim,3.834084,1.381571,13.146728,1.096992,1.290753,10.758983,11.855975
182,256,1.25,-51.75,PFT_nclim,4.016871,1.406859,13.556685,1.125208,1.322966,11.10851,12.233718
182,257,1.25,-51.25,PFT_nclim,4.127216,1.410569,13.740716,1.122362,1.321211,11.297143,12.419505
182,258,1.25,-50.75,PFT_nclim,4.5801,1.507333,14.443885,1.19796,1.411255,11.834669,13.032629
182,259,1.25,-50.25,PFT_nclim,5.09706,1.695001,15.894829,1.378247,1.559084,12.957497,14.335744
182,260,1.25,-49.75,PFT_nclim,4.437136,1.510953,14.297957,1.194542,1.396786,11.706631,12.901173
182,261,1.25,-49.25,PFT_nclim,4.030873,1.475281,13.741974,1.140628,1.300902,11.300444,12.441072
182,262,1.25,-48.75,PFT_nclim,3.954958,1.450114,13.447913,1.133921,1.327915,10.986076,12.119997
182,263,1.25,-48.25,PFT_nclim,4.458854,1.5245,14.660367,1.215224,1.429412,12.015731,13.230955
182,264,1.25,-47.75,PFT_nclim,3.970867,1.488314,13.827154,1.171501,1.366775,11.288877,12.460378
182,265,1.25,-47.25,PFT_nclim,3.904646,1.514865,13.84935,1.177946,1.344389,11.327015,12.504961
182,266,1.25,-46.75,PFT_nclim,3.760526,1.489289,13.279378,1.150308,1.313928,10.815142,11.96545
182,267,1.25,-46.25,PFT_nclim,3.693149,1.484525,13.035843,1.141076,1.3046,10.590167,11.731243
182,268,1.25,-45.75,PFT_nclim,3.815619,1.52973,13.335487,1.174973,1.343395,10.817119,11.992092
183,203,1.75,-78.25,PFT_nclim,6.30931,2.645562,19.025988,2.137621,2.451643,14.436723,16.574344
183,204,1.75,-77.75,PFT_nclim,5.631718,2.006741,18.550394,1.614505,1.827024,15.108866,16.723371
183,205,1.75,-77.25,PFT_nclim,5.187038,1.799088,17.084988,1.446014,1.633656,14.005316,15.45133
183,206,1.75,-76.75,PFT_nclim,4.765726,1.612494,15.578349,1.302268,1.510366,12.765715,14.067983
183,207,1.75,-76.25,PFT_nclim,4.489952,1.500086,15.020887,1.216702,1.419946,12.384238,13.60094
183,208,1.75,-75.75,PFT_nclim,4.399285,1.46244,14.733481,1.185912,1.3841,12.163469,13.349381
183,209,1.75,-75.25,PFT_nclim,4.35333,1.443204,14.577532,1.171906,1.367693,12.037931,13.209837
183,210,1.75,-74.75,PFT_nclim,4.322664,1.422,14.417114,1.161579,1.355162,11.900373,13.061952
183,211,1.75,-74.25,PFT_nclim,4.373586,1.443324,14.560017,1.177977,1.374245,12.007793,13.18577
183,212,1.75,-73.75,PFT_nclim,4.440118,1.471935,14.676989,1.196808,1.396077,12.084105,13.280913
183,213,1.75,-73.25,PFT_nclim,4.538653,1.513192,14.833261,1.225155,1.42045,12.187658,13.412813
183,214,1.75,-72.75,PFT_nclim,4.636516,1.550718,15.027423,1.252911,1.45267,12.321844,13.574755
183,215,1.75,-72.25,PFT_nclim,4.656999,1.560016,15.106538,1.260975,1.462041,12.383521,13.644496
183,216,1.75,-71.75,PFT_nclim,4.673122,1.566744,15.171582,1.267823,1.469965,12.433793,13.701616
183,217,1.75,-71.25,PFT_nclim,4.694474,1.57431,15.243133,1.275523,1.478862,12.488749,13.764272
183,218,1.75,-70.75,PFT_nclim,4.712721,1.581099,15.293779,1.280748,1.484936,12.528095,13.808843
183,219,1.75,-70.25,PFT_nclim,4.724403,1.587159,15.345785,1.285681,1.490715,12.569389,13.85507
183,220,1.75,-69.75,PFT_nclim,4.7515,1.602379,15.485053,1.297781,1.504921,12.682351,13.980132
183,221,1.75,-69.25,PFT_nclim,4.759889,1.605571,15.498131,1.298714,1.50605,12.693367,13.992081
183,222,1.75,-68.75,PFT_nclim,4.776807,1.613182,15.551205,1.304681,1.513001,12.733524,14.038205
183,223,1.75,-68.25,PFT_nclim,4.79396,1.618772,15.566578,1.307436,1.516204,12.742938,14.050374
183,224,1.75,-67.75,PFT_nclim,4.777706,1.605671,15.38085,1.294416,1.500941,12.585494,13.87991
183,225,1.75,-67.25,PFT_nclim,4.793113,1.610957,15.371001,1.296149,1.502967,12.571887,13.868036
183,226,1.75,-66.75,PFT_nclim,4.776285,1.603648,15.312163,1.29074,1.496628,12.524795,13.815535
183,227,1.75,-66.25,PFT_nclim,4.766686,1.597385,15.230779,1.285421,1.490365,12.454992,13.740413
183,228,1.75,-65.75,PFT_nclim,4.748691,1.579497,15.033335,1.274599,1.472572,12.286164,13.560763
183,229,1.75,-65.25,PFT_nclim,4.717824,1.563957,14.880564,1.262427,1.458338,12.159798,13.422225
183,230,1.75,-64.75,PFT_nclim,4.722843,1.561317,14.812202,1.26108,1.456597,12.094525,13.355605
183,231,1.75,-64.25,PFT_nclim,4.722703,1.557278,14.722549,1.25705,1.451849,12.013651,13.270701
183,232,1.75,-63.75,PFT_nclim,4.728414,1.558047,14.694005,1.256244,1.447385,11.990376,13.24662
183,233,1.75,-63.25,PFT_nclim,4.766955,1.587724,15.151271,1.269906,1.43275,12.448614,13.71852
183,234,1.75,-62.75,PFT_nclim,4.758461,1.583335,15.103867,1.265457,1.427607,12.410803,13.67626
183,235,1.75,-62.25,PFT_nclim,4.769999,1.585051,15.091561,1.266551,1.428978,12.39603,13.662581
183,236,1.75,-61.75,PFT_nclim,4.786851,1.589485,15.109339,1.268609,1.431756,12.408973,13.677582
183,237,1.75,-61.25,PFT_nclim,4.862539,1.616262,15.308344,1.288965,1.454962,12.564417,13.853382
183,238,1.75,-60.75,PFT_nclim,4.959506,1.649067,15.536545,1.312722,1.482465,12.741359,14.054081
183,239,1.75,-60.25,PFT_nclim,4.948104,1.645646,15.508737,1.300678,1.476334,12.731724,14.032402
183,240,1.75,-59.75,PFT_nclim,4.597947,1.512442,14.217175,1.176126,1.383265,11.657785,12.833911
183,241,1.75,-59.25,PFT_nclim,4.221475,1.433431,13.808503,1.123713,1.326814,11.357976,12.481689
183,242,1.75,-58.75,PFT_nclim,3.909382,1.405411,13.360934,1.092809,1.290418,10.977707,12.070516
183,243,1.75,-58.25,PFT_nclim,3.674907,1.40115,12.910765,1.056354,1.208693,10.645718,11.702072
183,244,1.75,-57.75,PFT_nclim,3.730897,1.407656,13.028707,1.06066,1.213244,10.754804,11.815464
183,245,1.75,-57.25,PFT_nclim,3.849499,1.398614,12.95112,1.069107,1.254572,10.627439,11.696546
183,246,1.75,-56.75,PFT_nclim,3.715003,1.392073,12.732878,1.060209,1.239619,10.43305,11.493259
183,247,1.75,-56.25,PFT_nclim,3.605515,1.387842,12.649899,1.059309,1.239001,10.351587,11.410896
183,248,1.75,-55.75,PFT_nclim,3.494573,1.367144,12.673012,1.050883,1.240979,10.38115,11.432033
183,249,1.75,-55.25,PFT_nclim,3.437444,1.345692,12.631619,1.043042,1.233114,10.355464,11.398506
183,250,1.75,-54.75,PFT_nclim,3.49603,1.341975,12.926106,1.059748,1.25293,10.613428,11.673176
183,251,1.75,-54.25,PFT_nclim,3.220177,1.302645,11.852497,1.010421,1.180768,9.661308,10.671729
183,252,1.75,-53.75,PFT_nclim,3.229996,1.303463,11.99234,1.012943,1.159999,9.819397,10.83234
183,253,1.75,-53.25,PFT_nclim,3.341475,1.317363,12.176208,1.028483,1.176602,9.971124,10.999607
183,254,1.75,-52.75,PFT_nclim,3.426728,1.313553,12.246545,1.025386,1.171502,10.049657,11.075043
183,255,1.75,-52.25,PFT_nclim,3.682109,1.341736,12.429951,1.055716,1.235404,10.13883,11.194546
183,256,1.75,-51.75,PFT_nclim,3.690427,1.351776,12.533059,1.058706,1.238892,10.235461,11.294167
183,257,1.75,-51.25,PFT_nclim,3.699528,1.361003,12.659896,1.062378,1.244033,10.353485,11.415863
183,258,1.75,-50.75,PFT_nclim,4.026162,1.404631,13.497636,1.10834,1.30524,11.084055,12.192395
183,259,1.75,-50.25,PFT_nclim,4.19721,1.437498,14.015314,1.143802,1.346985,11.524529,12.668331
183,260,1.75,-49.75,PFT_nclim,3.973139,1.429818,13.287724,1.111786,1.301751,10.874187,11.985973
183,261,1.75,-49.25,PFT_nclim,4.145371,1.471087,13.569208,1.149324,1.337194,11.082691,12.232015
183,262,1.75,-48.75,PFT_nclim,4.535737,1.519546,14.6035,1.207618,1.421743,11.974139,13.181757
183,263,1.75,-48.25,PFT_nclim,4.389129,1.487106,14.652048,1.19203,1.404454,12.055565,13.247595
183,264,1.75,-47.75,PFT_nclim,3.892344,1.436093,13.925367,1.140231,1.344277,11.440861,12.581092
183,265,1.75,-47.25,PFT_nclim,3.935563,1.502386,14.04594,1.168623,1.33342,11.543898,12.712521
183,266,1.75,-46.75,PFT_nclim,3.748332,1.471576,13.287977,1.136596,1.298168,10.853214,11.98981
183,267,1.75,-46.25,PFT_nclim,3.71994,1.475993,13.160715,1.135309,1.297421,10.727985,11.863294
183,268,1.75,-45.75,PFT_nclim,3.761932,1.497887,13.209337,1.151703,1.316364,10.74127,11.892973
183,269,1.75,-45.25,PFT_nclim,3.586489,1.470902,12.861912,1.131535,1.295508,10.434869,11.566404
184,203,2.25,-78.25,PFT_nclim,6.227131,2.63037,18.55781,2.130032,2.445049,13.982729,16.112761
184,204,2.25,-77.75,PFT_nclim,5.57024,1.990529,18.457544,1.604157,1.81537,15.038018,16.642175
184,205,2.25,-77.25,PFT_nclim,5.12454,1.786568,17.045902,1.437349,1.623967,13.984585,15.421934
184,206,2.25,-76.75,PFT_nclim,4.698424,1.592426,15.552599,1.29051,1.496842,12.765246,14.055756
184,207,2.25,-76.25,PFT_nclim,4.481132,1.49548,15.075908,1.22049,1.424338,12.431079,13.651569
184,208,2.25,-75.75,PFT_nclim,4.393651,1.454332,14.722609,1.187795,1.385998,12.148815,13.33661
184,209,2.25,-75.25,PFT_nclim,4.369473,1.445436,14.6428,1.180544,1.377532,12.084726,13.26527
184,210,2.25,-74.75,PFT_nclim,4.399788,1.453169,14.714341,1.190889,1.389337,12.134117,13.325006
184,211,2.25,-74.25,PFT_nclim,4.451904,1.475397,14.829617,1.206361,1.407302,12.215955,13.422316
184,212,2.25,-73.75,PFT_nclim,4.517271,1.50493,14.936339,1.223672,1.427386,12.285282,13.508954
184,213,2.25,-73.25,PFT_nclim,4.582782,1.534325,15.038844,1.241291,1.447842,12.349712,13.591003
184,214,2.25,-72.75,PFT_nclim,4.669522,1.567595,15.210032,1.268738,1.471144,12.47015,13.738888
184,215,2.25,-72.25,PFT_nclim,4.704443,1.582241,15.307866,1.280365,1.484652,12.542849,13.823214
184,216,2.25,-71.75,PFT_nclim,4.717878,1.583924,15.278095,1.280947,1.485217,12.511931,13.792878
184,217,2.25,-71.25,PFT_nclim,4.736192,1.590942,15.332897,1.287357,1.492644,12.552896,13.840253
184,218,2.25,-70.75,PFT_nclim,4.750211,1.597164,15.38504,1.292653,1.498819,12.593568,13.886221
184,219,2.25,-70.25,PFT_nclim,4.769976,1.608425,15.497275,1.302426,1.510264,12.684586,13.987012
184,220,2.25,-69.75,PFT_nclim,4.78159,1.609209,15.460536,1.302411,1.51013,12.647995,13.950406
184,221,2.25,-69.25,PFT_nclim,4.79036,1.612762,15.489741,1.305403,1.513599,12.670741,13.976144
184,222,2.25,-68.75,PFT_nclim,4.793251,1.613641,15.494462,1.305185,1.513362,12.675915,13.9811
184,223,2.25,-68.25,PFT_nclim,4.79622,1.614077,15.476773,1.304164,1.512195,12.660415,13.964579
184,224,2.25,-67.75,PFT_nclim,4.797906,1.614986,15.457849,1.302814,1.510722,12.644313,13.947127
184,225,2.25,-67.25,PFT_nclim,4.789056,1.607216,15.331133,1.294427,1.50088,12.535826,13.830253
184,226,2.25,-66.75,PFT_nclim,4.79577,1.606269,15.324489,1.297188,1.498948,12.528354,13.825542
184,227,2.25,-66.25,PFT_nclim,4.797952,1.60401,15.269722,1.29565,1.497118,12.476954,13.772604
184,228,2.25,-65.75,PFT_nclim,4.7813,1.588835,15.068368,1.283247,1.482471,12.302649,13.585896
184,229,2.25,-65.25,PFT_nclim,4.761144,1.575786,14.920057,1.27278,1.470139,12.177138,13.449918
184,230,2.25,-64.75,PFT_nclim,4.748582,1.566517,14.791673,1.266007,1.46216,12.063504,13.329511
184,231,2.25,-64.25,PFT_nclim,4.735757,1.559305,14.704866,1.259734,1.454847,11.990286,13.25002
184,232,2.25,-63.75,PFT_nclim,4.732489,1.55688,14.656556,1.257367,1.452144,11.947043,13.20441
184,233,2.25,-63.25,PFT_nclim,4.769044,1.588043,15.155803,1.270861,1.433676,12.451265,13.722126
184,234,2.25,-62.75,PFT_nclim,4.772086,1.587439,15.134033,1.270391,1.433109,12.430533,13.700924
184,235,2.25,-62.25,PFT_nclim,4.77794,1.587735,15.119292,1.271102,1.433942,12.414248,13.68535
184,236,2.25,-61.75,PFT_nclim,4.792138,1.590801,15.12315,1.272629,1.435902,12.414618,13.687247
184,237,2.25,-61.25,PFT_nclim,4.871697,1.61494,15.262644,1.290058,1.456242,12.516343,13.806401
184,238,2.25,-60.75,PFT_nclim,4.945303,1.638531,15.419373,1.304598,1.475376,12.639399,13.943997
184,239,2.25,-60.25,PFT_nclim,4.987247,1.654121,15.55439,1.308547,1.485645,12.760197,14.068744
184,240,2.25,-59.75,PFT_nclim,4.582332,1.508073,14.222255,1.165252,1.377371,11.679632,12.844884
184,241,2.25,-59.25,PFT_nclim,4.184818,1.440482,13.943722,1.128694,1.332921,11.482106,12.6108
184,242,2.25,-58.75,PFT_nclim,3.948149,1.421958,13.540565,1.102655,1.30213,11.13578,12.238435
184,243,2.25,-58.25,PFT_nclim,3.57687,1.386741,12.682931,1.041939,1.192476,10.448517,11.490456
184,244,2.25,-57.75,PFT_nclim,3.441853,1.351047,12.265911,1.012357,1.158978,10.094577,11.106934
184,245,2.25,-57.25,PFT_nclim,3.532332,1.37192,12.554106,1.032827,1.181213,10.340067,11.372894
184,246,2.25,-56.75,PFT_nclim,3.553345,1.371898,12.585917,1.033925,1.181793,10.370199,11.404124
184,247,2.25,-56.25,PFT_nclim,3.544164,1.378696,12.692828,1.040041,1.189179,10.463609,11.50365
184,248,2.25,-55.75,PFT_nclim,3.355898,1.344026,12.200186,1.025207,1.200093,9.974885,11.000092
184,249,2.25,-55.25,PFT_nclim,3.363228,1.36737,12.63608,1.039582,1.190377,10.406121,11.445703
184,250,2.25,-54.75,PFT_nclim,3.411001,1.362426,12.572032,1.041293,1.191414,10.339327,11.38062
184,251,2.25,-54.25,PFT_nclim,3.348129,1.341143,12.414254,1.030996,1.179849,10.203408,11.234404
184,252,2.25,-53.75,PFT_nclim,3.273779,1.311877,12.092755,1.01639,1.16302,9.913345,10.929735
184,253,2.25,-53.25,PFT_nclim,3.345299,1.313114,12.102376,1.024893,1.171927,9.905555,10.930448
184,254,2.25,-52.75,PFT_nclim,3.570485,1.331212,12.285772,1.045297,1.2197,10.020774,11.066071
184,255,2.25,-52.25,PFT_nclim,3.668461,1.336533,12.458046,1.050995,1.229821,10.17723,11.228225
184,256,2.25,-51.75,PFT_nclim,3.6435,1.333221,12.320844,1.041746,1.218825,10.060272,11.102018
184,257,2.25,-51.25,PFT_nclim,3.693669,1.357351,12.498047,1.059402,1.23574,10.202906,11.262308
184,258,2.25,-50.75,PFT_nclim,3.766205,1.38217,12.835406,1.075428,1.259152,10.500827,11.576255
184,259,2.25,-50.25,PFT_nclim,3.835958,1.407194,13.084707,1.094421,1.281413,10.708871,11.803292
184,260,2.25,-49.75,PFT_nclim,3.715305,1.385958,12.693471,1.068131,1.247579,10.377762,11.445893
184,261,2.25,-49.25,PFT_nclim,3.658222,1.372281,12.52794,1.0487,1.226318,10.252922,11.301622
184,262,2.25,-48.75,PFT_nclim,3.619677,1.363715,12.766211,1.051004,1.240991,10.474215,11.525219
184,263,2.25,-48.25,PFT_nclim,3.745677,1.372576,13.331256,1.077703,1.272613,10.98094,12.058643
184,264,2.25,-47.75,PFT_nclim,3.706522,1.382508,13.276919,1.08227,1.277751,10.916898,11.999168
184,265,2.25,-47.25,PFT_nclim,3.673519,1.41731,13.087712,1.100111,1.289878,10.697723,11.797834
184,266,2.25,-46.75,PFT_nclim,3.779947,1.471643,13.420009,1.138207,1.29945,10.982351,12.120558
184,267,2.25,-46.25,PFT_nclim,3.797145,1.481422,13.358632,1.143144,1.304878,10.91061,12.053754
184,268,2.25,-45.75,PFT_nclim,3.803717,1.487885,13.345592,1.149819,1.313026,10.882746,12.032565
184,269,2.25,-45.25,PFT_nclim,3.505156,1.43026,12.606445,1.10561,1.265278,10.235559,11.341169
184,270,2.25,-44.75,PFT_nclim,3.376402,1.416208,12.306705,1.088383,1.247185,9.971138,11.059521
185,203,2.75,-78.25,PFT_nclim,1.620342,0.829492,10.294495,0.735603,0.979186,8.579706,9.315309
185,204,2.75,-77.75,PFT_nclim,5.400183,1.901891,17.843609,1.534422,1.735317,14.573871,16.108293
185,205,2.75,-77.25,PFT_nclim,4.980309,1.714675,16.277824,1.39129,1.608871,13.277664,14.668954
185,206,2.75,-76.75,PFT_nclim,4.63519,1.571079,15.461751,1.271869,1.484236,12.705647,13.977516
185,207,2.75,-76.25,PFT_nclim,4.434236,1.478115,15.053571,1.213521,1.416345,12.423704,13.637225
185,208,2.75,-75.75,PFT_nclim,4.399327,1.460652,14.844153,1.196146,1.395935,12.252071,13.448217
185,209,2.75,-75.25,PFT_nclim,4.387327,1.455148,14.751106,1.189419,1.388026,12.173662,13.363081
185,210,2.75,-74.75,PFT_nclim,4.450549,1.476779,14.864966,1.207587,1.408834,12.248546,13.456133
185,211,2.75,-74.25,PFT_nclim,4.506618,1.49919,14.952261,1.222261,1.425762,12.304236,13.526497
185,212,2.75,-73.75,PFT_nclim,4.553505,1.519645,15.050663,1.236422,1.442193,12.372048,13.60847
185,213,2.75,-73.25,PFT_nclim,4.634701,1.552739,15.168428,1.256522,1.465427,12.44648,13.703002
185,214,2.75,-72.75,PFT_nclim,4.702614,1.578787,15.298452,1.278481,1.482388,12.537583,13.816064
185,215,2.75,-72.25,PFT_nclim,4.740723,1.59474,15.393227,1.291012,1.496954,12.605259,13.896271
185,216,2.75,-71.75,PFT_nclim,4.750354,1.595043,15.353169,1.290932,1.496743,12.565494,13.856426
185,217,2.75,-71.25,PFT_nclim,4.778543,1.606811,15.427487,1.300179,1.507504,12.619803,13.919982
185,218,2.75,-70.75,PFT_nclim,4.787336,1.610873,15.455325,1.304147,1.512111,12.639068,13.943215
185,219,2.75,-70.25,PFT_nclim,4.81017,1.624132,15.570062,1.314561,1.524354,12.731146,14.045707
185,220,2.75,-69.75,PFT_nclim,4.805059,1.618656,15.509114,1.309458,1.518345,12.681311,13.990769
185,221,2.75,-69.25,PFT_nclim,4.816263,1.622213,15.530566,1.31282,1.522174,12.695572,14.008392
185,222,2.75,-68.75,PFT_nclim,4.818078,1.621931,15.517321,1.312577,1.521853,12.682891,13.995468
185,223,2.75,-68.25,PFT_nclim,4.816067,1.62056,15.489221,1.309607,1.518457,12.661156,13.970763
185,224,2.75,-67.75,PFT_nclim,4.820513,1.62199,15.467337,1.30872,1.517524,12.641092,13.949812
185,225,2.75,-67.25,PFT_nclim,4.819669,1.613805,15.363032,1.303792,1.506588,12.552652,13.856444
185,226,2.75,-66.75,PFT_nclim,4.821723,1.612126,15.318283,1.301825,1.504276,12.512182,13.814007
185,227,2.75,-66.25,PFT_nclim,4.819103,1.608367,15.257434,1.298246,1.500091,12.459097,13.757343
185,228,2.75,-65.75,PFT_nclim,4.792795,1.589682,15.03433,1.284914,1.484302,12.265114,13.550028
185,229,2.75,-65.25,PFT_nclim,4.785624,1.580922,14.896067,1.277131,1.475095,12.143842,13.420973
185,230,2.75,-64.75,PFT_nclim,4.815772,1.607009,15.327939,1.287043,1.451865,12.589031,13.876074
185,231,2.75,-64.25,PFT_nclim,4.792155,1.596104,15.223338,1.278616,1.442333,12.50239,13.781006
185,232,2.75,-63.75,PFT_nclim,4.794755,1.596817,15.225829,1.278796,1.442788,12.504246,13.783042
185,233,2.75,-63.25,PFT_nclim,4.790072,1.595349,15.217574,1.278849,1.44285,12.495875,13.774724
185,234,2.75,-62.75,PFT_nclim,4.778323,1.590196,15.164505,1.272929,1.436068,12.455509,13.728438
185,235,2.75,-62.25,PFT_nclim,4.785159,1.591259,15.161681,1.274917,1.438336,12.448428,13.723345
185,236,2.75,-61.75,PFT_nclim,4.791294,1.590155,15.12289,1.273811,1.437483,12.411597,13.685408
185,237,2.75,-61.25,PFT_nclim,4.852498,1.60806,15.219664,1.283875,1.450745,12.485043,13.768918
185,238,2.75,-60.75,PFT_nclim,4.946804,1.635779,15.376624,1.302666,1.474875,12.599083,13.901749
185,239,2.75,-60.25,PFT_nclim,5.006043,1.651925,15.456307,1.308341,1.485444,12.662523,13.970864
185,240,2.75,-59.75,PFT_nclim,4.783966,1.557273,14.419557,1.21799,1.426236,11.77533,12.99332
185,241,2.75,-59.25,PFT_nclim,4.402196,1.467261,14.07774,1.137589,1.345664,11.594487,12.732076
185,242,2.75,-58.75,PFT_nclim,4.002859,1.419584,13.744168,1.105711,1.305945,11.332513,12.438224
185,243,2.75,-58.25,PFT_nclim,3.708084,1.395666,12.718632,1.062664,1.24316,10.412807,11.475471
185,244,2.75,-57.75,PFT_nclim,3.546703,1.373732,12.619558,1.036541,1.186503,10.396515,11.433056
185,245,2.75,-57.25,PFT_nclim,3.656765,1.389952,12.835567,1.055445,1.206708,10.573415,11.62886
185,246,2.75,-56.75,PFT_nclim,3.790199,1.409092,13.062793,1.075674,1.228383,10.758736,11.83441
185,247,2.75,-56.25,PFT_nclim,3.695215,1.402552,13.043708,1.067134,1.219064,10.757511,11.824645
185,248,2.75,-55.75,PFT_nclim,3.397635,1.367674,12.686616,1.038626,1.188375,10.459617,11.498243
185,249,2.75,-55.25,PFT_nclim,3.36462,1.36594,12.635084,1.043281,1.194445,10.397358,11.440639
185,250,2.75,-54.75,PFT_nclim,3.418165,1.37788,12.715708,1.0538,1.20553,10.456378,11.510178
185,251,2.75,-54.25,PFT_nclim,3.309081,1.333824,12.289,1.021937,1.169415,10.097648,11.119585
185,252,2.75,-53.75,PFT_nclim,3.263096,1.307319,12.106199,1.005053,1.150028,9.951117,10.95617
185,253,2.75,-53.25,PFT_nclim,3.382103,1.302447,11.959469,1.012102,1.183012,9.764354,10.776456
185,254,2.75,-52.75,PFT_nclim,3.443816,1.293845,11.839901,0.991459,1.162336,9.686107,10.677566
185,255,2.75,-52.25,PFT_nclim,3.409154,1.274762,11.627722,0.976605,1.140902,9.510216,10.486821
185,256,2.75,-51.75,PFT_nclim,3.5184,1.286889,11.773301,0.988407,1.153932,9.630961,10.619368
