nx,ny,lat,lon,clima_approach,gpp,npp,cmass,cleaf,cfroot,cawood,agb
250,189,4.75,-54.75,PLS_lowprec,0.933212900161743,0.418208201229572,5.14710433483124,0.378732803463936,0.558511492609978,4.20986099243164,4.58859379589558
249,188,4.25,-55.25,PLS_lowprec,1.02353340387344,0.445085602998734,4.44566967487335,0.378727200627327,0.591058498620987,3.47588329315186,3.85461049377919
260,190,5.25,-49.75,PLS_lowprec,0.993117994070053,0.450460600852966,4.62075247764587,0.378128898143768,0.557925301790237,3.6846987247467,4.06282762289047
234,187,3.75,-62.75,PLS_lowprec,1.10101059675217,0.438466200232506,4.25666882991791,0.377929994463921,0.622702902555466,3.25603580474854,3.63396579921246
236,197,8.75,-61.75,PLS_lowprec,1.09145029783249,0.469490006566048,4.63453059196472,0.377572101354599,0.612413108348846,3.64454579353333,4.02211789488793
228,196,8.25,-65.75,PLS_lowprec,1.06498491764069,0.45392809510231,4.52372517585754,0.377380603551865,0.582047700881958,3.56429769992828,3.94167830348014
231,182,1.25,-64.25,PLS_lowprec,0.978298997879028,0.409164008498192,4.02666418552399,0.377112200856209,0.65641559958458,2.99313631057739,3.3702485114336
256,195,7.75,-51.75,PLS_lowprec,0.996788793802261,0.451525801420212,4.40415568351746,0.377018603682518,0.602815002202988,3.42432250976562,3.80134111344814
245,177,-1.25,-57.25,PLS_lowprec,0.864211404323578,0.40116800069809,3.8869158744812,0.377007600665092,0.636279207468033,2.8736298084259,3.25063740909099
253,197,8.75,-53.25,PLS_lowprec,1.04060981273651,0.464696401357651,4.64241995811462,0.376788997650147,0.589665800333023,3.67596454620361,4.05275354385376
247,191,5.75,-56.25,PLS_lowprec,1.00430119037628,0.443650299310684,4.44780900478363,0.376187500357628,0.587372899055481,3.48424890041351,3.86043640077114
231,212,16.25,-64.25,PLS_lowprec,1.17826101779938,0.48060690164566,4.53814470767975,0.376081702113152,0.659734898805618,3.5023285150528,3.87841021716595
235,198,9.25,-62.25,PLS_lowprec,1.07684409618378,0.465510299801826,4.55699548721313,0.376078301668167,0.612077003717422,3.56884028911591,3.94491859078408
241,176,-1.75,-59.25,PLS_lowprec,0.870665097236633,0.396613499522209,3.82326090335846,0.375882098078728,0.669478297233582,2.77790009975433,3.15378219783306
249,187,3.75,-55.25,PLS_lowprec,0.962343010306358,0.409725396335125,4.94631004333496,0.375736498832703,0.5738077044487,3.99676549434662,4.37250199317932
239,190,5.25,-60.25,PLS_lowprec,1.05480538606644,0.446887394785881,4.39748086929321,0.375380399823189,0.614221704006195,3.40787870883942,3.78325910866261
248,198,9.25,-55.75,PLS_lowprec,0.952200213074684,0.421668395400047,5.0462394952774,0.375070703029633,0.576624998450279,4.09454252719879,4.46961323022842
252,178,-0.75,-53.75,PLS_lowprec,1.02250580787659,0.416208499670029,3.96045660972595,0.375002798438072,0.659340208768845,2.92611322402954,3.30111602246761
213,203,11.75,-73.25,PLS_lowprec,0.960814410448074,0.450950103998184,4.27244899272919,0.374779096245766,0.604989290237427,3.2926807641983,3.66745986044407
229,195,7.75,-65.25,PLS_lowprec,1.08037019968033,0.453138098120689,4.43087899684906,0.374712097644806,0.602388507127762,3.45377860069275,3.82849069833756
221,205,12.75,-69.25,PLS_lowprec,1.09573329687119,0.468518802523613,4.47818915843964,0.374532604217529,0.623424404859543,3.48023281097412,3.85476541519165
252,185,2.75,-53.75,PLS_lowprec,0.994547516107559,0.429748693108559,4.23709816932678,0.374428296089172,0.607120007276535,3.25554993152618,3.62997822761535
229,182,1.25,-65.25,PLS_lowprec,1.00901401638985,0.405570700764656,3.95085384845734,0.374025097489357,0.655286204814911,2.92154271602631,3.29556781351567
252,200,10.25,-53.75,PLS_lowprec,1.03957090377808,0.466825696825981,4.62481546401978,0.373976698517799,0.600251197814941,3.6505872964859,4.0245639950037
246,192,6.25,-56.75,PLS_lowprec,1.00349288582802,0.442810598015785,4.40934224128723,0.373961699008942,0.597237700223923,3.43814260959625,3.81210430860519
241,193,6.75,-59.25,PLS_lowprec,1.08292968273163,0.457482796907425,4.46900608539581,0.373706197738647,0.606284493207932,3.48901572227478,3.86272192001343
243,175,-2.25,-58.25,PLS_lowprec,0.863259398937225,0.392313894629478,3.7907347202301,0.373339402675629,0.662563097476959,2.75483202934265,3.12817143201828
253,181,0.75,-53.25,PLS_lowprec,1.03657007217407,0.415080296993256,4.02696127891541,0.37293509542942,0.653439396619797,3.00058686733246,3.37352196276188
224,194,7.25,-67.75,PLS_lowprec,1.12358419895172,0.454080697894096,4.44320075511932,0.372881600260735,0.62022460103035,3.45009441375732,3.82297601401805
244,171,-4.25,-57.75,PLS_lowprec,0.849267691373825,0.391397699713707,3.7732658624649,0.372742196917534,0.660857790708542,2.73966565132141,3.11240784823894
253,196,8.25,-53.25,PLS_lowprec,1.00830540657043,0.450931394100189,4.4363707780838,0.37265790104866,0.596726709604263,3.46698591709137,3.83964381814003
240,198,9.25,-59.75,PLS_lowprec,0.984284090995789,0.446051403880119,4.41296012401581,0.372590199112892,0.584327095746994,3.45604326725006,3.82863346636295
250,192,6.25,-54.75,PLS_lowprec,0.930132895708084,0.419560500979424,5.16077511310577,0.372559502720833,0.563896495103836,4.22431859970093,4.59687810242176
236,177,-1.25,-61.75,PLS_lowprec,0.877240610122681,0.389723899960518,3.77284233570099,0.372414097189903,0.662296998500824,2.73813099861145,3.11054509580135
250,191,5.75,-54.75,PLS_lowprec,0.937205803394318,0.419320097565651,5.1090411901474,0.372343498468399,0.565640997886658,4.17105643749237,4.54339993596077
238,206,13.25,-60.75,PLS_lowprec,0.070439003407955,0.008253999985754,12.5032529830933,0.372240006923676,0.247844994068146,11.8831729888916,12.2554129958153
225,191,5.75,-67.25,PLS_lowprec,1.13505771160126,0.450623899698257,4.32179605960846,0.372095900774002,0.639975100755692,3.30972530841827,3.68182120919227
225,192,6.25,-67.25,PLS_lowprec,1.12272200584412,0.451366403698921,4.34551413059235,0.372092500329018,0.633666205406189,3.33975570201874,3.71184820234776
250,190,5.25,-54.75,PLS_lowprec,0.965275800228119,0.434289202094078,4.33348016738892,0.371878403425217,0.586594295501709,3.37500770092011,3.74688610434533
242,180,0.25,-58.75,PLS_lowprec,0.977249294519424,0.410351297259331,3.94734272956848,0.371709203720093,0.638605690002441,2.93702774047852,3.30873694419861
254,201,10.75,-52.75,PLS_lowprec,1.05316869020462,0.466027596592903,4.60013527870178,0.371643501520157,0.602029901742935,3.62646198272705,3.99810548424721
254,196,8.25,-52.75,PLS_lowprec,0.976397794485092,0.440133598446846,4.30362269878387,0.371301901340485,0.604290503263474,3.32802987098694,3.69933177232742
234,181,0.75,-62.75,PLS_lowprec,0.947973001003265,0.400464099645615,3.91301493644714,0.371000003814697,0.646584099531174,2.89543051719666,3.26643052101136
224,192,6.25,-67.75,PLS_lowprec,1.13842598199844,0.451505598425865,4.34584271907806,0.370760896801949,0.635015904903412,3.34006552696228,3.71082642376423
238,176,-1.75,-60.75,PLS_lowprec,0.844745308160782,0.379089602828026,4.36711814403534,0.370661696791649,0.648058903217316,3.34839777946472,3.71905947625637
251,181,0.75,-54.25,PLS_lowprec,1.00644881129265,0.4144003033638,3.97337839603424,0.370239797234535,0.657337802648544,2.94580082893372,3.31604062616826
244,192,6.25,-57.75,PLS_lowprec,1.00909959077835,0.43997600376606,4.29487674236298,0.370226401090622,0.606594002246857,3.31805646419525,3.68828286528587
219,194,7.25,-70.25,PLS_lowprec,1.07411041259766,0.445603495836258,4.29365422725678,0.369839400053024,0.617073005437851,3.30674161911011,3.67658101916313
251,200,10.25,-54.25,PLS_lowprec,1.01611829996109,0.45541670024395,4.44124264717102,0.369728198647499,0.604573303461075,3.46694052219391,3.83666872084141
233,182,1.25,-63.25,PLS_lowprec,0.9542436003685,0.399244895577431,3.86831231117249,0.369654500484467,0.646719211339951,2.85193829536438,3.22159279584885
235,195,7.75,-62.25,PLS_lowprec,1.06202539205551,0.439144697785378,5.03196361064911,0.369480496644974,0.59906450510025,4.06341936588287,4.43289986252784
250,200,10.25,-54.75,PLS_lowprec,1.0119991004467,0.452673199772835,4.463458776474,0.369231098890305,0.597813999652863,3.49641363620758,3.86564473509788
230,196,8.25,-64.75,PLS_lowprec,1.05915520191193,0.446528902649879,4.34355826377869,0.369114398956299,0.604895901679993,3.3695476770401,3.7386620759964
235,181,0.75,-62.25,PLS_lowprec,0.946168506145477,0.396594595909119,3.85210614204407,0.369052398204803,0.648875206708908,2.83417851924896,3.20323091745376
242,171,-4.25,-58.75,PLS_lowprec,0.065113000571728,0.009920000098646,10.4544944763184,0.36896800994873,0.256296992301941,9.82923316955566,10.1982011795044
250,198,9.25,-54.75,PLS_lowprec,0.998022991418839,0.445884200930595,4.3233494758606,0.368345704674721,0.597999995946884,3.35700421333313,3.72534991800785
230,166,-6.75,-64.75,PLS_lowprec,0.909432202577591,0.372641599178314,4.3585604429245,0.368326297402382,0.735442394018173,3.25479123592377,3.62311753332615
255,199,9.75,-52.25,PLS_lowprec,1.047967004776,0.459447202086449,4.51416668891907,0.368257802724838,0.603476297855377,3.5424323797226,3.91069018244744
235,190,5.25,-62.25,PLS_lowprec,1.10072640776634,0.421503001451492,5.19282379150391,0.368199500441551,0.607762402296066,4.21686251163483,4.58506201207638
209,199,9.75,-75.25,PLS_lowprec,1.15769671201706,0.458710393309593,4.26062524318695,0.367594197392464,0.713079696893692,3.17995092868805,3.54754512608051
247,190,5.25,-56.25,PLS_lowprec,1.00078599452972,0.429433500766754,4.21909947395325,0.367291304469109,0.602167403697968,3.2496408700943,3.61693217456341
235,183,1.75,-62.25,PLS_lowprec,1.00399119853973,0.401952394843102,3.8846419095993,0.367116194963455,0.649393802881241,2.86813223361969,3.23524842858314
253,201,10.75,-53.25,PLS_lowprec,1.03710408210754,0.456682905554771,4.49605519771576,0.367095705866814,0.60057470202446,3.52838449478149,3.8954802006483
249,198,9.25,-55.25,PLS_lowprec,0.980879992246628,0.440452393889427,4.20955085754395,0.367020499706268,0.601644188165665,3.24088690280914,3.60790740251541
226,189,4.75,-66.75,PLS_lowprec,1.13617169857025,0.43527130484581,4.14468009471893,0.366878801584244,0.645867198705673,3.13193445205688,3.49881325364112
263,193,6.75,-48.25,PLS_lowprec,0.07884700037539,0.009568499866873,11.7701516151428,0.36684650182724,0.251056000590324,11.1522536277771,11.5191001296043
248,172,-3.75,-55.75,PLS_lowprec,0.842238292098045,0.367809996008873,4.66986474990845,0.366743895411491,0.62995699942112,3.67316431999207,4.03990821540356
208,199,9.75,-75.75,PLS_lowprec,1.03613729476929,0.448123499751091,4.14013180732727,0.366439899802208,0.660868698358536,3.11282320022583,3.47926310002804
262,189,4.75,-48.75,PLS_lowprec,0.942512196302414,0.42321469783783,4.17049233913422,0.36611499786377,0.569777703285217,3.23459949493408,3.60071449279785
249,185,2.75,-55.25,PLS_lowprec,0.965994000434875,0.415996301174164,4.02824625968933,0.36598379611969,0.622500801086426,3.03976187705994,3.40574567317963
258,192,6.25,-50.75,PLS_lowprec,0.948399698734283,0.429437497258186,4.19403522014618,0.365963101387024,0.598618799448013,3.22945392131805,3.59541702270507
265,187,3.75,-47.25,PLS_lowprec,0.836518400907517,0.386528700590134,4.6409912109375,0.365963000059128,0.553594499826431,3.72143378257751,4.08739678263664
232,185,2.75,-63.75,PLS_lowprec,1.06975300312042,0.410203897953033,3.94170899391174,0.36591460108757,0.640494698286057,2.93529989719391,3.30121449828148
240,175,-2.25,-59.75,PLS_lowprec,0.828926402330399,0.379773604869843,3.65486221313477,0.365588003396988,0.657967394590378,2.63130676746368,2.99689477086067
217,206,13.25,-71.25,PLS_lowprec,0.879165399074554,0.424118900299072,4.01009292602539,0.365520897507668,0.582540088891983,3.06203231811523,3.4275532156229
253,173,-3.25,-53.25,PLS_lowprec,1.03540639877319,0.401558601856232,3.78150432109833,0.365450596809387,0.662850606441498,2.7532035112381,3.11865410804749
235,197,8.75,-62.25,PLS_lowprec,1.04148528575897,0.443122500181198,4.28294253349304,0.365394702553749,0.615994799137116,3.30155296325684,3.66694766581059
244,188,4.25,-57.75,PLS_lowprec,1.03502678871155,0.42833180129528,4.13313231468201,0.365165102481842,0.628886502981186,3.13908078670502,3.50424588918686
234,188,4.25,-62.75,PLS_lowprec,1.10369689464569,0.425311601161957,4.05282800197601,0.365127399563789,0.641247510910034,3.04645309448242,3.41158049404621
229,196,8.25,-65.25,PLS_lowprec,1.00956542491913,0.42867089509964,4.15737195014954,0.364497196674347,0.591731995344162,3.20114290714264,3.56564010381699
230,194,7.25,-64.75,PLS_lowprec,1.04802130460739,0.434232804179192,4.16235525608063,0.364114901423454,0.618109798431396,3.18013052940369,3.54424543082714
248,199,9.75,-55.75,PLS_lowprec,0.995384210348129,0.437860804796219,4.22064979076386,0.364102697372437,0.599372202157974,3.25717499256134,3.62127768993378
249,200,10.25,-55.25,PLS_lowprec,0.995464599132538,0.440610498189926,4.25080308914185,0.364064702391624,0.598829889297485,3.28790860176086,3.65197330415248
239,175,-2.25,-60.25,PLS_lowprec,0.828893196582794,0.378766402602196,3.63021726608276,0.363991701602936,0.661661797761917,2.60456399917603,2.96855570077897
244,172,-3.75,-57.75,PLS_lowprec,0.814047402143478,0.380010998249054,3.65001039505005,0.363838797807693,0.651864004135132,2.63430731296539,2.99814611077308
237,176,-1.75,-61.25,PLS_lowprec,0.791734898090363,0.350870697200298,4.25092632770538,0.36365610063076,0.624950602650642,3.26231911182404,3.6259752124548
230,211,15.75,-64.75,PLS_lowprec,1.11278309822083,0.451075103878975,4.2154064655304,0.363576900959015,0.660123401880264,3.19170660972595,3.55528351068497
230,176,-1.75,-64.75,PLS_lowprec,0.878566390275955,0.384095096588135,3.68460080623627,0.362900099158287,0.712967300415039,2.60873348712921,2.9716335862875
251,186,3.25,-54.25,PLS_lowprec,0.947888201475143,0.414140102267265,4.08784866333008,0.362595000863075,0.60789430141449,3.11735858917236,3.47995359003544
243,192,6.25,-58.25,PLS_lowprec,0.986990803480148,0.42714150249958,4.13606681823731,0.362306800484657,0.613214993476868,3.16054480075836,3.52285160124302
247,198,9.25,-56.25,PLS_lowprec,0.987180399894714,0.434621697664261,4.17478008270264,0.36222639977932,0.603739798069,3.20881412029266,3.57104052007198
231,179,-0.25,-64.25,PLS_lowprec,0.918401694297791,0.385788503289223,3.71012489795685,0.362179398536682,0.659626191854477,2.68832006454468,3.05049946308136
246,188,4.25,-56.75,PLS_lowprec,0.97593560218811,0.401150703430176,4.77268543243408,0.361919206380844,0.60262950360775,3.80813615322113,4.17005535960197
234,196,8.25,-62.75,PLS_lowprec,1.05137259960175,0.435422602295876,4.16604151725769,0.361808598041534,0.622025793790817,3.18220708370209,3.54401568174362
246,178,-0.75,-56.75,PLS_lowprec,0.842020303010941,0.383689203858376,3.71924598217011,0.361682799458504,0.637234508991241,2.72032861709595,3.08201141655445
236,190,5.25,-61.75,PLS_lowprec,1.03429979085922,0.426035293936729,4.12642815113068,0.361559700965881,0.630022704601288,3.13484609127045,3.49640579223633
241,192,6.25,-59.25,PLS_lowprec,1.02586529254913,0.429539597034454,4.15997760295868,0.361481299996376,0.612439608573914,3.18605699539185,3.54753829538823
264,187,3.75,-47.75,PLS_lowprec,0.847248202562332,0.393011394143105,4.45853383541107,0.361481004953384,0.558689305186272,3.53836393356323,3.89984493851661
242,193,6.75,-58.75,PLS_lowprec,1.02675092220306,0.433220201730728,4.15849823951721,0.361479493975639,0.613140910863876,3.18387818336487,3.54535767734051
254,183,1.75,-52.75,PLS_lowprec,0.976710397005081,0.396148106455803,3.83414647579193,0.361329901218414,0.625188499689102,2.84762818813324,3.20895808935165
228,182,1.25,-65.75,PLS_lowprec,0.976918399333954,0.38772459924221,3.70870361328125,0.361261597275734,0.659432888031006,2.68800892829895,3.04927052557468
244,176,-1.75,-57.75,PLS_lowprec,0.819963306188583,0.379132199287415,3.62725749015808,0.361218094825745,0.652464199066162,2.61357498168945,2.97479307651519
231,180,0.25,-64.25,PLS_lowprec,0.921925503015518,0.384785503149033,3.6999449968338,0.36099160015583,0.655843013525009,2.68311078548431,3.04410238564014
251,173,-3.25,-54.25,PLS_lowprec,1.03253809213638,0.395966500043869,3.72069823741913,0.360749301314354,0.668084698915482,2.69186406135559,3.05261336266994
261,190,5.25,-49.25,PLS_lowprec,0.930782306194305,0.414840200543404,4.09407339096069,0.360413500666618,0.570278400182724,3.16338157653809,3.52379507720471
252,184,2.25,-53.75,PLS_lowprec,0.937973809242248,0.39763560295105,3.82419941425323,0.359624996781349,0.62313329577446,2.84144105911255,3.2010660558939
237,173,-3.25,-61.25,PLS_lowprec,0.81639529466629,0.36920360326767,3.55726637840271,0.359248995780945,0.654614990949631,2.54340217113495,2.90265116691589
225,190,5.25,-67.25,PLS_lowprec,1.10736249685287,0.422242200374603,3.98602418899536,0.35893340408802,0.655661392211914,2.97142908573151,3.33036248981953
242,175,-2.25,-58.75,PLS_lowprec,0.789237400889397,0.352281595766544,4.23812482357025,0.358843496441841,0.634472092986107,3.24480965137482,3.60365314781666
235,196,8.25,-62.25,PLS_lowprec,1.02812581062317,0.430764400959015,4.14850246906281,0.358540093898773,0.622231495380402,3.16773130893707,3.52627140283584
222,193,6.75,-68.75,PLS_lowprec,1.0874794960022,0.428735199570656,4.06410598754883,0.35846980214119,0.649026900529861,3.0566086769104,3.41507847905159
239,200,10.25,-60.25,PLS_lowprec,0.905978900194168,0.418861800432205,4.07279255390167,0.358318999409676,0.594593507051468,3.11988027095795,3.47819927036763
223,188,4.25,-68.25,PLS_lowprec,1.08023869991302,0.40830420255661,3.864124751091,0.35800409913063,0.652376794815063,2.85374405384064,3.21174815297127
214,184,2.25,-72.75,PLS_lowprec,1.06328619718552,0.397013899683952,3.77030344009399,0.357796800136566,0.69315750002861,2.71934878826141,3.07714558839798
246,171,-4.25,-56.75,PLS_lowprec,0.809873598814011,0.373770797252655,3.56358203887939,0.357657897472382,0.670485907793045,2.53543817996979,2.89309607744217
236,192,6.25,-61.75,PLS_lowprec,1.03868370056152,0.421723198890686,4.01897559165955,0.357589703798294,0.64057440161705,3.02081198692322,3.37840169072151
241,175,-2.25,-59.25,PLS_lowprec,0.816297101974487,0.368892493844032,3.56852831840515,0.357462099194527,0.662984699010849,2.54808163642883,2.90554373562336
252,201,10.75,-53.75,PLS_lowprec,0.989557504653931,0.434243503212929,4.17609815597534,0.357214605808258,0.610803097486496,3.20807981491089,3.56529442071915
243,178,-0.75,-58.25,PLS_lowprec,0.81863180398941,0.352348201721907,4.64475319385529,0.357046404480934,0.63911220729351,3.64859573841095,4.00564214289188
231,181,0.75,-64.25,PLS_lowprec,0.910658597946167,0.38031080365181,3.66454305648804,0.356911200284958,0.652092301845551,2.65553970336914,3.0124509036541
252,173,-3.25,-53.75,PLS_lowprec,1.01341961026192,0.387917399406433,3.70203988552093,0.356667000055313,0.663609194755554,2.6817636013031,3.03843060135841
236,181,0.75,-61.75,PLS_lowprec,0.899285197257996,0.378993397951126,3.6728141784668,0.356434896588326,0.64321049451828,2.67316892147064,3.02960381805897
233,181,0.75,-63.25,PLS_lowprec,0.900135791301727,0.379112705588341,3.6685742855072,0.356079298257828,0.64480459690094,2.66768960952759,3.02376890778542
229,176,-1.75,-65.25,PLS_lowprec,0.838856101036072,0.356615500152111,5.14929313659668,0.356046903133392,0.676060208678246,4.11718485355377,4.47323175668716
244,191,5.75,-57.75,PLS_lowprec,0.96715259552002,0.413005399703979,3.96273169517517,0.355886805057526,0.622564506530762,2.98428030014038,3.34016710519791
232,181,0.75,-63.75,PLS_lowprec,0.899169605970383,0.378562098741531,3.64865727424622,0.355875504016876,0.646889400482178,2.6458922624588,3.00176776647568
224,191,5.75,-67.75,PLS_lowprec,1.07178519964218,0.417106506228447,4.74636232852936,0.355791398882866,0.639311003684998,3.75126030445099,4.10705170333386
254,197,8.75,-52.75,PLS_lowprec,0.978882193565369,0.423767599463463,4.05115792751312,0.355441701412201,0.622137302160263,3.07357866764069,3.42902036905289
244,173,-3.25,-57.75,PLS_lowprec,0.791495209932327,0.369388103485107,3.54678862094879,0.355356097221375,0.655738204717636,2.53569490909576,2.89105100631713
233,186,3.25,-63.25,PLS_lowprec,1.026109790802,0.396712598204613,3.79844350814819,0.3553356975317,0.634298008680344,2.80881028175354,3.16414597928524
244,198,9.25,-57.75,PLS_lowprec,0.984632605314255,0.426473298668861,4.08539884090424,0.355189597606659,0.622563898563385,3.10764572620392,3.46283532381058
239,199,9.75,-60.25,PLS_lowprec,0.898152095079422,0.412319999933243,4.02065575122833,0.355178898572922,0.594649201631546,3.07082793712616,3.42600683569908
245,172,-3.75,-57.25,PLS_lowprec,0.789669698476791,0.369650503993034,3.58724679946899,0.355007407069206,0.664369803667068,2.56786987781525,2.92287728488446
230,180,0.25,-64.75,PLS_lowprec,0.919675999879837,0.378560099005699,3.6419823884964,0.354666498303413,0.660818195343018,2.62649719715118,2.98116369545459
244,174,-2.75,-57.75,PLS_lowprec,0.77111120223999,0.357599098980427,4.31102201938629,0.354589599370956,0.632837706804276,3.32359573841095,3.67818533778191
243,174,-2.75,-58.25,PLS_lowprec,0.804817396402359,0.367223805189133,3.64650475978851,0.354325398802757,0.658856505155563,2.63332266807556,2.98764806687832
247,199,9.75,-56.25,PLS_lowprec,0.969206899404526,0.419874003529549,4.00194270610809,0.354288998246193,0.614425003528595,3.03322868347168,3.38751768171787
255,200,10.25,-52.25,PLS_lowprec,0.99320610165596,0.429705998301506,4.14964506626129,0.354167893528938,0.6142422914505,3.1812343120575,3.53540220558644
248,200,10.25,-55.75,PLS_lowprec,0.964257597923279,0.420079299807549,4.03478105068207,0.354138797521591,0.609271794557571,3.07137079238892,3.42550958991051
234,175,-2.25,-62.75,PLS_lowprec,0.836411601305008,0.368426099419594,3.54024078845978,0.354095098376274,0.684252297878265,2.50189392566681,2.85598902404308
266,188,4.25,-46.75,PLS_lowprec,0.863844108581543,0.391993597149849,3.82672960758209,0.353444796800613,0.572044104337692,2.90123960971832,3.25468440651893
241,164,-7.75,-59.25,PLS_lowprec,0.339809492230415,0.070790001191199,7.79873052239418,0.353355005383492,0.448913499712944,6.99645376205444,7.34980876743793
224,190,5.25,-67.75,PLS_lowprec,1.01241918802261,0.385703095793724,4.81126317977905,0.353013697266579,0.627013596892357,3.83123679161072,4.1842504888773
229,175,-2.25,-65.25,PLS_lowprec,0.886288797855377,0.37319820523262,3.62388143539429,0.353011798858643,0.707344502210617,2.56352498531342,2.91653678417206
216,191,5.75,-71.75,PLS_lowprec,1.12544097900391,0.41635670363903,3.88441460132599,0.352920797467232,0.667516708374023,2.86397731304169,3.21689811050892
248,186,3.25,-55.75,PLS_lowprec,0.949205982685089,0.399658200144768,3.80400040149689,0.35286799967289,0.627393394708633,2.82373888492584,3.17660688459873
235,178,-0.75,-62.25,PLS_lowprec,0.864250499010086,0.370436796545982,3.63292269706726,0.35274960398674,0.673206806182861,2.60696611404419,2.95971571803093
247,200,10.25,-56.25,PLS_lowprec,0.9536729991436,0.416647401452065,3.97247745990753,0.352352699637413,0.617934703826904,3.0021900177002,3.35454271733761
231,174,-2.75,-64.25,PLS_lowprec,0.838419806957245,0.366924297809601,3.50619378089905,0.352283501625061,0.71672620177269,2.43718369007111,2.78946719169617
243,191,5.75,-58.25,PLS_lowprec,0.956992292404175,0.407710298895836,3.88625891208649,0.352127301692963,0.624762988090515,2.90936853885651,3.26149584054947
231,195,7.75,-64.25,PLS_lowprec,1.01124129891396,0.413891991972923,3.93039395809174,0.351998099684715,0.632958710193634,2.94543735980988,3.29743545949459
249,186,3.25,-55.25,PLS_lowprec,0.930165201425552,0.395618003606796,3.78356370925903,0.351944896578789,0.625631910562515,2.80598628520966,3.15793118178845
242,192,6.25,-58.75,PLS_lowprec,0.983142602443695,0.412644401192665,3.90256414413452,0.351932099461555,0.62610849738121,2.92452352046967,3.27645561993122
246,198,9.25,-56.75,PLS_lowprec,0.962871503829956,0.415729901194572,3.97225203514099,0.351674002408981,0.614472591876984,3.00610518455505,3.35777918696403
241,198,9.25,-59.25,PLS_lowprec,0.925016504526138,0.4101881980896,3.93287851810455,0.351642200350761,0.603880804777145,2.97735540866852,3.32899760901928
231,193,6.75,-64.25,PLS_lowprec,1.0209813117981,0.411216697096825,3.95325019359589,0.351225900650024,0.639338105916977,2.96268587112427,3.31391177177429
244,175,-2.25,-57.75,PLS_lowprec,0.784739202260971,0.362709602713585,3.55390672683716,0.350862699747086,0.655738002061844,2.54730622768402,2.89816892743111
230,181,0.75,-64.75,PLS_lowprec,0.905956697463989,0.371925196051598,3.57628118991852,0.350852701067924,0.659592598676682,2.56583590507507,2.91668860614299
232,189,4.75,-63.75,PLS_lowprec,1.09149370193481,0.406895500421524,3.84171652793884,0.350850996375084,0.649712592363358,2.84115312099457,3.19200411736965
232,182,1.25,-63.75,PLS_lowprec,0.888295692205429,0.372322401404381,3.59156906604767,0.350388094782829,0.647124701738358,2.59405641555786,2.94444451034069
232,180,0.25,-63.75,PLS_lowprec,0.880476194620132,0.369640502333641,3.56310286521912,0.350139603018761,0.650552302598953,2.56241037845612,2.91254998147488
244,170,-4.75,-57.75,PLS_lowprec,0.807416409254074,0.361626195907593,3.50260705947876,0.349585101008415,0.672865796089172,2.4801558971405,2.82974099814891
247,173,-3.25,-56.25,PLS_lowprec,0.783258295059204,0.363900995254517,3.45807948112488,0.349538496136665,0.667787200212479,2.44075384140015,2.79029233753681
250,180,0.25,-54.75,PLS_lowprec,0.881077402830124,0.361897300183773,4.53901841640472,0.349389204382896,0.635274490714073,3.55435607433319,3.90374527871609
245,171,-4.25,-57.25,PLS_lowprec,0.791600602865219,0.360479497909546,3.47345662117004,0.349049600958824,0.669186401367188,2.45522112846375,2.80427072942257
225,188,4.25,-67.25,PLS_lowprec,1.04664809703827,0.394339600205421,3.71982567310333,0.348907798528671,0.648209887742996,2.72270798683167,3.07161578536034
252,186,3.25,-53.75,PLS_lowprec,0.905556809902191,0.393433099985123,3.77759175300598,0.348872703313828,0.616944795846939,2.81177461147308,3.16064731478691
235,176,-1.75,-62.25,PLS_lowprec,0.832084989547729,0.361849096417427,3.48665583133698,0.34881280362606,0.670744705200195,2.46709878444672,2.81591158807278
245,191,5.75,-57.25,PLS_lowprec,0.88389849960804,0.36860040128231,4.60188128948212,0.348718395829201,0.597661796212196,3.65550158023834,4.00421997606754
251,175,-2.25,-54.25,PLS_lowprec,0.946872800588608,0.377032199501991,3.59927818775177,0.348707601428032,0.660995900630951,2.5895744562149,2.93828205764293
234,193,6.75,-62.75,PLS_lowprec,1.02574059963226,0.407741498947144,3.85658586025238,0.348618802428246,0.640179401636124,2.86778788566589,3.21640668809414
242,182,1.25,-58.75,PLS_lowprec,0.945405602455139,0.388811898231506,3.72094314098358,0.348519599437714,0.637045294046402,2.73537850379944,3.08389810323715
231,189,4.75,-64.25,PLS_lowprec,1.05874897241592,0.399848991632462,3.76036651134491,0.347898805141449,0.655827099084854,2.75664038658142,3.10453919172287
231,176,-1.75,-64.25,PLS_lowprec,0.829493701457977,0.360421201586723,3.41576669216156,0.347633501887321,0.706076198816299,2.36205679178238,2.7096902936697
243,198,9.25,-58.25,PLS_lowprec,0.953162091970444,0.410060399770737,3.91508092880249,0.347337299585342,0.621153098344803,2.94659016132355,3.29392746090889
243,168,-5.75,-58.25,PLS_lowprec,0.838955593109131,0.341680400073528,5.00177178382873,0.346984201669693,0.652345404028893,4.00244166851044,4.34942587018013
248,188,4.25,-55.75,PLS_lowprec,0.923588508367538,0.39208459854126,3.7484414100647,0.346529197692871,0.616009205579758,2.78590257167816,3.13243176937103
241,181,0.75,-59.25,PLS_lowprec,0.950322097539902,0.382927200198174,3.65794467926025,0.346525496244431,0.639478707313538,2.67194001674652,3.01846551299095
