nx,ny,lat,lon,clima_approach,gpp,npp,cmass,cleaf,cfroot,cawood,agb
228,193,6.75,-65.75,PLS_nclim,2.87043838500977,1.18455920219421,13.4231356620789,0.721118301153183,0.683162701129913,12.0188515663147,12.7399698674679
235,182,1.25,-62.25,PLS_nclim,2.8744292974472,1.17552440166473,13.3094042778015,0.720915597677231,0.672589498758316,11.9158958435059,12.6368114411831
213,204,12.25,-73.25,PLS_nclim,2.50522022247314,1.16672389507294,13.199286365509,0.72055259346962,0.694800704717636,11.7839324951172,12.5044850885868
219,192,6.25,-70.25,PLS_nclim,2.85982053279877,1.18816440105438,13.4914850234985,0.720355004072189,0.692553502321243,12.0785799026489,12.7989349067211
223,170,-4.75,-68.25,PLS_nclim,2.7100174665451,1.08588229417801,12.4113499641418,0.720111906528473,0.628154301643372,11.0630853652954,11.7831972718239
232,181,0.75,-63.75,PLS_nclim,2.84002242088318,1.15723060369492,13.1742728233337,0.720047503709793,0.678038603067398,11.7761860847473,12.4962335884571
237,193,6.75,-61.25,PLS_nclim,2.86523180007935,1.1848042845726,13.4792510986328,0.719860202074051,0.680349606275559,12.0790422439575,12.7989024460316
229,171,-4.25,-65.25,PLS_nclim,2.33609108924866,1.06319000720978,12.0952622413635,0.719531488418579,0.705711001157761,10.6700150489807,11.3895465373993
219,169,-5.25,-70.25,PLS_nclim,2.66536772251129,1.07865670919418,12.3411546707153,0.719401401281357,0.655182504653931,10.96656665802,11.6859680593014
214,194,7.25,-72.75,PLS_nclim,2.87159581184387,1.18881059885025,13.491325378418,0.719390094280243,0.692273998260498,12.0796612739563,12.7990513682365
238,189,4.75,-60.75,PLS_nclim,2.8893746137619,1.18437958955765,13.4232214927673,0.719383400678635,0.681084603071213,12.0227527618408,12.7421361625194
204,180,0.25,-77.75,PLS_nclim,2.39875712394714,1.11453220844269,12.3993763923645,0.719258600473404,0.70786679983139,10.9722511291504,11.6915097296238
221,169,-5.25,-69.25,PLS_nclim,2.67555441856384,1.08216110467911,12.4023606300354,0.719125896692276,0.641837292909622,11.041392326355,11.7605182230473
209,190,5.25,-75.25,PLS_nclim,2.86014490127563,1.17183961868286,13.2956780433655,0.71901039481163,0.674725592136383,11.9019428253174,12.620953220129
234,189,4.75,-62.75,PLS_nclim,2.86400940418243,1.18048740625381,13.4178003311157,0.718993896245956,0.672248595952988,12.0265543937683,12.7455482900143
210,202,11.25,-74.75,PLS_nclim,2.57297849655151,1.1848030090332,13.42397108078,0.718993699550629,0.706991791725159,11.9979898452759,12.7169835448265
208,191,5.75,-75.75,PLS_nclim,2.91187407970428,1.18151870965958,13.3193670272827,0.718956708908081,0.698992890119553,11.9014167785645,12.6203734874726
221,192,6.25,-69.25,PLS_nclim,2.85236668586731,1.18468880653381,13.4606327056885,0.71884229183197,0.688240790367126,12.0535523414612,12.7723946332932
239,180,0.25,-60.25,PLS_nclim,2.82686042785645,1.15078101158142,13.1139706611633,0.718733292818069,0.708481395244598,11.6867562294006,12.4054895222187
215,170,-4.75,-72.25,PLS_nclim,2.4086662530899,1.0378601193428,11.8220972061157,0.718546003103256,0.686301892995834,10.4172536849976,11.1357996881009
229,167,-6.25,-65.25,PLS_nclim,2.38791058063507,1.09132868051529,12.3284425735474,0.71839120388031,0.711446499824524,10.8986071586609,11.6169983625412
232,190,5.25,-63.75,PLS_nclim,2.86978240013123,1.18125749826431,13.4089772224426,0.718372809886932,0.677191692590714,12.0134099006653,12.7317827105522
230,170,-4.75,-64.75,PLS_nclim,2.29619717597961,1.04402819871902,11.8736714363098,0.718275099992752,0.703669595718384,10.4517288208008,11.1700039207936
247,172,-3.75,-56.25,PLS_nclim,2.81380960941315,1.22075399160385,13.9506601333618,0.718259102106094,0.708230698108673,12.524169921875,13.2424290239811
215,171,-4.25,-72.25,PLS_nclim,2.43156046867371,1.03994020223618,11.8681135177612,0.718179601430893,0.682546204328537,10.4673922538757,11.1855718553066
233,190,5.25,-63.25,PLS_nclim,2.86837394237518,1.18219720125198,13.4417660713196,0.718070095777512,0.676027804613113,12.0476647377014,12.7657348334789
216,171,-4.25,-71.75,PLS_nclim,2.46998770236969,1.04169200658798,11.8944270133972,0.717802804708481,0.674662703275681,10.501961517334,11.2197643220425
233,189,4.75,-63.25,PLS_nclim,2.86563267707825,1.1805104970932,13.4157623291016,0.717710894346237,0.674585998058319,12.0234660148621,12.7411769092083
228,168,-5.75,-65.75,PLS_nclim,2.24264681339264,1.04131358861923,11.8123413085937,0.717683303356171,0.700687605142593,10.3939703941345,11.1116536974907
220,169,-5.25,-69.75,PLS_nclim,2.64635388851166,1.06967709064484,12.243719959259,0.717350804805756,0.649068993330002,10.8773010253906,11.5946518301964
224,191,5.75,-67.75,PLS_nclim,2.84816217422485,1.17776027917862,13.3636184692383,0.717346006631851,0.681672304868698,11.9645941734314,12.6819401800633
230,193,6.75,-64.75,PLS_nclim,2.86362981796265,1.17941770553589,13.3538863182068,0.717243188619614,0.683814805746078,11.9528288841248,12.6700720727444
232,188,4.25,-63.75,PLS_nclim,2.87020325660706,1.17951030731201,13.3847324371338,0.717238700389862,0.675856697559357,11.9916416168213,12.7088803172112
237,182,1.25,-61.25,PLS_nclim,2.87426278591156,1.172831594944,13.2652924537659,0.71697890162468,0.678829097747803,11.8694916725159,12.5864705741406
225,209,14.75,-67.25,PLS_nclim,2.75658688545227,1.17038340568542,13.3704959869385,0.716978794336319,0.664609098434448,11.9888962745667,12.705875068903
232,180,0.25,-63.75,PLS_nclim,2.83337347507477,1.15219147205353,13.1323353767395,0.716712701320648,0.683372896909714,11.7322481155396,12.4489608168602
227,167,-6.25,-66.25,PLS_nclim,2.24018340110779,1.03985930681229,11.8689567565918,0.716709893941879,0.685779595375061,10.4664640426636,11.1831739366055
232,167,-6.25,-63.75,PLS_nclim,2.40001740455627,1.06691900491714,12.1992514610291,0.716691702604294,0.70129519701004,10.7812637329102,11.4979554355145
217,170,-4.75,-71.25,PLS_nclim,2.57043681144714,1.0512127995491,12.0145967483521,0.716689795255661,0.668319404125214,10.6295883178711,11.3462781131268
232,189,4.75,-63.75,PLS_nclim,2.86647746562958,1.17877231836319,13.38586769104,0.7164754986763,0.675298994779587,11.9940943717957,12.710569870472
229,168,-5.75,-65.25,PLS_nclim,2.33259801864624,1.07964118719101,12.2133229255676,0.716426706314087,0.708377206325531,10.7885181427002,11.5049448490143
255,188,4.25,-52.25,PLS_nclim,2.79506647586823,1.15868121385574,13.251873588562,0.716387909650803,0.65290270447731,11.8825719833374,12.5989598929882
217,206,13.25,-71.25,PLS_nclim,2.19146440029144,1.06006031036377,11.513973236084,0.716355794668198,0.651103699207306,10.1465190887451,10.8628748834133
224,208,14.25,-67.75,PLS_nclim,2.80238754749298,1.19374619722366,13.6028548240662,0.71551850438118,0.694630694389343,12.1927063941956,12.9082248985768
232,177,-1.25,-63.75,PLS_nclim,2.78719389438629,1.15726840496063,13.2699726104736,0.715391302108765,0.720719200372696,11.8338617324829,12.5492530345917
226,169,-5.25,-66.75,PLS_nclim,2.36150939464569,1.05178679227829,12.091611289978,0.715204101800919,0.67579180598259,10.7006125450134,11.4158166468143
233,188,4.25,-63.25,PLS_nclim,2.85722110271454,1.17413901090622,13.3377089500427,0.714988601207733,0.673313099145889,11.9494097709656,12.6643983721733
223,192,6.25,-68.25,PLS_nclim,2.83109619617462,1.16933472156525,13.2126264572144,0.714906090497971,0.679877400398254,11.8178419113159,12.5327480018139
225,192,6.25,-67.25,PLS_nclim,2.8411810874939,1.17554970979691,13.3412543296814,0.71482110619545,0.681227999925613,11.9452033042908,12.6600244104863
203,185,2.75,-78.25,PLS_nclim,2.62919807434082,1.15747629404068,12.8924713134766,0.714651602506638,0.805164098739624,11.3726530075073,12.0873046100139
243,180,0.25,-58.25,PLS_nclim,2.89721670150757,1.18598529100418,13.4222889900208,0.71452129483223,0.683317399024963,12.0244534492493,12.7389747440815
234,190,5.25,-62.75,PLS_nclim,2.85562369823456,1.17521382570267,13.3613121032715,0.714480400085449,0.674456703662872,11.9723782539368,12.6868586540222
229,169,-5.25,-65.25,PLS_nclim,2.23245921134949,1.03490399122238,11.7381439208984,0.714431291818619,0.706916105747223,10.3167979240417,11.0312292158603
217,195,7.75,-71.25,PLS_nclim,2.85169610977173,1.18343690633774,13.4242580413818,0.714376908540726,0.695521795749664,12.0143639564514,12.7287408649921
246,171,-4.25,-56.75,PLS_nclim,2.87067530155182,1.20468882322311,13.7345998764038,0.714334899187088,0.709427797794342,12.3108417510986,13.0251766502857
245,170,-4.75,-57.25,PLS_nclim,2.88045439720154,1.19339182376862,13.5771438598633,0.714291304349899,0.707433193922043,12.1554218292236,12.8697131335735
232,179,-0.25,-63.75,PLS_nclim,2.82336378097534,1.15196070671082,13.1605068206787,0.713983798027039,0.692646396160126,11.7538876533508,12.4678714513778
222,169,-5.25,-68.75,PLS_nclim,2.66160173416138,1.06502158641815,12.1744400024414,0.7139652967453,0.632298195362091,10.8281720161438,11.5421373128891
224,209,14.75,-67.75,PLS_nclim,2.76759045124054,1.18410488367081,13.4486336708069,0.713729304075241,0.694799298048019,12.0401041030884,12.7538334071636
244,171,-4.25,-57.75,PLS_nclim,2.87960340976715,1.19017429351807,13.5448711395264,0.71362030506134,0.707135701179504,12.1241143226624,12.8377346277237
238,165,-7.25,-60.75,PLS_nclim,2.90485081672668,1.16459820270538,13.1520865440369,0.713617503643036,0.772520798444748,11.665948677063,12.379566180706
244,180,0.25,-57.75,PLS_nclim,2.89725623130798,1.18941431045532,13.4811312675476,0.713615596294403,0.687993907928467,12.079519367218,12.7931349635124
218,169,-5.25,-70.75,PLS_nclim,2.58863568305969,1.0480367898941,11.9834475517273,0.713359904289246,0.656638592481613,10.6134528160095,11.3268127202987
237,185,2.75,-61.25,PLS_nclim,2.86991686820984,1.17018810510635,13.2322602272034,0.713337403535843,0.6674880027771,11.8514314651489,12.5647688686847
255,170,-4.75,-52.25,PLS_nclim,2.83714184761047,1.19511351585388,13.6813791275024,0.713184499740601,0.675812804698944,12.2923866271973,13.0055711269379
219,194,7.25,-70.25,PLS_nclim,2.83270056247711,1.17386889457703,13.2899606704712,0.712923806905746,0.689620894193649,11.8874216079712,12.6003454148769
225,211,15.75,-67.25,PLS_nclim,2.58627641201019,1.13715190887451,12.8042322158813,0.712801098823547,0.671918803453445,11.4195125579834,12.1323136568069
230,211,15.75,-64.75,PLS_nclim,2.86766800880432,1.20444869995117,13.6637989997864,0.712499397993088,0.715764790773392,12.2355358123779,12.948035210371
228,167,-6.25,-65.75,PLS_nclim,2.19702513217926,1.03158967494965,11.6757431983948,0.712441998720169,0.695552802085876,10.2677489280701,10.9801909267903
207,191,5.75,-76.25,PLS_nclim,2.92369201183319,1.18635518550873,13.3648173332214,0.712254601716995,0.71159810423851,11.9409634590149,12.6532180607319
231,166,-6.75,-64.25,PLS_nclim,2.37246661186218,1.05656979084015,12.017974281311,0.712199401855469,0.710994905233383,10.5947772026062,11.3069766044617
227,168,-5.75,-66.25,PLS_nclim,2.22386591434479,1.0402184009552,11.8097725868225,0.712032896280289,0.67950040102005,10.4182390213013,11.1302719175816
224,192,6.25,-67.75,PLS_nclim,2.82995080947876,1.16745680570602,13.2104477882385,0.712021899223328,0.679412305355072,11.8190114974976,12.5310333967209
210,193,6.75,-74.75,PLS_nclim,2.87425930500031,1.17768721580505,13.3249850273132,0.711993998289108,0.693367904424667,11.9196213722229,12.631615370512
234,179,-0.25,-62.75,PLS_nclim,2.80794630050659,1.1384213924408,13.0242764472961,0.711851900815964,0.693611496686935,11.6188143730164,12.3306662738324
236,182,1.25,-61.75,PLS_nclim,2.85472278594971,1.15879008769989,13.1184817314148,0.711723899841309,0.675308001041412,11.7314504623413,12.4431743621826
238,184,2.25,-60.75,PLS_nclim,2.88405323028564,1.17483347654343,13.2666749954224,0.711694198846817,0.674256801605225,11.8807242393494,12.5924184381962
246,170,-4.75,-56.75,PLS_nclim,2.88527464866638,1.19532999992371,13.586732673645,0.711662602424622,0.711165797710419,12.1638966560364,12.875559258461
216,170,-4.75,-71.75,PLS_nclim,2.36775050163269,1.01488960981369,11.5695961952209,0.711519795656204,0.672775101661682,10.1852972984314,10.8968170940876
233,167,-6.25,-63.25,PLS_nclim,2.27395272254944,1.02429280281067,11.6295974731445,0.711501002311707,0.698267602920532,10.2198292732239,10.9313302755356
227,169,-5.25,-66.25,PLS_nclim,2.29437718391418,1.01420059204102,11.6210467338562,0.711376798152924,0.67586629986763,10.2338033676147,10.9451801657676
216,202,11.25,-71.75,PLS_nclim,2.8335462808609,1.20006837844849,13.6365361213684,0.711070901155472,0.717670208215713,12.2078015327454,12.9188724339009
211,199,9.75,-74.25,PLS_nclim,2.8469379901886,1.19588180780411,13.6295878410339,0.710952395200729,0.7041080057621,12.2145267486572,12.9254791438579
226,168,-5.75,-66.75,PLS_nclim,2.28204460144043,1.02694609165192,11.8424335479736,0.710880607366562,0.666392302513123,10.4651577949524,11.176038402319
233,191,5.75,-63.25,PLS_nclim,2.85067660808563,1.17218890190125,13.3128107070923,0.710852694511414,0.677528005838394,11.9244277000427,12.6352803945541
233,180,0.25,-63.25,PLS_nclim,2.82135009765625,1.14377040863037,13.0373581886292,0.710788303613663,0.682223600149155,11.6443495750427,12.3551378786564
215,195,7.75,-72.25,PLS_nclim,2.84635393619537,1.17787611484528,13.3547451019287,0.71019099354744,0.693781703710556,11.9507769584656,12.660967952013
221,205,12.75,-69.25,PLS_nclim,2.7988471031189,1.17909370660782,13.3370252609253,0.709962397813797,0.697062706947327,11.9300002098083,12.6399626076221
227,170,-4.75,-66.25,PLS_nclim,2.41100189685822,1.01466500759125,11.5778490066528,0.709699904918671,0.66671649813652,10.201434135437,10.9111340403557
228,170,-4.75,-65.75,PLS_nclim,2.24082500934601,1.00307488441467,11.4294221878052,0.709449100494385,0.688161909580231,10.0318049430847,10.7412540435791
229,170,-4.75,-65.25,PLS_nclim,2.18962571620941,0.996908694505692,11.3308809280396,0.7094417989254,0.694700008630753,9.92674074172974,10.6361825406551
228,169,-5.25,-65.75,PLS_nclim,2.25938138961792,1.00353208184242,11.4140045166016,0.708956402540207,0.689599698781967,10.015443611145,10.7244000136852
238,187,3.75,-60.75,PLS_nclim,2.87398281097412,1.170319211483,13.2387124061584,0.708192896842956,0.675315201282501,11.8552020072937,12.5633949041367
224,193,6.75,-67.75,PLS_nclim,2.81736700534821,1.16007931232452,13.1012051582336,0.708000993728638,0.678624296188355,11.7145801544189,12.4225811481475
208,192,6.25,-75.75,PLS_nclim,2.92134590148926,1.17878259420395,13.2516003608704,0.707995098829269,0.707142198085785,11.8364622116089,12.5444573104382
245,180,0.25,-57.25,PLS_nclim,2.88998281955719,1.18347411155701,13.4095061302185,0.707794100046158,0.68964409828186,12.0120623588562,12.7198564589024
232,191,5.75,-63.75,PLS_nclim,2.8366888999939,1.16158841848373,13.1342101097107,0.707553803920746,0.676415300369263,11.7502425193787,12.4577963232994
223,193,6.75,-68.25,PLS_nclim,2.80973057746887,1.15616999864578,13.0361358642578,0.707438498735428,0.678007501363754,11.6506948471069,12.3581333458423
244,178,-0.75,-57.75,PLS_nclim,2.8785975933075,1.18494079113007,13.4628617286682,0.707228600978851,0.700318706035614,12.0553141593933,12.7625427603722
256,171,-4.25,-51.75,PLS_nclim,2.83018412590027,1.19024351835251,13.6138479232788,0.707148200273514,0.675842893123627,12.2308517456055,12.937999945879
235,193,6.75,-62.25,PLS_nclim,2.83926420211792,1.16979160308838,13.3028907775879,0.706806200742722,0.681612193584442,11.9144740104675,12.6212802112102
225,193,6.75,-67.25,PLS_nclim,2.81575090885162,1.15942988395691,13.1166939735413,0.706445610523224,0.677970206737518,11.7322793006897,12.4387249112129
226,211,15.75,-66.75,PLS_nclim,2.62397828102112,1.14699610471725,12.9510058403015,0.706307405233383,0.685921400785446,11.5587832450867,12.2650906503201
225,169,-5.25,-67.25,PLS_nclim,2.50866031646729,1.04858211278915,12.0996669769287,0.706156998872757,0.660100597143173,10.7334011077881,11.4395581066609
245,179,-0.25,-57.25,PLS_nclim,2.88594791889191,1.18463289737701,13.4349711418152,0.706078195571899,0.694201600551605,12.0346897125244,12.7407679080963
254,170,-4.75,-52.75,PLS_nclim,2.81626236438751,1.18268548250198,13.549714756012,0.706063187122345,0.671671807765961,12.1719788551331,12.8780420422554
258,181,0.75,-50.75,PLS_nclim,2.85895247459412,1.16373498439789,13.1855675697327,0.705847197771072,0.673286902904511,11.8064308166504,12.5122780144215
217,169,-5.25,-71.25,PLS_nclim,2.3565370798111,1.00241709947586,11.4455104827881,0.70582919716835,0.66281830072403,10.0768607139587,10.7826899111271
245,171,-4.25,-57.25,PLS_nclim,2.85060420036316,1.17787719964981,13.4064911842346,0.705396503210068,0.708605295419693,11.9924936294556,12.6978901326657
238,185,2.75,-60.75,PLS_nclim,2.87010831832886,1.16540650129318,13.177938079834,0.705284398794174,0.671377092599869,11.8012773513794,12.5065617501736
222,193,6.75,-68.75,PLS_nclim,2.80775520801544,1.15737609863281,13.0733043670654,0.705094397068024,0.681499099731445,11.6867051124573,12.3917995095253
235,172,-3.75,-62.25,PLS_nclim,2.70912697315216,1.11654020547867,12.7025354385376,0.705025398731232,0.727631592750549,11.269880771637,11.9749061703682
240,181,0.75,-59.75,PLS_nclim,2.85734853744507,1.17202950716019,13.3158556938171,0.704829400777817,0.683694100379944,11.9273355484009,12.6321649491787
253,171,-4.25,-53.25,PLS_nclim,2.81674242019653,1.18227500915527,13.542153263092,0.704657000303268,0.675183999538422,12.1623111724854,12.8669681727887
231,192,6.25,-64.25,PLS_nclim,2.83064501285553,1.16258149147034,13.1627119064331,0.704429399967194,0.679808002710342,11.7784742355347,12.4829036355019
238,179,-0.25,-60.75,PLS_nclim,2.76560156345367,1.10659511089325,12.6098331451416,0.704219287633896,0.700044196844101,11.2055658340454,11.9097851216793
236,194,7.25,-61.75,PLS_nclim,2.81517040729523,1.15958060026169,13.1631134033203,0.704077214002609,0.679003798961639,11.7800349235535,12.4841121375561
240,196,8.25,-59.75,PLS_nclim,2.7831924200058,1.14637551307678,12.9713820457458,0.703619509935379,0.673316198587418,11.5944471359253,12.2980666458607
207,195,7.75,-76.25,PLS_nclim,2.91912155151367,1.21342511177063,13.7243789672852,0.703595298528671,0.749338310956955,12.2714387893677,12.9750340878964
209,202,11.25,-75.25,PLS_nclim,2.3626629114151,1.11136308908463,12.2819179534912,0.703437101840973,0.69311870932579,10.8853636741638,11.5888007760048
243,178,-0.75,-58.25,PLS_nclim,2.84129962921143,1.15133459568024,13.084646987915,0.703203409910202,0.715693700313568,11.6657475471497,12.3689509570599
222,194,7.25,-68.75,PLS_nclim,2.80133450031281,1.15881419181824,13.1178669929504,0.703100997209549,0.684506005048752,11.7302552223206,12.4333562195302
255,172,-3.75,-52.25,PLS_nclim,2.77806148529053,1.17851250171661,13.5370408058167,0.702957206964493,0.670041793584824,12.1640438079834,12.8670010149479
223,194,7.25,-68.25,PLS_nclim,2.79446096420288,1.15020930767059,12.9902352333069,0.701879197359085,0.678212398290634,11.6101430892944,12.3120222866535
225,208,14.25,-67.25,PLS_nclim,2.81062121391296,1.16710361242294,13.2453500747681,0.701803308725357,0.684809505939484,11.8587340354919,12.5605373442173
245,169,-5.25,-57.25,PLS_nclim,2.8666228055954,1.16341608762741,13.2042247772217,0.701783889532089,0.718387305736542,11.7840516090393,12.4858354985714
240,195,7.75,-59.75,PLS_nclim,2.77921698093414,1.14471949338913,12.9566940307617,0.701755398511887,0.672816997766495,11.582120513916,12.2838759124279
211,195,7.75,-74.25,PLS_nclim,2.8441216468811,1.17221350669861,13.2952648162842,0.701602095365524,0.702398401498795,11.8912616729736,12.5928637683391
226,167,-6.25,-66.75,PLS_nclim,2.15177550315857,0.981185305118561,11.2978251457214,0.701594096422195,0.656945806741714,9.9392915725708,10.640885668993
247,169,-5.25,-56.25,PLS_nclim,2.91233470439911,1.18103028535843,13.3341616630554,0.701383703947067,0.734118497371674,11.8986620903015,12.6000457942486
235,190,5.25,-62.25,PLS_nclim,2.81885046958923,1.15340950489044,13.078671836853,0.701370000839233,0.671335005760193,11.7059607505798,12.407330751419
230,166,-6.75,-64.75,PLS_nclim,2.33014781475067,1.02381241321564,11.634503364563,0.701201206445694,0.707374686002731,10.2259219169617,10.9271231234074
239,195,7.75,-60.25,PLS_nclim,2.78189740180969,1.13957390785217,12.8716674804687,0.701083600521088,0.669536501169205,11.5010500907898,12.2021336913109
239,196,8.25,-60.25,PLS_nclim,2.77372331619263,1.14252408742905,12.9349369049072,0.70106149315834,0.672157603502274,11.5617199897766,12.2627814829349
247,170,-4.75,-56.25,PLS_nclim,2.8740385055542,1.18552531003952,13.4559892654419,0.701014202833176,0.708564096689224,12.0464116096497,12.7474258124829
220,192,6.25,-69.75,PLS_nclim,2.81238033771515,1.15903859138489,13.1303894042969,0.7005479991436,0.688463097810745,11.7413789749146,12.4419269740582
244,167,-6.25,-57.75,PLS_nclim,2.87620277404785,1.15129679441452,13.0363711357117,0.700408494472504,0.722371995449066,11.6135827064514,12.3139912009239
246,180,0.25,-56.75,PLS_nclim,2.8788779258728,1.1753720998764,13.3209076881409,0.700365900993347,0.690651994943619,11.9298897743225,12.6302556753158
220,194,7.25,-69.75,PLS_nclim,2.8011378288269,1.15567109584808,13.082790184021,0.700279706716537,0.687871694564819,11.6946359634399,12.3949156701564
222,206,13.25,-68.75,PLS_nclim,2.75570557117462,1.15614140033722,13.0333662986755,0.700196504592896,0.685976296663284,11.6471895217896,12.3473860263825
214,195,7.75,-72.75,PLS_nclim,2.82465727329254,1.16009209156036,13.1342457771301,0.699202698469162,0.690189307928085,11.7448572158813,12.4440599143505
239,189,4.75,-60.25,PLS_nclim,2.85482068061829,1.16095869541168,13.1477843284607,0.699084401130676,0.681191003322601,11.7675016403198,12.4665860414505
238,190,5.25,-60.75,PLS_nclim,2.82832431793213,1.15272510051727,13.0577972412109,0.69905920624733,0.675093400478363,11.683637714386,12.3826969206333
247,171,-4.25,-56.25,PLS_nclim,2.84157390594482,1.18542078733444,13.4920883178711,0.698853504657745,0.69573979973793,12.0974921226501,12.7963456273078
233,176,-1.75,-63.25,PLS_nclim,2.73432867527008,1.1177500128746,12.7801235198975,0.698771601915359,0.719406497478485,11.3619483947754,12.0607199966908
210,199,9.75,-74.75,PLS_nclim,2.80817909240723,1.17895541191101,13.4197220802307,0.698759704828262,0.706844800710678,12.0141180992126,12.7128778040409
233,179,-0.25,-63.25,PLS_nclim,2.76321001052856,1.11598881483078,12.7770080566406,0.698719888925552,0.693475902080536,11.3848091125488,12.0835290014744
223,169,-5.25,-68.25,PLS_nclim,2.58305263519287,1.01081830263138,11.4648316383362,0.698596894741058,0.625746601819992,10.1404834747314,10.8390803694725
246,172,-3.75,-56.75,PLS_nclim,2.77693870067596,1.18250819444656,13.4762548446655,0.698542195558548,0.70725160241127,12.0704611778259,12.7690033733844
253,170,-4.75,-53.25,PLS_nclim,2.81842551231384,1.17825639247894,13.4858669281006,0.698310899734497,0.681623899936676,12.1059362411499,12.8042471408844
239,182,1.25,-60.25,PLS_nclim,2.84740991592407,1.16221280097961,13.1955221176147,0.698206394910812,0.681634402275085,11.815678024292,12.5138844192028
234,191,5.75,-62.75,PLS_nclim,2.817009973526,1.15230739116669,13.0676761627197,0.698000305891037,0.674394202232361,11.6952855110168,12.3932858169078
248,169,-5.25,-55.75,PLS_nclim,2.91633467674255,1.18257690668106,13.3316940307617,0.697225797176361,0.725430393218994,11.9090353012085,12.6062610983849
224,210,15.25,-67.75,PLS_nclim,2.67098920345306,1.15094547271729,12.9725763320923,0.697133511304855,0.701587402820587,11.5738551139832,12.2709886252881
239,190,5.25,-60.25,PLS_nclim,2.83537430763245,1.15335539579391,13.0564372062683,0.697067993879318,0.67732070684433,11.6820450782776,12.3791130721569
239,185,2.75,-60.25,PLS_nclim,2.86850259304047,1.16034549474716,13.0990946769714,0.696576797962189,0.676094704866409,11.7264188766479,12.4229956746101
251,170,-4.75,-54.25,PLS_nclim,2.85095889568329,1.1850044965744,13.4872171401978,0.696385091543198,0.703372693061829,12.0874584197998,12.783843511343
237,190,5.25,-61.25,PLS_nclim,2.80409760475159,1.14285418987274,12.9331719398499,0.696015709638596,0.669445300102234,11.5677081108093,12.2637238204479
244,181,0.75,-57.75,PLS_nclim,2.85511689186096,1.16063159704208,13.1627440452576,0.695556801557541,0.679849702119827,11.7873435020447,12.4829003036022
237,192,6.25,-61.25,PLS_nclim,2.80482168197632,1.14622591733932,12.9979386329651,0.695281499624252,0.672906291484833,11.6297506332397,12.325032132864
226,210,15.25,-66.75,PLS_nclim,2.69506256580353,1.12823901176453,12.7659669876099,0.695161497592926,0.659690791368485,11.4111201286316,12.1062816262245
221,194,7.25,-69.25,PLS_nclim,2.7901792049408,1.1508043050766,13.0188990592957,0.695107704401016,0.68819979429245,11.6355913162231,12.3306990206241
251,171,-4.25,-54.25,PLS_nclim,2.84111661911011,1.18020049333572,13.446946811676,0.694955098628998,0.699728709459305,12.0522674560547,12.7472225546837
245,181,0.75,-57.25,PLS_nclim,2.86352932453156,1.16707899570465,13.2552969932556,0.694660305976868,0.683542996644974,11.8770909309387,12.5717512369156
252,171,-4.25,-53.75,PLS_nclim,2.82617990970612,1.17464410066605,13.4076809883118,0.694549304246902,0.687875390052795,12.02525806427,12.7198073685169
249,169,-5.25,-55.25,PLS_nclim,2.91537725925446,1.18005050420761,13.2957429885864,0.694471800327301,0.724592500925064,11.8766817092896,12.5711535096169
235,178,-0.75,-62.25,PLS_nclim,2.73426218032837,1.09634650945663,12.55859375,0.694346791505814,0.696738404035568,11.1675149917603,11.8618617832661
239,184,2.25,-60.25,PLS_nclim,2.86227450370789,1.16620281934738,13.2354182243347,0.693874794244766,0.678555107116699,11.8629842758179,12.5568590700627
237,178,-0.75,-61.25,PLS_nclim,2.7054571390152,1.07938470840454,12.3262996673584,0.693025100231171,0.694422793388367,10.9388507843018,11.631875884533
259,181,0.75,-50.25,PLS_nclim,2.83319170475006,1.15045099258423,13.0632250785828,0.692911392450333,0.669214010238647,11.7010986328125,12.3940100252628
232,178,-0.75,-63.75,PLS_nclim,2.72421333789825,1.09815318584442,12.5707883834839,0.692514103651047,0.700535905361175,11.1777365684509,11.8702506721019
234,166,-6.75,-62.75,PLS_nclim,2.17516319751739,0.981484806537628,11.1050248146057,0.6920215010643,0.705729103088379,9.70727424621582,10.3992957472801
224,194,7.25,-67.75,PLS_nclim,2.76823837757111,1.13182431459427,12.7547751426697,0.691811698675156,0.671064788103104,11.3918970108032,12.0837087094784
241,179,-0.25,-59.25,PLS_nclim,2.69614748954773,1.07258269786835,12.1614725112915,0.691686898469925,0.707261002063751,10.7625228881836,11.4542097866535
252,170,-4.75,-53.75,PLS_nclim,2.82493159770966,1.17379781007767,13.3846541404724,0.691484397649765,0.690301394462585,12.0028660774231,12.6943504750729
209,193,6.75,-75.25,PLS_nclim,2.84715297222137,1.152714407444,12.9864804267883,0.69064199924469,0.709233593940735,11.5865980148315,12.2772400140762
214,203,11.75,-72.75,PLS_nclim,2.66774101257324,1.13612987995148,12.8274280548096,0.690416496992111,0.69310359954834,11.4439120292664,12.1343285262585
239,183,1.75,-60.25,PLS_nclim,2.8402893781662,1.15484622716904,13.1020297050476,0.690328800678253,0.67917520403862,11.7325289726257,12.422857773304
229,166,-6.75,-65.25,PLS_nclim,2.11009891033173,0.972384393215179,10.9910682678223,0.690271002054214,0.708262205123901,9.59253587722778,10.282806879282
226,193,6.75,-66.75,PLS_nclim,2.77195410728455,1.13224700689316,12.7827611923218,0.690216600894928,0.671315598487854,11.4212241172791,12.111440718174
