"","ny","nx","lat","lon","clima","area_m2","gpp","ra","npp","rc","et","cue","cmass","cleaf","cfroot","cawood","tleaf_cwm","twood_cwm","troot_cwm","aleaf_cwm","awood_cwm","aroot_cwm","PC1","PC2","PC3","PC4","PC5","PC6"
"511",181,204,0.75,-77.75,"lowprec",3090803200,5.964823,3.554766,2.410057,70.69813,4.734067,0.39234,24.027098,1.868361,1.886202,20.272535,2.403008,27.983421,2.403008,32.984962,32.647324,33.695522,-0.681421720632598,0.230587440198627,1.73664062957934e-06,9.61843646507532e-07,-2.37238394072865e-07,-5.39556276095935e-16
"512",181,205,0.75,-77.25,"lowprec",3090803200,5.339528,3.372305,1.967223,91.72775,4.637716,0.358037,20.687433,1.521182,1.527265,17.638987,2.399822,28.087238,2.399822,33.000893,32.768444,33.59308,-0.771551065959655,0.117704396692547,3.40509236369801e-06,-1.90429683410986e-08,-2.018553360442e-07,-5.79621317831826e-16
"513",181,206,0.75,-76.75,"lowprec",3090803200,4.897233,3.123199,1.774033,84.03682,4.216468,0.35251,18.854935,1.376104,1.38481,16.094019,2.40415,28.085108,2.40415,32.97925,32.765957,33.616497,-0.722355523862353,0.108016579889953,7.9031667968299e-07,-1.58316133563874e-06,-1.16731604345079e-06,-5.46849565505038e-16
"514",181,207,0.75,-76.25,"lowprec",3090803200,3.518736,2.451012,1.293467,76.87389,3.982867,0.3084,15.157951,1.066268,1.134144,12.957541,2.460064,27.816795,2.460064,32.69968,32.452927,34.11966,0.0401452680766449,0.26548638430745,6.52129676405322e-07,-1.32289589874213e-06,-2.85074313569229e-07,-7.12598578043701e-17
"515",181,208,0.75,-75.75,"lowprec",3090803200,2.783764,2.151147,1.176648,71.69445,3.844166,0.285152,14.433739,0.975404,1.003607,12.454727,2.426799,28.025007,2.426799,32.86601,32.695843,33.779823,-0.439113710248153,0.114775924796768,5.25802888234894e-06,8.17444630207831e-07,6.7387764161788e-07,-2.73537040805436e-16
"516",181,209,0.75,-75.25,"lowprec",3090803200,3.559017,2.472008,1.321899,74.05486,3.770176,0.311875,15.245643,1.082533,1.118391,13.044718,2.433925,27.967289,2.433925,32.830368,32.6285,33.863544,-0.32952695568699,0.162451598457344,-9.52307512627759e-06,2.70378883732159e-06,-1.65696699353781e-06,-2.98014699927201e-16
"517",181,210,0.75,-74.75,"lowprec",3090803200,4.413488,2.838364,1.575125,76.6002,3.735253,0.346655,17.10581,1.220074,1.222246,14.663488,2.399229,28.138424,2.399229,33.003857,32.82816,33.547462,-0.805126737319068,0.0592950032678421,2.89731525582315e-06,-1.22605887165061e-06,-7.04451142547607e-07,-5.77418955090818e-16
"518",181,211,0.75,-74.25,"lowprec",3090803200,4.445974,2.856109,1.589865,76.88323,3.737813,0.346547,17.249638,1.231087,1.232784,14.785768,2.398672,28.139935,2.398672,33.00664,32.82992,33.54342,-0.812107617797967,0.0590912530758117,1.23601878973534e-06,-2.41855566696092e-06,-2.06648459893932e-06,-5.82671776906811e-16
"519",181,212,0.75,-73.75,"lowprec",3090803200,4.540399,2.916112,1.624287,74.91569,3.827799,0.346179,17.550543,1.259378,1.26167,15.029495,2.39885,28.129,2.39885,33.005753,32.817165,33.553417,-0.804368543712396,0.0714233351310523,2.85265574420657e-06,1.02692479070354e-06,-8.02318224011646e-07,-5.04884032923497e-16
"520",181,213,0.75,-73.25,"lowprec",3090803200,4.637868,2.971429,1.666439,73.55601,3.908849,0.347703,17.974926,1.295133,1.298545,15.381247,2.39956,28.118097,2.39956,33.002197,32.804447,33.56605,-0.79073102061879,0.0822179982720895,-3.7426897116638e-06,4.53991540888543e-07,2.82114837294942e-07,-4.87856720334276e-16
"521",181,214,0.75,-72.75,"lowprec",3090803200,4.703192,3.01459,1.688602,71.53979,3.984518,0.347427,18.163473,1.315702,1.320246,15.527525,2.400203,28.104803,2.400203,32.998985,32.788937,33.580345,-0.776580657606481,0.0960125968000072,-2.84969399369506e-07,4.36328580155632e-07,8.68463876342943e-08,-5.28122466936611e-16
"522",181,215,0.75,-72.25,"lowprec",3090803200,4.745239,3.041191,1.704048,69.890175,4.015737,0.34773,18.288713,1.326042,1.330601,15.632071,2.40012,28.103981,2.40012,32.999397,32.78798,33.58062,-0.777065659490952,0.0972109170599618,-1.54536606794542e-06,-3.69579011261223e-06,9.40878449775216e-07,-4.37202438097029e-16
"523",181,216,0.75,-71.75,"lowprec",3090803200,4.823468,3.087824,1.735644,68.73074,4.034517,0.348658,18.564213,1.344803,1.3477,15.871709,2.398507,28.113928,2.398507,33.007465,32.799583,33.564266,-0.800227467081862,0.0900796622533977,1.29091062615883e-06,-2.5367153894118e-06,7.00695950081598e-08,-6.04467973603422e-16
"524",181,217,0.75,-71.25,"lowprec",3090803200,4.853287,3.104465,1.748822,67.22152,4.050997,0.349508,18.69819,1.354338,1.357257,15.986597,2.398468,28.114502,2.398468,33.00766,32.80025,33.563587,-0.800964992206572,0.0895152495352543,-7.17494124072293e-07,1.2601741631868e-06,-1.07569945883776e-06,-5.56495240323843e-16
"525",181,218,0.75,-70.75,"lowprec",3090803200,4.881875,3.110486,1.771389,65.59942,4.029925,0.352021,18.955399,1.370681,1.373936,16.210781,2.398857,28.116947,2.398857,33.00572,32.803104,33.5635,-0.79793514752267,0.0855522445165143,6.09720425677474e-06,-7.60162804647191e-07,-4.87769351385087e-07,-5.38348675663011e-16
"526",181,219,0.75,-70.25,"lowprec",3090803200,4.890537,3.114296,1.776241,65.11412,4.030993,0.352534,18.997387,1.373759,1.377239,16.246387,2.399075,28.116402,2.399075,33.004623,32.802467,33.565037,-0.795224501632536,0.0855745205132538,-3.1774380455929e-06,1.56367160097926e-06,-8.83217783870065e-07,-5.69927132275652e-16
"527",181,220,0.75,-69.75,"lowprec",3090803200,4.893833,3.118092,1.775741,64.770744,4.041634,0.352274,18.986004,1.373718,1.377159,16.235126,2.399011,28.115627,2.399011,33.00495,32.801563,33.565372,-0.795527879588296,0.08666887658002,6.58742653804334e-06,-1.68147217050052e-06,-9.93146143493488e-07,-5.95901928723538e-16
"528",181,221,0.75,-69.25,"lowprec",3090803200,4.910453,3.12643,1.784023,64.52694,4.056263,0.352987,19.0739,1.379342,1.382828,16.31173,2.399027,28.116558,2.399027,33.004864,32.80265,33.564674,-0.795838183788087,0.0855284217727767,4.27022881221983e-08,-2.34562955647721e-06,-5.45866801272485e-07,-5.68183223003402e-16
"529",181,222,0.75,-68.75,"lowprec",3090803200,4.934744,3.140828,1.793916,64.30145,4.070236,0.353487,19.156353,1.385828,1.389404,16.381123,2.39908,28.116177,2.39908,33.0046,32.802208,33.56525,-0.795051758539682,0.0858238248386167,-6.37329873168224e-07,1.09637388437389e-06,7.42297441877308e-07,-5.35606709094332e-16
"530",181,223,0.75,-68.25,"lowprec",3090803200,4.945476,3.146991,1.798484,64.01253,4.076892,0.35359,19.191637,1.389687,1.393356,16.408594,2.399141,28.11462,2.399141,33.004295,32.800392,33.56686,-0.793550685480839,0.0874814730315695,1.67963738231802e-06,-3.2753594528534e-06,8.38964389364774e-07,-5.49476752791005e-16
"531",181,224,0.75,-67.75,"lowprec",3090803200,4.920017,3.142384,1.777633,65.32053,4.130421,0.351712,18.918999,1.373298,1.378532,16.167168,2.400482,28.103325,2.400482,32.99759,32.787216,33.58297,-0.772703456308192,0.0969598886056516,-4.11842469197343e-07,6.64678304118649e-07,1.67967925293524e-06,-4.45170159766787e-16
"532",181,225,0.75,-67.25,"lowprec",3090803200,1.842959,1.7893,0.798721,60.10187,4.199178,0.204436,10.844421,0.712335,0.856971,9.275117,2.889499,26.684965,2.889499,30.552505,31.13246,37.210022,5.40655405305856,0.384612832411403,-5.56890868086413e-07,9.89259399952758e-07,4.37330605326802e-07,3.61734702291238e-15
"533",181,230,0.75,-64.75,"lowprec",3090803200,0.938631,1.137338,0.484804,63.69838,4.268689,0.180366,9.389656,0.437435,0.510341,8.441881,3,30,3,30,35,35,4.88580310967972,-3.81763245455914,-9.15057013495257e-09,-6.02660203963268e-08,8.37992852539826e-09,4.48301712435333e-15
"534",181,231,0.75,-64.25,"lowprec",3090803200,1.027073,1.233184,0.529665,65.55566,4.288201,0.183637,9.058686,0.471028,0.558066,8.029593,2.927956,27.838694,2.927956,30.360218,32.478477,36.440872,5.22531412232993,-1.07788883318062,-8.16554979743422e-07,-2.86230318469194e-06,2.58272085676414e-07,4.12585712101405e-15
"535",181,232,0.75,-63.75,"lowprec",3090803200,1.034242,1.246645,0.533917,66.595406,4.310065,0.183518,9.04708,0.474049,0.561663,8.011369,2.927627,27.828812,2.927627,30.361866,32.46695,36.447464,5.22686951507299,-1.06536261980193,3.00434295730234e-06,-3.57274030426957e-06,1.15041977594849e-06,4.01789509357357e-15
"536",181,233,0.75,-63.25,"lowprec",3090803200,1.042295,1.257728,0.537553,67.57941,4.350423,0.183704,9.044999,0.47629,0.564445,8.004265,2.926968,27.809036,2.926968,30.36516,32.443874,36.46064,5.22997621158589,-1.04029565814886,-1.15647873910607e-06,2.12079965233869e-06,-5.56237051904662e-07,3.49732001978404e-15
"537",181,234,0.75,-62.75,"lowprec",3090803200,1.203374,1.433776,0.613827,68.60888,4.384311,0.188675,9.436031,0.541621,0.644135,8.250276,2.916402,27.49205,2.916402,30.417992,32.07406,36.671967,5.27977204670082,-0.638474499504947,1.78053260457833e-06,9.08367625784834e-07,8.07277384419491e-07,3.63087002797057e-15
"538",181,235,0.75,-62.25,"lowprec",3090803200,1.163967,1.394699,0.595291,69.199,4.414251,0.185095,9.340206,0.526484,0.626,8.187721,2.91753,27.525913,2.91753,30.412348,32.113564,36.64939,5.27444762427048,-0.681397561367419,-1.8759897489895e-06,-8.5622473888769e-07,-5.49076582652408e-07,3.41721626599864e-15
"539",181,236,0.75,-61.75,"lowprec",3090803200,1.031755,1.262598,0.536221,69.66866,4.437968,0.179369,8.989452,0.474734,0.562802,7.951917,2.926089,27.782684,2.926089,30.369553,32.41313,36.47821,5.23411209428777,-1.00688847825431,-1.64446926020911e-06,-1.29383776426018e-06,-6.42378054346859e-07,3.59341288428794e-15
"540",181,237,0.75,-61.25,"lowprec",3090803200,0.735456,0.936895,0.390021,68.050835,4.489691,0.168873,8.662848,0.350969,0.409464,7.902414,3,30,3,30,35,35,4.88580310967972,-3.81763245455914,-9.15057013495257e-09,-6.02660203963268e-08,8.37992852539826e-09,4.48301712435333e-15
"541",181,242,0.75,-58.75,"lowprec",3090803200,1.55452,1.754822,0.754918,72.355965,4.669181,0.198816,10.129708,0.639319,0.762974,8.727415,2.905645,27.169346,2.905645,30.471777,31.697569,36.887104,5.33046352801396,-0.229402032049686,2.04657569835565e-06,4.18321725481619e-07,-6.35577164655177e-07,3.57092348016456e-15
"542",181,243,0.75,-58.25,"lowprec",3090803200,1.408724,1.438679,0.729509,81.08732,4.650084,0.218925,10.890668,0.552127,0.58169,9.756851,2.457475,28.362303,2.457475,32.712624,33.089355,33.652122,-0.276261829129138,-0.367519827117585,-1.02825763736991e-06,-3.32125811769446e-07,7.098365877381e-07,-3.72043428597414e-17
"543",181,244,0.75,-57.75,"lowprec",3090803200,1.682971,1.672345,0.867399,81.052666,4.729106,0.227841,11.933027,0.651269,0.676699,10.605059,2.444633,28.341377,2.444633,32.776836,33.06494,33.605354,-0.407858860874221,-0.306790160465469,1.92087120373663e-06,-1.55562212905691e-06,1.1659559851461e-08,-1.80700322585096e-16
"544",181,245,0.75,-57.25,"lowprec",3090803200,1.667231,1.670504,0.866255,83.25885,4.8293,0.226129,11.954407,0.651129,0.67722,10.626059,2.445543,28.339119,2.445543,32.772285,33.062305,33.611782,-0.396561718057868,-0.306703574031251,-2.56903783385498e-07,3.86615295666637e-07,-2.30631278548901e-07,-1.66706153494322e-16
"545",181,246,0.75,-56.75,"lowprec",3090803200,1.534641,1.569302,0.806669,84.99388,4.97087,0.220402,11.564539,0.608236,0.637174,10.31913,2.452333,28.346785,2.452333,32.73834,33.07125,33.639347,-0.325191991341001,-0.334821715649781,5.88651182063804e-06,-3.66680945274034e-07,3.19125026709832e-07,-9.66158198080366e-17
"546",181,247,0.75,-56.25,"lowprec",3090803200,1.603196,1.61572,0.83444,86.63397,5.079031,0.224061,11.795053,0.626224,0.654907,10.513923,2.450716,28.344503,2.450716,32.74642,33.06859,33.63316,-0.341946516347469,-0.327592793153289,5.60695713192061e-08,-2.15484350418738e-07,1.49407594840674e-06,-6.90224480417483e-17
"547",181,248,0.75,-55.75,"lowprec",3090803200,1.541953,1.556435,0.80642,87.170876,5.161697,0.224095,11.435355,0.603359,0.633766,10.198229,2.454435,28.330936,2.454435,32.727825,33.052757,33.66306,-0.293486659001755,-0.322140067500013,-7.39085138243278e-07,1.30054353625342e-06,-7.55758621620237e-07,-1.08127558599906e-16
"548",181,251,0.75,-54.25,"lowprec",3090803200,0.644665,0.819599,0.338964,75.86552,5.148357,0.170635,8.495912,0.303524,0.354111,7.838276,3,30,3,30,35,35,4.88580310967972,-3.81763245455914,-9.15057013495257e-09,-6.02660203963268e-08,8.37992852539826e-09,4.48301712435333e-15
"549",181,252,0.75,-53.75,"lowprec",3090803200,1.119821,1.298565,0.563932,77.15252,5.041536,0.185452,9.055053,0.487726,0.583324,7.984002,2.908458,27.253756,2.908458,30.457706,31.79605,36.830826,5.31719939908683,-0.336404161382917,-4.04075471782672e-06,-1.11506005540107e-06,6.55667900466284e-07,3.63373970799405e-15
"550",181,253,0.75,-53.25,"lowprec",3090803200,0.772085,0.920587,0.391599,76.35993,4.929003,0.17537,7.854637,0.343634,0.408187,7.102816,2.928493,27.85478,2.928493,30.357536,32.497242,36.430145,5.2227920060659,-1.09828252987107,-1.59051739889726e-07,2.40685951613528e-06,-5.59043046653718e-07,3.48926253221561e-15
"551",181,254,0.75,-52.75,"lowprec",3090803200,1.702404,1.815494,0.796494,76.52668,4.805849,0.2041,9.94375,0.685098,0.82003,8.438622,2.896075,26.882261,2.896075,30.519623,31.362638,37.07849,5.37555721175666,0.134515556865829,-2.22594437193635e-06,-1.96835954868746e-07,1.06141700102758e-07,3.43329438690706e-15
"552",181,255,0.75,-52.25,"lowprec",3090803200,2.049908,1.855754,0.982148,84.05552,4.652268,0.253003,12.397987,0.745929,0.770761,10.881298,2.436031,28.221899,2.436031,32.819843,32.92555,33.661907,-0.440395384008571,-0.142328662988796,-1.56210055099471e-06,-1.49198417129237e-06,5.25344566218791e-07,-2.3322298291597e-16
"553",181,256,0.75,-51.75,"lowprec",3090803200,2.250731,1.997581,1.050771,84.689674,4.627513,0.262828,12.75429,0.791209,0.816286,11.146795,2.433384,28.18966,2.433384,32.833084,32.887936,33.675545,-0.452795859697809,-0.0970289537603083,6.37703676191481e-06,-3.45449792349406e-06,-4.82439172690835e-07,-3.06778528215494e-16
"554",181,257,0.75,-51.25,"lowprec",3090803200,1.980304,1.80531,0.933579,85.612144,4.674999,0.254528,11.831386,0.694928,0.72434,10.412117,2.444194,28.213932,2.444194,32.77903,32.916256,33.70936,-0.345532429486435,-0.155965935057022,1.76091749695684e-07,-4.37402209174653e-07,9.31886733079347e-07,-1.36377872120392e-16
"555",181,258,0.75,-50.75,"lowprec",3090803200,2.153228,1.949711,1.01501,90.311104,4.756945,0.256193,12.861881,0.749444,0.776305,11.336134,2.438872,28.262733,2.438872,32.80564,32.97319,33.64208,-0.430376073340991,-0.198259350012708,-6.34586620307243e-07,1.09256697553017e-06,7.43279069224424e-07,-1.93324038723659e-16
"556",181,259,0.75,-50.25,"lowprec",3090803200,2.899741,2.440881,1.300485,88.23238,4.825907,0.277076,15.002466,0.959165,0.977167,13.066133,2.420149,28.22705,2.420149,32.899254,32.93156,33.578205,-0.619507945574692,-0.103647834181383,-3.59000933106146e-07,-1.59628029150483e-06,7.47254976901299e-07,-3.5525393849073e-16
"557",181,260,0.75,-49.75,"lowprec",3090803200,3.18564,2.596884,1.393611,85.876686,4.81362,0.286553,15.365129,1.027334,1.041408,13.296389,2.413251,28.190966,2.413251,32.933746,32.889458,33.573784,-0.677095413969254,-0.0418659449146384,8.83801265089135e-07,4.07857925377453e-07,-1.11488202685951e-06,-4.37202696071963e-16
"558",181,261,0.75,-49.25,"lowprec",3090803200,2.951077,2.48855,1.331266,83.1757,4.842491,0.277733,14.368186,0.97892,0.995077,12.39419,2.415085,28.15052,2.415085,32.924576,32.842274,33.616657,-0.635399263822233,0.000441294840468745,6.1931072561916e-07,8.97276307393335e-07,3.27905433567151e-07,-4.09433021020016e-16
"559",181,262,0.75,-48.75,"lowprec",3090803200,2.922245,2.472116,1.323846,87.19091,4.8781,0.277593,14.192555,0.968458,0.98404,12.240057,2.414481,28.151875,2.414481,32.927597,32.843853,33.612514,-0.642820488490326,0.00055456711315674,3.26907389236464e-06,-1.92693179848491e-06,-6.47358870433691e-07,-4.22121025610744e-16
"560",181,263,0.75,-48.25,"lowprec",3090803200,3.104793,2.565855,1.380705,89.727844,4.936575,0.282487,14.91675,1.017278,1.03298,12.866492,2.413912,28.152748,2.413912,32.930443,32.84487,33.60894,-0.649601507015135,0.00113275113411451,3.64551937333257e-06,-4.64457877935587e-07,-1.32566944155161e-06,-4.57068646450361e-16
"561",181,264,0.75,-47.75,"lowprec",3090803200,3.11374,2.580267,1.393414,91.17706,4.992357,0.282332,14.889651,1.028073,1.044234,12.817345,2.413702,28.13382,2.413702,32.93149,32.82279,33.62366,-0.641952549704363,0.0239382282009581,-5.149415896466e-08,-2.8600210255636e-09,-6.21926615502338e-09,-4.10060958114872e-16
"562",181,265,0.75,-47.25,"lowprec",3090803200,2.964439,2.53777,1.374181,88.0333,5.035635,0.275989,14.621581,1.016573,1.034759,12.570248,2.415668,28.113022,2.415668,32.92166,32.798523,33.650826,-0.609148117555738,0.0428157512352745,9.54605704719946e-07,-1.89142371045947e-06,-1.33548567210571e-06,-4.59541898781017e-16
"563",181,266,0.75,-46.75,"lowprec",3090803200,2.703444,2.426832,1.296791,86.09713,5.120459,0.265529,13.775345,0.958738,0.978545,11.838062,2.418273,28.095924,2.418273,32.908634,32.77858,33.67809,-0.571202435958804,0.0555437678791282,-2.33022135853744e-06,2.12151699657825e-06,1.02586282318528e-06,-3.37779848729999e-16
"564",182,204,1.25,-77.75,"lowprec",3090332400,5.842619,3.626389,2.21623,82.602974,4.944695,0.367709,22.818546,1.717423,1.727292,19.373833,2.400465,28.046963,2.400465,32.997677,32.72146,33.629852,-0.743173749908592,0.163163540405501,1.14426053722527e-06,2.06641018185572e-06,1.54230641636471e-06,-4.86258126295632e-16
"565",182,205,1.25,-77.25,"lowprec",3090332400,5.394285,3.411811,1.982474,94.87797,4.731517,0.357385,20.799276,1.534625,1.540311,17.72434,2.399271,28.083351,2.399271,33.003643,32.763912,33.593563,-0.775618751099905,0.123815646744016,-1.61537755326291e-06,-1.39712644400825e-06,1.16156912629423e-06,-4.84538123705196e-16
"566",182,206,1.25,-76.75,"lowprec",3090332400,5.007305,3.186736,1.820568,76.954155,4.209355,0.353977,19.364208,1.406872,1.411094,16.546242,2.399508,28.108536,2.399508,33.002464,32.79329,33.573757,-0.786271256415029,0.0935895921069414,2.80816524804439e-06,3.27974261121744e-06,-9.00152842832e-07,-5.59661417205388e-16
"567",182,207,1.25,-76.25,"lowprec",3090332400,3.576234,2.486983,1.320868,72.75021,3.921522,0.310323,15.373709,1.085499,1.144585,13.143625,2.452594,27.86586,2.452594,32.73703,32.51017,34.04142,-0.06869478187604,0.228931858356292,-4.61141790274178e-08,-8.42487692109817e-09,-5.06931819438394e-09,-1.13401268049684e-16
"568",182,208,1.25,-75.75,"lowprec",3090332400,3.531872,2.459186,1.318714,72.95026,3.836494,0.310317,15.301068,1.082305,1.123741,13.095022,2.436264,27.931597,2.436264,32.81868,32.58686,33.904987,-0.284730599467887,0.197761377639635,-1.05781944084379e-06,1.90865834340248e-06,-1.44987901368513e-06,-2.78754093186217e-16
"569",182,209,1.25,-75.25,"lowprec",3090332400,4.417408,2.837643,1.579764,73.14193,3.762921,0.34799,17.18937,1.227562,1.232286,14.729522,2.40188,28.125917,2.40188,32.9906,32.813572,33.571133,-0.769089300079114,0.0665057244718664,-6.62514836935468e-07,1.14178096627393e-06,1.06093174401332e-06,-4.48327904609083e-16
"570",182,210,1.25,-74.75,"lowprec",3090332400,4.452515,2.861695,1.590819,76.44332,3.75072,0.347261,17.25211,1.231714,1.233591,14.786804,2.398836,28.138683,2.398836,33.00582,32.828465,33.54528,-0.809627669619049,0.0600957300859735,8.69588516583253e-07,-1.74606404465538e-06,6.50500509534468e-07,-5.50324696690902e-16
"571",182,211,1.25,-74.25,"lowprec",3090332400,4.512428,2.896686,1.615743,75.76626,3.787049,0.347817,17.489939,1.250653,1.252491,14.986794,2.398653,28.137028,2.398653,33.006737,32.82653,33.545742,-0.810789065128324,0.0625553020493764,1.74236323183252e-06,9.56697415316343e-07,-1.26817156006001e-06,-6.0987871038494e-16
"572",182,212,1.25,-73.75,"lowprec",3090332400,4.567815,2.932111,1.635704,73.943596,3.842153,0.347261,17.659914,1.267718,1.270174,15.122023,2.398962,28.128025,2.398962,33.005196,32.81603,33.554794,-0.802611043852652,0.0722534280112887,7.48339882417071e-06,-1.21267513833456e-06,2.78281653515004e-07,-5.39203505043205e-16
"573",182,213,1.25,-73.25,"lowprec",3090332400,3.562688,2.467082,1.288467,74.28301,3.936636,0.307907,14.978108,1.055791,1.118653,12.803664,2.456013,27.835714,2.456013,32.719933,32.475,34.083633,-0.0148249227658139,0.25468576770032,-3.10842147720897e-06,1.43163987362249e-06,2.24213399633959e-07,-7.76014853022631e-17
"574",182,214,1.25,-72.75,"lowprec",3090332400,2.15883,1.75984,0.925799,71.49767,4.022254,0.261461,12.452862,0.754499,0.795926,10.902435,2.450628,28.02862,2.450628,32.74686,32.700058,33.895958,-0.176354973643128,0.0434271585108771,5.04706575574221e-07,-1.05314584036148e-06,5.95221315560649e-07,-1.15446451999757e-16
"575",182,215,1.25,-72.25,"lowprec",3090332400,2.036033,1.669013,0.871373,69.828255,4.043341,0.260906,12.082791,0.710963,0.756016,10.615812,2.457926,28.02611,2.457926,32.710373,32.69713,33.934536,-0.0939782411532539,0.0258204635625196,2.43050520523994e-06,1.81673672111637e-06,8.10468437183968e-07,-4.66925799871348e-17
"576",182,216,1.25,-71.75,"lowprec",3090332400,4.848981,3.102942,1.746039,68.37248,4.059108,0.349373,18.649063,1.353132,1.356678,15.939255,2.398984,28.108778,2.398984,33.005077,32.79357,33.570946,-0.792210443905688,0.0947831756670558,-1.22267681694488e-06,-4.28312538997e-06,-2.16975113676802e-06,-5.83075779297378e-16
"577",182,217,1.25,-71.25,"lowprec",3090332400,4.879093,3.119741,1.759351,67.244545,4.069141,0.34996,18.792557,1.362643,1.365731,16.064182,2.398531,28.11232,2.398531,33.007347,32.797707,33.565723,-0.799115283424309,0.0918992039756834,2.38184056959578e-06,-2.59133929814137e-07,1.19488976295032e-07,-5.23836518343182e-16
"578",182,218,1.25,-70.75,"lowprec",3090332400,4.891661,3.125563,1.766097,66.620285,4.070704,0.350311,18.865053,1.367675,1.370797,16.126581,2.398552,28.112719,2.398552,33.007236,32.798172,33.565495,-0.799088812201077,0.0913701114375424,-3.81069845682702e-06,-1.58316257456437e-06,-8.87172435810185e-08,-5.84061815393242e-16
"579",182,219,1.25,-70.25,"lowprec",3090332400,4.914205,3.138494,1.77571,66.160645,4.086938,0.350974,18.949314,1.374175,1.377511,16.197628,2.398705,28.111794,2.398705,33.00647,32.797092,33.567028,-0.796902004327175,0.0920242276828735,-5.75614390811718e-06,-7.86385612738805e-08,-4.24436920500385e-07,-5.80527743782511e-16
"580",182,220,1.25,-69.75,"lowprec",3090332400,4.937834,3.145811,1.792023,65.29705,4.077819,0.352518,19.12966,1.387091,1.390558,16.352013,2.398847,28.11235,2.398847,33.00576,32.797745,33.56727,-0.795620102946547,0.0909686686741124,-6.67466012525819e-06,1.63953506682191e-06,1.69212886914211e-06,-4.60444539904306e-16
"581",182,221,1.25,-69.25,"lowprec",3090332400,4.945745,3.150041,1.795704,65.38893,4.088739,0.352812,19.160717,1.388097,1.391783,16.380836,2.399038,28.112984,2.399038,33.004814,32.798477,33.567703,-0.793835692758067,0.0896940005455931,3.34905506725602e-06,2.26717405910071e-06,-2.04267869590661e-06,-5.94995624108394e-16
"582",182,222,1.25,-68.75,"lowprec",3090332400,4.963574,3.1602,1.803374,65.39528,4.104043,0.353173,19.232111,1.394725,1.398636,16.43875,2.399124,28.110342,2.399124,33.004383,32.7954,33.57034,-0.791485442807024,0.0925519385010768,4.55978329300111e-06,-2.20155897454055e-06,3.61821421012744e-07,-5.87572729777883e-16
"583",182,223,1.25,-68.25,"lowprec",3090332400,4.978526,3.168916,1.80961,65.129005,4.117824,0.353823,19.282684,1.398049,1.402055,16.48258,2.399235,28.110918,2.399235,33.003822,32.79607,33.570404,-0.790556190088548,0.0915593086039791,-4.96658941735728e-06,2.7674026547575e-06,-3.56648521763168e-07,-5.47483648963517e-16
"584",182,224,1.25,-67.75,"lowprec",3090332400,3.720047,2.542095,1.325455,67.48195,4.155829,0.29947,15.284634,1.077154,1.161101,13.046379,2.473327,27.745981,2.473327,32.633358,32.37031,34.244984,0.224797216974227,0.311251514604385,-7.20813872952253e-06,-1.66701986994977e-06,-5.28413464881763e-07,2.42065542016667e-17
"585",182,225,1.25,-67.25,"lowprec",3090332400,1.367397,1.296939,0.654854,67.76844,4.170285,0.224716,10.699862,0.537688,0.586252,9.575922,2.480529,28.144043,2.480529,32.59735,32.834717,33.949276,0.0948843455912448,-0.1762597257473,-4.96425595571288e-06,-1.57114926993031e-06,8.47159275002476e-08,1.17419220944713e-16
"586",182,226,1.25,-66.75,"lowprec",3090332400,1.719645,1.807249,0.804906,61.320343,4.227374,0.205505,10.782453,0.712571,0.854687,9.215196,2.894305,26.829144,2.894305,30.528475,31.300669,37.113903,5.38390577281457,0.201846705835846,-4.88380629937168e-07,8.58657881019909e-07,5.12442800602864e-07,3.39089538631629e-15
"587",182,227,1.25,-66.25,"lowprec",3090332400,1.075075,1.260845,0.553395,62.023914,4.226675,0.186196,9.353726,0.490777,0.583186,8.279762,2.921437,27.643112,2.921437,30.392815,32.250298,36.57126,5.25604007235331,-0.82996382169157,5.76456571255157e-07,-1.15337082418066e-06,2.89252752284919e-07,3.77783343461345e-15
"588",182,228,1.25,-65.75,"lowprec",3090332400,0.922208,1.116648,0.479153,61.76424,4.243022,0.179331,9.427816,0.431437,0.503344,8.493035,3,30,3,30,35,35,4.88580310967972,-3.81763245455914,-9.15057013495257e-09,-6.02660203963268e-08,8.37992852539826e-09,4.48301712435333e-15
"589",182,229,1.25,-65.25,"lowprec",3090332400,1.094964,1.295619,0.561232,63.68134,4.238314,0.186265,9.277228,0.497231,0.590361,8.189636,2.922373,27.67119,2.922373,30.388136,32.283054,36.552544,5.25163046906328,-0.865554995561162,2.08952569147325e-06,-1.83428779720884e-06,-5.37507022231598e-07,3.78705842381696e-15
"590",182,230,1.25,-64.75,"lowprec",3090332400,1.414504,1.615981,0.701521,65.22433,4.263359,0.196931,10.066002,0.620836,0.740347,8.704819,2.908115,27.243437,2.908115,30.459429,31.78401,36.83771,5.31882618122036,-0.323323511831676,3.75831760524026e-06,1.51958789018636e-06,8.9341791673081e-08,3.45463613167141e-15
"591",182,231,1.25,-64.25,"lowprec",3090332400,1.246253,1.459812,0.629763,65.85691,4.287394,0.190982,9.592601,0.557237,0.663269,8.372096,2.914229,27.426868,2.914229,30.428856,31.998014,36.715424,5.2900102790929,-0.555846038296106,1.85082589188035e-06,-1.39034184010178e-06,5.86546760626694e-07,3.57734406535913e-15
