"","ny","nx","lat","lon","clima","area_m2","gpp","ra","npp","rc","et","cue","cmass","cleaf","cfroot","cawood","tleaf_cwm","twood_cwm","troot_cwm","aleaf_cwm","awood_cwm","aroot_cwm","PC1","PC2","PC3","PC4","PC5","PC6"
"1956",179,226,-0.25,-66.75,"nclim",3091038700,4.897109,3.128469,1.768641,65.21329,4.072942,0.352475,18.888937,1.362933,1.365555,16.16045,2.398457,28.124561,2.398457,33.007717,32.81199,33.55515,-0.806392904971318,0.0777382631327083,1.93518131558212e-06,5.77184033900835e-07,1.01848002150799e-06,-4.92533237972777e-16
"1957",179,227,-0.25,-66.25,"nclim",3091038700,4.931247,3.151328,1.779919,66.913315,4.11435,0.352076,18.965899,1.371585,1.374506,16.219807,2.398576,28.119802,2.398576,33.00712,32.806435,33.559715,-0.80255876586186,0.0829908044279386,8.76824473527993e-07,-1.75244321243273e-06,-3.80244730156624e-07,-5.4693102621218e-16
"1958",179,228,-0.25,-65.75,"nclim",3091038700,5.00882,3.201435,1.807386,68.24143,4.208707,0.351741,19.189299,1.393729,1.397134,16.398436,2.398652,28.1111,2.398652,33.00674,32.796284,33.567345,-0.797126729740031,0.0929898296594377,5.24707398183444e-07,-1.09262245912012e-06,2.7524724789587e-07,-5.27893677957531e-16
"1959",179,229,-0.25,-65.25,"nclim",3091038700,5.030012,3.220604,1.809408,70.28623,4.254989,0.350076,19.170506,1.394762,1.397915,16.377829,2.398334,28.109524,2.398334,33.00833,32.794445,33.567066,-0.799828380888464,0.0957347052375539,-2.16165403577051e-07,3.05850503645733e-07,1.61847145110396e-07,-5.12087155455403e-16
"1960",179,230,-0.25,-64.75,"nclim",3091038700,5.074513,3.252377,1.822137,70.56905,4.311847,0.348474,19.242794,1.402715,1.40593,16.434147,2.398248,28.106766,2.398248,33.008762,32.79123,33.56893,-0.799332258340822,0.099212403364445,7.732348398376e-07,2.76614926331131e-06,1.48552400980068e-06,-5.18540926119236e-16
"1961",179,231,-0.25,-64.25,"nclim",3091038700,5.064275,3.253939,1.810337,72.652534,4.341999,0.345548,19.071217,1.392252,1.395532,16.283432,2.398232,28.103779,2.398232,33.00884,32.78774,33.571342,-0.797932132599601,0.10276579624943,-9.4985448334528e-07,1.6979568682185e-06,-9.82292461918464e-07,-5.94309896096184e-16
"1962",179,232,-0.25,-63.75,"nclim",3091038700,4.9843,3.210554,1.773746,74.544975,4.388647,0.34425,18.759497,1.373115,1.379173,16.007208,2.400438,28.08461,2.400438,32.99781,32.765377,33.598347,-0.763322660254877,0.119052991572005,-6.04478252244633e-07,1.04407877601909e-06,-6.06964208790285e-07,-5.61677726788376e-16
"1963",179,233,-0.25,-63.25,"nclim",3091038700,4.796763,3.097552,1.699211,76.71482,4.413148,0.340223,18.142551,1.334732,1.345359,15.462462,2.40433,28.051353,2.40433,32.978348,32.726578,33.64552,-0.70255807994022,0.147126908401,-2.85685855468121e-06,9.54923226825777e-07,-1.89222887259262e-07,-5.05394392363939e-16
"1964",179,234,-0.25,-62.75,"nclim",3091038700,4.933892,3.185255,1.748638,77.657555,4.460406,0.342089,18.536171,1.358842,1.366583,15.810747,2.402015,28.074404,2.402015,32.98992,32.75347,33.61474,-0.740421584787883,0.126590694541793,-4.68793726352001e-06,-2.09181270457992e-06,-6.47860825171882e-07,-5.50705947173173e-16
"1965",179,235,-0.25,-62.25,"nclim",3091038700,5.102218,3.292145,1.810073,78.34971,4.496539,0.341747,18.946877,1.385456,1.389213,16.172207,2.398629,28.100779,2.398629,33.00686,32.78424,33.575832,-0.791942256238674,0.105171849662489,5.54521711959577e-06,2.85461701249323e-07,-1.08818577442774e-06,-6.05498695885708e-16
"1966",179,236,-0.25,-61.75,"nclim",3091038700,5.130086,3.312414,1.817672,79.02235,4.513899,0.341843,18.980923,1.388756,1.391902,16.200264,2.398048,28.103039,2.398048,33.009758,32.78688,33.571037,-0.79958521658896,0.104150185311078,-3.07194596572968e-06,1.35431022715848e-06,6.16177888734283e-07,-5.57561288414215e-16
"1967",179,237,-0.25,-61.25,"nclim",3091038700,5.182921,3.346235,1.836687,78.61195,4.575188,0.342797,19.142286,1.402221,1.40573,16.334337,2.398271,28.10054,2.398271,33.008644,32.783962,33.574238,-0.795789843990633,0.106457667926293,-1.30095204071978e-06,1.89854263449307e-07,-6.22559736322865e-07,-5.32808903980322e-16
"1968",179,238,-0.25,-60.75,"nclim",3091038700,4.708762,3.086788,1.681089,78.98057,4.624192,0.326908,17.874868,1.330765,1.342818,15.201284,2.404899,28.022078,2.404899,32.975502,32.692425,33.672768,-0.68079843048603,0.17988756756907,-1.56262905083582e-06,-3.65733968241133e-06,2.28860281785599e-07,-4.66600937662895e-16
"1969",179,239,-0.25,-60.25,"nclim",3091038700,4.094515,2.944867,1.606073,79.71957,4.667245,0.308145,16.959686,1.295687,1.307538,14.356461,2.403862,27.98166,2.403862,32.980698,32.64527,33.70126,-0.671011673991679,0.230251031944455,7.92927005863198e-06,2.28576801761249e-06,-2.90084657423445e-08,-5.26420633615313e-16
"1970",179,240,-0.25,-59.75,"nclim",3091038700,4.177447,2.982149,1.634914,80.19925,4.692618,0.310041,17.271936,1.317023,1.329075,14.625838,2.403994,27.985836,2.403994,32.98003,32.650143,33.698437,-0.671743780129909,0.224974187648178,-8.43043890585982e-07,1.48736486249579e-06,5.17330729555947e-07,-5.09682106931834e-16
"1971",179,241,-0.25,-59.25,"nclim",3091038700,4.367148,3.044781,1.668618,81.88653,4.752121,0.314097,17.735186,1.33948,1.351676,15.044029,2.404467,28.002056,2.404467,32.97766,32.669067,33.68729,-0.675038613372167,0.204603377021327,-4.3493253540916e-06,-2.73963321553716e-06,7.58245686265611e-07,-5.0684612543165e-16
"1972",179,242,-0.25,-58.75,"nclim",3091038700,5.293786,3.411525,1.882261,83.35317,4.739852,0.346038,19.611172,1.448727,1.454051,16.708395,2.399029,28.07862,2.399029,33.00485,32.758392,33.59629,-0.775811841111523,0.130048045787367,-6.32224054156194e-06,9.79495074299175e-07,1.03666335523819e-06,-5.36947589597888e-16
"1973",179,243,-0.25,-58.25,"nclim",3091038700,5.324123,3.434203,1.889919,84.29995,4.763916,0.344785,19.65863,1.4527,1.457167,16.748762,2.397982,28.080273,2.397982,33.010094,32.76032,33.589684,-0.788315472656248,0.131060908859042,4.55881548556969e-06,-3.3613691052814e-08,6.57560980240821e-07,-5.75559892280652e-16
"1974",179,244,-0.25,-57.75,"nclim",3091038700,5.339279,3.441102,1.898177,84.2039,4.842347,0.3456,19.76483,1.458902,1.466059,16.839869,2.399422,28.066708,2.399422,33.00289,32.74449,33.60819,-0.765165380452424,0.142928724382497,6.51979198393327e-07,-1.32129557170457e-06,-1.31753669492876e-06,-5.33229358383388e-16
"1975",179,245,-0.25,-57.25,"nclim",3091038700,5.280795,3.405581,1.875214,85.960365,4.948698,0.344238,19.576004,1.433983,1.446965,16.695057,2.402878,28.045246,2.402878,32.985607,32.719456,33.643353,-0.715463002611135,0.158383806296234,-2.37996807071761e-06,-2.12153211121002e-06,1.07109868920617e-06,-5.30368904211235e-16
"1976",179,246,-0.25,-56.75,"nclim",3091038700,5.088659,3.300714,1.808488,87.73817,5.059359,0.333552,19.018953,1.366018,1.385841,16.267094,2.407962,28.033829,2.407962,32.960194,32.70613,33.678284,-0.652981323021596,0.157470708046965,2.95459698386458e-06,3.0107176346994e-06,-1.78053790458182e-06,-5.05723221750223e-16
"1977",179,247,-0.25,-56.25,"nclim",3091038700,4.605955,3.160881,1.73346,88.95267,5.151517,0.320507,18.500994,1.303032,1.319519,15.878443,2.408782,28.095963,2.408782,32.95609,32.77862,33.630604,-0.676635803254248,0.0822293192130861,-1.50089287621891e-06,2.74240967837458e-06,-1.58242848269808e-06,-5.27848108617773e-16
"1978",179,248,-0.25,-55.75,"nclim",3091038700,4.085779,3.039177,1.698058,86.71784,5.196569,0.313805,17.884283,1.264567,1.28012,15.339597,2.408999,28.10947,2.408999,32.95501,32.79438,33.620445,-0.681347237052402,0.0657681995210503,7.26024148428595e-06,-2.95035572037139e-06,-9.54539646570544e-07,-5.15244464068271e-16
"1979",179,249,-0.25,-55.25,"nclim",3091038700,4.035046,3.020083,1.69323,85.261375,5.205861,0.31377,17.573015,1.259597,1.275162,15.038256,2.408359,28.089825,2.408359,32.958206,32.77146,33.633606,-0.678097329199766,0.0906255389084073,2.12165025534339e-07,1.67568859466005e-06,-1.15330440425988e-06,-4.96860652720762e-16
"1980",179,250,-0.25,-54.75,"nclim",3091038700,4.119744,3.045449,1.70806,83.68391,5.185299,0.315534,17.895437,1.277918,1.293139,15.324379,2.408063,28.094324,2.408063,32.959686,32.77671,33.62838,-0.683756285173901,0.0861787971788649,1.29800649022183e-06,-3.76247017402909e-07,-6.64660658601657e-07,-4.55317890731205e-16
"1981",179,251,-0.25,-54.25,"nclim",3091038700,4.220233,3.069509,1.725286,83.29916,5.102329,0.318111,18.25998,1.298972,1.313949,15.647057,2.407842,28.09813,2.407842,32.960785,32.78115,33.624096,-0.688216550652371,0.0823302473095832,-6.93549276829797e-06,2.14865056399893e-06,-6.69330507918793e-07,-5.29682322975248e-16
"1982",179,252,-0.25,-53.75,"nclim",3091038700,4.289781,3.084306,1.730637,83.413734,5.023356,0.320215,18.416456,1.305584,1.319657,15.791216,2.407161,28.105055,2.407161,32.96419,32.78923,33.614925,-0.699430209208826,0.0761207949141854,-5.3848855524341e-06,-7.78839611359494e-07,-3.67514542266682e-07,-4.94786777223543e-16
"1983",179,253,-0.25,-53.25,"nclim",3091038700,4.192267,3.0382,1.690967,83.6329,4.958654,0.31883,17.942896,1.269026,1.281974,15.391895,2.406586,28.112999,2.406586,32.96707,32.7985,33.605427,-0.710009848007591,0.0684155128069199,-1.0760458910436e-06,1.92544866059463e-06,6.10748426580973e-07,-4.82991960253407e-16
"1984",179,254,-0.25,-52.75,"nclim",3091038700,4.139402,3.00497,1.659743,82.621864,4.88408,0.317657,17.52259,1.241891,1.254233,15.026466,2.406167,28.11189,2.406167,32.969166,32.797207,33.60426,-0.71407813285537,0.0708982083348271,1.17080590986141e-06,-1.47567878000521e-07,9.2810601582706e-07,-4.810334540284e-16
"1985",179,255,-0.25,-52.25,"nclim",3091038700,4.011384,2.91247,1.605405,81.17459,4.728009,0.316572,16.873999,1.197964,1.209825,14.466208,2.405985,28.109905,2.405985,32.970074,32.794888,33.605003,-0.715051665664297,0.0737410574865743,-1.5327039963875e-06,6.26835167161222e-07,-5.28952366499538e-07,-5.23790501711162e-16
"1986",179,256,-0.25,-51.75,"nclim",3091038700,3.683388,2.770689,1.512593,80.32752,4.619728,0.310276,15.663643,1.118018,1.129454,13.416171,2.405954,28.104641,2.405954,32.970234,32.78875,33.609234,-0.712623913443897,0.0800069043105709,3.62976279950911e-06,1.7168185009464e-06,1.03139295911259e-06,-4.58937189496343e-16
"1987",179,257,-0.25,-51.25,"nclim",3091038700,3.654055,2.738225,1.491608,79.51858,4.527749,0.309847,15.424786,1.102286,1.113504,13.208997,2.405761,28.102562,2.405761,32.971195,32.78632,33.61001,-0.713665317602408,0.0829937389321329,1.69460542549793e-06,-3.28880353400729e-06,-1.22234967830318e-06,-4.997304700644e-16
"1988",179,258,-0.25,-50.75,"nclim",3091038700,3.530036,2.66963,1.446044,83.321815,4.455386,0.306218,14.928943,1.069635,1.081001,12.778307,2.405972,28.094622,2.405972,32.970142,32.77706,33.617676,-0.707138532745328,0.0917168127077616,2.35726782249479e-06,-2.14370551587795e-07,4.38258397651541e-07,-4.87307662789035e-16
"1989",179,259,-0.25,-50.25,"nclim",3091038700,3.766004,2.760882,1.49767,91.62022,4.496657,0.310866,15.53864,1.112165,1.123121,13.303354,2.405038,28.096684,2.405038,32.974808,32.779465,33.611282,-0.71859885441626,0.0919244009136635,-3.41629841299484e-06,2.00704218078496e-06,2.41104011477165e-07,-5.13887960987783e-16
"1990",179,260,-0.25,-49.75,"nclim",3091038700,4.020115,2.913114,1.589163,94.68647,4.677062,0.313509,16.522902,1.188406,1.200114,14.13438,2.404807,28.086811,2.404807,32.975964,32.767944,33.618362,-0.715956139928824,0.104166852879685,-4.39627312859292e-07,-1.43144889674929e-06,-1.07106623134338e-06,-5.29001965245857e-16
"1991",180,204,0.25,-77.75,"nclim",3091038700,3.167546,2.087605,1.452781,71.3467,4.228722,0.330629,15.757493,1.106424,1.168963,13.482105,2.451067,27.860044,2.451067,32.744667,32.503387,34.038628,-0.0825905723490384,0.240057356930115,1.10657172228482e-06,2.14492644774744e-06,1.15011046842033e-06,-8.49053868119797e-17
"1992",180,205,0.25,-77.25,"nclim",3091038700,5.254224,3.291493,1.962731,91.763885,4.475592,0.36208,20.767122,1.520618,1.526259,17.720245,2.399731,28.096008,2.399731,33.00135,32.778675,33.58532,-0.777186299744904,0.107668556316107,6.32983183090907e-06,-1.19815907739795e-06,-5.81144849015093e-07,-6.1807130264024e-16
"1993",180,206,0.25,-76.75,"nclim",3091038700,4.974809,3.166973,1.807836,94.54122,4.296734,0.35245,19.2878,1.398411,1.401686,16.487703,2.398705,28.114891,2.398705,33.006477,32.800705,33.564445,-0.798540189033506,0.0883905213826756,5.55087802583953e-07,3.191291422594e-06,-4.82553708655749e-07,-5.83407552796571e-16
"1994",180,207,0.25,-76.25,"nclim",3091038700,4.852217,3.094721,1.757496,82.742,4.093679,0.350532,18.82928,1.359672,1.362459,16.10715,2.398623,28.121395,2.398623,33.00688,32.808296,33.55862,-0.802874753318849,0.0809855343315603,-4.58306149653254e-06,-2.30063809439351e-06,8.514445065241e-07,-5.09301745732335e-16
"1995",180,208,0.25,-75.75,"nclim",3091038700,4.739695,3.025157,1.714538,70.65871,3.938368,0.350505,18.446222,1.324215,1.326555,15.795454,2.398691,28.13187,2.398691,33.006546,32.820515,33.55023,-0.807646914978562,0.0685010908916962,9.44706158745312e-07,2.84841085079757e-07,-9.43930281854799e-09,-5.19617627691769e-16
"1996",180,209,0.25,-75.25,"nclim",3091038700,4.576869,2.928058,1.648811,72.50646,3.809098,0.349375,17.845322,1.273497,1.275245,15.296579,2.39862,28.14213,2.39862,33.006893,32.832485,33.54132,-0.813842411274678,0.0566546223948988,-8.54313841031074e-06,8.39254808981948e-07,1.04934302726234e-07,-5.66143781350733e-16
"1997",180,210,0.25,-74.75,"nclim",3091038700,4.449192,2.852864,1.596328,76.09185,3.718874,0.346349,17.344902,1.233891,1.235246,14.875766,2.398488,28.147232,2.398488,33.00756,32.83844,33.536415,-0.818001159188158,0.0510405862673368,7.49727497001418e-07,-1.5239226755781e-06,1.21256506010678e-06,-5.29433575461655e-16
"1998",180,211,0.25,-74.25,"nclim",3091038700,4.466116,2.861824,1.604293,76.638016,3.726928,0.346221,17.429127,1.241112,1.242557,14.945457,2.398472,28.145035,2.398472,33.00764,32.835873,33.538166,-0.817019917704071,0.0536659883837305,3.68204409850748e-07,-7.91678352041192e-07,-5.87059863693673e-07,-5.62978316324444e-16
"1999",180,212,0.25,-73.75,"nclim",3091038700,4.556084,2.912654,1.643431,75.44252,3.790519,0.347765,17.813251,1.271758,1.273567,15.267925,2.398613,28.140175,2.398613,33.00693,32.8302,33.54292,-0.812888071681749,0.0589729063870003,-5.25900322331796e-06,-1.00611079406621e-06,-1.96058109439533e-06,-5.72903520824327e-16
"2000",180,213,0.25,-73.25,"nclim",3091038700,4.699131,3.004803,1.694328,73.43039,3.92475,0.347837,18.239365,1.312204,1.314481,15.61268,2.398488,28.126934,2.398488,33.007565,32.81476,33.55333,-0.80730106561802,0.0748665642195715,5.85042309758643e-06,-3.09624979211165e-07,1.66711880186104e-06,-4.95389273363062e-16
"2001",180,214,0.25,-72.75,"nclim",3091038700,4.793885,3.059895,1.73399,71.0369,3.987449,0.349285,18.60921,1.343562,1.34624,15.919409,2.398569,28.120552,2.398569,33.007153,32.807312,33.559048,-0.8030333736398,0.0821268760259205,-3.00300338540449e-06,1.22362138632592e-06,6.91235756114864e-07,-5.37259999803433e-16
"2002",180,215,0.25,-72.25,"nclim",3091038700,4.819065,3.077058,1.742007,69.80776,4.010403,0.349709,18.6721,1.349656,1.352385,15.97006,2.398522,28.118752,2.398522,33.00739,32.805214,33.560314,-0.802607338094375,0.0843720383208208,-4.81135225188778e-07,7.95676305564985e-07,1.60456817180094e-06,-4.54059226571248e-16
"2003",180,216,0.25,-71.75,"nclim",3091038700,4.826949,3.091553,1.735395,69.27839,4.054267,0.348345,18.561989,1.342464,1.344945,15.874579,2.398204,28.118748,2.398204,33.00898,32.805206,33.55873,-0.806135880399149,0.0852743688980234,-5.28382905762292e-08,-1.18893561662503e-09,-6.62104862603208e-09,-5.55043633864141e-16
"2004",180,217,0.25,-71.25,"nclim",3091038700,4.837672,3.096212,1.74146,67.497955,4.045719,0.348872,18.630789,1.347319,1.349853,15.933617,2.398232,28.118855,2.398232,33.00884,32.805332,33.558777,-0.805882763309128,0.0850683830329601,-1.07686218367431e-06,1.92641213161981e-06,6.10525373655017e-07,-5.49753759293031e-16
"2005",180,218,0.25,-70.75,"nclim",3091038700,4.867993,3.103755,1.764237,65.53484,4.021529,0.351799,18.894533,1.364739,1.367544,16.162249,2.398533,28.120636,2.398533,33.007336,32.80741,33.558804,-0.80347730375565,0.0821321796136157,1.79825497204078e-06,-1.32937624669482e-06,5.72623618979272e-07,-5.56594819628141e-16
"2006",180,219,0.25,-70.25,"nclim",3091038700,4.86489,3.09866,1.76623,65.09205,4.007247,0.352163,18.928715,1.365902,1.368747,16.194065,2.398633,28.122307,2.398633,33.00684,32.809357,33.557907,-0.803251574838334,0.0798900840910935,4.15062362826846e-06,2.91238369559688e-06,-5.27746133915236e-07,-5.29378534981431e-16
"2007",180,220,0.25,-69.75,"nclim",3091038700,4.864245,3.099332,1.764912,64.38622,4.015721,0.352164,18.914698,1.364473,1.367268,16.182957,2.398612,28.123066,2.398612,33.006943,32.81024,33.557175,-0.803881631402684,0.079060322041684,3.53165331071215e-06,-2.47134202463473e-07,-1.79472867348814e-06,-6.49355986343182e-16
"2008",180,221,0.25,-69.25,"nclim",3091038700,4.871092,3.101658,1.769434,63.933018,4.010731,0.352624,18.964869,1.36832,1.371177,16.225372,2.398649,28.122698,2.398649,33.006756,32.809814,33.55766,-0.803278035673179,0.0793843002200701,-9.75088524923784e-08,2.25176226134605e-06,-1.04472593328089e-07,-5.41997474294431e-16
"2009",180,222,0.25,-68.75,"nclim",3091038700,4.877006,3.103343,1.773662,63.580067,4.002005,0.353318,19.011,1.371572,1.374475,16.264954,2.398683,28.1228,2.398683,33.006584,32.809933,33.55775,-0.802951213023206,0.0791696602653321,-5.85587988488623e-07,-1.16285894879997e-06,-1.90601774217869e-07,-5.78878931603023e-16
"2010",180,223,0.25,-68.25,"nclim",3091038700,4.899042,3.116943,1.782098,62.924427,4.020099,0.353664,19.082277,1.377203,1.380148,16.324924,2.398688,28.122524,2.398688,33.006557,32.809612,33.558006,-0.802748648356039,0.0794788512237501,-2.16670213717962e-06,-2.51916594129487e-06,2.65361953914051e-07,-5.42634579604237e-16
"2011",180,224,0.25,-67.75,"nclim",3091038700,4.899534,3.127937,1.771597,64.30424,4.06257,0.351896,18.92899,1.366916,1.369612,16.192463,2.398452,28.122623,2.398452,33.007744,32.809727,33.55674,-0.805427558551303,0.0800284589311965,3.70509150898757e-06,1.58070817854461e-06,7.54918677023722e-08,-5.50592994606459e-16
"2012",180,225,0.25,-67.25,"nclim",3091038700,4.918192,3.140907,1.777285,64.88908,4.086382,0.352032,18.970016,1.370764,1.373494,16.225756,2.398425,28.121664,2.398425,33.007877,32.80861,33.557404,-0.805220744053208,0.0812287840528624,1.86618834696617e-06,7.07883561074096e-07,9.43428282678196e-07,-4.76980439946417e-16
"2013",180,226,0.25,-66.75,"nclim",3091038700,4.921813,3.147052,1.774761,65.746254,4.104764,0.350997,18.923195,1.369732,1.372497,16.180965,2.398349,28.118374,2.398349,33.00825,32.80477,33.559765,-0.804325688375593,0.0853030048498004,-5.50556598299945e-06,-5.55727298928721e-07,1.9432455510178e-07,-5.2213155474184e-16
"2014",180,227,0.25,-66.25,"nclim",3091038700,4.936382,3.160757,1.775625,67.30844,4.13989,0.350042,18.888672,1.369558,1.372596,16.146517,2.398476,28.11427,2.398476,33.00762,32.79998,33.56382,-0.800753986900403,0.0897646704038195,-7.42873604714367e-07,1.30584975666093e-06,-7.5713417615423e-07,-5.66614442961663e-16
"2015",180,228,0.25,-65.75,"nclim",3091038700,4.94126,3.168569,1.772691,69.01873,4.164648,0.348756,18.829782,1.367707,1.370735,16.09134,2.398357,28.111137,2.398357,33.008217,32.796326,33.565838,-0.80042423806206,0.0937778816168626,2.03678711303834e-06,3.94424928384929e-07,-2.55776253126234e-07,-6.16894131362448e-16
"2016",180,229,0.25,-65.25,"nclim",3091038700,4.957576,3.187704,1.769872,70.55117,4.218524,0.346735,18.744165,1.36479,1.36755,16.011826,2.397975,28.108387,2.397975,33.010124,32.793118,33.566223,-0.803213884543146,0.0980814572883584,8.62852161387373e-08,-2.4305795778834e-06,-1.52273560241958e-07,-5.61489090813519e-16
"2017",180,230,0.25,-64.75,"nclim",3091038700,4.955004,3.19024,1.764764,71.54428,4.237154,0.345408,18.666214,1.36042,1.363111,15.942682,2.397858,28.10696,2.397858,33.010708,32.791454,33.566822,-0.803762142956702,0.100083847419569,-2.37476310378792e-06,4.09361694542199e-08,3.35946307508661e-07,-5.61085301517178e-16
"2018",180,231,0.25,-64.25,"nclim",3091038700,4.97623,3.207592,1.768638,72.35385,4.27923,0.343955,18.656927,1.362414,1.365332,15.929183,2.397932,28.102951,2.397932,33.010338,32.786777,33.570534,-0.80082588112627,0.104581311347983,-2.00430313747335e-06,-6.5831228659996e-07,3.92646339961687e-07,-4.92163429755721e-16
"2019",180,232,0.25,-63.75,"nclim",3091038700,4.947275,3.193594,1.753682,73.59153,4.314821,0.342822,18.509445,1.352949,1.35724,15.799257,2.399015,28.094076,2.399015,33.004925,32.77642,33.583347,-0.784117715243768,0.111950810966758,3.24962167619347e-07,-7.06936404776259e-07,-9.80639132406973e-07,-5.68147397008125e-16
"2020",180,233,0.25,-63.25,"nclim",3091038700,4.931442,3.187375,1.744067,75.242744,4.341609,0.342277,18.405416,1.345677,1.350425,15.709314,2.399395,28.091269,2.399395,33.003025,32.773148,33.587585,-0.778417723654102,0.114173936171936,2.92497972606554e-07,-6.54990424425739e-07,3.68684284288677e-07,-5.11530547896366e-16
"2021",180,234,0.25,-62.75,"nclim",3091038700,5.009743,3.23861,1.771133,76.22857,4.381296,0.341557,18.58516,1.358952,1.362028,15.864178,2.398004,28.101294,2.398004,33.00998,32.784843,33.572273,-0.799154250541052,0.106323852161459,-6.55577889252523e-07,1.13578171653805e-06,3.00937932472961e-08,-5.27521023698956e-16
"2022",180,235,0.25,-62.25,"nclim",3091038700,5.036345,3.258044,1.778302,76.77448,4.417908,0.341149,18.616707,1.361722,1.364586,15.8904,2.397839,28.102734,2.397839,33.010803,32.786522,33.570244,-0.801746207043575,0.105097033997942,-3.96908046283728e-06,3.05354837806804e-06,-3.59506571620712e-07,-5.96920645212507e-16
"2023",180,236,0.25,-61.75,"nclim",3091038700,5.040331,3.262187,1.778144,77.31395,4.432352,0.341129,18.603477,1.361442,1.36446,15.877575,2.397934,28.101257,2.397934,33.01033,32.7848,33.571953,-0.799912511636412,0.106564114421907,-8.8799292201347e-07,1.57359372443544e-06,1.23500212628573e-07,-5.29797201894046e-16
"2024",180,237,0.25,-61.25,"nclim",3091038700,5.080646,3.28352,1.797125,77.17666,4.45639,0.342841,18.80159,1.37515,1.37833,16.048111,2.398098,28.10238,2.398098,33.00951,32.78611,33.57183,-0.798685653862177,0.104782194990169,-3.0669183800347e-06,5.68388201524495e-06,1.76943879693324e-07,-5.42953856675688e-16
"2025",180,238,0.25,-60.75,"nclim",3091038700,5.165889,3.32171,1.844179,76.080696,4.48881,0.347075,19.324657,1.411823,1.415797,16.497036,2.398819,28.102741,2.398819,33.0059,32.786533,33.57514,-0.790863156436492,0.10232748300652,-6.09000964592321e-06,5.41822491068045e-07,9.4323838754299e-07,-5.19819178439146e-16
"2026",180,239,0.25,-60.25,"nclim",3091038700,5.008067,3.222426,1.78564,76.55445,4.530205,0.345395,18.849607,1.390875,1.400468,16.058266,2.403122,28.058825,2.403122,32.98439,32.735294,33.63326,-0.719913776900303,0.14176148591032,9.97420466192223e-07,-1.97529066017776e-06,-9.42174263856253e-07,-5.29618541540167e-16
"2027",180,240,0.25,-59.75,"nclim",3091038700,5.120432,3.297156,1.823277,77.95742,4.575297,0.346901,19.190447,1.410212,1.417341,16.362894,2.401107,28.077597,2.401107,32.994465,32.757195,33.607533,-0.752195369214671,0.125399725263574,-1.57763223168628e-06,2.88022094063756e-06,-6.26927508746121e-07,-5.32804990435767e-16
"2028",180,241,0.25,-59.25,"nclim",3091038700,5.242845,3.374964,1.867881,79.29376,4.622573,0.346961,19.516853,1.433469,1.438259,16.645126,2.398866,28.089596,2.398866,33.00567,32.771194,33.586334,-0.783410791922764,0.117628225625668,-1.82181737751197e-09,-9.27490002300413e-08,-6.43720008158821e-07,-5.48103766314632e-16
"2029",180,242,0.25,-58.75,"nclim",3091038700,5.228514,3.380088,1.848426,81.5997,4.679237,0.344144,19.258896,1.416875,1.42174,16.42028,2.398419,28.083504,2.398419,33.007908,32.764088,33.589176,-0.785164995172913,0.126038002762824,3.24158648001838e-06,2.88193073683107e-07,-3.34301234637333e-08,-5.52875760872955e-16
"2030",180,243,0.25,-58.25,"nclim",3091038700,5.21994,3.373889,1.84605,82.27576,4.708138,0.344364,19.256626,1.414829,1.421031,16.420767,2.399136,28.07713,2.399136,33.004314,32.75665,33.59807,-0.773835583816317,0.131497744695273,-6.72807974631817e-06,-4.10545708151577e-07,-7.40149435175981e-07,-6.09243258533953e-16
"2031",180,244,0.25,-57.75,"nclim",3091038700,5.266502,3.398459,1.868043,81.99201,4.779068,0.345247,19.489313,1.432417,1.440042,16.616856,2.399887,28.069496,2.399887,33.00057,32.74775,33.60819,-0.761475376149455,0.138344736658019,5.96356659458841e-06,-5.25779837917684e-07,2.13585175359854e-06,-4.56762196301455e-16
"2032",180,245,0.25,-57.25,"nclim",3091038700,5.279801,3.410192,1.869609,84.37146,4.894385,0.344379,19.490246,1.433869,1.444514,16.611864,2.401368,28.050308,2.401368,32.99316,32.725357,33.631584,-0.734904918539524,0.156697211649461,-1.13967253564939e-07,1.22534449337186e-07,-1.11230525267573e-06,-6.22885163946936e-16
"2033",180,246,0.25,-56.75,"nclim",3091038700,5.24983,3.39438,1.855451,86.27598,5.012152,0.342381,19.356787,1.415265,1.430407,16.511116,2.404038,28.034113,2.404038,32.979813,32.706463,33.658432,-0.696711520684435,0.168188418746003,3.55098784822483e-06,-2.87495708739538e-07,-1.08236218031386e-06,-5.73010546235733e-16
"2034",180,247,0.25,-56.25,"nclim",3091038700,5.120133,3.32112,1.820326,86.56082,5.122643,0.335317,19.112406,1.371559,1.392083,16.348764,2.407979,28.02986,2.407979,32.960102,32.7015,33.68168,-0.650694083859164,0.162080295439267,-2.9171916543641e-06,-1.08914927271497e-06,-1.59067180096218e-06,-5.57369532883784e-16
"2035",180,248,0.25,-55.75,"nclim",3091038700,4.251541,3.08128,1.6953,86.713684,5.208097,0.316049,18.244722,1.258797,1.274167,15.711759,2.409684,28.141096,2.409684,32.95158,32.831276,33.59751,-0.690414361982748,0.0267153879979678,6.52446498841663e-07,-1.32211323861098e-06,-1.31730049642703e-06,-4.97146184814731e-16
