50 PLS,100 PLS,200 PLS,500 PLS,1000 PLS,3000 PLS
0.36919674277305603,0.3366757035255432,0.3263085186481476,0.32643604278564453,0.33540526032447815,0.32841742038726807
0.34366223216056824,0.33241885900497437,0.33198872208595276,0.33360564708709717,0.32451584935188293,0.32510045170783997
0.3001423180103302,0.3538585603237152,0.32961973547935486,0.33530986309051514,0.3270180821418762,0.3216530680656433
0.3266071379184723,0.3380467891693115,0.32671287655830383,0.3226735591888428,0.3319661021232605,0.32699206471443176
0.3395712673664093,0.3363663852214813,0.33930477499961853,0.32501062750816345,0.32376018166542053,0.32480138540267944
0.2859777510166168,0.3198123872280121,0.3301050364971161,0.3192208409309387,0.3245461583137512,0.32577767968177795
0.31238991022109985,0.34276407957077026,0.33333131670951843,0.33087944984436035,0.32044491171836853,0.3253253996372223
0.3625847101211548,0.31220945715904236,0.3277711272239685,0.32480496168136597,0.32437339425086975,0.3269580900669098
0.3459818363189697,0.31375396251678467,0.3106897175312042,0.3328680396080017,0.3159973919391632,0.3264652192592621
0.3205520808696747,0.32355350255966187,0.31893426179885864,0.3289601802825928,0.3201982378959656,0.3273206055164337
