50 PLS,100 PLS,200 PLS,500 PLS,1000 PLS,3000 PLS
2.7788236141204834,0.5306214094161987,1.1457417011260986,3.177025318145752,1.5231380462646484,0.9429684281349182
384.4246520996094,2.0421359539031982,1.18083655834198,0.8273786306381226,1.6171821355819702,1.4845062494277954
2.7345471382141113,2.5980868339538574,1.9342340230941772,0.845759391784668,0.8932847380638123,0.9459202289581299
1.2532449960708618,1.9761929512023926,1.2884573936462402,1.8567835092544556,1.458011269569397,1.4776554107666016
1.1767292022705078,1.7920987606048584,1.1989511251449585,0.8589595556259155,523.7474365234375,0.9367326498031616
2.680340528488159,393.9626159667969,0.7875389456748962,1.1818605661392212,1.6516742706298828,1.680587649345398
0.9452990293502808,1.0022664070129395,0.4591384530067444,0.9891149401664734,2.469672918319702,1.2046821117401123
2.1067848205566406,3.602496862411499,1.8422504663467407,1.1383010149002075,1.1137757301330566,0.8866767883300781
4.025284290313721,1.5572028160095215,0.8725847005844116,1.2945730686187744,1.0448247194290161,1.1724234819412231
1.8927336931228638,1.1070853471755981,0.9691455364227295,1.5682636499404907,0.7201714515686035,1.1752421855926514
