50 PLS,100 PLS,200 PLS,500 PLS,1000 PLS,3000 PLS
0.01033313013613224,0.013712435029447079,0.016424760222434998,0.05289851874113083,0.02144745923578739,0.025272807106375694
0.025872493162751198,0.036735475063323975,0.01947030983865261,0.020181376487016678,0.028591392561793327,0.03395259752869606
0.027043607085943222,0.02079986222088337,0.027776533737778664,0.022437531501054764,0.021547624841332436,0.03641202673316002
0.02989307977259159,0.03187846019864082,0.022175675258040428,0.03613586351275444,0.022356297820806503,0.027162868529558182
0.012885105796158314,0.03420010581612587,0.019837209954857826,0.025789959356188774,0.033593472093343735,0.027543988078832626
0.02753557078540325,0.021932000294327736,0.014889375306665897,0.022728800773620605,0.030181048437952995,0.028303219005465508
0.022965572774410248,0.018690545111894608,0.02263787016272545,0.021508853882551193,0.04036954790353775,0.021425416693091393
0.030286505818367004,0.05160476267337799,0.026604877784848213,0.027842668816447258,0.02735239639878273,0.018175357952713966
0.02287222631275654,0.026741085574030876,0.021304581314325333,0.02185848355293274,0.023916447535157204,0.027457647025585175
0.007435865234583616,0.01578236185014248,0.03169768676161766,0.02228686586022377,0.02172710932791233,0.02324155904352665
