50 PLS,100 PLS,200 PLS,500 PLS,1000 PLS,3000 PLS
0.014762088656425476,0.011347360908985138,0.017399873584508896,0.04182542487978935,0.01661141775548458,0.017012810334563255
0.018618561327457428,0.021050015464425087,0.018203672021627426,0.012742837890982628,0.027621455490589142,0.026050494983792305
0.019152861088514328,0.03921923041343689,0.022354841232299805,0.014735274948179722,0.018321512266993523,0.02497362159192562
0.030275898054242134,0.02440868318080902,0.018682152032852173,0.02841641753911972,0.021602898836135864,0.020595062524080276
0.015900418162345886,0.028112661093473434,0.019592512398958206,0.01699102856218815,0.02583099529147148,0.018280575051903725
0.038280874490737915,0.0238711629062891,0.0142092639580369,0.02105325274169445,0.022356195375323296,0.020161569118499756
0.009435751475393772,0.020420437678694725,0.013536098413169384,0.017025545239448547,0.03335677087306976,0.022004295140504837
0.025300873443484306,0.04953548312187195,0.023373503237962723,0.024389203637838364,0.01881890557706356,0.014368764124810696
0.028236858546733856,0.018493976444005966,0.014772841706871986,0.02143891155719757,0.01769142597913742,0.018737556412816048
0.01620161347091198,0.016951659694314003,0.02302669920027256,0.021850883960723877,0.020250363275408745,0.01625807210803032
