50 PLS,100 PLS,200 PLS,500 PLS,1000 PLS,3000 PLS
0.014368990436196327,0.013131845742464066,0.011072915978729725,0.014441419392824173,0.010222746059298515,0.013406719081103802
0.014212064445018768,0.021430959925055504,0.012853805907070637,0.014325177296996117,0.012383848428726196,0.01181217934936285
0.015808111056685448,0.02364167757332325,0.016063900664448738,0.011904298327863216,0.010242349468171597,0.013990831561386585
0.017033258453011513,0.018179485574364662,0.014016863889992237,0.014120380394160748,0.012236159294843674,0.010074160061776638
0.010404587723314762,0.022143663838505745,0.015227076597511768,0.017974892631173134,0.01302922423928976,0.012220592238008976
0.01510127168148756,0.01699277013540268,0.016308074817061424,0.008574535138905048,0.012858416885137558,0.012463434599339962
0.01901332661509514,0.015150608494877815,0.01656000129878521,0.009008544497191906,0.01166764460504055,0.008715447969734669
0.017164966091513634,0.01955641247332096,0.015218882821500301,0.016299430280923843,0.012190845794975758,0.009642845951020718
0.013583019375801086,0.01642683334648609,0.014485404826700687,0.013130350038409233,0.010776830837130547,0.013158674351871014
0.013820040971040726,0.011281422339379787,0.012667081318795681,0.012378695420920849,0.009397570975124836,0.0106829684227705
