,nx,ny,lat,lon,PLS,gpp,ra,npp,rc,et,wue,cue,cmass,cleaf,cfroot,cawood,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
1,201,188,4.25,-79.25,200PLS,0.670186191797256,0.820313709974289,0.334285999834537,167.282681274414,4.15695538520813,0.00591169991530478,0.181129501760006,3.83690087795258,0.309195999801159,0.615327703952789,2.91237701177597,3.60440890789032,24.0195831298828,4.23820955753326,0.284930899739265,0.256958901882172,0.458109897375107
2,201,189,4.75,-79.25,200PLS,0.818988585472107,0.898624205589294,0.417062997817993,170.112077331543,4.298095703125,0.00577400019392371,0.210642999410629,3.86377511024475,0.354329401254654,0.645984101295471,2.86346130371094,3.33323659896851,23.1592098236084,3.97584187984467,0.29251089990139,0.275921301543713,0.43156770169735
3,202,187,3.75,-78.75,200PLS,2.60175681114197,1.41106151342392,1.1906955242157,147.844886779785,4.16138896942139,0.00661400007084012,0.460466197133064,12.8685276031494,0.739857602119446,0.749100506305695,11.379568862915,2.2132425069809,24.8662393569946,2.21559000015259,0.322477799654007,0.360289397835731,0.317232701182365
4,202,188,4.25,-78.75,200PLS,2.06377668380737,1.23341970443726,0.871835803985596,146.264254760742,4.09412527084351,0.00678300019353628,0.381601598858833,8.00828948020935,0.584062206745148,0.752425402402878,6.67180209159851,2.45518441200256,22.3851022720337,2.67272522449493,0.308114895224571,0.341073402762413,0.350811398029327
5,202,189,4.75,-78.75,200PLS,2.60655090808868,1.46966319084167,1.13721560239792,146.610070800781,4.48498697280884,0.00614390019327402,0.434987500309944,12.2687185287476,0.698364198207855,0.782935500144958,10.7874184608459,2.24138081073761,24.5155530929565,2.34763627052307,0.316766402125359,0.359194198250771,0.324039000272751
6,202,190,5.25,-78.75,200PLS,1.36920111179352,1.25333241224289,0.552766299247742,152.951301574707,4.90539283752441,0.00540659995749593,0.229361802339554,6.17552165985107,0.435470098257065,0.767010998725891,4.97304067611694,2.89638016223907,23.7133348464966,3.62554020881653,0.29660510122776,0.297928094863892,0.405466902256012
7,203,181,0.75,-78.25,200PLS,1.80603339672089,1.07476329803467,0.73127110004425,162.981094360352,3.3505035161972,0.00750999990850687,0.403637796640396,6.90713176727295,0.732588094472885,0.746476101875305,5.42806768417358,3.16188158988953,23.0922357559204,3.0460517168045,0.344108998775482,0.304509398341179,0.351381805539131
8,203,182,1.25,-78.25,200PLS,2.27067618370056,1.18616250753403,1.08552601337433,152.675277709961,3.99919292926788,0.00660990001633763,0.479287201166153,11.3415163040161,0.747358995676041,0.670611792802811,9.92354469299316,2.28530678749084,24.8676828384399,2.19458930492401,0.343285498023033,0.343458300828934,0.313256400823593
9,203,183,1.75,-78.25,200PLS,2.22563552856445,1.14895230531693,1.07669268846512,162.322216796875,3.86858711242676,0.00649899989366531,0.485792505741119,11.6330236434937,0.725831604003906,0.6659981071949,10.2411937236786,2.30982658863068,25.01422996521,2.19205722808838,0.331475898623466,0.356025102734566,0.3124990016222
10,203,184,2.25,-78.25,200PLS,2.12253152132034,1.11586071252823,1.01678248643875,167.964356994629,3.68019950389862,0.00659070005640388,0.471177503466606,11.2481913566589,0.713816404342651,0.655819606781006,9.87855467796326,2.36662888526917,25.0302276611328,2.24496660232544,0.337062096595764,0.349240601062775,0.313697403669357
