nx,ny,lat,lon,approach,clima,gpp,ra,npp,rc,et,wue,cue,cmass,cleaf,cfroot,cawood,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
201,187,3.75,-79.25,plsnclim,nclim,0.37372200191021,0.560584843158722,0.165688330928485,176.139447530111,3.82204814751943,0.006326999980956,0.142015670736631,1.19472867250443,0.197149835526943,0.499183495839437,0.498395000894864,5.50077565511068,11.3482693831126,5.24591000874837,0.232300328711669,0.159328999618689,0.608370820681254
201,188,4.25,-79.25,plsnclim,nclim,0.671899503469467,0.810869896411896,0.339391398429871,167.492240905762,4.16026420593262,0.00591779993847,0.185618102550507,3.21190190315247,0.323732605576515,0.587092000246048,2.30107697248459,3.71598749160767,23.2493003845215,4.20355658531189,0.291397503018379,0.263677300512791,0.444925099611282
201,189,4.75,-79.25,plsnclim,nclim,0.790953600406647,0.859584009647369,0.407128599286079,170.286808776855,4.29653701782227,0.005773900169879,0.211484599113464,3.83182787895203,0.365078604221344,0.589888000488281,2.87686088085175,3.42054378986359,23.3104362487793,3.80803780555725,0.301712599396706,0.282221001386642,0.416066697239876
202,187,3.75,-78.75,plsnclim,nclim,2.6010947227478,1.40103968381882,1.20005710124969,147.824754333496,4.16155624389648,0.00661400007084,0.464325302839279,13.4813407897949,0.73270480632782,0.742586803436279,12.0060458183289,2.18574268817902,25.9646377563477,2.19053030014038,0.321871700882912,0.360908004641533,0.317220199108124
202,188,4.25,-78.75,plsnclim,nclim,2.06053519248962,1.24326039552689,0.861633002758026,146.210032653809,4.09457459449768,0.006783000193536,0.376428905129433,7.90003571510315,0.596607792377472,0.751210397481918,6.55221691131592,2.49918577671051,22.6849895477295,2.6941739320755,0.312893798947334,0.337017098069191,0.350089100003243
202,189,4.75,-78.75,plsnclim,nclim,2.60742175579071,1.4556587100029,1.15178678035736,146.549099731445,4.48559951782227,0.006144000217319,0.44172939658165,12.8224241256714,0.688397002220154,0.775487804412842,11.3585378646851,2.20218050479889,25.6814970016479,2.30771653652191,0.313520604372025,0.362200704216957,0.324278903007507
202,190,5.25,-78.75,plsnclim,nclim,1.34813189506531,1.22995760440826,0.548771506547928,153.137739562988,4.90401411056519,0.005406899983063,0.229590700566769,5.28747444152832,0.452893698215485,0.730806195735931,4.10377566814423,3.05047655105591,23.1021690368652,3.47819738388062,0.296796002984047,0.30277019739151,0.400433701276779
203,181,0.75,-78.25,plsnclim,nclim,1.80800259113312,1.07520159482956,0.732803803682327,162.98270111084,3.3504919052124,0.007509999908507,0.404303795099258,7.12716016769409,0.762396401166916,0.715925407409668,5.64883799552917,3.23049590587616,23.9401224136353,2.95409488677979,0.35075389444828,0.304412698745728,0.344832998514175
203,182,1.25,-78.25,plsnclim,nclim,2.27272210121155,1.18701409101486,1.08650789260864,152.674800109863,3.99909911155701,0.006609699968249,0.47966639995575,11.4510019302368,0.752178204059601,0.666609799861908,10.0322147369385,2.30425446033478,25.6538696289062,2.18155498504639,0.344672703742981,0.340868100523949,0.314459100365639
203,183,1.75,-78.25,plsnclim,nclim,2.21129152774811,1.15107170343399,1.06213699579239,162.347692871094,3.8681675195694,0.006498799938709,0.4804407954216,11.2808229446411,0.738315296173096,0.657935696840286,9.88457908630371,2.34804329872131,25.5582855224609,2.19592471122742,0.338649302721024,0.346382701396942,0.314967799186707
203,184,2.25,-78.25,plsnclim,nclim,2.12099721431732,1.1260834813118,1.0037416934967,167.990635681152,3.67923061847687,0.006589700048789,0.465812301635742,10.3876476287842,0.737510597705841,0.651145106554031,8.99899501800537,2.4056717634201,25.4452743530273,2.26143908500671,0.349216002225876,0.333438295125961,0.317345601320267
203,185,2.75,-78.25,plsnclim,nclim,2.62919807434082,1.47172160148621,1.15747629404068,154.679110717773,4.19924883842468,0.006035000085831,0.442101401090622,12.8924713134766,0.714651602506638,0.805164098739624,11.3726530075073,2.23486769199371,25.5714069366455,2.37876794338226,0.314759096503258,0.361010399460793,0.324230301380157
203,186,3.25,-78.25,plsnclim,nclim,2.86428039073944,1.59604508876801,1.26823529005051,150.877549743652,4.25650539398193,0.006091000046581,0.445581299066544,14.4353841781616,0.7566850066185,0.753104799985886,12.9255921363831,2.14318628311157,26.1793569564819,2.1414749622345,0.323232805728912,0.362147092819214,0.31462020277977
203,187,3.75,-78.25,plsnclim,nclim,2.84071741104126,1.55414630174637,1.28657128810883,144.932696533203,4.06633009910584,0.006668999791145,0.455336302518845,14.6639121055603,0.778189200162888,0.730430603027344,13.1552907943726,2.14998090267181,26.2553491592407,2.07570961713791,0.326121497154236,0.362351003289223,0.311527800559998
203,188,4.25,-78.25,plsnclim,nclim,2.86414890289307,1.58798041343689,1.27616819143295,140.675462341309,4.1270929813385,0.006823999807239,0.448038503527641,14.5472979545593,0.76696270108223,0.740173101425171,13.0401682853699,2.14545369148254,26.2278512954712,2.1063530921936,0.32502110004425,0.361999893188477,0.312979200482368
203,189,4.75,-78.25,plsnclim,nclim,2.96799528598785,1.67494869232178,1.29304671287537,140.083558654785,4.32078375816345,0.006794999819249,0.438162398338318,14.7103451728821,0.775616812705994,0.74432629942894,13.1904037475586,2.13613460063934,26.2563289642334,2.10086870193481,0.326991400122642,0.360319399833679,0.312689605355263
203,190,5.25,-78.25,plsnclim,nclim,2.87140951156616,1.62637149095535,1.24503771066666,139.894998168945,4.62435493469238,0.006395000033081,0.436149603128433,14.0682773590088,0.73438560962677,0.785116815567017,12.5487730979919,2.14577548503876,25.9789211273193,2.22118194103241,0.318441298604012,0.362362405657768,0.319196200370789
203,192,6.25,-78.25,plsnclim,nclim,0.022056000307202,0.538932025432587,0.000254999991739,170.504776000977,4.18792676925659,0.005812000017613,0.000299000006635,9.79724788665771,0.340855985879898,0.268954008817673,9.18743896484375,3.69191288948059,29.3247146606445,3.45225191116333,0.394656002521515,0.263680011034012,0.341664999723434
203,193,6.75,-78.25,plsnclim,nclim,0.094572998583317,0.768804013729095,0.003565999912098,181.801071166992,4.20134115219116,0.005501999985427,0.003377000102773,9.54068470001221,0.462967991828918,0.399856001138687,8.67786502838135,2.65976190567017,27.5441551208496,2.68750810623169,0.390614986419678,0.28616601228714,0.323217988014221
204,179,-0.25,-77.75,plsnclim,nclim,0.854308104515076,0.77828820347786,0.29439610093832,161.856140136719,2.97463870048523,0.006596700148657,0.198922200500965,3.41276547908783,0.290132001042366,0.630885696411133,2.4917479634285,3.93833062648773,22.5910634994507,4.60924015045166,0.277475601434708,0.239849099516869,0.482675296068192
204,180,0.25,-77.75,plsnclim,nclim,2.39875712394714,1.28422501087189,1.11453220844269,150.139091491699,3.5407420873642,0.006626000162214,0.466629305481911,12.3993763923645,0.719258600473404,0.70786679983139,10.9722511291504,2.26741209030151,25.9321956634521,2.24801290035248,0.327649196982384,0.354667797684669,0.317682904005051
204,181,0.75,-77.75,plsnclim,nclim,2.74089210033417,1.45736819505692,1.28352378606796,145.722676086426,4.0136965751648,0.006577999796718,0.470676198601723,14.5544473648071,0.794133794307709,0.705252707004547,13.0550601959229,2.16947567462921,26.2030141830444,2.03095782995224,0.329813298583031,0.36144759953022,0.308739298582077
204,182,1.25,-77.75,plsnclim,nclim,2.98831388950348,1.65510439872742,1.33320970535278,153.177203369141,4.27984719276428,0.00602599978447,0.448112100362778,15.1755105018616,0.810485899448395,0.721381986141205,13.6436427116394,2.13990092277527,26.2923069000244,2.01816781759262,0.330629399418831,0.361163201928139,0.30820719897747
204,183,1.75,-77.75,plsnclim,nclim,3.0003139257431,1.66905590295792,1.3312579035759,164.521946716309,4.38755741119385,0.005355999805033,0.445814806222916,15.1437570571899,0.807826197147369,0.725325006246567,13.6106088638306,2.13683071136475,26.2825061798096,2.02752230167389,0.330589401721954,0.360692298412323,0.308718094229698
204,184,2.25,-77.75,plsnclim,nclim,2.97039268016815,1.65220619440079,1.31818652153015,166.919432067871,4.32796626091003,0.005274999886751,0.446060597896576,15.0157629966736,0.797239202260971,0.727609795331955,13.4909114837646,2.13646998405457,26.2941835403442,2.04331676959991,0.329204702377319,0.361185997724533,0.309609401226044
204,185,2.75,-77.75,plsnclim,nclim,2.96336050033569,1.66958130598068,1.29377932548523,163.610481262207,4.23966283798218,0.005539000034332,0.438916796445847,14.7581838607788,0.781441301107407,0.724266296625137,13.2524778366089,2.13746521472931,26.3266618728638,2.06381330490112,0.329209795594215,0.360251003503799,0.310538899898529
204,186,3.25,-77.75,plsnclim,nclim,2.95612668991089,1.67607250213623,1.28005411624908,153.632557678223,4.11727118492126,0.006149999797344,0.435121402144432,14.6052143096924,0.777033603191376,0.712024706602097,13.1161677360535,2.14244031906128,26.3358785629272,2.05598737001419,0.330254203081131,0.359679099917412,0.310066604614258
204,187,3.75,-77.75,plsnclim,nclim,2.94283308982849,1.67427380084991,1.26855969429016,140.778890991211,4.00930733680725,0.007002000231296,0.43297370672226,14.4897946357727,0.773657804727554,0.703773409128189,13.0123607635498,2.14654121398926,26.3549755096436,2.05360097885132,0.331047096848488,0.359232103824615,0.309720700979233
204,188,4.25,-77.75,plsnclim,nclim,2.93165121078491,1.66892899274826,1.26272211074829,134.966963195801,3.97036519050598,0.007422000169754,0.432530403137207,14.4282415390015,0.770622503757477,0.702857393026352,12.9547582626343,2.1499103307724,26.3522762298584,2.05756480693817,0.330549600720406,0.359548798203468,0.309901696443558
204,189,4.75,-77.75,plsnclim,nclim,2.97254269123077,1.68927059173584,1.28327250480652,131.009902954102,4.15156335830688,0.007567999884486,0.433931201696396,14.6173858642578,0.776629501581192,0.722076803445816,13.1186898231506,2.14005272388458,26.3195783615112,2.07252112627029,0.329667502641678,0.359384801983833,0.310947799682617
204,190,5.25,-77.75,plsnclim,nclim,2.78776931762695,1.54894599914551,1.23882342576981,127.61828994751,4.24574408531189,0.007755999919027,0.447283598780632,14.0109052658081,0.735287487506866,0.766808795928955,12.5088128089905,2.15565791130066,26.0100570678711,2.19957311153412,0.319612503051758,0.362731799483299,0.317656004428864
204,192,6.25,-77.75,plsnclim,nclim,0.023322999477387,0.564257979393005,0.000291000003926,159.321350097656,4.35419893264771,0.00585599988699,0.000334000011208,12.3753795623779,0.337110012769699,0.24991700053215,11.7883520126343,3.68441009521484,29.8415756225586,3.42171096801758,0.413271009922028,0.27114400267601,0.315584987401962
