"","values_baccini","value12","Value_3000"
"776",2.032519,15.032828,10.6236
"777",5.298134,14.753004,10.480173
"778",4.345928,14.517963,10.290834
"779",1.287818,13.762225,9.864621
"780",5.476469,30.841158,10.784393
"781",13.122571,24.018827,14.454129
"782",13.910915,21.494595,14.056479
"783",13.260937,19.781216,13.610107
"784",13.297185,18.509211,13.189228
"785",12.647397,16.47139,12.953227
"786",12.205701,16.135252,12.819005
"787",11.561932,15.965874,12.754526
"788",12.602268,16.156431,12.871635
"789",12.071871,16.318474,12.917667
"790",11.588376,16.602352,13.009295
"791",11.691771,16.887024,13.128086
"792",11.506756,17.025375,13.202315
"793",10.877014,17.123848,13.3159
"794",10.941634,19.080025,13.400583
"795",10.721112,19.150625,13.534479
"796",10.648932,17.345991,13.454125
"797",10.454593,19.433723,13.534897
"798",10.865652,17.553633,13.541531
"799",11.231011,17.617292,13.561724
"800",10.712371,17.666351,13.584451
"801",11.507648,17.521326,13.462164
"802",11.020659,17.50441,13.419218
"803",11.404373,17.429577,13.35404
"804",11.532749,17.317511,13.266315
"805",10.616339,19.143751,13.114859
"806",11.188641,16.931866,13.030784
"807",10.963866,18.998756,13.087119
"808",11.15054,16.763605,12.827599
"809",10.81964,16.664165,12.596665
"810",9.942095,16.663429,12.718957
"811",8.504451,16.624945,12.81687
"812",5.471499,18.94499,12.636812
"813",6.684976,18.919506,12.443175
"814",10.613376,19.18211,12.586471
"815",10.542291,19.645912,12.778465
"816",8.378387,17.093145,12.513884
"817",8.362281,16.395201,11.831268
"818",10.551514,15.78445,11.358326
"819",10.473154,15.544058,11.105328
"820",10.734317,15.790238,11.346502
"821",10.476725,16.544321,12.011948
"822",10.229377,16.721529,12.090714
"823",8.701951,16.578495,11.933343
"824",8.629678,17.307001,10.675377
"825",9.559363,15.319029,10.064934
"826",10.906849,15.613268,9.819272
"827",11.351502,15.989126,9.855238
"828",11.392731,14.730333,9.429612
"829",8.975115,16.142529,9.453622
"830",10.649767,13.955576,9.227077
"831",9.527163,14.02536,9.476699
"832",6.090128,14.976132,10.593168
"833",7.299103,15.407185,11.221591
"834",9.673684,15.59612,11.297287
"835",10.455752,16.447733,12.067048
"836",12.487694,20.194448,12.839447
"837",12.030321,16.298466,11.762336
"838",3.901269,15.09966,10.691365
"839",2.027053,15.385826,10.703881
"840",5.716708,16.67761,11.970352
"841",4.792893,15.781947,10.823796
"842",4.676737,15.154947,10.488428
"843",5.735596,17.387392,9.99375
"844",5.912246,17.298391,9.653843
"845",3.852638,17.830791,9.801475
"846",7.181284,31.100697,10.622894
"847",13.958314,23.879436,14.418434
"848",14.179649,18.745567,14.029199
"849",13.520347,17.709827,13.614681
"850",12.940815,16.945978,13.241923
"851",12.611703,16.588266,13.059361
"852",12.310672,16.396461,12.959326
"853",11.242467,16.212938,12.911861
"854",12.403435,16.397093,12.999053
"855",12.30654,16.572279,13.030362
"856",11.503474,16.802504,13.070531
"857",11.688828,18.941296,13.279723
"858",11.034836,17.15955,13.266002
"859",11.069725,17.233885,13.328321
"860",11.131902,17.317776,13.514959
"861",11.683172,17.38092,13.459875
"862",11.262884,17.441404,13.479883
"863",12.170068,17.601419,13.556634
"864",10.608402,19.627089,13.557978
"865",9.953307,19.715136,13.589105
"866",9.921088,17.714796,13.59904
"867",10.088111,17.517157,13.430461
"868",10.418774,19.645844,13.39645
"869",10.28654,19.555979,13.360184
"870",9.429689,17.358883,13.297056
"871",8.689069,17.121552,13.164524
"872",10.402737,16.948267,13.081934
"873",11.088707,16.875616,13.100264
"874",11.423402,19.011549,13.049157
"875",11.189309,18.987164,12.884885
"876",10.724605,16.667036,12.803797
"877",9.972318,16.612988,12.864313
"878",9.695701,18.924288,12.734374
"879",8.790623,18.968054,12.642223
"880",7.971799,19.283134,12.79028
"881",10.343572,19.661945,12.840737
"882",10.209824,17.050325,12.422858
"883",6.923175,16.251677,11.693635
"884",9.640923,15.725054,11.123215
"885",10.463744,15.254252,10.417378
"886",10.143625,16.296911,9.584029
"887",10.369025,16.385416,9.740313
"888",9.698391,16.644238,10.114003
"889",9.340217,14.599817,9.957414
"890",6.011104,16.452848,9.865828
"891",4.374728,14.552901,9.763771
"892",7.215169,14.45687,9.426649
"893",5.114307,14.683334,9.462504
"894",4.412921,15.313504,8.90352
"895",3.396702,13.096677,8.843821
"896",5.015228,13.314192,9.06352
"897",4.272508,13.447063,9.349113
"898",4.760406,14.205578,10.105564
"899",10.611519,14.331105,10.26325
"900",8.491881,16.254353,10.319382
"901",8.437382,15.371306,11.002472
"902",7.612726,15.905191,11.412002
"903",7.051397,15.206648,10.703619
"904",4.074049,15.481009,10.946731
"905",7.57209,16.612471,12.039997
"906",9.734073,16.578388,11.886203
"907",7.018038,15.82233,10.764763
"908",4.737693,15.450086,10.713825
"909",6.137703,17.18524,10.063567
"910",6.14567,17.215405,9.829941
"911",7.665286,13.896006,9.802727
"912",6.973183,17.098413,9.298661
"913",1.262564,0,0
"914",8.40449,30.908646,9.736506
"915",13.600699,19.94417,14.28815
"916",13.44411,18.746206,13.983746
"917",14.006458,17.632973,13.563763
"918",12.734358,18.501902,13.283863
"919",12.438253,16.563967,13.060038
"920",12.449282,16.465929,13.001404
"921",11.882746,16.55998,13.090404
"922",10.471011,16.72056,13.16292
"923",11.151756,16.887833,13.194078
"924",11.140697,17.048119,13.220667
"925",11.341352,19.156017,13.304902
"926",11.140794,17.392128,13.392064
"927",10.651046,19.349108,13.498009
"928",10.419161,19.439344,13.446432
"929",10.44527,19.516146,13.479751
"930",11.478791,19.653719,13.551553
"931",11.759271,17.593977,13.632312
"932",11.507484,17.629181,13.580006
"933",10.793963,17.636938,13.590151
"934",10.964767,17.622448,13.542045
"935",11.136764,19.714235,13.456524
"936",11.140581,17.472296,13.457462
"937",9.859282,17.444738,13.333854
"938",8.384025,17.388319,13.278837
"939",8.922923,17.16798,13.316743
"940",7.114458,17.003246,13.217921
"941",10.552061,19.126402,13.344131
"942",10.984918,16.76479,13.165121
"943",11.116234,16.713703,13.186653
"944",11.131211,16.66839,12.859633
"945",11.027931,16.636127,13.034737
"946",10.623685,18.961615,12.923635
"947",10.083646,16.599163,12.946116
"948",8.116059,16.705511,12.703639
"949",9.372262,19.502489,12.592418
"950",11.418349,17.079441,12.556859
"951",11.264824,16.2747,11.732019
"952",10.200902,15.863884,11.127381
"953",9.328176,15.464179,10.489282
"954",8.632433,13.892374,9.43648
"955",9.441445,15.691302,9.188482
"956",8.395933,13.742711,9.497647
"957",4.351784,13.792033,9.618876
"958",4.383129,13.943229,9.658297
"959",5.579202,13.988863,9.494912
"960",2.686488,13.903548,9.344387
"961",1.51773,15.840809,9.394363
"962",2.501185,13.630897,9.238124
"963",6.604298,13.222911,9.006269
"964",10.049747,13.203913,9.114516
"965",11.161421,14.031174,9.87949
"966",7.68239,15.968321,10.258936
"967",11.141702,15.930129,10.290028
"968",10.592932,14.286719,10.367666
"969",9.734407,14.689359,10.526618
"970",11.881673,14.97332,10.617174
"971",7.232284,16.486826,10.217258
"972",7.014771,16.281094,9.997179
"973",10.719902,16.30381,9.92601
"974",9.665371,15.150862,10.20157
"975",7.39672,15.125797,10.214338
"976",6.324789,14.982232,10.225392
"977",10.031585,17.197004,10.211377
"978",6.671101,17.316059,10.139269
"979",3.489122,14.289594,10.011166
"980",4.454121,16.633917,9.231342
"981",5.769081,16.429945,8.871647
"982",2.141558,0,0.506941
"983",9.692418,6.42491,12.087304
"984",12.532099,19.442684,14.033919
"985",12.26681,20.869165,13.887365
"986",12.735857,17.504053,13.472403
"987",13.05609,16.907475,13.235855
"988",12.846055,16.679255,13.114736
"989",12.444345,16.582153,13.045724
"990",12.862008,16.751202,13.162619
"991",12.017572,16.889465,13.328767
"992",10.999182,18.712427,13.290096
"993",11.127712,17.215046,13.357901
"994",12.02586,17.378651,13.426879
"995",11.214512,19.492353,13.472541
"996",11.345581,17.46476,13.463398
"997",11.503716,17.558279,13.508188
"998",11.667926,17.591406,13.509138
"999",10.593012,17.72397,13.542173
"1000",10.175059,19.766979,13.523013
"1001",10.80816,19.816444,13.589735
"1002",10.310944,19.812155,13.596415
"1003",10.799479,19.788378,13.611751
"1004",9.811543,17.626392,13.429502
"1005",8.355657,17.493702,13.353601
"1006",8.65539,19.664352,13.311235
"1007",9.500444,17.38286,13.260159
"1008",8.646255,17.134802,13.306064
"1009",7.029727,16.984503,13.261338
"1010",7.39698,16.847853,13.172516
"1011",10.87638,16.73155,12.947124
"1012",11.128716,16.734087,12.967045
"1013",10.904409,16.725235,12.856922
"1014",10.317492,16.668861,12.912277
"1015",11.017323,19.001526,12.829855
"1016",9.847508,16.597271,12.710253
"1017",9.310131,19.15774,12.564768
"1018",5.31949,19.444693,12.50656
"1019",9.634929,16.917171,12.422997
"1020",10.718678,16.518183,12.003276
"1021",10.614705,16.065266,11.49669
"1022",10.587199,15.653307,10.830158
"1023",6.78068,16.537563,9.833825
"1024",4.343474,13.853522,9.380883
"1025",4.118134,16.192019,9.682284
"1026",4.874773,14.365152,9.983664
"1027",11.531234,14.381828,9.963134
"1028",10.460606,13.984619,9.524456
"1029",6.133679,13.896663,9.317265
"1030",7.034001,16.023727,9.477777
"1031",9.394885,13.469006,9.178661
"1032",12.170017,13.299444,9.065149
"1033",12.636623,13.672495,9.432678
"1034",11.520143,13.592735,9.707233
"1035",7.977818,13.32567,9.620389
"1036",9.294319,15.320334,9.839243
"1037",11.921516,15.787577,10.217384
"1038",11.102947,13.985918,10.03773
"1039",11.782117,15.81992,9.950222
"1040",9.133891,13.821938,9.716008
"1041",10.356061,15.431199,9.349097
"1042",10.289222,14.035349,9.623219
"1043",9.726569,14.190474,9.590241
"1044",8.025479,13.677078,9.19228
"1045",7.162313,13.112714,8.768674
"1046",10.322432,13.23813,8.9793
"1047",11.883055,16.918623,9.885872
"1048",3.292134,14.21373,9.859933
"1049",6.495492,16.777161,9.603408
"1050",3.22719,16.511799,9.312454
"1051",5.619999,0,0
"1052",10.96653,24.203484,13.682278
"1053",12.378563,21.739609,13.893202
"1054",12.488761,18.048903,13.580428
"1055",12.495458,17.221045,13.243587
"1056",11.598933,16.739857,13.055244
"1057",12.050691,16.577158,12.974107
"1058",12.014576,16.727961,13.206252
"1059",11.755417,16.787304,13.174642
"1060",11.992883,18.579975,13.223948
"1061",11.953169,18.81637,13.28088
"1062",10.818828,17.228699,13.369508
"1063",9.181037,17.390589,13.437611
"1064",10.29661,17.471628,13.467689
"1065",10.308207,19.59409,13.455436
"1066",12.165811,17.546106,13.471184
"1067",11.569935,19.823896,13.531802
"1068",11.366529,19.948627,13.554681
"1069",11.734653,17.735256,13.425219
"1070",10.024368,17.741997,13.499505
"1071",8.930033,17.719749,13.537451
"1072",7.873167,17.666252,13.476068
"1073",9.557323,19.865622,13.41323
"1074",10.512775,17.478203,13.339584
"1075",11.377745,17.441738,13.430384
"1076",10.995504,19.653803,13.382303
"1077",11.105893,17.112257,13.268188
"1078",10.425316,19.339174,13.150037
"1079",6.31359,16.759966,12.94106
"1080",8.632552,19.158262,12.83896
"1081",10.467897,19.100311,12.738224
"1082",10.420737,16.786018,12.799335
"1083",8.823483,16.755753,12.84355
"1084",11.302266,19.057655,12.820171
"1085",10.16887,16.67976,12.793351
"1086",8.259232,16.749054,12.664294
"1087",5.616344,16.554138,12.211917
"1088",4.441532,19.2799,12.268863
"1089",5.283635,18.409861,11.998296
"1090",5.187319,16.124928,11.579971
"1091",5.853694,15.723412,10.818367
"1092",5.73363,15.270626,10.272689
"1093",6.695217,15.228285,10.179821
"1094",9.828163,15.243284,10.461459
"1095",9.978909,15.203205,10.597634
"1096",11.514622,15.017385,10.335409
"1097",11.530951,14.277583,9.590981
"1098",7.921531,13.954783,9.334431
"1099",11.238791,13.79384,9.338992
"1100",12.115287,13.420635,9.077503
"1101",12.059363,13.454865,9.032294
"1102",12.083407,13.967031,9.656219
"1103",7.397958,13.892994,9.856057
"1104",4.058822,13.803704,9.944311
"1105",7.106845,13.618773,9.887295
"1106",11.212064,13.440483,9.745893
"1107",12.116589,13.522929,9.694765
"1108",11.584582,15.213303,9.468191
"1109",8.122947,13.338723,9.428384
"1110",10.563474,13.357574,9.362192
"1111",9.966845,13.465123,9.29858
"1112",10.667074,12.864346,8.667593
"1113",9.448374,12.651175,8.374545
"1114",5.828697,12.461308,8.170728
"1115",8.262229,14.841195,8.465091
"1116",8.285647,15.841619,9.156722
"1117",2.995106,15.49036,8.889494
"1118",4.903429,15.560937,8.962703
"1119",2.135731,13.004969,8.913205
"1120",2.860494,0,0.417327
"1121",10.82705,22.75856,12.738751
"1122",12.525569,24.628433,13.933479
"1123",12.885788,18.613646,13.786017
"1124",12.405342,19.494078,13.389932
"1125",12.266814,16.855116,13.052806
"1126",11.469904,16.517397,12.866482
"1127",12.073876,16.494228,12.903347
"1128",12.14427,16.728054,13.153484
"1129",11.59156,18.368032,13.180799
"1130",11.586539,16.935625,13.233143
"1131",11.682087,17.076796,13.393563
"1132",8.845715,19.329353,13.410959
"1133",11.752122,19.510674,13.52635
"1134",11.292274,17.533989,13.587426
"1135",11.143197,17.544659,13.471184
"1136",9.228226,17.618332,13.481253
"1137",10.512817,17.76026,13.537281
"1138",10.867398,17.91074,13.624053
"1139",11.145898,20.061619,13.632256
"1140",9.025518,20.023937,13.435021
"1141",11.109807,20.024019,13.449383
"1142",10.903882,17.734877,13.540894
"1143",10.766791,17.657024,13.420441
"1144",11.162515,19.81081,13.339561
"1145",11.569854,19.759676,13.417433
"1146",10.847153,17.353891,13.39159
"1147",11.65363,19.52249,13.154955
"1148",10.671686,19.410042,13.106517
"1149",10.680016,16.876568,12.789153
"1150",8.745153,19.252193,12.804449
"1151",7.858048,16.875229,12.716249
"1152",7.928221,16.892605,12.732601
"1153",6.908863,16.845793,12.814889
"1154",7.188452,16.790619,12.861927
"1155",7.672727,16.778521,12.99243
"1156",7.380766,16.891539,12.983888
"1157",9.629562,19.505087,12.563395
"1158",9.506561,18.916838,12.154694
"1159",9.701624,18.197525,11.946381
"1160",7.35801,17.854424,11.602686
"1161",9.222001,15.737439,10.934021
"1162",9.917162,15.315456,10.335374
"1163",8.7211,15.505329,10.606083
"1164",10.250719,15.471287,10.816058
"1165",11.00962,15.420073,10.908664
"1166",11.143404,14.704469,10.007024
"1167",10.767655,14.477445,9.742134
"1168",10.610627,14.278599,9.519716
"1169",11.86755,13.682287,9.183371
"1170",11.417642,13.525649,9.127289
"1171",11.07573,14.096566,9.595442
"1172",12.694794,14.6569,10.614038
"1173",9.343116,15.088333,11.236657
"1174",11.213439,15.764241,11.856086
"1175",11.932602,14.726359,11.058905
"1176",12.424849,13.833302,9.948813
"1177",9.816269,14.921623,9.356704
"1178",11.262922,12.961312,9.203943
"1179",6.24102,13.047404,9.254013
"1180",5.665428,13.211122,9.284186
"1181",10.664,13.0854,9.119219
"1182",10.771752,11.897538,8.049249
"1183",7.898537,13.962529,7.777954
"1184",7.583924,14.261058,8.04884
"1185",10.931339,14.839939,8.409865
"1186",8.915794,12.567003,8.788492
"1187",2.537007,15.315223,8.894531
"1188",2.499553,15.075906,8.828942
"1189",3.415305,5.95972,2.62481
"1190",10.580239,14.923103,7.148825
"1191",12.288973,24.038303,13.807132
"1192",12.204926,18.533247,13.725382
"1193",11.791444,17.294624,13.277622
"1194",11.543489,16.726425,13.012589
"1195",12.423887,16.34383,12.838581
"1196",11.806402,16.398108,12.820361
"1197",11.916606,16.502277,12.981915
"1198",11.929095,16.703943,13.107954
"1199",11.643547,16.832941,13.238946
"1200",11.563239,17.011419,13.227727
"1201",9.251435,17.215969,13.326611
"1202",12.091774,17.410385,13.411146
"1203",12.009825,19.76989,13.46989
"1204",12.358983,17.529671,13.447165
"1205",11.873861,17.552662,13.430145
"1206",11.85997,17.705708,13.484349
"1207",10.807442,17.810835,13.538834
"1208",9.106212,17.789005,13.541867
"1209",10.649082,17.718746,13.466728
"1210",11.696305,17.661745,13.397973
"1211",10.877996,19.953211,13.388076
"1212",10.652207,19.892553,13.338696
"1213",11.663406,17.453081,13.238724
"1214",10.893017,17.390768,13.154518
"1215",10.361135,19.66474,13.200622
"1216",11.182597,19.604496,13.354518
"1217",10.724244,17.07398,13.049355
"1218",11.154896,19.424997,12.881819
"1219",11.304153,19.402777,12.802693
"1220",9.774645,16.988527,12.70888
"1221",6.525737,16.922283,12.664398
"1222",10.126608,19.227938,12.770783
"1223",8.073364,16.929691,12.887468
"1224",8.035583,19.274408,12.957058
"1225",11.196351,19.517048,12.968631
"1226",10.645584,17.101469,12.879333
"1227",9.882608,16.901421,12.29773
"1228",9.642093,17.677765,11.732292
"1229",9.45575,16.159065,11.538527
"1230",9.571765,15.830549,11.052209
"1231",10.615622,15.338043,10.446912
"1232",10.054566,15.456368,10.738642
"1233",10.576098,15.676124,11.057303
"1234",11.690284,15.226824,10.679086
"1235",9.22761,14.575779,9.899376
"1236",8.30477,14.518177,9.890236
"1237",12.486089,14.382627,9.65443
"1238",13.151989,13.780069,9.119596
"1239",14.243613,13.505706,9.033966
"1240",12.214775,14.252832,9.955704
"1241",11.820953,14.94754,11.038509
"1242",11.575871,17.622215,11.76696
"1243",13.781048,16.716442,12.598961
"1244",14.422544,15.268778,11.508577
"1245",13.781262,14.110528,10.115099
"1246",13.402957,13.301753,9.391325
"1247",8.795006,14.815663,9.097245
"1248",3.488381,12.833314,9.051329
"1249",4.19713,12.909459,8.991496
"1250",8.091479,12.848035,8.819683
"1251",8.508441,11.226942,7.575444
"1252",6.605464,13.258906,7.222688
"1253",5.638733,11.040455,7.5781
"1254",6.507938,11.517265,7.918596
"1255",4.979027,15.137075,8.595324
"1256",4.599723,15.36087,8.819153
"1257",6.578906,9.281422,3.24194
"1258",10.891851,18.144733,12.046934
"1259",12.151381,23.683332,13.966021
"1260",12.690608,19.117538,13.895318
"1261",11.266492,20.378141,13.445165
"1262",11.26779,17.11327,13.16919
"1263",11.434136,18.64645,12.972886
"1264",12.045991,16.589434,12.742329
"1265",10.89776,16.402555,12.725027
"1266",11.133592,16.610003,12.961557
"1267",10.14214,16.696678,13.126607
"1268",9.455126,16.916662,13.332997
"1269",11.560709,17.143654,13.261983
"1270",12.155998,19.590157,13.341894
"1271",12.403897,17.46917,13.639111
"1272",12.199781,17.477072,13.632634
"1273",11.84329,17.612272,13.421262
"1274",12.395278,17.775808,13.486202
"1275",12.235594,17.821911,13.486024
"1276",12.401629,17.831594,13.500657
"1277",12.371256,20.11389,13.450018
"1278",11.749818,20.044123,13.373419
"1279",11.238551,19.959923,13.35818
"1280",11.02495,17.544561,13.306619
"1281",11.339352,17.4725,13.157783
"1282",10.631017,17.412008,13.051409
"1283",10.436387,19.654804,13.068265
"1284",10.800566,17.215313,13.028876
"1285",10.86993,17.148056,13.04993
"1286",11.091141,17.144224,13.022804
"1287",10.905127,19.476326,12.868671
"1288",10.625598,17.016237,12.710568
"1289",10.615689,17.04612,12.741177
"1290",9.117817,19.277021,12.745547
"1291",8.682654,19.272959,12.797199
"1292",11.087124,16.984306,12.922359
"1293",10.744531,17.064762,12.913548
"1294",10.130461,17.124878,12.742136
"1295",10.152383,17.02857,12.466585
"1296",10.035367,18.764616,12.15273
"1297",10.096393,16.200773,11.645271
"1298",10.794776,15.805215,11.047835
"1299",10.577063,15.463799,10.646941
"1300",10.838599,15.170284,10.397799
"1301",11.826543,15.121236,10.371176
"1302",11.402917,14.832701,10.256459
"1303",11.254948,14.787339,10.498622
"1304",13.251021,15.040601,10.811304
"1305",13.648427,14.412964,9.782674
"1306",13.144484,13.655063,9.002445
"1307",11.712574,13.6686,9.044946
"1308",12.462454,14.460238,10.171591
"1309",13.462515,14.762887,10.615825
"1310",11.641103,15.423071,11.480536
"1311",13.808852,15.809662,11.818053
"1312",13.650017,14.795431,10.816148
"1313",13.668579,14.018685,9.891774
"1314",13.684089,13.537975,9.377844
"1315",12.913576,12.951219,8.916051
"1316",9.039843,12.763761,8.732248
"1317",2.754905,12.595323,8.603057
"1318",6.954467,14.297018,8.448617
"1319",5.729027,11.711761,7.548566
"1320",5.026406,13.667748,7.448956
"1321",2.870328,11.100209,7.446299
"1322",5.816023,13.743412,7.475293
"1323",6.515487,14.59514,8.090317
"1324",5.798377,0,0
"1325",6.403554,2.641113,4.556669
"1326",10.800914,19.703705,13.283158
"1327",11.950604,19.105726,13.244101
"1328",13.113505,19.398422,13.556708
"1329",12.511157,17.903765,13.20334
"1330",11.310654,17.17527,12.922304
"1331",10.266248,19.053314,12.708135
"1332",11.467032,16.535919,12.620954
"1333",11.681892,16.468695,12.764092
"1334",9.398974,16.629515,12.918294
"1335",11.161147,18.975557,13.099409
"1336",11.640615,19.26886,13.300737
"1337",12.256376,17.354626,13.409077
"1338",12.513994,17.441719,13.426888
"1339",12.3722,19.908453,13.365853
"1340",12.465075,20.044016,13.407888
"1341",12.666097,20.146832,13.483248
"1342",12.217742,20.223982,13.418109
"1343",12.305935,20.244514,13.441379
"1344",12.250608,20.192287,13.413232
"1345",11.558063,17.683218,13.323531
"1346",11.247179,19.965387,13.188482
"1347",11.448361,19.828938,13.043518
"1348",10.802154,17.47323,13.070324
"1349",10.626364,17.3104,12.962702
"1350",10.483505,17.329876,12.953451
"1351",10.748674,17.289799,12.961519
"1352",11.086264,19.810598,13.082944
"1353",11.138881,19.770725,13.166101
"1354",11.298718,17.147234,12.902216
"1355",10.772182,17.074598,12.731783
"1356",9.775332,17.125919,12.765735
"1357",9.106997,17.031229,12.686859
"1358",10.681505,16.723696,12.407331
"1359",10.611033,18.782633,12.154966
"1360",10.142667,16.545713,12.263724
"1361",9.349137,16.800655,12.382697
"1362",10.109351,16.851328,12.379113
"1363",10.437674,19.064659,12.264996
"1364",10.39782,16.415558,11.915016
"1365",10.778167,15.687591,11.181763
"1366",11.037536,14.922213,10.452972
"1367",12.361832,14.81644,10.185699
"1368",12.160921,14.889505,10.264971
"1369",11.657051,14.93581,10.342627
"1370",12.499631,14.784165,10.5093
"1371",13.510216,14.615656,10.375355
"1372",13.701083,14.449937,9.815924
"1373",13.524631,13.735259,9.02496
"1374",12.709888,14.022803,9.171927
"1375",13.46842,14.848329,10.376039
"1376",13.829516,15.078409,10.707972
"1377",11.83435,15.449756,11.294299
"1378",13.750428,15.908614,11.670215
"1379",13.647228,14.811569,10.346096
"1380",13.519897,14.11159,9.756209
"1381",12.706942,13.713881,9.280369
"1382",11.34623,13.369909,8.933321
"1383",8.39381,12.763412,8.575923
"1384",2.857546,14.28728,8.423652
"1385",4.49789,12.18725,8.118085
"1386",2.89938,11.615488,7.346926
"1387",3.323028,11.705807,7.449417
"1388",2.874247,11.792228,7.524423
"1389",6.003987,13.706363,7.244261
"1390",7.712431,11.002897,6.608598
"1391",2.432196,0,0
"1392",2.146125,0,0
"1393",5.386542,0,0
"1394",8.035258,0,0
"1395",11.947938,0,2.598801
"1396",12.315166,3.805558,3.173224
"1397",10.536131,17.469654,12.653217
"1398",11.841544,17.069689,12.620375
"1399",11.489713,16.783054,12.669744
"1400",8.899585,16.676533,12.772864
"1401",9.765409,18.859556,12.931685
"1402",11.85679,17.025864,13.086937
"1403",12.580619,19.424629,13.219391
"1404",12.830612,17.434174,13.313662
"1405",12.981043,19.806612,13.303306
"1406",12.847713,19.960089,13.311085
"1407",12.79517,20.010202,13.231235
"1408",12.65982,20.111614,13.198657
"1409",12.491101,17.683416,13.065427
"1410",12.622869,20.129313,13.199766
"1411",12.474063,17.800621,13.313735
"1412",11.819479,20.082048,13.249844
"1413",11.577931,19.900089,12.936664
"1414",10.672688,19.657394,12.68194
"1415",10.893313,19.720129,12.819773
"1416",10.624582,17.469025,13.018662
"1417",10.445547,19.835676,12.987967
"1418",10.650893,19.880478,13.160297
"1419",10.964996,19.949652,13.150431
"1420",10.437101,19.864815,13.055161
"1421",9.263146,17.076006,12.749168
"1422",9.435277,16.794579,12.457796
"1423",9.343035,17.058346,12.635281
"1424",10.754474,16.802332,12.393286
"1425",11.060287,16.120584,11.83322
"1426",10.2524,15.668324,11.506565
"1427",9.121841,18.746386,12.001185
"1428",10.168756,18.930719,12.130142
"1429",10.052689,18.884306,12.060439
"1430",10.395265,16.232225,11.902057
"1431",10.698601,15.451066,11.309892
"1432",10.938877,14.898617,10.484391
"1433",11.517651,14.899617,10.376466
"1434",11.810278,14.969685,10.604311
"1435",10.848012,15.051379,10.752772
"1436",13.145329,14.954291,10.46925
"1437",13.929159,14.364992,9.750554
"1438",13.68586,14.118965,9.590529
"1439",14.29041,14.168959,9.502231
"1440",13.719355,13.873171,9.099919
"1441",12.282154,14.497578,9.806044
"1442",13.845095,15.08976,10.390018
"1443",13.457,15.389872,10.828753
"1444",12.301788,15.886426,11.679903
"1445",14.113084,18.199009,12.082985
"1446",13.581674,15.806406,11.189964
"1447",12.169386,14.7615,9.839069
"1448",13.526903,14.199537,9.404987
"1449",11.242111,13.496363,8.86941
"1450",7.307932,12.854248,8.390246
"1451",3.772057,14.33977,8.276075
"1452",4.126311,12.46383,7.929842
"1453",3.069663,11.754166,7.28722
"1454",2.75354,11.927524,7.404383
"1455",2.405246,13.881442,7.447057
"1456",2.988663,12.067565,7.20671
"1457",1.979837,0,0
"1458",4.595084,0,0.952829
"1459",3.404396,0,1.212546
"1460",8.98103,0,2.576787
"1461",11.283753,0,0.485196
"1462",11.684944,18.544495,13.080609
"1463",11.848323,20.431837,12.544457
"1464",10.435841,19.824095,12.701884
"1465",10.979817,19.406864,12.933766
"1466",11.463647,19.202581,12.99616
"1467",12.120084,17.266556,13.138302
"1468",13.041929,17.273142,13.153829
"1469",13.066812,17.53726,13.238425
"1470",12.739256,20.008322,13.276738
"1471",12.922896,17.810841,13.348876
"1472",13.180424,20.266623,13.332717
"1473",12.746716,17.903446,13.246158
"1474",12.448564,19.972952,12.798934
"1475",12.774816,17.067738,12.441926
"1476",12.867246,19.894047,12.772395
"1477",11.518655,17.316799,12.811438
"1478",10.605055,16.908123,12.532749
"1479",10.75564,19.56106,12.531033
"1480",10.885823,19.644691,12.660024
"1481",11.054476,19.876314,12.938929
"1482",11.057797,19.962566,13.011866
"1483",10.640351,20.097588,13.202011
"1484",10.280727,20.112358,13.213884
"1485",10.33695,20.049587,13.193404
"1486",9.826482,16.826645,12.482904
"1487",10.79567,16.226379,11.914603
"1488",10.841592,16.256496,11.920428
"1489",10.659497,16.340698,11.916368
"1490",8.892039,18.770607,12.006948
"1491",9.102842,19.109943,12.259055
"1492",10.733093,19.178173,12.325032
"1493",10.402627,18.770412,12.028155
"1494",9.970163,18.559326,11.892688
"1495",10.573094,15.917582,11.676088
"1496",10.756377,15.033686,10.897156
"1497",11.105284,14.993098,10.546994
"1498",11.110144,15.187394,10.665325
"1499",10.34709,15.209149,10.845643
"1500",13.301584,15.431545,11.01701
"1501",13.883767,14.935391,10.416046
"1502",14.226443,14.125092,9.536278
"1503",13.617664,13.946342,9.503444
"1504",13.999104,14.08708,9.505936
"1505",13.206228,14.199417,9.313609
"1506",12.826568,14.614845,9.812052
"1507",13.475593,15.366335,10.497573
"1508",13.033012,15.923866,11.184185
"1509",12.254345,17.760674,11.804007
"1510",8.842306,16.277655,11.778484
"1511",8.927784,16.478809,11.680728
"1512",8.296078,16.425526,11.618345
"1513",12.897303,14.885635,9.793746
"1514",11.384663,13.825418,8.802994
"1515",3.501282,12.914242,7.895834
"1516",2.75532,12.759668,7.718646
"1517",1.99946,12.81176,7.731502
"1518",2.812706,12.49726,7.602801
"1519",2.55563,12.418497,7.526756
"1520",2.376935,12.204484,7.396078
"1521",1.277449,0,0.914083
"1522",4.925795,0,1.142097
"1523",11.733088,0,1.171881
"1524",9.442135,0,0
"1525",9.10586,0,0.997822
"1526",12.837624,18.147602,12.578192
"1527",10.894182,17.151323,12.277241
