"","values_baccini","value12","Value_3000"
"1528",12.625449,19.662779,12.631615
"1529",13.034993,17.305922,12.994314
"1530",13.081347,17.539204,13.195247
"1531",12.952065,19.698772,13.12708
"1532",12.630028,17.495914,12.964028
"1533",13.123863,17.725128,13.181111
"1534",13.082453,20.338287,13.330843
"1535",12.721849,20.349745,13.320315
"1536",12.516792,20.342579,13.223366
"1537",12.005316,20.097149,12.838198
"1538",11.603311,16.824526,12.196497
"1539",11.811242,19.215906,12.150129
"1540",10.671177,16.855339,12.391799
"1541",10.984902,16.718777,12.358132
"1542",11.454935,19.512348,12.422581
"1543",11.243361,16.859055,12.438725
"1544",11.036331,19.10391,12.111442
"1545",10.56123,16.402622,12.04593
"1546",10.22951,19.92724,12.73997
"1547",10.47168,17.402348,12.909397
"1548",10.119303,17.190073,12.670072
"1549",10.432411,18.816772,11.975118
"1550",10.920649,15.838353,11.585774
"1551",10.8487,15.217313,11.020167
"1552",10.129666,15.839,11.589661
"1553",9.649987,17.242624,12.62128
"1554",10.092364,19.94125,12.982421
"1555",9.817713,19.690453,12.798903
"1556",10.069264,18.821083,12.062711
"1557",10.141298,16.13838,11.900202
"1558",10.746115,17.96652,11.674328
"1559",11.013635,15.022397,10.873461
"1560",11.136521,14.977195,10.512929
"1561",10.086866,15.151798,10.614095
"1562",10.411714,15.339636,10.757285
"1563",13.159052,17.49221,11.110041
"1564",13.735356,15.46164,10.757628
"1565",14.02673,14.563338,9.837317
"1566",13.510975,15.831011,9.626336
"1567",12.476491,14.197155,9.68517
"1568",13.045644,14.422082,9.690177
"1569",13.236841,15.031492,10.211756
"1570",13.100733,15.453672,10.482209
"1571",13.351081,16.077049,11.146643
"1572",13.512115,16.193657,11.293075
"1573",9.527228,16.173309,11.307907
"1574",5.224107,17.751692,11.068615
"1575",3.462794,16.359175,11.496614
"1576",7.835798,15.702609,10.411036
"1577",2.989542,13.613029,8.311835
"1578",2.167594,12.949057,7.668321
"1579",3.130008,12.806708,7.519127
"1580",2.865815,12.873688,7.677787
"1581",2.836974,13.106307,7.853946
"1582",2.089856,12.723859,7.83523
"1583",1.981064,12.428066,7.510234
"1584",0.916968,0,0
"1585",1.416371,0,0.257958
"1586",9.688138,0,3.625736
"1587",10.366891,0,3.327815
"1588",12.499669,0,0
"1589",13.157295,0,1.806699
"1590",10.153776,10.813775,8.575243
"1591",13.86116,15.871858,12.068419
"1592",13.489768,20.314093,13.09801
"1593",13.762156,20.289185,13.252801
"1594",12.656456,20.201773,13.125652
"1595",11.22847,17.439528,12.799052
"1596",12.158893,17.650948,12.988297
"1597",12.230549,17.861317,13.276923
"1598",13.467525,17.954407,13.311649
"1599",13.734936,17.680292,12.96967
"1600",13.07333,19.976068,12.600347
"1601",12.727547,17.04788,12.394917
"1602",12.540226,19.591217,12.330699
"1603",11.611958,17.046309,12.433356
"1604",11.211819,16.756048,12.312023
"1605",11.347384,16.362062,12.083709
"1606",11.100918,18.285524,11.740045
"1607",10.817248,15.582717,11.42354
"1608",10.716564,15.577062,11.402133
"1609",10.453884,15.57841,11.39875
"1610",10.259508,17.986498,11.574311
"1611",9.467733,15.808624,11.559868
"1612",11.167567,17.903614,11.544449
"1613",10.862591,15.308894,10.976285
"1614",10.157728,17.076803,10.597053
"1615",9.099949,15.268834,10.905842
"1616",10.465071,16.254103,11.850854
"1617",10.418691,17.060635,12.484112
"1618",10.216003,18.949755,12.071344
"1619",9.943413,16.363808,12.009489
"1620",10.473467,16.400112,12.082957
"1621",10.397246,16.387615,12.025227
"1622",11.546447,15.458684,11.280828
"1623",11.13811,14.811148,10.432844
"1624",11.062537,14.722448,10.177522
"1625",8.377089,15.240041,10.598949
"1626",12.416067,18.06126,11.100574
"1627",14.124799,17.858572,10.918393
"1628",14.329119,15.090317,10.285984
"1629",13.774014,14.625051,9.980432
"1630",11.865495,14.515444,9.95809
"1631",13.320405,14.565043,10.01902
"1632",13.784134,15.072624,10.504765
"1633",13.080267,15.299434,10.592726
"1634",13.305134,17.560759,10.758085
"1635",11.590694,16.042826,10.751924
"1636",11.834908,16.148861,10.882317
"1637",11.666831,16.002287,10.690268
"1638",11.882642,16.014204,10.665923
"1639",7.667471,15.285641,9.668853
"1640",3.463566,14.074048,8.970695
"1641",2.785257,13.522251,8.358105
"1642",3.244233,13.234955,8.225778
"1643",2.845685,13.638622,8.550965
"1644",1.942816,15.163565,8.269079
"1645",1.907975,12.7054,7.918925
"1646",1.021217,0,0.230219
"1647",6.024242,0,1.842019
"1648",11.515957,12.985823,7.587253
"1649",14.096185,18.904615,12.975034
"1650",13.813952,17.657736,12.238256
"1651",11.603264,10.506322,9.207636
"1652",10.799184,11.640096,10.576263
"1653",13.121326,20.036531,12.592863
"1654",13.714929,17.94445,13.192607
"1655",12.832851,20.301006,12.970728
"1656",10.534363,17.122383,12.444058
"1657",12.434772,17.443861,12.660969
"1658",13.293469,17.848425,13.066234
"1659",13.365394,17.523224,12.728741
"1660",13.151103,16.325359,11.873923
"1661",12.88479,15.992531,11.635423
"1662",13.021339,16.154728,11.76421
"1663",12.830229,16.166714,11.764627
"1664",12.305944,15.369423,10.964113
"1665",11.486137,17.430634,11.030952
"1666",11.280941,17.252684,10.635292
"1667",10.121126,16.972744,10.452856
"1668",9.95169,14.975116,10.787455
"1669",9.532091,15.123901,10.95601
"1670",9.773318,17.003569,10.831166
"1671",10.100013,15.099474,10.767321
"1672",10.586419,15.347851,11.020387
"1673",11.06084,15.332985,10.941934
"1674",9.553692,15.087187,10.505956
"1675",8.702291,17.090443,10.471635
"1676",9.465564,15.115445,10.559221
"1677",10.53579,15.167569,10.712215
"1678",10.542128,15.454,11.13004
"1679",10.338251,15.711104,11.496362
"1680",9.848175,16.199848,11.92532
"1681",10.803543,19.112505,12.202133
"1682",11.973352,19.248814,12.283876
"1683",11.888175,17.837744,11.736664
"1684",11.413024,14.831476,10.393246
"1685",11.19906,14.944302,10.321739
"1686",11.015182,16.98974,10.51765
"1687",11.379585,17.76972,10.848356
"1688",13.184536,16.063614,10.846433
"1689",13.80704,17.438387,10.35655
"1690",13.880052,17.055418,10.079145
"1691",11.660851,14.591389,10.030635
"1692",12.983493,16.79615,10.00489
"1693",13.838438,14.599841,10.013262
"1694",13.453506,15.086411,10.49524
"1695",12.382767,17.450451,10.500766
"1696",10.761547,15.713191,10.279512
"1697",12.149506,15.992917,10.438667
"1698",10.542315,15.935979,10.316196
"1699",11.08478,17.129822,10.086233
"1700",6.188551,16.267563,9.474543
"1701",3.97727,16.296597,9.436459
"1702",2.306132,13.842065,9.137799
"1703",2.082756,15.630077,8.897546
"1704",2.048002,13.738054,8.900751
"1705",1.302725,13.531026,8.55137
"1706",2.310379,0,0
"1707",8.332314,21.298008,10.956792
"1708",12.093752,20.252853,14.189675
"1709",13.014243,23.46085,14.126493
"1710",13.029828,18.591639,13.501678
"1711",7.760491,12.786386,7.844769
"1712",11.018858,13.960736,9.819148
"1713",13.513647,19.744713,12.466139
"1714",12.74039,16.375967,11.880373
"1715",11.887802,15.973592,11.625684
"1716",12.630814,18.123121,11.729259
"1717",13.482054,18.614838,11.992126
"1718",13.549913,16.457668,11.866656
"1719",11.618768,15.866398,11.317751
"1720",11.777385,17.542511,10.742985
"1721",12.64981,17.538481,10.717975
"1722",12.081764,15.143114,10.273551
"1723",12.94418,16.458111,9.753939
"1724",12.69416,16.784758,9.980547
"1725",11.421525,16.951519,10.199773
"1726",10.47532,14.486341,10.279091
"1727",10.945801,17.109182,10.388178
"1728",10.73321,14.697902,10.322942
"1729",9.765192,14.481214,10.1543
"1730",9.936376,14.468529,10.110526
"1731",10.273663,14.838964,10.271099
"1732",10.43627,16.943573,10.412617
"1733",9.679099,15.139158,10.404303
"1734",9.332808,15.101666,10.337566
"1735",9.739779,15.144135,10.476756
"1736",10.76535,15.267342,10.622536
"1737",6.768283,15.496664,10.943175
"1738",9.861974,15.768758,11.395372
"1739",10.504783,16.25869,11.916317
"1740",11.048962,19.192795,12.262781
"1741",11.651426,16.700359,12.298067
"1742",11.890488,16.232704,11.943359
"1743",11.925645,14.965693,10.441916
"1744",11.016039,14.948912,10.28558
"1745",10.688354,15.066824,10.362381
"1746",12.185385,15.5967,10.612761
"1747",10.601024,17.954762,10.624837
"1748",10.623985,15.395249,10.274408
"1749",13.114983,17.461683,10.136072
"1750",11.382119,14.900916,10.078698
"1751",12.671524,16.985455,10.005118
"1752",13.757259,14.845794,10.057621
"1753",12.828133,14.622015,9.995921
"1754",12.680936,14.839713,9.893137
"1755",11.322095,15.469778,10.06993
"1756",10.76925,15.315401,9.561067
"1757",10.882191,15.252197,9.742384
"1758",9.219894,14.468572,9.413409
"1759",7.06326,14.530922,9.536987
"1760",2.38632,16.445372,9.436597
"1761",2.115948,13.843069,9.106473
"1762",1.935739,13.344027,8.750614
"1763",1.793754,13.762285,8.768563
"1764",1.350884,15.645212,8.473056
"1765",0.966829,0,0
"1766",4.581752,26.62941,10.821784
"1767",11.299204,25.554119,14.353279
"1768",12.382253,24.273249,14.412093
"1769",12.599143,22.841373,14.113425
"1770",9.964622,19.170883,12.258933
"1771",9.231221,13.870414,9.217306
"1772",12.501227,14.489082,9.327421
"1773",13.243152,14.325573,9.147182
"1774",12.346183,14.287512,9.319157
"1775",13.496832,14.893541,9.867499
"1776",14.190764,15.38633,10.443836
"1777",13.658768,16.152334,11.495888
"1778",12.872099,15.789816,10.95628
"1779",13.465356,15.620395,10.667533
"1780",12.971937,15.362663,10.292524
"1781",11.211217,15.061537,9.896645
"1782",11.376101,14.86862,9.77521
"1783",12.374863,14.760859,9.799795
"1784",11.105297,14.571675,10.092657
"1785",8.576525,17.09642,10.194493
"1786",10.729406,14.64035,10.191319
"1787",10.926316,14.467828,10.03994
"1788",10.074892,16.70224,9.982553
"1789",9.063775,16.665405,9.896356
"1790",9.660667,14.723933,9.94839
"1791",9.747247,14.992753,10.260799
"1792",6.359198,15.109859,10.332588
"1793",8.061176,15.207219,10.316496
"1794",10.757406,17.187229,10.52281
"1795",9.057822,17.185884,10.663218
"1796",6.889232,15.587745,10.784655
"1797",9.46161,15.684829,11.074395
"1798",9.755411,15.925399,11.583812
"1799",11.433757,16.196705,11.871759
"1800",11.861478,15.66975,11.385915
"1801",11.980865,16.672667,10.298849
"1802",11.061261,16.080523,9.612772
"1803",11.106652,14.40338,9.739057
"1804",10.368132,14.753661,10.023562
"1805",10.703165,15.055863,10.20348
"1806",11.193211,14.993597,9.988948
"1807",11.599875,15.037702,9.953206
"1808",11.625587,15.168271,10.060802
"1809",11.230782,15.145998,10.068671
"1810",9.831946,15.086062,10.059034
"1811",13.448829,17.323572,10.034057
"1812",13.152727,14.820242,10.005265
"1813",13.11871,14.731703,9.9203
"1814",12.3889,14.733111,9.681134
"1815",10.495338,14.677505,9.428649
"1816",11.197927,14.726676,9.403483
"1817",11.189285,14.330521,9.36953
"1818",7.110376,16.670588,9.472653
"1819",5.028925,16.222687,9.315149
"1820",2.81008,13.604265,9.095018
"1821",1.803031,13.382184,8.87746
"1822",2.033701,16.255667,8.785963
"1823",2.949221,0,2.850098
"1824",9.131248,27.736719,13.662779
"1825",10.864449,25.399296,14.410748
"1826",13.804777,24.133371,14.277314
"1827",12.067061,17.21468,12.040379
"1828",10.718862,15.782368,10.808712
"1829",12.52766,15.432305,10.016064
"1830",13.853362,14.741861,9.415273
"1831",13.27367,15.161014,9.849168
"1832",14.256199,15.207018,9.905041
"1833",14.229727,15.260644,9.931199
"1834",13.855908,15.785305,10.866287
"1835",13.576344,15.866839,10.813159
"1836",13.391033,15.653146,10.566184
"1837",12.575846,15.448666,10.187116
"1838",11.282222,15.260825,9.97821
"1839",10.537696,16.838091,9.993954
"1840",11.008459,14.801459,9.67069
"1841",11.46203,16.666302,9.729994
"1842",9.628247,14.458181,9.847474
"1843",11.381259,16.777508,9.777818
"1844",11.492909,16.620619,9.651896
"1845",11.221605,16.637297,9.653526
"1846",11.035112,16.541128,9.59284
"1847",9.208285,14.603448,9.599983
"1848",9.09426,16.691471,9.933651
"1849",10.114792,16.991861,10.163817
"1850",8.367028,15.136245,10.137516
"1851",10.239909,15.447083,10.390928
"1852",10.528868,15.561648,10.548978
"1853",10.919208,17.193241,10.569887
"1854",11.405946,15.727296,10.810116
"1855",10.518092,17.087658,10.539217
"1856",11.654871,14.82189,10.093149
"1857",11.97747,14.237697,9.565739
"1858",11.215092,16.032408,9.320378
"1859",11.463761,16.012671,9.215898
"1860",11.589195,13.806404,9.289928
"1861",13.076092,16.489017,9.416048
"1862",10.766514,16.28776,9.476494
"1863",10.173545,14.441742,9.604925
"1864",10.406664,14.655307,9.686082
"1865",11.231233,14.922841,9.858932
"1866",10.606596,17.401285,9.984394
"1867",7.174881,15.124186,9.985966
"1868",12.584862,14.880759,9.960766
"1869",13.116074,14.688981,9.908127
"1870",12.948449,17.158806,9.800862
"1871",12.697465,14.67382,9.697474
"1872",11.152826,16.684824,9.561972
"1873",12.139744,16.277929,9.187085
"1874",7.25784,13.932926,8.908828
"1875",7.455112,16.205278,9.04766
"1876",4.173671,13.599084,9.255112
"1877",2.71821,16.594719,9.441075
"1878",1.81169,13.636762,9.479986
"1879",2.364369,0,2.834362
"1880",7.542965,27.611998,12.724462
"1881",13.35146,19.95756,13.688163
"1882",13.215187,19.777332,12.712879
"1883",11.286153,18.12513,12.925479
"1884",13.212191,17.264086,12.354357
"1885",14.660061,16.100096,11.05574
"1886",14.357366,16.252449,11.407153
"1887",14.660656,17.770031,10.810731
"1888",14.373398,15.737895,10.352237
"1889",14.109209,15.761599,10.389885
"1890",13.923182,15.444863,10.075609
"1891",14.140293,14.778366,9.733682
"1892",13.679921,14.875035,9.665919
"1893",13.244888,15.265251,9.783929
"1894",12.008964,15.14418,9.718317
"1895",7.964096,16.268917,9.291844
"1896",5.007835,14.252484,9.131772
"1897",7.005666,14.172752,9.153673
"1898",9.006363,14.437779,9.463486
"1899",9.681581,16.508572,9.414381
"1900",9.862729,14.120199,9.213355
"1901",9.021628,14.100303,9.123741
"1902",10.583179,14.378379,9.312349
"1903",10.795607,14.556589,9.592192
"1904",10.546583,16.931196,9.900493
"1905",6.862804,14.798546,9.889252
"1906",7.032336,16.99935,9.914914
"1907",8.975811,16.80838,9.854534
"1908",11.24167,16.760893,9.931116
"1909",11.785707,15.17698,9.990827
"1910",11.745852,14.351999,9.514188
"1911",12.322428,13.931095,9.274234
"1912",12.081492,16.024048,9.137402
"1913",12.035235,13.790363,9.184568
"1914",12.513078,16.372442,9.258937
"1915",10.276407,13.866709,9.24903
"1916",11.020443,14.355566,9.387183
"1917",8.707129,16.631939,9.480021
"1918",8.831348,16.627565,9.579285
"1919",4.825849,14.449455,9.559949
"1920",7.316799,14.46318,9.63256
"1921",8.212718,14.83078,9.898689
"1922",6.494698,17.511059,9.981922
"1923",11.545739,17.384029,9.931584
"1924",12.524762,14.616976,9.808085
"1925",10.841815,14.331185,9.592939
"1926",10.536668,14.114025,9.498474
"1927",9.725113,16.462379,9.442181
"1928",11.696388,13.675501,9.006472
"1929",7.638293,15.82052,8.52706
"1930",4.82502,12.989508,8.428057
"1931",4.109918,15.825075,8.784031
"1932",2.147743,16.552526,9.306888
"1933",1.790993,16.95859,9.485216
"1934",0.911238,0,0
"1935",5.008413,25.000118,9.216682
"1936",11.751958,20.066397,13.535467
"1937",13.408545,19.022156,13.861865
"1938",11.980072,18.985281,13.767558
"1939",13.45272,16.953762,12.214821
"1940",14.657814,16.348448,11.706437
"1941",14.761964,16.562054,11.884259
"1942",14.461091,16.269323,11.276358
"1943",14.806517,18.095449,10.788879
"1944",14.657222,15.444227,9.970095
"1945",14.913013,14.522268,9.375528
"1946",14.431259,17.275515,9.284014
"1947",14.187684,14.282656,9.303103
"1948",13.85632,14.404028,9.326717
"1949",13.018758,14.428302,9.154498
"1950",10.254077,14.192746,8.940332
"1951",5.187728,13.909648,8.687525
"1952",7.186594,13.984704,8.824432
"1953",11.314084,16.457287,9.243322
"1954",11.396373,16.305561,9.108091
"1955",11.082355,13.521833,8.631246
"1956",8.531269,13.458857,8.538025
"1957",10.384746,14.040749,8.9158
"1958",11.13588,16.558319,9.395707
"1959",9.021835,17.275528,9.915733
"1960",7.857549,17.062376,9.823168
"1961",4.886369,14.808349,9.71344
"1962",3.925088,16.813507,9.603781
"1963",10.584795,16.613617,9.458059
"1964",11.326811,16.35076,9.272616
"1965",11.452775,14.050673,9.260142
"1966",12.072541,16.283436,9.221325
"1967",12.096765,13.883348,9.11627
"1968",10.615991,16.26819,9.160163
"1969",10.735169,16.569771,9.26748
"1970",9.33112,13.984597,9.211114
"1971",10.687181,16.563118,9.300723
"1972",9.578142,14.338464,9.444437
"1973",8.404027,16.896692,9.578521
"1974",5.304651,14.747745,9.605403
"1975",3.640621,16.413397,9.512674
"1976",2.713808,14.138221,9.559731
"1977",5.578249,17.007349,9.663365
"1978",9.167651,17.384533,9.761312
"1979",8.894988,14.449353,9.615652
"1980",11.029269,16.577543,9.44132
"1981",7.091924,14.114366,9.488318
"1982",5.347416,13.974694,9.3619
"1983",6.515643,16.031876,8.97043
"1984",4.478275,15.733648,8.412255
"1985",4.953707,15.067801,8.042553
"1986",1.565784,15.368532,8.241808
"1987",2.017417,16.125944,8.833531
"1988",2.764212,18.491314,5.927284
"1989",9.541167,21.306633,11.960218
"1990",11.371758,22.782701,13.644029
"1991",12.145447,17.894726,12.194653
"1992",12.605274,13.30952,8.203486
"1993",14.069698,13.900803,9.045872
"1994",14.890965,16.118193,11.67169
"1995",14.502835,17.009243,12.246165
"1996",14.853121,16.611902,11.601629
"1997",14.375319,18.20475,9.98131
"1998",14.892475,14.727336,9.283011
"1999",14.731617,17.693392,9.26209
"2000",14.010593,17.730091,9.323932
"2001",12.467044,14.914372,9.475946
"2002",10.132187,14.829412,9.417599
"2003",8.969502,16.597109,9.148489
"2004",10.904147,14.120474,8.77416
"2005",11.922827,15.576957,8.629305
"2006",11.368292,16.112459,8.954041
"2007",10.117208,13.490835,8.812995
"2008",9.414561,13.245209,8.426753
"2009",7.129495,15.321193,8.409196
"2010",10.995456,13.693779,8.421144
"2011",12.078622,14.572345,8.635479
"2012",12.099288,15.213707,9.714093
"2013",12.092731,17.290565,9.65998
"2014",5.093187,16.478783,9.139603
"2015",2.764138,16.598169,9.350959
"2016",5.550263,14.223881,9.226636
"2017",10.705649,14.124284,9.175673
"2018",11.87751,14.060534,9.188898
"2019",12.655311,14.005572,9.169141
"2020",12.905258,16.277962,9.085896
"2021",11.614717,13.828262,9.046929
"2022",9.264282,16.304363,9.042912
"2023",10.766984,16.365345,9.100502
"2024",9.258944,13.826021,9.177412
"2025",9.708531,14.010964,9.252848
"2026",8.845449,14.503699,9.361543
"2027",7.675008,16.606653,9.30388
"2028",3.964695,13.870722,9.243896
"2029",3.570701,16.687435,9.35507
"2030",7.054463,14.088776,9.378714
"2031",9.243171,17.04801,9.474238
"2032",9.955577,16.64958,9.377253
"2033",9.526903,16.488642,9.362387
"2034",4.968637,14.099455,9.463305
"2035",4.114692,16.409214,9.283168
"2036",2.163167,15.729614,8.749927
"2037",4.206336,15.295196,8.154517
"2038",2.692676,14.738252,7.774926
"2039",2.42041,12.236967,7.780691
"2040",6.750254,26.578371,11.588799
"2041",8.716035,23.747906,12.716984
"2042",11.432419,15.267506,10.353227
"2043",11.942691,14.362835,9.068098
"2044",14.486126,14.712685,9.40958
"2045",14.485665,15.362958,11.283401
"2046",14.58901,15.851168,11.466199
"2047",14.406513,18.360991,12.918873
"2048",14.290255,22.522896,13.501742
"2049",14.436093,19.054672,10.084988
"2050",14.730602,15.060034,9.260331
"2051",14.322462,15.076575,9.347518
"2052",13.323792,18.116316,9.595837
"2053",10.974461,15.437634,9.749079
"2054",12.666321,15.044557,9.478792
"2055",11.609761,14.470697,9.099493
"2056",10.747703,16.13018,8.89862
"2057",9.131144,16.157301,8.927971
"2058",7.774848,13.510585,8.801245
"2059",9.452662,13.276814,8.522913
"2060",9.02467,13.320838,8.471805
"2061",10.481956,13.441736,8.079417
"2062",11.33945,13.399723,7.563765
"2063",12.333439,16.627224,8.919545
"2064",9.787692,14.678327,9.071951
"2065",8.481176,15.797057,8.530169
"2066",2.993137,14.134823,9.019653
"2067",3.341696,16.414896,9.144111
"2068",6.24853,14.090933,9.169731
"2069",9.004513,14.208615,9.207384
"2070",13.187889,14.049164,9.21244
"2071",13.667875,13.789298,9.061742
"2072",12.196657,13.797763,8.981948
"2073",5.185672,13.30406,8.70988
"2074",8.458812,13.377791,8.75998
"2075",5.132855,16.244362,9.041364
"2076",4.472826,16.213598,9.034648
"2077",7.466487,16.71546,9.113516
"2078",7.637231,13.956301,9.020919
"2079",6.377652,16.341019,8.955206
"2080",7.650655,16.637852,9.158802
"2081",7.536697,16.703512,9.195859
"2082",7.3428,16.44854,9.132157
"2083",9.743797,13.65231,9.199376
"2084",8.741651,13.737972,9.267129
"2085",6.734992,13.678879,9.237415
"2086",5.471821,13.642423,9.0938
"2087",3.029881,15.899126,8.693235
"2088",1.962463,12.597507,8.13726
"2089",1.118227,14.698771,7.684902
"2090",1.406662,0,1.26632
"2091",2.867645,12.2951,4.618989
"2092",10.628273,15.106889,8.888602
"2093",10.128499,22.220306,13.107944
"2094",12.51022,19.242678,13.324494
"2095",13.400854,16.821005,12.134329
"2096",13.740555,15.872567,11.369219
"2097",13.831367,19.41217,13.714032
"2098",13.896119,23.423382,14.286699
"2099",14.272316,24.121754,14.260964
"2100",14.178284,16.940493,10.708685
"2101",14.350985,18.73246,10.01804
"2102",13.888379,15.997348,10.154489
"2103",12.835011,15.794415,10.060545
"2104",12.013212,15.349648,9.764226
"2105",11.211619,17.033207,9.417048
"2106",10.830178,16.378387,9.029466
"2107",7.437881,13.719016,8.898742
"2108",8.21876,13.631436,8.805704
"2109",8.663645,13.401456,8.60326
"2110",6.072583,13.189456,8.255273
"2111",9.32904,13.097217,7.785673
"2112",10.074176,13.175508,7.648622
"2113",9.228716,13.504118,7.983647
"2114",9.053616,13.876474,8.351066
"2115",7.411878,14.134517,8.508055
"2116",4.926292,16.872416,9.16638
"2117",2.841868,14.173847,9.175028
"2118",3.612554,16.42868,9.095
"2119",7.074042,14.355852,9.256385
"2120",11.730316,14.310754,9.220091
"2121",11.837417,14.025953,9.083309
"2122",10.916628,14.003667,9.061268
"2123",8.630171,13.396489,8.703347
"2124",6.128623,13.251427,8.655111
"2125",7.329502,16.181753,8.890224
"2126",7.849796,13.517945,8.86972
"2127",9.286042,16.76692,8.993954
"2128",7.39502,16.952364,9.003201
"2129",4.300652,16.509844,8.84686
"2130",5.795331,16.636301,8.885277
"2131",8.969522,13.538041,8.924272
"2132",9.712911,13.312413,8.894644
"2133",9.094157,16.151934,9.000333
"2134",9.342429,16.39711,9.113553
"2135",7.457272,16.094349,8.903355
"2136",6.165766,13.088117,8.780085
"2137",5.05938,16.03767,8.657593
"2138",2.06047,15.500233,8.23008
"2139",0.975441,12.355426,7.753908
"2140",1.510099,0,0
"2141",7.540018,12.547872,5.329825
"2142",9.480436,23.040707,13.20993
"2143",10.621789,24.178495,12.504485
"2144",12.054083,19.249386,11.70919
"2145",10.029349,17.133772,10.274695
"2146",12.54491,25.785557,13.335321
"2147",13.810054,24.019928,14.408595
"2148",13.331103,24.174028,14.474635
"2149",14.450705,23.675295,14.302544
"2150",13.795993,19.797247,12.153773
"2151",12.783739,18.965498,11.289728
"2152",11.664941,18.570103,11.067662
"2153",10.690615,16.10004,10.823034
"2154",11.361748,18.09746,10.435184
"2155",9.733966,14.666737,9.495577
"2156",4.057115,16.630783,9.093777
"2157",6.035031,16.534603,9.001566
"2158",4.345353,13.68697,8.781831
"2159",2.31548,13.433404,8.394113
"2160",6.410536,13.234398,8.175213
"2161",8.94239,13.08848,7.912859
"2162",8.189693,13.105331,7.879201
"2163",6.933323,13.262551,8.036522
"2164",10.112517,13.830736,8.559319
"2165",8.6548,16.738186,9.139447
"2166",6.951637,16.791397,9.147256
"2167",7.112041,14.492996,9.207797
"2168",8.670956,16.783718,9.360447
"2169",9.466367,14.30295,9.202755
"2170",8.341734,17.090769,9.212076
"2171",9.346434,13.941205,9.003568
"2172",8.118533,13.50826,8.735697
"2173",8.070201,13.46858,8.623399
"2174",8.050834,16.327932,8.815151
"2175",8.983836,16.540522,8.867156
"2176",7.199398,16.780504,8.945972
"2177",4.355178,17.01046,8.991669
"2178",2.995206,13.378911,8.681665
"2179",5.73742,13.356527,8.471905
"2180",9.635335,13.065304,8.381454
"2181",8.891111,12.868388,8.419217
"2182",8.686116,15.764474,8.424858
"2183",6.003553,12.643844,8.263855
"2184",7.333931,15.906021,8.413859
"2185",5.25494,12.988901,8.399328
"2186",3.710662,15.698176,8.332287
"2187",2.253333,15.496871,8.16879
"2188",1.305382,0,0.013534
"2189",7.359691,14.814875,6.160848
"2190",10.083577,16.043827,7.846986
"2191",8.227345,16.427427,8.790825
"2192",6.672939,20.421663,7.830367
"2193",9.314152,18.396805,6.828967
"2194",12.758042,25.205061,14.352888
"2195",12.79557,20.381254,14.530252
"2196",11.927054,19.61146,14.470635
"2197",11.261035,19.126534,13.946065
"2198",10.117111,17.457396,12.639962
"2199",10.007144,16.417282,11.888979
"2200",7.735506,18.640343,11.829973
"2201",4.450992,16.860575,11.72596
"2202",5.327018,18.407421,10.704073
"2203",2.605136,14.788939,9.267917
"2204",1.980682,14.105131,8.9993
"2205",1.593131,16.421923,8.856948
"2206",1.444495,16.447527,8.863117
"2207",2.313963,16.169495,8.702305
"2208",3.10198,13.223211,8.19661
"2209",7.938687,13.260859,8.199924
"2210",7.685916,15.447758,8.28719
"2211",6.822833,15.769806,8.460847
"2212",9.360917,16.554455,9.060644
"2213",9.902232,16.876717,9.248203
"2214",4.872964,14.912814,9.440036
"2215",6.50946,17.229527,9.534824
"2216",6.718075,14.82684,9.449553
"2217",8.304255,17.466711,9.417584
"2218",7.329175,17.037882,9.172986
"2219",5.77958,16.415949,8.724438
"2220",5.252885,13.74589,8.562215
"2221",7.793449,13.731276,8.642241
"2222",7.784342,16.924646,8.868462
"2223",6.32108,17.031368,8.968232
"2224",2.769028,16.970516,8.885944
"2225",1.889876,13.0322,8.356296
"2226",6.430375,13.167175,8.29751
"2227",8.374281,15.983037,8.272172
"2228",8.218658,12.865875,8.369065
"2229",9.069312,12.814482,8.36354
"2230",7.887151,15.355879,8.023359
"2231",5.976682,12.343454,7.890648
"2232",4.391273,12.442312,8.001801
"2233",3.395201,15.478564,8.036603
"2234",1.735825,0,0.802547
"2235",4.302702,0,1.177394
"2236",3.401726,0,3.193398
"2237",1.391027,0,1.988725
"2238",2.083717,0,0.914596
"2239",6.734737,29.754349,10.862875
"2240",11.218837,27.372971,13.515989
"2241",12.950533,24.202309,14.417794
"2242",12.920266,22.116808,14.197581
"2243",12.713737,18.223564,13.259227
"2244",11.35339,16.737516,12.347385
"2245",10.35704,16.908785,12.277432
"2246",7.276379,17.346546,12.345501
"2247",5.512347,17.242344,11.855749
"2248",1.760047,17.567326,9.841379
"2249",1.231413,14.241047,9.06058
"2250",1.182588,14.064728,8.903138
"2251",1.489383,16.53141,8.835764
"2252",1.321986,13.565877,8.513966
"2253",1.247895,13.129797,8.126678
"2254",3.578261,15.591122,8.322043
"2255",4.130243,15.744494,8.386214
"2256",9.259587,15.75808,8.421235
"2257",7.802913,14.286905,9.124433
"2258",4.133602,17.10465,9.473639
"2259",3.667707,14.969238,9.549793
"2260",3.180057,15.221192,9.630703
"2261",6.306362,17.813179,9.633704
"2262",8.019633,18.337391,9.671687
"2263",5.694203,17.776154,9.39394
"2264",3.240997,16.823776,8.779122
"2265",3.93351,16.663595,8.66737
"2266",3.209449,14.2467,8.8059
"2267",6.440819,17.412832,9.053581
