variable,NCLIM,LOWPREC,reduction,approach
GPP,2.28646301012662,1.16900567923234,48.8727491302121,PLS
NPP,0.973584445849714,0.463490987085463,52.3933451215993,PLS
Biomass,11.1034940802903,5.51002176399032,50.3757850983944,PLS
GPP,3.86986601157459,1.88098108840573,51.3941546611744,PFT
NPP,1.47601752759429,0.826026266956251,44.0368253415958,PFT
Biomass,17.7799486818889,10.1859321519178,42.7111273819736,PFT
