ny,nx,lat,lon,approach,clima,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
178,251,-0.75,-54.25,pftnclim,nclim,2.441751,25.316116,2.526913,0.336321,0.284072,0.375278
178,252,-0.75,-53.75,pftnclim,nclim,2.4587,24.763458,2.557272,0.337088,0.275653,0.383057
178,253,-0.75,-53.25,pftnclim,nclim,2.461185,24.712208,2.561095,0.337152,0.274841,0.383849
178,254,-0.75,-52.75,pftnclim,nclim,2.46088,24.716148,2.560782,0.337156,0.274895,0.383797
178,255,-0.75,-52.25,pftnclim,nclim,2.456129,24.817896,2.553374,0.337034,0.276499,0.382237
178,256,-0.75,-51.75,pftnclim,nclim,2.440573,25.32557,2.525573,0.33635,0.284213,0.375108
178,257,-0.75,-51.25,pftnclim,nclim,2.44032,25.328384,2.525332,0.336358,0.284248,0.375072
178,258,-0.75,-50.75,pftnclim,nclim,2.440357,25.321291,2.525419,0.336362,0.284158,0.375142
178,259,-0.75,-50.25,pftnclim,nclim,2.440516,25.316765,2.525573,0.336357,0.284103,0.375188
179,205,-0.25,-77.25,pftnclim,nclim,2.458781,24.763998,2.558558,0.337187,0.275511,0.383251
179,206,-0.25,-76.75,pftnclim,nclim,2.452698,24.851671,2.549691,0.3371,0.27698,0.381715
179,207,-0.25,-76.25,pftnclim,nclim,2.454704,24.80138,2.553008,0.337163,0.276197,0.382464
179,208,-0.25,-75.75,pftnclim,nclim,2.454954,24.816322,2.553344,0.337156,0.276362,0.382365
179,209,-0.25,-75.25,pftnclim,nclim,2.45523,24.838333,2.553717,0.337146,0.27661,0.38221
179,210,-0.25,-74.75,pftnclim,nclim,2.458624,24.79288,2.558527,0.337189,0.275844,0.383017
179,211,-0.25,-74.25,pftnclim,nclim,2.458542,24.79285,2.558432,0.337191,0.275845,0.383011
179,212,-0.25,-73.75,pftnclim,nclim,2.45847,24.785593,2.558331,0.337194,0.275763,0.383064
179,213,-0.25,-73.25,pftnclim,nclim,2.455164,24.833784,2.553632,0.337149,0.276558,0.382242
179,214,-0.25,-72.75,pftnclim,nclim,2.454979,24.821901,2.553401,0.337155,0.276425,0.382324
179,215,-0.25,-72.25,pftnclim,nclim,2.454953,24.820345,2.553361,0.337155,0.276408,0.382333
179,216,-0.25,-71.75,pftnclim,nclim,2.454984,24.821777,2.553378,0.337153,0.276426,0.382321
179,217,-0.25,-71.25,pftnclim,nclim,2.454864,24.821365,2.55324,0.337155,0.276425,0.382315
179,218,-0.25,-70.75,pftnclim,nclim,2.45483,24.824015,2.553205,0.337155,0.276457,0.38229
179,219,-0.25,-70.25,pftnclim,nclim,2.457746,24.763573,2.557468,0.337207,0.27553,0.383185
179,220,-0.25,-69.75,pftnclim,nclim,2.45771,24.765272,2.557427,0.337207,0.275552,0.383168
179,221,-0.25,-69.25,pftnclim,nclim,2.457675,24.767128,2.55739,0.337208,0.275575,0.38315
179,222,-0.25,-68.75,pftnclim,nclim,2.457646,24.769835,2.557358,0.337207,0.275608,0.383125
179,223,-0.25,-68.25,pftnclim,nclim,2.457646,24.770874,2.557355,0.337206,0.27562,0.383116
179,224,-0.25,-67.75,pftnclim,nclim,2.457682,24.77095,2.557396,0.337205,0.275621,0.383118
179,225,-0.25,-67.25,pftnclim,nclim,2.457651,24.76585,2.557357,0.337207,0.275561,0.383158
179,226,-0.25,-66.75,pftnclim,nclim,2.454641,24.82136,2.552967,0.337158,0.276434,0.382294
179,227,-0.25,-66.25,pftnclim,nclim,2.45483,24.813223,2.55319,0.337156,0.276332,0.382379
179,228,-0.25,-65.75,pftnclim,nclim,2.45276,24.85588,2.549825,0.337097,0.277024,0.381693
179,229,-0.25,-65.25,pftnclim,nclim,2.452535,24.85356,2.549552,0.337102,0.277004,0.381692
179,230,-0.25,-64.75,pftnclim,nclim,2.4507,24.89888,2.546464,0.337042,0.277718,0.381005
179,231,-0.25,-64.25,pftnclim,nclim,2.434587,25.365992,2.519047,0.336488,0.284828,0.374347
179,232,-0.25,-63.75,pftnclim,nclim,2.451499,24.877625,2.547494,0.337029,0.277436,0.381262
179,233,-0.25,-63.25,pftnclim,nclim,2.45418,24.807549,2.55169,0.337075,0.276398,0.382242
179,234,-0.25,-62.75,pftnclim,nclim,2.451934,24.869623,2.548054,0.33702,0.277327,0.381371
179,235,-0.25,-62.25,pftnclim,nclim,2.434751,25.360466,2.519252,0.336481,0.28476,0.374407
179,236,-0.25,-61.75,pftnclim,nclim,2.434358,25.364157,2.518767,0.33649,0.284816,0.37434
179,237,-0.25,-61.25,pftnclim,nclim,2.434485,25.360949,2.518908,0.336487,0.284776,0.374376
179,238,-0.25,-60.75,pftnclim,nclim,2.452474,24.828247,2.548864,0.337017,0.27681,0.381787
179,239,-0.25,-60.25,pftnclim,nclim,2.438387,25.244448,2.523699,0.336439,0.283259,0.37571
179,240,-0.25,-59.75,pftnclim,nclim,2.438471,25.247782,2.523779,0.336434,0.283299,0.375686
179,241,-0.25,-59.25,pftnclim,nclim,2.452662,24.810781,2.548831,0.337026,0.276608,0.381919
179,242,-0.25,-58.75,pftnclim,nclim,2.434983,25.34048,2.51952,0.336479,0.284517,0.374593
179,243,-0.25,-58.25,pftnclim,nclim,2.434191,25.346643,2.518569,0.336499,0.284613,0.374474
179,244,-0.25,-57.75,pftnclim,nclim,2.435121,25.330168,2.519735,0.336478,0.284388,0.374698
179,245,-0.25,-57.25,pftnclim,nclim,2.437292,25.300148,2.522464,0.336423,0.283965,0.375149
179,246,-0.25,-56.75,pftnclim,nclim,2.455447,24.775457,2.553295,0.33704,0.275982,0.382627
179,247,-0.25,-56.25,pftnclim,nclim,2.461351,24.720594,2.561551,0.337139,0.274923,0.383825
179,248,-0.25,-55.75,pftnclim,nclim,2.461983,24.70641,2.56196,0.337135,0.274753,0.383954
179,249,-0.25,-55.25,pftnclim,nclim,2.441945,25.309519,2.527118,0.336315,0.283991,0.375345
179,250,-0.25,-54.75,pftnclim,nclim,2.45684,24.80902,2.554165,0.33702,0.276376,0.382364
179,251,-0.25,-54.25,pftnclim,nclim,2.461431,24.707542,2.561398,0.337148,0.274777,0.383911
179,252,-0.25,-53.75,pftnclim,nclim,2.461179,24.721468,2.561159,0.337149,0.274947,0.38378
179,253,-0.25,-53.25,pftnclim,nclim,2.461027,24.724527,2.560974,0.337151,0.274988,0.383741
179,254,-0.25,-52.75,pftnclim,nclim,2.460809,24.718376,2.56072,0.337157,0.274922,0.383775
179,255,-0.25,-52.25,pftnclim,nclim,2.457964,24.774841,2.556526,0.337101,0.275803,0.382916
179,256,-0.25,-51.75,pftnclim,nclim,2.440225,25.328733,2.525235,0.336357,0.284256,0.375063
179,257,-0.25,-51.25,pftnclim,nclim,2.440096,25.327137,2.525096,0.336362,0.284239,0.375068
179,258,-0.25,-50.75,pftnclim,nclim,2.440248,25.31886,2.525297,0.336362,0.284134,0.375153
179,259,-0.25,-50.25,pftnclim,nclim,2.439562,25.326122,2.524567,0.336378,0.284234,0.375046
179,260,-0.25,-49.75,pftnclim,nclim,2.439378,25.320522,2.524376,0.336383,0.284171,0.375082
180,204,0.25,-77.75,pftnclim,nclim,2.471735,24.577147,2.573474,0.336963,0.272918,0.385859
180,205,0.25,-77.25,pftnclim,nclim,2.451344,24.89,2.547074,0.33703,0.277603,0.381114
180,206,0.25,-76.75,pftnclim,nclim,2.454778,24.81155,2.553102,0.337158,0.276315,0.382385
180,207,0.25,-76.25,pftnclim,nclim,2.454861,24.821144,2.553244,0.337156,0.276422,0.382317
180,208,0.25,-75.75,pftnclim,nclim,2.455051,24.833115,2.553499,0.33715,0.276555,0.382237
180,209,0.25,-75.25,pftnclim,nclim,2.458275,24.785702,2.558138,0.337194,0.27577,0.383051
180,210,0.25,-74.75,pftnclim,nclim,2.458274,24.794151,2.558156,0.337194,0.275868,0.382983
180,211,0.25,-74.25,pftnclim,nclim,2.458164,24.79271,2.558022,0.337197,0.275854,0.382985
180,212,0.25,-73.75,pftnclim,nclim,2.458202,24.786205,2.55805,0.337197,0.275778,0.383041
180,213,0.25,-73.25,pftnclim,nclim,2.454939,24.830477,2.553384,0.337154,0.276525,0.382253
180,214,0.25,-72.75,pftnclim,nclim,2.454926,24.821928,2.553344,0.337156,0.276426,0.38232
180,215,0.25,-72.25,pftnclim,nclim,2.454871,24.819344,2.553275,0.337157,0.276398,0.382336
180,216,0.25,-71.75,pftnclim,nclim,2.454544,24.818893,2.552892,0.337163,0.276404,0.382313
180,217,0.25,-71.25,pftnclim,nclim,2.454504,24.819658,2.552838,0.337163,0.276415,0.382302
180,218,0.25,-70.75,pftnclim,nclim,2.457585,24.759274,2.557284,0.337212,0.275484,0.383209
180,219,0.25,-70.25,pftnclim,nclim,2.457648,24.761076,2.557351,0.33721,0.275504,0.383198
180,220,0.25,-69.75,pftnclim,nclim,2.45763,24.761753,2.557331,0.33721,0.275513,0.383191
180,221,0.25,-69.25,pftnclim,nclim,2.457626,24.76161,2.557322,0.33721,0.275512,0.383191
180,222,0.25,-68.75,pftnclim,nclim,2.457616,24.761816,2.557306,0.33721,0.275515,0.383188
180,223,0.25,-68.25,pftnclim,nclim,2.457603,24.760397,2.557285,0.33721,0.275499,0.383198
180,224,0.25,-67.75,pftnclim,nclim,2.457492,24.758282,2.557163,0.337212,0.275477,0.383207
180,225,0.25,-67.25,pftnclim,nclim,2.454558,24.818968,2.552863,0.33716,0.276409,0.382306
180,226,0.25,-66.75,pftnclim,nclim,2.454543,24.814972,2.552852,0.337162,0.276362,0.38234
180,227,0.25,-66.25,pftnclim,nclim,2.452668,24.86124,2.549737,0.337098,0.277089,0.381643
180,228,0.25,-65.75,pftnclim,nclim,2.452607,24.857239,2.549669,0.337101,0.277043,0.381672
180,229,0.25,-65.25,pftnclim,nclim,2.452348,24.853065,2.549358,0.337107,0.277002,0.381685
180,230,0.25,-64.75,pftnclim,nclim,2.452285,24.850685,2.549285,0.337109,0.276976,0.3817
180,231,0.25,-64.25,pftnclim,nclim,2.434364,25.366543,2.51883,0.336495,0.284836,0.37433
180,232,0.25,-63.75,pftnclim,nclim,2.435037,25.354904,2.519685,0.336479,0.284677,0.374491
180,233,0.25,-63.25,pftnclim,nclim,2.435244,25.35114,2.519957,0.336474,0.284625,0.374543
180,234,0.25,-62.75,pftnclim,nclim,2.434343,25.3637,2.518806,0.336493,0.284805,0.374352
180,235,0.25,-62.25,pftnclim,nclim,2.434215,25.365059,2.51864,0.336495,0.284827,0.374327
180,236,0.25,-61.75,pftnclim,nclim,2.434264,25.363335,2.518704,0.336494,0.284805,0.374347
180,237,0.25,-61.25,pftnclim,nclim,2.434387,25.363728,2.51883,0.33649,0.284808,0.37435
180,238,0.25,-60.75,pftnclim,nclim,2.434921,25.361818,2.519415,0.336476,0.284773,0.374404
180,239,0.25,-60.25,pftnclim,nclim,2.437474,25.31213,2.522668,0.336417,0.284102,0.375062
180,240,0.25,-59.75,pftnclim,nclim,2.436302,25.333918,2.521177,0.336445,0.284397,0.374769
180,241,0.25,-59.25,pftnclim,nclim,2.43488,25.350851,2.519389,0.336479,0.284644,0.374496
180,242,0.25,-58.75,pftnclim,nclim,2.434462,25.347462,2.518941,0.336491,0.284612,0.374496
180,243,0.25,-58.25,pftnclim,nclim,2.434911,25.339785,2.519514,0.336481,0.284506,0.374603
180,244,0.25,-57.75,pftnclim,nclim,2.435408,25.330841,2.520115,0.33647,0.284386,0.374721
180,245,0.25,-57.25,pftnclim,nclim,2.436322,25.309444,2.521283,0.336449,0.284102,0.374987
180,246,0.25,-56.75,pftnclim,nclim,2.43796,25.286636,2.523343,0.336406,0.283782,0.375329
180,247,0.25,-56.25,pftnclim,nclim,2.455468,24.77068,2.553336,0.337041,0.275924,0.382672
180,248,0.25,-55.75,pftnclim,nclim,2.459486,24.821295,2.558387,0.337052,0.276304,0.382659
180,249,0.25,-55.25,pftnclim,nclim,2.459737,24.804546,2.558638,0.337054,0.276099,0.382816
180,250,0.25,-54.75,pftnclim,nclim,2.461563,24.723425,2.56163,0.33714,0.274957,0.383798
180,251,0.25,-54.25,pftnclim,nclim,2.461117,24.715885,2.561132,0.337151,0.27488,0.383828
180,252,0.25,-53.75,pftnclim,nclim,2.46081,24.717323,2.560807,0.337157,0.274904,0.383795
180,253,0.25,-53.25,pftnclim,nclim,2.460811,24.724041,2.56077,0.337155,0.274986,0.383733
180,254,0.25,-52.75,pftnclim,nclim,2.460781,24.72018,2.560712,0.337157,0.274943,0.38376
180,255,0.25,-52.25,pftnclim,nclim,2.460896,24.717382,2.56084,0.337156,0.274906,0.383793
180,256,0.25,-51.75,pftnclim,nclim,2.455715,24.819202,2.55296,0.337043,0.276522,0.382201
180,257,0.25,-51.25,pftnclim,nclim,2.439498,25.330257,2.524522,0.336376,0.284284,0.37501
180,258,0.25,-50.75,pftnclim,nclim,2.453767,24.866802,2.5498,0.336983,0.277263,0.381493
180,259,0.25,-50.25,pftnclim,nclim,2.45516,24.817732,2.552416,0.337055,0.276515,0.382182
180,260,0.25,-49.75,pftnclim,nclim,2.43928,25.320675,2.524208,0.336383,0.284182,0.375064
180,261,0.25,-49.25,pftnclim,nclim,2.439419,25.30904,2.524262,0.336382,0.284047,0.375159
180,262,0.25,-48.75,pftnclim,nclim,2.439828,25.304184,2.524641,0.336372,0.283986,0.375219
180,263,0.25,-48.25,pftnclim,nclim,2.440006,25.302816,2.524813,0.336367,0.283968,0.37524
181,203,0.75,-78.25,pftnclim,nclim,2.674702,22.465584,2.793296,0.328861,0.245795,0.416533
181,204,0.75,-77.75,pftnclim,nclim,2.437726,25.248543,2.521826,0.336426,0.283418,0.375466
181,205,0.75,-77.25,pftnclim,nclim,2.435261,25.354647,2.519663,0.336473,0.284686,0.374473
181,206,0.75,-76.75,pftnclim,nclim,2.454759,24.810963,2.55308,0.337159,0.276309,0.382388
181,207,0.75,-76.25,pftnclim,nclim,2.45498,24.832056,2.553397,0.33715,0.276547,0.382237
181,208,0.75,-75.75,pftnclim,nclim,2.458249,24.78319,2.558097,0.337194,0.275743,0.383068
181,209,0.75,-75.25,pftnclim,nclim,2.458065,24.788906,2.55792,0.337197,0.275814,0.38301
181,210,0.75,-74.75,pftnclim,nclim,2.457962,24.792606,2.557808,0.337198,0.27586,0.382971
181,211,0.75,-74.25,pftnclim,nclim,2.457929,24.79141,2.557763,0.3372,0.275846,0.382978
181,212,0.75,-73.75,pftnclim,nclim,2.457876,24.778975,2.557688,0.337204,0.275702,0.383077
181,213,0.75,-73.25,pftnclim,nclim,2.454852,24.831009,2.553293,0.337156,0.276533,0.382243
181,214,0.75,-72.75,pftnclim,nclim,2.454742,24.819742,2.553145,0.33716,0.276405,0.382325
181,215,0.75,-72.25,pftnclim,nclim,2.454688,24.817007,2.553071,0.337161,0.276376,0.382342
181,216,0.75,-71.75,pftnclim,nclim,2.45733,24.756844,2.557007,0.337218,0.275462,0.383211
181,217,0.75,-71.25,pftnclim,nclim,2.457297,24.75607,2.556959,0.337218,0.275455,0.383214
181,218,0.75,-70.75,pftnclim,nclim,2.457488,24.758417,2.55716,0.337214,0.275478,0.383207
181,219,0.75,-70.25,pftnclim,nclim,2.45754,24.758118,2.557216,0.337212,0.275473,0.383213
181,220,0.75,-69.75,pftnclim,nclim,2.457503,24.757202,2.557175,0.337213,0.275464,0.383217
181,221,0.75,-69.25,pftnclim,nclim,2.457516,24.7572,2.557184,0.337213,0.275464,0.383218
181,222,0.75,-68.75,pftnclim,nclim,2.457521,24.75557,2.557182,0.337213,0.275445,0.383231
181,223,0.75,-68.25,pftnclim,nclim,2.454642,24.816628,2.552947,0.33716,0.276379,0.382331
181,224,0.75,-67.75,pftnclim,nclim,2.454511,24.812965,2.552799,0.337163,0.27634,0.382352
181,225,0.75,-67.25,pftnclim,nclim,2.454488,24.811087,2.552769,0.337164,0.276319,0.382366
181,226,0.75,-66.75,pftnclim,nclim,2.45454,24.810883,2.552842,0.337163,0.276314,0.382373
181,227,0.75,-66.25,pftnclim,nclim,2.452639,24.859615,2.549701,0.3371,0.27707,0.381654
181,228,0.75,-65.75,pftnclim,nclim,2.452557,24.858418,2.549613,0.337102,0.277058,0.381658
181,229,0.75,-65.25,pftnclim,nclim,2.45233,24.85695,2.549351,0.337107,0.277047,0.381652
181,230,0.75,-64.75,pftnclim,nclim,2.452289,24.854097,2.549299,0.337108,0.277015,0.381672
181,231,0.75,-64.25,pftnclim,nclim,2.45062,24.89841,2.546426,0.337046,0.27771,0.381011
181,232,0.75,-63.75,pftnclim,nclim,2.450816,24.892172,2.546677,0.337043,0.277629,0.381082
181,233,0.75,-63.25,pftnclim,nclim,2.434428,25.363062,2.518938,0.336494,0.284792,0.374369
181,234,0.75,-62.75,pftnclim,nclim,2.434118,25.366764,2.518552,0.3365,0.284846,0.374309
181,235,0.75,-62.25,pftnclim,nclim,2.434213,25.364727,2.518667,0.336497,0.28482,0.374334
181,236,0.75,-61.75,pftnclim,nclim,2.434398,25.360735,2.518904,0.336493,0.284767,0.374385
181,237,0.75,-61.25,pftnclim,nclim,2.434458,25.363113,2.518938,0.336489,0.284796,0.374365
181,238,0.75,-60.75,pftnclim,nclim,2.434648,25.364725,2.519111,0.336484,0.284813,0.37436
181,239,0.75,-60.25,pftnclim,nclim,2.434676,25.36205,2.51915,0.336483,0.284781,0.374386
181,240,0.75,-59.75,pftnclim,nclim,2.43548,25.34893,2.520188,0.336464,0.284599,0.374573
181,241,0.75,-59.25,pftnclim,nclim,2.437189,25.319685,2.5224,0.33642,0.284196,0.374983
181,242,0.75,-58.75,pftnclim,nclim,2.454854,24.792116,2.552568,0.33705,0.276198,0.382435
181,243,0.75,-58.25,pftnclim,nclim,2.437139,25.317562,2.522356,0.336422,0.284171,0.374999
181,244,0.75,-57.75,pftnclim,nclim,2.436391,25.31787,2.521401,0.336445,0.284198,0.374927
181,245,0.75,-57.25,pftnclim,nclim,2.436948,25.305983,2.522096,0.336431,0.284041,0.375077
181,246,0.75,-56.75,pftnclim,nclim,2.453373,24.824066,2.549926,0.336984,0.276742,0.381893
181,247,0.75,-56.25,pftnclim,nclim,2.461389,24.735275,2.561588,0.337134,0.275096,0.383703
181,248,0.75,-55.75,pftnclim,nclim,2.459651,24.82285,2.558445,0.33705,0.276326,0.382642
181,249,0.75,-55.25,pftnclim,nclim,2.458389,24.876686,2.556201,0.33697,0.277114,0.381952
181,250,0.75,-54.75,pftnclim,nclim,2.457892,24.865234,2.555691,0.336986,0.276988,0.382018
181,251,0.75,-54.25,pftnclim,nclim,2.461338,24.723001,2.561413,0.337145,0.274956,0.383789
181,252,0.75,-53.75,pftnclim,nclim,2.460828,24.710396,2.560834,0.337159,0.27482,0.383856
181,253,0.75,-53.25,pftnclim,nclim,2.461054,24.705765,2.561039,0.337157,0.274762,0.383906
181,254,0.75,-52.75,pftnclim,nclim,2.461145,24.711708,2.561119,0.337153,0.274831,0.38386
181,255,0.75,-52.25,pftnclim,nclim,2.460675,24.72295,2.560675,0.337159,0.274973,0.38374
181,256,0.75,-51.75,pftnclim,nclim,2.460209,24.711443,2.560138,0.337171,0.274851,0.383799
181,257,0.75,-51.25,pftnclim,nclim,2.457502,24.774565,2.556084,0.337109,0.275808,0.382893
181,258,0.75,-50.75,pftnclim,nclim,2.436052,25.292519,2.521113,0.336469,0.283895,0.37513
181,259,0.75,-50.25,pftnclim,nclim,2.452244,24.826635,2.548583,0.337018,0.276802,0.381779
181,260,0.75,-49.75,pftnclim,nclim,2.455269,24.816978,2.552533,0.337052,0.276504,0.382196
181,261,0.75,-49.25,pftnclim,nclim,2.43955,25.30939,2.524451,0.33638,0.284045,0.375172
181,262,0.75,-48.75,pftnclim,nclim,2.43988,25.305851,2.524785,0.336372,0.283998,0.375221
181,263,0.75,-48.25,pftnclim,nclim,2.439501,25.308634,2.524423,0.336381,0.284035,0.375178
181,264,0.75,-47.75,pftnclim,nclim,2.439581,25.302721,2.524443,0.33638,0.283968,0.375224
181,265,0.75,-47.25,pftnclim,nclim,2.439704,25.288471,2.52452,0.33638,0.283801,0.375345
181,266,0.75,-46.75,pftnclim,nclim,2.439702,25.270702,2.524494,0.336386,0.283592,0.375492
182,203,1.25,-78.25,pftnclim,nclim,2.441295,24.993874,2.524531,0.33637,0.280423,0.377692
182,204,1.25,-77.75,pftnclim,nclim,2.435992,25.313366,2.52026,0.33646,0.284198,0.374844
182,205,1.25,-77.25,pftnclim,nclim,2.435092,25.35036,2.519473,0.336479,0.28464,0.374497
182,206,1.25,-76.75,pftnclim,nclim,2.454705,24.808966,2.553004,0.33716,0.276288,0.382399
182,207,1.25,-76.25,pftnclim,nclim,2.458021,24.775642,2.557812,0.337199,0.275663,0.38311
182,208,1.25,-75.75,pftnclim,nclim,2.458077,24.784025,2.557909,0.337197,0.275758,0.383048
182,209,1.25,-75.25,pftnclim,nclim,2.458048,24.791948,2.557895,0.337196,0.275851,0.382982
182,210,1.25,-74.75,pftnclim,nclim,2.457894,24.790607,2.557725,0.3372,0.275839,0.382982
182,211,1.25,-74.25,pftnclim,nclim,2.45785,24.786873,2.557664,0.337202,0.275796,0.383008
182,212,1.25,-73.75,pftnclim,nclim,2.457773,24.778473,2.557566,0.337206,0.2757,0.383072
182,213,1.25,-73.25,pftnclim,nclim,2.457631,24.765827,2.55739,0.337211,0.275556,0.383165
182,214,1.25,-72.75,pftnclim,nclim,2.454571,24.81734,2.552937,0.337163,0.276383,0.38233
182,215,1.25,-72.25,pftnclim,nclim,2.454573,24.814795,2.552927,0.337163,0.276354,0.38235
182,216,1.25,-71.75,pftnclim,nclim,2.454457,24.815275,2.552778,0.337165,0.276365,0.382334
182,217,1.25,-71.25,pftnclim,nclim,2.457291,24.753399,2.556946,0.337219,0.275424,0.383235
182,218,1.25,-70.75,pftnclim,nclim,2.457304,24.753378,2.556956,0.337218,0.275424,0.383235
182,219,1.25,-70.25,pftnclim,nclim,2.454448,24.814207,2.552743,0.337165,0.276355,0.382339
182,220,1.25,-69.75,pftnclim,nclim,2.454541,24.814617,2.55284,0.337163,0.276358,0.382342
182,221,1.25,-69.25,pftnclim,nclim,2.454571,24.814846,2.552866,0.337162,0.27636,0.382341
182,222,1.25,-68.75,pftnclim,nclim,2.454563,24.812346,2.552853,0.337162,0.276331,0.382361
182,223,1.25,-68.25,pftnclim,nclim,2.454585,24.812271,2.552872,0.337162,0.27633,0.382362
182,224,1.25,-67.75,pftnclim,nclim,2.454484,24.80818,2.55276,0.337165,0.276285,0.382389
182,225,1.25,-67.25,pftnclim,nclim,2.454484,24.8068,2.552758,0.337165,0.276269,0.3824
182,226,1.25,-66.75,pftnclim,nclim,2.454499,24.80708,2.552783,0.337164,0.276271,0.3824
182,227,1.25,-66.25,pftnclim,nclim,2.454489,24.805702,2.552783,0.337165,0.276254,0.382413
182,228,1.25,-65.75,pftnclim,nclim,2.452318,24.857155,2.549324,0.337107,0.277051,0.381648
182,229,1.25,-65.25,pftnclim,nclim,2.452237,24.855366,2.549235,0.337109,0.277032,0.381657
182,230,1.25,-64.75,pftnclim,nclim,2.452154,24.853168,2.549136,0.337111,0.277009,0.381669
182,231,1.25,-64.25,pftnclim,nclim,2.452239,24.846352,2.549243,0.337111,0.276925,0.381734
182,232,1.25,-63.75,pftnclim,nclim,2.450595,24.89211,2.546409,0.337048,0.277635,0.381063
182,233,1.25,-63.25,pftnclim,nclim,2.434134,25.366316,2.518583,0.336501,0.284839,0.374316
182,234,1.25,-62.75,pftnclim,nclim,2.434002,25.36692,2.518425,0.336504,0.28485,0.3743
182,235,1.25,-62.25,pftnclim,nclim,2.434129,25.363813,2.518587,0.3365,0.284809,0.374338
182,236,1.25,-61.75,pftnclim,nclim,2.434399,25.35956,2.518927,0.336493,0.284751,0.374398
182,237,1.25,-61.25,pftnclim,nclim,2.434393,25.361736,2.518888,0.336492,0.284779,0.374375
182,238,1.25,-60.75,pftnclim,nclim,2.434435,25.359447,2.5189,0.336491,0.284754,0.374393
182,239,1.25,-60.25,pftnclim,nclim,2.435564,25.343386,2.520329,0.336463,0.284528,0.374632
182,240,1.25,-59.75,pftnclim,nclim,2.455371,24.785614,2.553205,0.337039,0.276105,0.382535
182,241,1.25,-59.25,pftnclim,nclim,2.460869,24.698673,2.561239,0.337149,0.274665,0.384001
182,242,1.25,-58.75,pftnclim,nclim,2.461483,24.717827,2.561686,0.337136,0.274887,0.383856
182,243,1.25,-58.25,pftnclim,nclim,2.46095,24.710358,2.561218,0.337147,0.274807,0.383895
182,244,1.25,-57.75,pftnclim,nclim,2.457049,24.74593,2.556101,0.337111,0.275457,0.383165
182,245,1.25,-57.25,pftnclim,nclim,2.456951,24.73422,2.555989,0.337116,0.275321,0.383255
182,246,1.25,-56.75,pftnclim,nclim,2.460667,24.700178,2.561041,0.337151,0.274687,0.383977
182,247,1.25,-56.25,pftnclim,nclim,2.461851,24.742998,2.561917,0.337125,0.275185,0.383649
182,248,1.25,-55.75,pftnclim,nclim,2.462182,24.72955,2.562176,0.337124,0.275023,0.383773
182,249,1.25,-55.25,pftnclim,nclim,2.460015,24.808912,2.558926,0.337047,0.276145,0.382797
182,250,1.25,-54.75,pftnclim,nclim,2.458391,24.869253,2.556231,0.336974,0.277023,0.382019
182,251,1.25,-54.25,pftnclim,nclim,2.462544,24.70156,2.562622,0.337129,0.274676,0.384043
182,252,1.25,-53.75,pftnclim,nclim,2.457113,24.789663,2.55452,0.337023,0.276133,0.382556
182,253,1.25,-53.25,pftnclim,nclim,2.457097,24.782806,2.554523,0.337026,0.276051,0.382615
182,254,1.25,-52.75,pftnclim,nclim,2.45668,24.796776,2.554096,0.337031,0.276225,0.382471
182,255,1.25,-52.25,pftnclim,nclim,2.46032,24.705866,2.560308,0.337171,0.274778,0.383861
182,256,1.25,-51.75,pftnclim,nclim,2.459934,24.713919,2.559935,0.337175,0.274881,0.383771
182,257,1.25,-51.25,pftnclim,nclim,2.460488,24.730942,2.560543,0.337158,0.275069,0.383668
182,258,1.25,-50.75,pftnclim,nclim,2.45974,24.69346,2.560024,0.337175,0.27463,0.383967
182,259,1.25,-50.25,pftnclim,nclim,2.434447,25.304588,2.519051,0.336512,0.28409,0.374876
182,260,1.25,-49.75,pftnclim,nclim,2.457024,24.771975,2.555694,0.337119,0.275782,0.382897
182,261,1.25,-49.25,pftnclim,nclim,2.439664,25.326502,2.52469,0.33637,0.284239,0.37505
182,262,1.25,-48.75,pftnclim,nclim,2.457906,24.761723,2.556489,0.337104,0.275648,0.383025
182,263,1.25,-48.25,pftnclim,nclim,2.46015,24.713978,2.560152,0.337169,0.274878,0.383784
182,264,1.25,-47.75,pftnclim,nclim,2.455888,24.812666,2.553185,0.337041,0.276438,0.382274
182,265,1.25,-47.25,pftnclim,nclim,2.439915,25.295908,2.524875,0.336375,0.283874,0.375315
182,266,1.25,-46.75,pftnclim,nclim,2.439983,25.277287,2.524837,0.336378,0.28366,0.375461
182,267,1.25,-46.25,pftnclim,nclim,2.440359,25.26442,2.52518,0.336371,0.283504,0.375587
182,268,1.25,-45.75,pftnclim,nclim,2.440308,25.25891,2.525072,0.336371,0.283446,0.375622
183,203,1.75,-78.25,pftnclim,nclim,2.441651,24.956774,2.524771,0.336368,0.279988,0.378009
183,204,1.75,-77.75,pftnclim,nclim,2.43581,25.313759,2.520092,0.336466,0.284204,0.374832
183,205,1.75,-77.25,pftnclim,nclim,2.43509,25.348948,2.519484,0.33648,0.284622,0.374511
183,206,1.75,-76.75,pftnclim,nclim,2.454659,24.81214,2.552958,0.33716,0.276326,0.382369
183,207,1.75,-76.25,pftnclim,nclim,2.457872,24.779222,2.557647,0.337201,0.27571,0.383068
183,208,1.75,-75.75,pftnclim,nclim,2.457939,24.78521,2.557748,0.337198,0.275777,0.383026
