ny,nx,lat,lon,approach,clima,area_m2,gpp,ra,npp,rc,et,cue,cmass,cleaf,cfroot,cawood,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
180,257,0.25,-51.25,pftnclim,nclim,3091038700,3.733296,2.848108,1.403478,87.34077,4.560021,0.294893,13.113379,1.086154,1.238204,10.789021,2.439498,25.330257,2.524522,0.336376,0.284284,0.37501
180,258,0.25,-50.75,pftnclim,nclim,3091038700,3.880163,2.90846,1.407677,92.423546,4.610727,0.293159,12.95001,1.099933,1.279091,10.570987,2.453767,24.866802,2.5498,0.336983,0.277263,0.381493
180,259,0.25,-50.25,pftnclim,nclim,3091038700,4.080773,2.974736,1.441872,95.15265,4.634346,0.295237,13.353259,1.13201,1.319148,10.902102,2.45516,24.817732,2.552416,0.337055,0.276515,0.382182
180,260,0.25,-49.75,pftnclim,nclim,3091038700,3.924869,2.989646,1.475911,92.580284,4.762774,0.295376,13.651856,1.142927,1.302935,11.205994,2.43928,25.320675,2.524208,0.336383,0.284182,0.375064
180,261,0.25,-49.25,pftnclim,nclim,3091038700,3.873052,3.028944,1.494552,86.81226,4.883878,0.292837,13.624186,1.154141,1.316341,11.153703,2.439419,25.30904,2.524262,0.336382,0.284047,0.375159
180,262,0.25,-48.75,pftnclim,nclim,3091038700,3.769605,3.003207,1.483211,91.503334,4.96637,0.29088,13.383668,1.138551,1.299636,10.945481,2.439828,25.304184,2.524641,0.336372,0.283986,0.375219
180,263,0.25,-48.25,pftnclim,nclim,3091038700,3.733212,2.990744,1.479944,94.04659,5.022577,0.290179,13.308567,1.133136,1.293924,10.881508,2.440006,25.302816,2.524813,0.336367,0.283968,0.37524
181,203,0.75,-78.25,pftnclim,nclim,3090803200,3.749132,2.59486,1.799295,50.94939,4.46765,0.338476,10.295996,1.496157,1.960333,6.839506,2.674702,22.465584,2.793296,0.328861,0.245795,0.416533
181,204,0.75,-77.75,pftnclim,nclim,3090803200,5.768963,3.563305,2.205659,73.18718,4.706886,0.369924,19.41924,1.773139,2.013642,15.63246,2.437726,25.248543,2.521826,0.336426,0.283418,0.375466
181,205,0.75,-77.25,pftnclim,nclim,3090803200,5.157709,3.364969,1.79274,95.16834,4.60542,0.336473,17.05101,1.436911,1.623475,13.990624,2.435261,25.354647,2.519663,0.336473,0.284686,0.374473
181,206,0.75,-76.75,pftnclim,nclim,3090803200,4.748053,3.141631,1.606421,87.94116,4.183234,0.326841,15.491568,1.294687,1.501599,12.695281,2.454759,24.810963,2.55308,0.337159,0.276309,0.382388
181,207,0.75,-76.25,pftnclim,nclim,3090803200,4.560189,3.024832,1.535358,79.44807,3.961847,0.325102,15.103789,1.236611,1.434339,12.432839,2.45498,24.832056,2.553397,0.33715,0.276547,0.382237
181,208,0.75,-75.75,pftnclim,nclim,3090803200,4.412139,2.927547,1.484592,74.831436,3.819318,0.323093,14.786431,1.188136,1.387307,12.210988,2.458249,24.78319,2.558097,0.337194,0.275743,0.383068
181,209,0.75,-75.25,pftnclim,nclim,3090803200,4.274714,2.857709,1.417005,77.100746,3.746914,0.318428,14.268793,1.14193,1.332905,11.793959,2.458065,24.788906,2.55792,0.337197,0.275814,0.38301
181,210,0.75,-74.75,pftnclim,nclim,3090803200,4.222735,2.833676,1.389059,80.41109,3.706662,0.315635,14.147831,1.129748,1.318435,11.699648,2.457962,24.792606,2.557808,0.337198,0.27586,0.382971
181,211,0.75,-74.25,pftnclim,nclim,3090803200,4.237273,2.843169,1.394103,80.715996,3.708889,0.314962,14.223504,1.137242,1.327095,11.759167,2.457929,24.79141,2.557763,0.3372,0.275846,0.382978
181,212,0.75,-73.75,pftnclim,nclim,3090803200,4.33501,2.895622,1.439388,78.637276,3.798831,0.317478,14.391227,1.162811,1.35684,11.871576,2.457876,24.778975,2.557688,0.337204,0.275702,0.383077
181,213,0.75,-73.25,pftnclim,nclim,3090803200,4.45353,2.96443,1.4891,77.08301,3.880507,0.321416,14.722279,1.20463,1.396824,12.120825,2.454852,24.831009,2.553293,0.337156,0.276533,0.382243
181,214,0.75,-72.75,pftnclim,nclim,3090803200,4.537877,3.018261,1.519616,74.94985,3.956416,0.322054,14.849605,1.227966,1.423802,12.197837,2.454742,24.819742,2.553145,0.33716,0.276405,0.382325
181,215,0.75,-72.25,pftnclim,nclim,3090803200,4.575187,3.04253,1.532657,73.2192,3.987975,0.32238,14.912508,1.237123,1.434403,12.240981,2.454688,24.817007,2.553071,0.337161,0.276376,0.382342
181,216,0.75,-71.75,pftnclim,nclim,3090803200,4.596616,3.063002,1.533613,72.1177,4.00606,0.319878,14.997874,1.242183,1.448481,12.307211,2.45733,24.756844,2.557007,0.337218,0.275462,0.383211
181,217,0.75,-71.25,pftnclim,nclim,3090803200,4.624438,3.08107,1.543368,70.53128,4.02293,0.320385,15.085552,1.251307,1.459065,12.375181,2.457297,24.75607,2.556959,0.337218,0.275455,0.383214
181,218,0.75,-70.75,pftnclim,nclim,3090803200,4.653308,3.090963,1.562345,68.82107,4.002303,0.322339,15.32464,1.267509,1.478425,12.578706,2.457488,24.758417,2.55716,0.337214,0.275478,0.383207
181,219,0.75,-70.25,pftnclim,nclim,3090803200,4.664678,3.095379,1.569298,68.3081,4.003494,0.323132,15.366723,1.270964,1.482583,12.613176,2.45754,24.758118,2.557216,0.337212,0.275473,0.383213
181,220,0.75,-69.75,pftnclim,nclim,3090803200,4.667249,3.098156,1.569093,67.94848,4.014257,0.323011,15.347006,1.270653,1.482133,12.594219,2.457503,24.757202,2.557175,0.337213,0.275464,0.383217
181,221,0.75,-69.25,pftnclim,nclim,3090803200,4.683219,3.10719,1.576029,67.69094,4.028923,0.323608,15.410264,1.276144,1.48858,12.64554,2.457516,24.7572,2.557184,0.337213,0.275464,0.383218
181,222,0.75,-68.75,pftnclim,nclim,3090803200,4.706954,3.120139,1.586814,67.45144,4.042806,0.324521,15.455671,1.281948,1.495374,12.678349,2.457521,24.75557,2.557182,0.337213,0.275445,0.383231
181,223,0.75,-68.25,pftnclim,nclim,3090803200,4.723842,3.128503,1.595339,67.06147,4.05026,0.326533,15.491815,1.290058,1.496177,12.70558,2.454642,24.816628,2.552947,0.33716,0.276379,0.382331
181,224,0.75,-67.75,pftnclim,nclim,3090803200,4.730375,3.141007,1.589368,68.41076,4.103511,0.324949,15.351694,1.283564,1.488402,12.579729,2.454511,24.812965,2.552799,0.337163,0.27634,0.382352
181,225,0.75,-67.25,pftnclim,nclim,3090803200,4.742462,3.149872,1.59259,68.917336,4.121701,0.324697,15.34405,1.285243,1.490338,12.568468,2.454488,24.811087,2.552769,0.337164,0.276319,0.382366
181,226,0.75,-66.75,pftnclim,nclim,3090803200,4.725721,3.139965,1.585755,69.58651,4.116271,0.32472,15.259308,1.277328,1.481215,12.500764,2.45454,24.810883,2.552842,0.337163,0.276314,0.382373
181,227,0.75,-66.25,pftnclim,nclim,3090803200,4.724269,3.141998,1.582271,70.989494,4.123676,0.32427,15.176987,1.275106,1.473763,12.428117,2.452639,24.859615,2.549701,0.3371,0.27707,0.381654
181,228,0.75,-65.75,pftnclim,nclim,3090803200,4.705074,3.134623,1.570451,72.30219,4.125648,0.322766,15.037062,1.265214,1.462162,12.309686,2.452557,24.858418,2.549613,0.337102,0.277058,0.381658
181,229,0.75,-65.25,pftnclim,nclim,3090803200,4.687448,3.130741,1.556706,73.73884,4.140282,0.320574,14.863845,1.254607,1.449518,12.15972,2.45233,24.85695,2.549351,0.337107,0.277047,0.381652
181,230,0.75,-64.75,pftnclim,nclim,3090803200,4.697609,3.140642,1.556966,75.0217,4.170847,0.319826,14.800918,1.252936,1.447554,12.100427,2.452289,24.854097,2.549299,0.337108,0.277015,0.381672
181,231,0.75,-64.25,pftnclim,nclim,3090803200,4.709144,3.151711,1.557432,75.74145,4.200052,0.31887,14.747134,1.253825,1.445025,12.048284,2.45062,24.89841,2.546426,0.337046,0.27771,0.381011
181,232,0.75,-63.75,pftnclim,nclim,3090803200,4.695838,3.146373,1.549465,76.94073,4.220636,0.317713,14.650098,1.247617,1.438619,11.963862,2.450816,24.892172,2.546677,0.337043,0.277629,0.381082
181,233,0.75,-63.25,pftnclim,nclim,3090803200,4.762593,3.174945,1.587649,77.4787,4.264432,0.320835,15.145271,1.266734,1.43011,12.448426,2.434428,25.363062,2.518938,0.336494,0.284792,0.374369
181,234,0.75,-62.75,pftnclim,nclim,3090803200,4.786868,3.193517,1.593351,78.43958,4.298639,0.320412,15.154032,1.268425,1.431459,12.454147,2.434118,25.366764,2.518552,0.3365,0.284846,0.374309
181,235,0.75,-62.25,pftnclim,nclim,3090803200,4.798695,3.203625,1.59507,79.14644,4.327273,0.320622,15.137747,1.268317,1.431647,12.437782,2.434213,25.364727,2.518667,0.336497,0.28482,0.374334
181,236,0.75,-61.75,pftnclim,nclim,3090803200,4.800756,3.207055,1.593701,79.86213,4.348659,0.320781,15.110198,1.267311,1.431071,12.411816,2.434398,25.360735,2.518904,0.336493,0.284767,0.374385
181,237,0.75,-61.25,pftnclim,nclim,3090803200,4.858344,3.240256,1.618088,79.51269,4.387881,0.32224,15.324032,1.28416,1.450122,12.589749,2.434458,25.363113,2.518938,0.336489,0.284796,0.374365
181,238,0.75,-60.75,pftnclim,nclim,3090803200,4.935431,3.277389,1.658041,78.282394,4.40407,0.325575,15.726497,1.316251,1.486449,12.923798,2.434648,25.364725,2.519111,0.336484,0.284813,0.37436
181,239,0.75,-60.25,pftnclim,nclim,3090803200,4.961962,3.294531,1.667431,78.80245,4.437677,0.326094,15.805038,1.324278,1.495896,12.984866,2.434676,25.36205,2.51915,0.336483,0.284781,0.374386
181,240,0.75,-59.75,pftnclim,nclim,3090803200,4.941976,3.287602,1.654374,80.045265,4.48979,0.32507,15.679123,1.311305,1.484444,12.883374,2.43548,25.34893,2.520188,0.336464,0.284599,0.374573
181,241,0.75,-59.25,pftnclim,nclim,3090803200,4.839487,3.232778,1.60671,81.49055,4.544029,0.322028,15.163603,1.266022,1.439707,12.457874,2.437189,25.319685,2.5224,0.33642,0.284196,0.374983
181,242,0.75,-58.75,pftnclim,nclim,3090803200,4.709444,3.168817,1.540946,83.17574,4.569674,0.314078,14.31452,1.211448,1.414885,11.688188,2.454854,24.792116,2.552568,0.33705,0.276198,0.382435
181,243,0.75,-58.25,pftnclim,nclim,3090803200,4.885311,3.268017,1.617294,83.454,4.628395,0.321042,15.280251,1.27598,1.451268,12.553002,2.437139,25.317562,2.522356,0.336422,0.284171,0.374999
181,244,0.75,-57.75,pftnclim,nclim,3090803200,4.994255,3.336048,1.658207,83.584854,4.705494,0.322389,15.600806,1.315064,1.493306,12.792436,2.436391,25.31787,2.521401,0.336445,0.284198,0.374927
181,245,0.75,-57.25,pftnclim,nclim,3090803200,5.029881,3.359788,1.670093,85.85483,4.804705,0.322106,15.690091,1.324996,1.50665,12.858444,2.436948,25.305983,2.522096,0.336431,0.284041,0.375077
181,246,0.75,-56.75,pftnclim,nclim,3090803200,4.956691,3.334447,1.62509,88.18185,4.93989,0.314621,15.077538,1.289078,1.50289,12.28557,2.453373,24.824066,2.549926,0.336984,0.276742,0.381893
181,247,0.75,-56.25,pftnclim,nclim,3090803200,4.48212,3.187421,1.510444,90.13821,5.044319,0.293037,14.833755,1.195692,1.411242,12.226821,2.461389,24.735275,2.561588,0.337134,0.275096,0.383703
181,248,0.75,-55.75,pftnclim,nclim,3090803200,3.844174,3.041983,1.462361,90.51583,5.127905,0.287411,14.387864,1.143823,1.343128,11.900912,2.459651,24.82285,2.558445,0.33705,0.276326,0.382642
181,249,0.75,-55.25,pftnclim,nclim,3090803200,3.789682,2.978173,1.441537,90.74418,5.15285,0.286591,14.48518,1.133767,1.328522,12.022891,2.458389,24.876686,2.556201,0.33697,0.277114,0.381952
181,250,0.75,-54.75,pftnclim,nclim,3090803200,3.93519,3.021687,1.472311,89.86466,5.107639,0.288907,14.82547,1.171924,1.371768,12.281779,2.457892,24.865234,2.555691,0.336986,0.276988,0.382018
181,251,0.75,-54.25,pftnclim,nclim,3090803200,4.067551,3.087889,1.482577,89.693275,5.008267,0.287984,14.642731,1.197701,1.411704,12.033325,2.461338,24.723001,2.561413,0.337145,0.274956,0.383789
181,252,0.75,-53.75,pftnclim,nclim,3090803200,4.081221,3.064465,1.490372,89.01882,4.92361,0.291641,14.401984,1.194623,1.406517,11.800844,2.460828,24.710396,2.560834,0.337159,0.27482,0.383856
181,253,0.75,-53.25,pftnclim,nclim,3090803200,3.855178,2.942902,1.437016,88.56238,4.810516,0.291087,13.653646,1.137244,1.339748,11.176653,2.461054,24.705765,2.561039,0.337157,0.274762,0.383906
181,254,0.75,-52.75,pftnclim,nclim,3090803200,3.737951,2.878453,1.400596,87.985565,4.696978,0.290111,13.295103,1.103639,1.300364,10.891102,2.461145,24.711708,2.561119,0.337153,0.274831,0.38386
181,255,0.75,-52.25,pftnclim,nclim,3090803200,3.903293,2.939223,1.413858,87.64291,4.619241,0.29089,13.713717,1.12907,1.329041,11.255609,2.460675,24.72295,2.560675,0.337159,0.274973,0.38374
181,256,0.75,-51.75,pftnclim,nclim,3090803200,3.925891,2.943494,1.420123,88.32602,4.594329,0.292601,13.454732,1.122622,1.320217,11.011893,2.460209,24.711443,2.560138,0.337171,0.274851,0.383799
181,257,0.75,-51.25,pftnclim,nclim,3090803200,3.988848,2.958627,1.428443,89.01178,4.64375,0.293922,13.392491,1.121102,1.311425,10.959964,2.457502,24.774565,2.556084,0.337109,0.275808,0.382893
181,258,0.75,-50.75,pftnclim,nclim,3090803200,4.941881,3.305854,1.636027,93.1717,4.730537,0.317424,15.437355,1.321057,1.499935,12.616362,2.436052,25.292519,2.521113,0.336469,0.283895,0.37513
181,259,0.75,-50.25,pftnclim,nclim,3090803200,4.848145,3.271077,1.587455,91.99413,4.790502,0.30896,14.795975,1.27777,1.485178,12.033026,2.452244,24.826635,2.548583,0.337018,0.276802,0.381779
181,260,0.75,-49.75,pftnclim,nclim,3090803200,4.179046,3.072833,1.487382,89.70004,4.777555,0.294632,13.811395,1.1708,1.364436,11.276158,2.455269,24.816978,2.552533,0.337052,0.276504,0.382196
181,261,0.75,-49.25,pftnclim,nclim,3090803200,3.787151,2.968867,1.461876,86.17155,4.813936,0.291454,13.368707,1.129474,1.288467,10.950766,2.43955,25.30939,2.524451,0.33638,0.284045,0.375172
181,262,0.75,-48.75,pftnclim,nclim,3090803200,3.692188,2.933764,1.444295,90.34918,4.848164,0.289856,13.128516,1.11122,1.268543,10.748753,2.43988,25.305851,2.524785,0.336372,0.283998,0.375221
181,263,0.75,-48.25,pftnclim,nclim,3090803200,3.916557,3.034905,1.501433,92.978294,4.905527,0.293176,13.804646,1.165485,1.329239,11.309921,2.439501,25.308634,2.524423,0.336381,0.284035,0.375178
181,264,0.75,-47.75,pftnclim,nclim,3090803200,3.866271,3.024237,1.501274,94.47326,4.960564,0.293362,13.652096,1.160599,1.324145,11.167351,2.439581,25.302721,2.524443,0.33638,0.283968,0.375224
181,265,0.75,-47.25,pftnclim,nclim,3090803200,3.84662,3.030978,1.511502,91.1737,5.004692,0.29291,13.560232,1.167088,1.332234,11.06091,2.439704,25.288471,2.52452,0.33638,0.283801,0.375345
181,266,0.75,-46.75,pftnclim,nclim,3090803200,3.752682,3.006817,1.483376,89.12396,5.090331,0.288212,13.091028,1.1429,1.30551,10.642618,2.439702,25.270702,2.524494,0.336386,0.283592,0.375492
182,203,1.25,-78.25,pftnclim,nclim,3090332400,6.305756,3.683962,2.621794,58.77965,4.982756,0.405712,19.30825,2.116971,2.425371,14.765908,2.441295,24.993874,2.524531,0.33637,0.280423,0.377692
182,204,1.25,-77.75,pftnclim,nclim,3090332400,5.638088,3.618894,2.019193,85.62971,4.912846,0.345905,18.626379,1.622085,1.836019,15.168275,2.435992,25.313366,2.52026,0.33646,0.284198,0.374844
182,205,1.25,-77.25,pftnclim,nclim,3090332400,5.201416,3.398433,1.802983,98.44076,4.697612,0.335951,17.096737,1.446653,1.634411,14.015673,2.435092,25.35036,2.519473,0.336479,0.28464,0.374497
182,206,1.25,-76.75,pftnclim,nclim,3090332400,4.788603,3.166811,1.621791,80.60961,4.177759,0.327921,15.590688,1.306428,1.515244,12.769015,2.454705,24.808966,2.553004,0.33716,0.276288,0.382399
182,207,1.25,-76.25,pftnclim,nclim,3090332400,4.4994,2.987005,1.512395,75.41143,3.89998,0.323404,14.968534,1.214054,1.417107,12.337373,2.458021,24.775642,2.557812,0.337199,0.275663,0.38311
182,208,1.25,-75.75,pftnclim,nclim,3090332400,4.381014,2.918949,1.462065,75.89866,3.813332,0.321099,14.615857,1.175555,1.372245,12.068058,2.458077,24.784025,2.557909,0.337197,0.275758,0.383048
182,209,1.25,-75.25,pftnclim,nclim,3090332400,4.283842,2.866946,1.416896,76.72723,3.735459,0.318207,14.366433,1.147822,1.339767,11.878843,2.458048,24.791948,2.557895,0.337196,0.275851,0.382982
182,210,1.25,-74.75,pftnclim,nclim,3090332400,4.248637,2.851178,1.397458,80.25049,3.721973,0.315939,14.225854,1.138778,1.328841,11.758234,2.457894,24.790607,2.557725,0.3372,0.275839,0.382982
182,211,1.25,-74.25,pftnclim,nclim,3090332400,4.299881,2.881325,1.418556,79.536766,3.758106,0.316791,14.375559,1.15507,1.347773,11.872718,2.45785,24.786873,2.557664,0.337202,0.275796,0.383008
182,212,1.25,-73.75,pftnclim,nclim,3090332400,4.361889,2.916321,1.445567,77.61073,3.813432,0.317628,14.480083,1.172061,1.367466,11.940556,2.457773,24.778473,2.557566,0.337206,0.2757,0.383072
182,213,1.25,-73.25,pftnclim,nclim,3090332400,4.470221,2.978654,1.491566,76.94889,3.915109,0.319921,14.667059,1.200954,1.400969,12.065136,2.457631,24.765827,2.55739,0.337211,0.275556,0.383165
182,214,1.25,-72.75,pftnclim,nclim,3090332400,4.576733,3.047688,1.529045,74.18258,3.999962,0.322117,14.886724,1.236054,1.433063,12.217607,2.454571,24.81734,2.552937,0.337163,0.276383,0.38233
182,215,1.25,-72.25,pftnclim,nclim,3090332400,4.614381,3.069594,1.544787,72.34771,4.022161,0.322919,14.998441,1.248341,1.447369,12.302731,2.454573,24.814795,2.552927,0.337163,0.276354,0.38235
182,216,1.25,-71.75,pftnclim,nclim,3090332400,4.636886,3.085595,1.551291,71.63995,4.031424,0.322582,15.086946,1.257153,1.457514,12.37228,2.454457,24.815275,2.552778,0.337165,0.276365,0.382334
182,217,1.25,-71.25,pftnclim,nclim,3090332400,4.65021,3.094912,1.555298,70.55217,4.040918,0.321304,15.143909,1.259033,1.468071,12.416803,2.457291,24.753399,2.556946,0.337219,0.275424,0.383235
182,218,1.25,-70.75,pftnclim,nclim,3090332400,4.661891,3.101422,1.560469,69.89559,4.042645,0.321478,15.199267,1.263789,1.473654,12.461824,2.457304,24.753378,2.556956,0.337218,0.275424,0.383235
182,219,1.25,-70.25,pftnclim,nclim,3090332400,4.692431,3.118159,1.574272,69.321045,4.059662,0.323993,15.272385,1.27516,1.478503,12.518723,2.454448,24.814207,2.552743,0.337165,0.276355,0.382339
182,220,1.25,-69.75,pftnclim,nclim,3090332400,4.713467,3.125331,1.588137,68.41187,4.050729,0.325448,15.424169,1.286816,1.492222,12.645132,2.454541,24.814617,2.55284,0.337163,0.276358,0.382342
182,221,1.25,-69.25,pftnclim,nclim,3090332400,4.725483,3.132197,1.593286,68.50457,4.06157,0.325721,15.453534,1.289224,1.495089,12.669222,2.454571,24.814846,2.552866,0.337162,0.27636,0.382341
182,222,1.25,-68.75,pftnclim,nclim,3090332400,4.744765,3.14322,1.601545,68.50805,4.076772,0.326178,15.503721,1.296145,1.503125,12.704451,2.454563,24.812346,2.552853,0.337162,0.276331,0.382361
182,223,1.25,-68.25,pftnclim,nclim,3090332400,4.760542,3.152493,1.608048,68.22621,4.09057,0.326946,15.539447,1.299494,1.507069,12.732883,2.454585,24.812271,2.552872,0.337162,0.27633,0.382362
182,224,1.25,-67.75,pftnclim,nclim,3090332400,4.764387,3.162394,1.601994,69.54762,4.137692,0.325347,15.39492,1.292546,1.498806,12.603567,2.454484,24.80818,2.55276,0.337165,0.276285,0.382389
182,225,1.25,-67.25,pftnclim,nclim,3090332400,4.773247,3.169035,1.604213,69.965416,4.151014,0.325217,15.369643,1.292091,1.498292,12.579261,2.454484,24.8068,2.552758,0.337165,0.276269,0.3824
182,226,1.25,-66.75,pftnclim,nclim,3090332400,4.757771,3.160267,1.597504,70.381615,4.147521,0.324736,15.304503,1.285832,1.491012,12.527658,2.454499,24.80708,2.552783,0.337164,0.276271,0.3824
182,227,1.25,-66.25,pftnclim,nclim,3090332400,4.740741,3.15121,1.589532,71.66922,4.142078,0.324079,15.202539,1.27817,1.482072,12.442299,2.454489,24.805702,2.552783,0.337165,0.276254,0.382413
182,228,1.25,-65.75,pftnclim,nclim,3090332400,4.714432,3.145114,1.569319,72.74502,4.147537,0.321728,14.996081,1.265995,1.462696,12.26739,2.452318,24.857155,2.549324,0.337107,0.277051,0.381648
182,229,1.25,-65.25,pftnclim,nclim,3090332400,4.698724,3.139449,1.559275,73.52252,4.15324,0.320366,14.872177,1.257946,1.453272,12.160959,2.452237,24.855366,2.549235,0.337109,0.277032,0.381657
182,230,1.25,-64.75,pftnclim,nclim,3090332400,4.703734,3.146454,1.55728,75.03373,4.178665,0.319373,14.799619,1.255174,1.449987,12.094458,2.452154,24.853168,2.549136,0.337111,0.277009,0.381669
182,231,1.25,-64.25,pftnclim,nclim,3090332400,4.704658,3.149329,1.555329,75.88115,4.200853,0.318548,14.70322,1.252292,1.446783,12.004146,2.452239,24.846352,2.549243,0.337111,0.276925,0.381734
182,232,1.25,-63.75,pftnclim,nclim,3090332400,4.700748,3.150882,1.549866,76.89162,4.217821,0.317528,14.639559,1.249701,1.440507,11.94935,2.450595,24.89211,2.546409,0.337048,0.277635,0.381063
182,233,1.25,-63.25,pftnclim,nclim,3090332400,4.760547,3.174081,1.586465,77.27546,4.253338,0.321023,15.138262,1.266305,1.428982,12.442973,2.434134,25.366316,2.518583,0.336501,0.284839,0.374316
182,234,1.25,-62.75,pftnclim,nclim,3090332400,4.764926,3.179104,1.585822,78.18098,4.269004,0.32057,15.113335,1.265164,1.427526,12.420644,2.434002,25.36692,2.518425,0.336504,0.28485,0.3743
182,235,1.25,-62.25,pftnclim,nclim,3090332400,4.778279,3.190476,1.587803,78.86241,4.30083,0.320675,15.099461,1.26521,1.428104,12.406146,2.434129,25.363813,2.518587,0.3365,0.284809,0.374338
182,236,1.25,-61.75,pftnclim,nclim,3090332400,4.782819,3.195612,1.587208,79.62901,4.327961,0.32113,15.074079,1.263277,1.426808,12.383994,2.434399,25.35956,2.518927,0.336493,0.284751,0.374398
182,237,1.25,-61.25,pftnclim,nclim,3090332400,4.835032,3.225948,1.609084,79.58313,4.367081,0.322547,15.268482,1.279074,1.44455,12.544859,2.434393,25.361736,2.518888,0.336492,0.284779,0.374375
182,238,1.25,-60.75,pftnclim,nclim,3090332400,4.93367,3.285545,1.648125,78.32551,4.444497,0.324162,15.592805,1.309718,1.47932,12.803766,2.434435,25.359447,2.5189,0.336491,0.284754,0.374393
182,239,1.25,-60.25,pftnclim,nclim,3090332400,4.924133,3.281192,1.64294,78.58799,4.495375,0.32461,15.545213,1.301937,1.474592,12.768683,2.435564,25.343386,2.520329,0.336463,0.284528,0.374632
182,240,1.25,-59.75,pftnclim,nclim,3090332400,4.693456,3.152155,1.541304,79.753975,4.553692,0.314834,14.323069,1.209111,1.414342,11.699615,2.455371,24.785614,2.553205,0.337039,0.276105,0.382535
182,241,1.25,-59.25,pftnclim,nclim,3090332400,4.41909,3.018589,1.462801,79.60928,4.583834,0.29954,13.808361,1.13422,1.339802,11.334339,2.460869,24.698673,2.561239,0.337149,0.274665,0.384001
182,242,1.25,-58.75,pftnclim,nclim,3090332400,4.240353,2.981037,1.429128,80.33442,4.5915,0.292977,13.623227,1.112318,1.313398,11.197511,2.461483,24.717827,2.561686,0.337136,0.274887,0.383856
182,243,1.25,-58.25,pftnclim,nclim,3090332400,4.371344,3.039909,1.461059,81.64596,4.627695,0.298289,13.812257,1.131349,1.335575,11.345333,2.46095,24.710358,2.561218,0.337147,0.274807,0.383895
182,244,1.25,-57.75,pftnclim,nclim,3090332400,4.710909,3.182706,1.540761,82.87725,4.675346,0.310348,14.473557,1.208749,1.41759,11.847219,2.457049,24.74593,2.556101,0.337111,0.275457,0.383165
182,245,1.25,-57.25,pftnclim,nclim,3090332400,4.786264,3.231497,1.565634,84.72411,4.772916,0.310787,14.612638,1.231248,1.443997,11.937393,2.456951,24.73422,2.555989,0.337116,0.275321,0.383255
182,246,1.25,-56.75,pftnclim,nclim,3090332400,4.620263,3.178866,1.520068,87.39819,4.868,0.300641,14.535755,1.191965,1.407645,11.936147,2.460667,24.700178,2.561041,0.337151,0.274687,0.383977
182,247,1.25,-56.25,pftnclim,nclim,3090332400,3.954681,3.045424,1.426018,90.622894,4.949702,0.284432,13.922957,1.123652,1.326147,11.473158,2.461851,24.742998,2.561917,0.337125,0.275185,0.383649
182,248,1.25,-55.75,pftnclim,nclim,3090332400,3.662792,2.955565,1.405495,93.1355,5.039207,0.282944,13.415585,1.096397,1.294537,11.024651,2.462182,24.72955,2.562176,0.337124,0.275023,0.383773
182,249,1.25,-55.25,pftnclim,nclim,3090332400,3.690744,2.937767,1.404425,93.343254,5.059898,0.283876,13.876732,1.10612,1.300506,11.470105,2.460015,24.808912,2.558926,0.337047,0.276145,0.382797
182,250,1.25,-54.75,pftnclim,nclim,3090332400,3.743171,2.928984,1.42516,91.172066,5.020384,0.286316,14.35942,1.128175,1.322006,11.90924,2.458391,24.869253,2.556231,0.336974,0.277023,0.382019
182,251,1.25,-54.25,pftnclim,nclim,3090332400,3.48586,2.813995,1.36066,91.52032,4.974336,0.280213,12.934011,1.070656,1.265471,10.597883,2.462544,24.70156,2.562622,0.337129,0.274676,0.384043
182,252,1.25,-53.75,pftnclim,nclim,3090332400,3.493299,2.787182,1.366288,90.361626,4.857791,0.283606,12.559396,1.073449,1.255522,10.230425,2.457113,24.789663,2.55452,0.337023,0.276133,0.382556
182,253,1.25,-53.25,pftnclim,nclim,3090332400,3.416777,2.72498,1.335039,89.08997,4.718525,0.283046,12.228994,1.049477,1.227715,9.951801,2.457097,24.782806,2.554523,0.337026,0.276051,0.382615
182,254,1.25,-52.75,pftnclim,nclim,3090332400,3.464403,2.727314,1.332132,89.05179,4.615104,0.285476,12.296039,1.046512,1.223214,10.026313,2.45668,24.796776,2.554096,0.337031,0.276225,0.382471
182,255,1.25,-52.25,pftnclim,nclim,3090332400,3.834084,2.875748,1.381571,90.57696,4.535046,0.290663,13.146728,1.096992,1.290753,10.758983,2.46032,24.705866,2.560308,0.337171,0.274778,0.383861
182,256,1.25,-51.75,pftnclim,nclim,3090332400,4.016871,2.946978,1.406859,90.55245,4.520375,0.292811,13.556685,1.125208,1.322966,11.10851,2.459934,24.713919,2.559935,0.337175,0.274881,0.383771
182,257,1.25,-51.25,pftnclim,nclim,3090332400,4.127216,2.973537,1.410569,90.21276,4.579961,0.292267,13.740716,1.122362,1.321211,11.297143,2.460488,24.730942,2.560543,0.337158,0.275069,0.383668
182,258,1.25,-50.75,pftnclim,nclim,3090332400,4.5801,3.120715,1.507333,93.912315,4.687309,0.303763,14.443885,1.19796,1.411255,11.834669,2.45974,24.69346,2.560024,0.337175,0.27463,0.383967
182,259,1.25,-50.25,pftnclim,nclim,3090332400,5.09706,3.402059,1.695001,89.758156,4.770661,0.317844,15.894829,1.378247,1.559084,12.957497,2.434447,25.304588,2.519051,0.336512,0.28409,0.374876
