"","X","nx","ny","lat","lon","clima","gpp","ra","npp","rc","et","wue","cue","cmass","cleaf","cfroot","cawood","tleaf_cwm","twood_cwm","troot_cwm","aleaf_cwm","awood_cwm","aroot_cwm","PC1","PC2","PC3","PC4","PC5","PC6"
"2719",876,227,204,12.25,-66.25,"nclim",1.92920228242874,1.44627341032028,0.859092599153519,151.508218383789,4.68727641105652,0.006116999778897,0.310454097390175,9.57993936538696,0.550320100784302,0.578374403715134,8.45124526023865,2.44621369838715,26.1298654556274,2.43365383148193,0.323089897632599,0.350463595986366,0.326446795463562,0.91528443635803,-0.00653667222242584,0.0400477579882442,-0.00314249314382614,0.0245164934818919,-2.90865914970295e-06
"2720",877,227,205,12.75,-66.25,"nclim",1.93767249584198,1.4481311917305,0.860849404335022,154.560711669922,4.71878519058228,0.005892999935895,0.311229705810547,9.58541069030762,0.548979198932648,0.586115700006485,8.45031957626343,2.44563088417053,26.085507774353,2.44930930137634,0.321352398395538,0.351152700185776,0.327494698762894,0.880031188822621,-0.0630882625121729,0.0101286302296459,-0.0211036981549375,0.0351727933281411,2.31685202162213e-06
"2721",878,227,206,13.25,-66.25,"nclim",1.96048918962479,1.4528590798378,0.867282503843308,156.448934936523,4.7067729473114,0.005787000060081,0.31400979757309,9.65276966094971,0.55066488981247,0.592192399501801,8.50991611480713,2.43755540847778,26.0574800491333,2.45212137699127,0.320721799135208,0.351681092381477,0.32759710252285,0.875813018219304,-0.08264369876303,-0.00956883577592184,-0.0332681664222101,0.0390098106532483,2.1877104172674e-07
"2722",879,227,207,13.75,-66.25,"nclim",2.01147198677063,1.46077969074249,0.883557599782944,157.669041442871,4.64732351303101,0.005762999877334,0.320200300216675,9.84043502807617,0.556803607940674,0.596655595302582,8.68697528839111,2.42033591270447,26.0403673171997,2.43163778781891,0.320366099476814,0.352830103039741,0.326803398132324,0.903191779605716,-0.0964266372595017,-0.0396062678106522,-0.0358534179620539,0.0433800028843443,4.39908757338126e-06
"2723",880,227,208,14.25,-66.25,"nclim",2.26649258136749,1.48590360879898,0.939804702997208,162.982858276367,4.41126613616943,0.005677899951115,0.342452600598335,10.5272939682007,0.579960197210312,0.604222500324249,9.34311037063599,2.35774099826813,26.1050945281982,2.33958170413971,0.320853400230408,0.356142702698708,0.323004096746445,1.0473050660206,-0.0994614498011604,-0.102642629773922,-0.0227984838807058,0.0349794705362811,-1.98951414320803e-06
"2724",881,227,209,14.75,-66.25,"nclim",2.6289253950119,1.57417880296707,1.06069687604904,165.906245422363,4.16217451095581,0.005714999977499,0.390680998563766,11.8866471290588,0.643399506807327,0.658361494541168,10.5848846435547,2.23568000793457,26.2136571884155,2.23499505519867,0.327739098668098,0.353809499740601,0.318452000617981,1.27998384850743,0.139431243591292,-0.0976395265142657,-0.0191911416488972,-0.0893614272410578,-6.2793466663047e-06
"2725",882,227,210,15.25,-66.25,"nclim",2.67777388095856,1.58437560796738,1.0949169754982,163.066896057129,4.0637414932251,0.005713900178671,0.403719398379326,12.281879901886,0.667513805627823,0.668469500541687,10.9458952903748,2.21278672218323,26.2450019836426,2.20382821559906,0.330183205008507,0.353023692965508,0.316793495416641,1.34714508015845,0.223932486048541,-0.0814204374492112,-0.00701473795453826,-0.116081706734296,-4.09392500200223e-06
"2726",883,227,211,15.75,-66.25,"nclim",2.82958419322968,1.63035099506378,1.19924380779266,151.614012145996,4.04470553398132,0.006153999827802,0.425071197748184,13.6290661811829,0.726182198524475,0.692601907253265,12.2102842330933,2.16371340751648,26.3272945404053,2.1151193022728,0.329702699184418,0.357641696929932,0.312655597925186,1.48356296247125,0.178743361214798,-0.146233738447851,0.00824691028106654,-0.0988478380544302,1.499488026524e-07
"2727",884,227,212,16.25,-66.25,"nclim",2.85228700637817,1.58886651992798,1.26342059373856,134.905867004395,3.9767795085907,0.007222000043839,0.44489009976387,14.4459063529968,0.761168795824051,0.711829596757889,12.9729077339172,2.14931240081787,26.3242261886597,2.0727223277092,0.32729329764843,0.361659100651741,0.311047294735909,1.52258625296325,0.079713643115813,-0.215192904256577,0.013184257687513,-0.0584166007631409,3.35198017958893e-06
"2728",885,227,213,16.75,-66.25,"nclim",1.64732860326767,1.12623178958893,0.768369197845459,127.538521575928,4.23046317100525,0.007127000018954,0.332656601071358,8.20263071060181,0.516124099493027,0.590693688392639,7.09581289291382,2.58266360759735,25.308967590332,2.63910641670227,0.315492400527,0.346651500463486,0.337855803966522,0.443791376763667,-0.143692744140375,-0.0641728907308219,-0.0703312694337278,0.154485699028646,3.31751796917024e-06
