ny,nx,lat,lon,approach,clima,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
171,233,-4.25,-63.25,pftlowprec,lowprec,2.463087,24.67958,2.563484,0.337121,0.274385,0.384302
171,234,-4.25,-62.75,pftlowprec,lowprec,2.454689,25.066067,2.545363,0.336283,0.280381,0.378946
171,235,-4.25,-62.25,pftlowprec,lowprec,2.470322,25.182201,2.560943,0.335631,0.281653,0.378796
171,236,-4.25,-61.75,pftlowprec,lowprec,2.699435,23.458195,2.827964,0.328358,0.256224,0.411067
171,238,-4.25,-60.75,pftlowprec,lowprec,3,25.741621,3,0.321292,0.286124,0.392584
171,244,-4.25,-57.75,pftlowprec,lowprec,2.706002,23.627687,2.833389,0.327939,0.258338,0.409801
171,245,-4.25,-57.25,pftlowprec,lowprec,2.7139,23.798502,2.840765,0.32777,0.260215,0.408778
171,246,-4.25,-56.75,pftlowprec,lowprec,2.711243,23.744335,2.838601,0.327874,0.259569,0.409153
171,247,-4.25,-56.25,pftlowprec,lowprec,2.705096,23.611364,2.833545,0.328143,0.257971,0.410086
171,248,-4.25,-55.75,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
171,252,-4.25,-53.75,pftlowprec,lowprec,2.523417,20,2.761708,0.35,0.2,0.45
171,253,-4.25,-53.25,pftlowprec,lowprec,2.454577,25.10613,2.548118,0.336658,0.280411,0.379112
171,254,-4.25,-52.75,pftlowprec,lowprec,2.454948,25.011784,2.550312,0.33684,0.279055,0.380227
171,255,-4.25,-52.25,pftlowprec,lowprec,2.456281,24.951513,2.552727,0.33691,0.278189,0.380985
171,256,-4.25,-51.75,pftlowprec,lowprec,2.456921,24.962597,2.55338,0.336892,0.278308,0.380932
172,212,-3.75,-73.75,pftlowprec,lowprec,2.455428,24.796072,2.552722,0.337058,0.276248,0.382386
172,213,-3.75,-73.25,pftlowprec,lowprec,2.460634,24.697588,2.560697,0.337173,0.274664,0.383962
172,214,-3.75,-72.75,pftlowprec,lowprec,2.45557,24.900787,2.55067,0.336772,0.277802,0.381135
172,215,-3.75,-72.25,pftlowprec,lowprec,2.45623,25.005314,2.548465,0.336421,0.279425,0.379809
172,216,-3.75,-71.75,pftlowprec,lowprec,2.455683,24.946886,2.549303,0.336602,0.278548,0.380505
172,217,-3.75,-71.25,pftlowprec,lowprec,2.461292,24.711386,2.561506,0.337159,0.274803,0.383906
172,218,-3.75,-70.75,pftlowprec,lowprec,2.454163,24.910192,2.550697,0.336979,0.277726,0.381223
172,219,-3.75,-70.25,pftlowprec,lowprec,2.451266,25.014067,2.545639,0.336851,0.279263,0.379834
172,220,-3.75,-69.75,pftlowprec,lowprec,2.451225,25.024254,2.545617,0.336847,0.279384,0.379748
172,221,-3.75,-69.25,pftlowprec,lowprec,2.449658,25.102896,2.542205,0.336711,0.280568,0.378696
172,222,-3.75,-68.75,pftlowprec,lowprec,2.449335,25.104898,2.541847,0.336718,0.2806,0.378656
172,223,-3.75,-68.25,pftlowprec,lowprec,2.459731,24.792473,2.559871,0.337163,0.275803,0.383118
172,224,-3.75,-67.75,pftlowprec,lowprec,2.45951,24.789995,2.559617,0.337169,0.27578,0.383121
172,225,-3.75,-67.25,pftlowprec,lowprec,2.459445,24.782103,2.559551,0.337172,0.275688,0.383184
172,226,-3.75,-66.75,pftlowprec,lowprec,2.452061,24.974718,2.547445,0.336922,0.278663,0.380373
172,227,-3.75,-66.25,pftlowprec,lowprec,2.453296,24.95661,2.548701,0.3369,0.278423,0.380602
172,228,-3.75,-65.75,pftlowprec,lowprec,2.462217,24.717258,2.56238,0.337138,0.274858,0.383905
172,229,-3.75,-65.25,pftlowprec,lowprec,2.452518,25.044048,2.544416,0.336584,0.279914,0.379249
172,230,-3.75,-64.75,pftlowprec,lowprec,2.45489,25.205921,2.542799,0.336023,0.282364,0.377339
172,231,-3.75,-64.25,pftlowprec,lowprec,2.456336,24.93988,2.54987,0.33657,0.278472,0.380585
172,232,-3.75,-63.75,pftlowprec,lowprec,2.452205,25.166418,2.540725,0.336134,0.281877,0.377608
172,233,-3.75,-63.25,pftlowprec,lowprec,2.453731,25.014624,2.54627,0.336538,0.279518,0.379645
172,234,-3.75,-62.75,pftlowprec,lowprec,2.458726,25.144966,2.548079,0.335913,0.281501,0.378258
172,235,-3.75,-62.25,pftlowprec,lowprec,2.482502,25.268833,2.574345,0.335292,0.282402,0.378936
172,236,-3.75,-61.75,pftlowprec,lowprec,2.700562,23.43066,2.827387,0.328268,0.256039,0.411115
172,237,-3.75,-61.25,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
172,243,-3.75,-58.25,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
172,244,-3.75,-57.75,pftlowprec,lowprec,2.708176,23.674751,2.835233,0.327855,0.258892,0.409481
172,245,-3.75,-57.25,pftlowprec,lowprec,2.71049,23.725847,2.83766,0.327854,0.259405,0.409224
172,246,-3.75,-56.75,pftlowprec,lowprec,2.695928,23.395744,2.825455,0.328519,0.255438,0.411541
172,247,-3.75,-56.25,pftlowprec,lowprec,2.46717,25.346268,2.556113,0.335678,0.283752,0.377011
172,248,-3.75,-55.75,pftlowprec,lowprec,2.707809,23.664265,2.835742,0.328046,0.258596,0.409725
172,252,-3.75,-53.75,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
172,253,-3.75,-53.25,pftlowprec,lowprec,2.47458,25.25745,2.566165,0.335446,0.282448,0.37852
172,254,-3.75,-52.75,pftlowprec,lowprec,2.451593,25.247992,2.541587,0.336398,0.282575,0.377172
172,255,-3.75,-52.25,pftlowprec,lowprec,2.454719,25.06626,2.549057,0.336749,0.279827,0.37959
172,256,-3.75,-51.75,pftlowprec,lowprec,2.45755,24.962013,2.554034,0.336879,0.278287,0.380977
172,257,-3.75,-51.25,pftlowprec,lowprec,2.459342,24.891935,2.556943,0.336943,0.277292,0.381851
173,211,-3.25,-74.25,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,212,-3.25,-73.75,pftlowprec,lowprec,2.450655,25.133963,2.540504,0.336389,0.281292,0.378037
173,213,-3.25,-73.25,pftlowprec,lowprec,2.451158,25.03195,2.543904,0.336692,0.27969,0.379408
173,214,-3.25,-72.75,pftlowprec,lowprec,2.451083,25.039598,2.543818,0.336693,0.279782,0.379338
173,215,-3.25,-72.25,pftlowprec,lowprec,2.450903,25.061138,2.542882,0.336619,0.280138,0.379021
173,216,-3.25,-71.75,pftlowprec,lowprec,2.454669,24.910862,2.549671,0.336798,0.277939,0.380987
173,217,-3.25,-71.25,pftlowprec,lowprec,2.456286,24.83308,2.554037,0.33704,0.276633,0.38219
173,218,-3.25,-70.75,pftlowprec,lowprec,2.452744,24.968105,2.548179,0.33691,0.278567,0.380477
173,219,-3.25,-70.25,pftlowprec,lowprec,2.452483,24.96996,2.547907,0.336914,0.278596,0.380444
173,220,-3.25,-69.75,pftlowprec,lowprec,2.45258,24.978237,2.548049,0.336909,0.278689,0.380386
173,221,-3.25,-69.25,pftlowprec,lowprec,2.449542,25.097734,2.542055,0.336713,0.280512,0.378728
173,222,-3.25,-68.75,pftlowprec,lowprec,2.448621,25.139137,2.540256,0.336651,0.281126,0.378184
173,223,-3.25,-68.25,pftlowprec,lowprec,2.459502,24.797998,2.559559,0.337166,0.275878,0.383047
173,224,-3.25,-67.75,pftlowprec,lowprec,2.459342,24.801579,2.559364,0.33717,0.275926,0.383002
173,225,-3.25,-67.25,pftlowprec,lowprec,2.455646,24.854069,2.554288,0.337134,0.276777,0.382123
173,226,-3.25,-66.75,pftlowprec,lowprec,2.455638,24.823006,2.554257,0.33714,0.276413,0.38238
173,227,-3.25,-66.25,pftlowprec,lowprec,2.456818,24.7915,2.555729,0.337119,0.276,0.382753
173,228,-3.25,-65.75,pftlowprec,lowprec,2.452951,24.973333,2.547501,0.336819,0.278741,0.380299
173,229,-3.25,-65.25,pftlowprec,lowprec,2.45709,25.204739,2.545741,0.335957,0.282271,0.377572
173,230,-3.25,-64.75,pftlowprec,lowprec,2.482983,25.216679,2.575526,0.335288,0.281734,0.379495
173,231,-3.25,-64.25,pftlowprec,lowprec,2.473996,25.1992,2.564776,0.335526,0.281788,0.378886
173,232,-3.25,-63.75,pftlowprec,lowprec,2.459633,25.203423,2.548476,0.33589,0.282203,0.377756
173,233,-3.25,-63.25,pftlowprec,lowprec,2.454509,25.179197,2.543004,0.336018,0.282029,0.377613
173,234,-3.25,-62.75,pftlowprec,lowprec,2.465356,25.302221,2.554604,0.335744,0.283235,0.37732
173,235,-3.25,-62.25,pftlowprec,lowprec,2.696427,23.334244,2.823108,0.328308,0.255035,0.411636
173,236,-3.25,-61.75,pftlowprec,lowprec,2.698317,23.376736,2.824723,0.328229,0.255538,0.411346
173,237,-3.25,-61.25,pftlowprec,lowprec,2.709335,23.5934,2.834751,0.32805,0.257884,0.410083
173,240,-3.25,-59.75,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,243,-3.25,-58.25,pftlowprec,lowprec,2.736271,24.498228,2.868136,0.327509,0.267473,0.405018
173,244,-3.25,-57.75,pftlowprec,lowprec,2.710171,23.71523,2.837158,0.327838,0.259314,0.409262
173,245,-3.25,-57.25,pftlowprec,lowprec,2.715189,23.811504,2.841527,0.327729,0.260386,0.408671
173,246,-3.25,-56.75,pftlowprec,lowprec,2.738933,24.54164,2.869467,0.327292,0.268125,0.404584
173,247,-3.25,-56.25,pftlowprec,lowprec,2.718035,23.869833,2.845391,0.327926,0.260773,0.408576
173,248,-3.25,-55.75,pftlowprec,lowprec,3,26.122074,3,0.31939,0.291831,0.388779
173,249,-3.25,-55.25,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,250,-3.25,-54.75,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,251,-3.25,-54.25,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,252,-3.25,-53.75,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,253,-3.25,-53.25,pftlowprec,lowprec,3,20,3,0.35,0.2,0.45
173,254,-3.25,-52.75,pftlowprec,lowprec,2.467728,25.295704,2.557838,0.335633,0.283097,0.37761
173,255,-3.25,-52.25,pftlowprec,lowprec,2.452425,25.329489,2.539975,0.336099,0.283861,0.376122
173,256,-3.25,-51.75,pftlowprec,lowprec,2.456581,25.042645,2.551192,0.336711,0.279497,0.379935
173,257,-3.25,-51.25,pftlowprec,lowprec,2.463575,24.752428,2.563592,0.337091,0.275264,0.383668
174,211,-2.75,-74.25,pftlowprec,lowprec,2.468724,25.251122,2.559388,0.335645,0.282498,0.378126
174,212,-2.75,-73.75,pftlowprec,lowprec,2.450696,25.091698,2.541704,0.336544,0.280617,0.378598
174,213,-2.75,-73.25,pftlowprec,lowprec,2.449852,25.081585,2.541651,0.336641,0.28041,0.378764
174,214,-2.75,-72.75,pftlowprec,lowprec,2.450135,25.065191,2.542709,0.336712,0.28011,0.379046
174,215,-2.75,-72.25,pftlowprec,lowprec,2.450104,25.068596,2.54266,0.336711,0.280152,0.379013
174,216,-2.75,-71.75,pftlowprec,lowprec,2.448934,25.134026,2.539831,0.336579,0.281153,0.378125
174,217,-2.75,-71.25,pftlowprec,lowprec,2.448805,25.136215,2.539714,0.336579,0.281183,0.378099
174,218,-2.75,-70.75,pftlowprec,lowprec,2.452716,24.958138,2.54827,0.336906,0.278447,0.380572
174,219,-2.75,-70.25,pftlowprec,lowprec,2.455478,24.873932,2.553263,0.337037,0.277137,0.381799
174,220,-2.75,-69.75,pftlowprec,lowprec,2.452603,24.971832,2.548121,0.336907,0.278612,0.380446
174,221,-2.75,-69.25,pftlowprec,lowprec,2.450383,25.060293,2.543837,0.336778,0.279941,0.379243
174,222,-2.75,-68.75,pftlowprec,lowprec,2.456725,24.843561,2.55558,0.33711,0.27662,0.382303
