,nx,ny,lat,lon,PLS,gpp,ra,npp,rc,et,wue,cue,cmass,cleaf,cfroot,cawood,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
1,201,188,4.25,-79.25,100PLS,0.66159639954567,0.781602913141251,0.340451201796532,168.020523071289,4.15608034133911,0.0059179998934269,0.189020499587059,2.30093430280685,0.315215496718883,0.560762706398964,1.42495599985123,3.79913103580475,14.6011891245842,3.70907139778137,0.280241201817989,0.208517003059387,0.511241707205772
2,201,189,4.75,-79.25,100PLS,0.770537996292114,0.855313593149185,0.390657705068588,170.429876708984,4.29081091880798,0.00576880015432835,0.204764099419117,3.85666764974594,0.370325797796249,0.57871630191803,2.90762554556131,3.5250351190567,20.0300080180168,3.65605397224426,0.309157003462315,0.253327000141144,0.43751580119133
3,202,187,3.75,-78.75,100PLS,2.60584766864777,1.4018985748291,1.2039489865303,147.862213134766,4.16124453544617,0.00661400007084012,0.464112401008606,12.8354430198669,0.736937296390533,0.74206069111824,11.3564458847046,2.19986301660538,24.3572233200073,2.21823127269745,0.325979107618332,0.359157395362854,0.314863395690918
4,202,188,4.25,-78.75,100PLS,2.07146689891815,1.24925268888474,0.86136509180069,146.281994628906,4.09397792816162,0.00678300019353628,0.376170900464058,7.57686867713928,0.601904404163361,0.754419201612473,6.22054586410522,2.54921431541443,21.3145107269287,2.67845821380615,0.312187099456787,0.334981200098991,0.352831798791885
5,202,189,4.75,-78.75,100PLS,2.59652500152588,1.44448771476746,1.15206270217896,146.629306030273,4.48490839004517,0.00614400021731853,0.443526300787926,12.2091330528259,0.690240806341171,0.764329195022583,10.7545630455017,2.20188221931458,24.1330879211426,2.31313492059708,0.318296000361443,0.359311699867249,0.322392296791077
6,202,190,5.25,-78.75,100PLS,1.26982159614563,1.1986986041069,0.517563191056251,153.212010192871,4.89979939460754,0.00540369995869696,0.21936369985342,5.47751252651215,0.447194004058838,0.699541807174683,4.33077735900879,3.03088400363922,21.0218490600586,3.19713988304138,0.300358200073242,0.288782495260239,0.410859301686287
7,203,181,0.75,-78.25,100PLS,1.79535950422287,1.0649769961834,0.730387002229691,162.992359924316,3.3504222869873,0.00750999990850687,0.405875897407532,7.11446595191956,0.764220601320267,0.699421802163124,5.65082340240478,3.29040911197662,23.0842800140381,2.83185472488403,0.349808102846146,0.303852504491806,0.346339300274849
8,203,182,1.25,-78.25,100PLS,2.2786229133606,1.16885650157928,1.1097659945488,152.65597076416,3.99941036701202,0.00661000004038215,0.489261201024055,11.6790289878845,0.736486089229584,0.65886190533638,10.2836808204651,2.31516959667206,24.4966529846191,2.14740190505981,0.333993703126907,0.354170894622803,0.31183540225029
9,203,183,1.75,-78.25,100PLS,2.22345550060272,1.14672020673752,1.07673520445824,162.360760498047,3.86827869415283,0.00649899989366531,0.486308300495148,11.1692123413086,0.735928106307983,0.655125695466995,9.77815814018249,2.36128368377686,24.4394886016846,2.18255257606506,0.336797699332237,0.349775397777557,0.313426998257637
10,203,184,2.25,-78.25,100PLS,2.15803310871124,1.13370281457901,1.02632440924644,168.006553649902,3.68002502918243,0.0065909001044929,0.475464701652527,10.4226093292236,0.738685798645019,0.657809203863144,9.0261146068573,2.44341337680817,24.0182876586914,2.25758019685745,0.341350895166397,0.343889001011848,0.31476009786129
