,nx,ny,lat,lon,PLS,gpp,ra,npp,rc,et,wue,cue,cmass,cleaf,cfroot,cawood,tleaf_cwm,twood_cwm,troot_cwm,aleaf_cwm,awood_cwm,aroot_cwm
1,201,188,4.25,-79.25,50PLS,0.670735400915146,0.77670618891716,0.351470994949341,167.406028747559,4.16113376617432,0.0059179998934269,0.192397598922253,2.96080501079559,0.294200398027897,0.575327691435814,2.09127700030804,3.51213240623474,17.8717432975769,4.0198301076889,0.267387798428535,0.270215299725533,0.462396702170372
2,201,189,4.75,-79.25,50PLS,0.787711197137833,0.837305301427841,0.4135901004076,170.17819519043,4.2975323677063,0.00577400019392371,0.215410096943378,3.69485589265823,0.354441693425179,0.573300403356552,2.76711375713348,3.36795761585236,20.7121405124664,3.71024117469788,0.290329805016518,0.287816600501537,0.421853601932526
3,202,187,3.75,-78.75,50PLS,2.60596351623535,1.39249929189682,1.21346409320831,147.733538818359,4.16231899261475,0.00661400007084012,0.467874094843864,13.2506676673889,0.738899898529053,0.727971404790878,11.7837957859039,2.14343211650848,26.5508081436157,2.10025552511215,0.327496501803398,0.351981800794601,0.320521596074104
4,202,188,4.25,-78.75,50PLS,2.04029910564423,1.21720910072327,0.868832504749298,146.109811401367,4.09540629386902,0.00678300019353628,0.380876597762108,7.84575228691101,0.608922094106674,0.709042102098465,6.52778825759888,2.47614243030548,22.8376218795776,2.54774205684662,0.3197684019804,0.328883600234985,0.351347899436951
5,202,189,4.75,-78.75,50PLS,2.61101379394531,1.45110330581665,1.16096922159195,146.480812072754,4.48592114448547,0.00614380021579564,0.442569404840469,12.6975195884705,0.705168288946152,0.754751098155975,11.2375999450684,2.1708814740181,26.2087228775024,2.22132352590561,0.326956900954247,0.344857200980186,0.328185904026031
6,202,190,5.25,-78.75,50PLS,1.34366408586502,1.21808670759201,0.553685203194618,152.683015441895,4.90813918113709,0.00540699996054173,0.231292401254177,5.63247644901276,0.446667602658272,0.723579907417297,4.46222875118256,2.97772629261017,24.7941795349121,3.44941160678864,0.296847403049469,0.300587601959705,0.402565094828606
7,203,181,0.75,-78.25,50PLS,1.80458251237869,1.06350739002228,0.741075199842453,162.850762939453,3.35144622325897,0.00750999990850687,0.410286000370979,7.69257869720459,0.762437909841537,0.696524399518967,6.23361663818359,3.07823958396912,25.2284143447876,2.90709679126739,0.362647897005081,0.30336309671402,0.333989000320435
8,203,182,1.25,-78.25,50PLS,2.25917282104492,1.17165150642395,1.09316311478615,152.60606842041,3.99914927482605,0.00660900003276765,0.483411398530006,11.6333721160889,0.756704902648926,0.642698001861572,10.2339692115784,2.24062700271606,26.7190389633179,2.05783929824829,0.35018829703331,0.331883096694946,0.317928597331047
9,203,183,1.75,-78.25,50PLS,2.21022801399231,1.13538941144943,1.07801200151443,162.323477172852,3.86847739219666,0.00649889991618693,0.488838404417038,11.2758696079254,0.744352006912231,0.631457996368408,9.90005970001221,2.25412518978119,26.4676494598389,2.05449241399765,0.349337103962898,0.334438601136208,0.316224399209023
10,203,184,2.25,-78.25,50PLS,2.15597212314606,1.10943169593811,1.04881551265717,167.958453369141,3.6806054353714,0.00659100012853742,0.486441504955292,10.8900943279266,0.729399698972702,0.633440107107162,9.52725396156311,2.35199280977249,26.1217401504517,2.09031817913055,0.336496603488922,0.343599304556847,0.319904202222824
11,203,185,2.75,-78.25,50PLS,2.64011397361755,1.45638610124588,1.18372790813446,154.59009552002,4.19997644424438,0.00603500008583069,0.45081470310688,12.8415536880493,0.723055094480515,0.780645197629929,11.3378534317017,2.18207029104233,26.4240335464478,2.24755648374558,0.319046002626419,0.350116503238678,0.330837705731392
12,203,186,3.25,-78.25,50PLS,2.86089580059051,1.58029710054398,1.28059849739075,150.742440795898,4.25758171081543,0.00609100004658103,0.450228497385979,14.1774621963501,0.760236001014709,0.735115706920624,12.6821102619171,2.09813330173492,26.7327871322632,2.041612637043,0.326890197396278,0.355312296748161,0.317797395586967
13,203,187,3.75,-78.25,50PLS,2.83439619541168,1.54214421510696,1.29225180149078,144.793830871582,4.06742210388184,0.00666899979114532,0.458898603916168,14.5062435150146,0.78318589925766,0.71389479637146,13.0091626167297,2.1028693318367,26.9939130783081,1.9852184176445,0.329899400472641,0.356569397449493,0.313531497120857
14,203,188,4.25,-78.25,50PLS,2.83973338603973,1.57310678958893,1.27135368585587,140.554263305664,4.12728643417358,0.00682319984771311,0.448141798377037,14.486714553833,0.776399004459381,0.719338697195053,12.9909764289856,2.11144188642502,26.5206275939941,2.0147784948349,0.331203797459602,0.353955495357513,0.314840698242188
15,203,189,4.75,-78.25,50PLS,2.96218597888947,1.66081960201263,1.30136618614197,139.941728210449,4.3219377040863,0.00679499981924891,0.44193559885025,14.4454320907593,0.781410199403763,0.726255005598068,12.9377676010132,2.10443992614746,26.699341583252,2.00382018089294,0.329049304127693,0.355885201692581,0.315065696835518
16,203,190,5.25,-78.25,50PLS,2.8926008939743,1.62962839603424,1.26297221183777,139.76971282959,4.62544803619385,0.00639500003308058,0.437695997953415,13.664367389679,0.748819494247437,0.775543588399887,12.1400041103363,2.11667861938477,26.3557645797729,2.14942467212677,0.326644897460938,0.350362700223923,0.322992500662804
17,204,179,-0.25,-77.75,50PLS,0.766542996679034,0.6601288659232,0.289358858551298,162.400268554688,2.97244463648115,0.00659871440646904,0.215734856469291,1.80359128543309,0.253395857555526,0.526280581951141,1.02391472405621,3.32910653523036,13.1822246142796,3.8682131426675,0.294791000229972,0.189043283462524,0.516165720564978
18,204,180,0.25,-77.75,50PLS,2.39127066135406,1.27047921419144,1.12261719703674,150.05124206543,3.54136350154877,0.00662600016221404,0.468229901790619,12.0744997024536,0.720327705144882,0.692188894748688,10.6619834899902,2.23398736715317,26.4643802642822,2.1668749332428,0.333599501848221,0.345964998006821,0.320435500144958
19,204,181,0.75,-77.75,50PLS,2.678879570961,1.42688550949097,1.26201450824738,145.575679016113,4.013831615448,0.0065767998341471,0.467932599782944,15.4091284751892,0.793750691413879,0.670928692817688,13.9444497108459,2.11921548843384,27.3974496841431,1.93540682792664,0.337985795736313,0.353707799315453,0.308306297659874
20,204,182,1.25,-77.75,50PLS,2.96555371284485,1.62116957902908,1.34438410997391,152.973249816895,4.28146758079529,0.0060259997844696,0.456337895989418,15.6415009498596,0.805185610055923,0.691697603464127,14.1446174621582,2.09377990961075,27.2633981704712,1.89970310926437,0.328754100203514,0.36453509926796,0.306710797548294
